sac that covers the heart 81
sad and anxious in mind 65
sad and strange as truth 324
sad nor strange to most 65
sang and danced as well 49
sang and danced in their 184
sang and danced so well 49
sang and danced to their 92
sang and played on their 83
sang and played the harp 188
sang and played the lute 154
sang and played the lyre 103
sang and played the piano 1785
sang two groups of songs 50
sat and closed my eyes 51
sat and looked as rapt 61
sat and looked at these 44
sat and played the piano 43
sat and smoked my pipe 75
sat and smoked the pipe 40
sat and stared at nothing 132
sat and stared at their 47
sat and talked an hour 83
sat and talked at length 43
sat and talked in half 86
sat and talked it over 134
sat and talked of many 117
sat and talked of their 61
sat and thought it over 215
sat and thought of what 91
sat for almost an hour 257
sat his saddle as well 48
sat long before the fire 200
sat long watching the raging 166
sat one behind the other 157
sat with pencil in hand 51
saw all around me were 82
saw and hailed it from 91
saw and thought of nothing 52
saw being opened or shut 55
saw both points of view 43
saw but little of lord 50
saw but little of their 154
saw but little of what 67
saw cut should be made 85
saw death before my eyes 45
saw far enough to note 51
saw her across the room 302
saw her almost at once 78
saw her chance to make 61
saw her crossing the road 51
saw her except at meals 68
saw her floating at rest 40
saw her landed up there 58
saw her through the door 107
saw her through the eyes 128
saw her through the haze 48
saw her through the open 167
saw her watching me from 56
saw him across the room 296
saw him almost as soon 44
saw him almost at once 317
saw him always the same 61
saw him ascend up into 52
saw him before he came 62
saw him before he died 220
saw him before he left 395
saw him before he went 199
saw him before in your 52
saw him before my eyes 162
saw him better or more 115
saw him commit the deed 47
saw him crossing the dark 53
saw him crossing the road 70
saw him crossing the yard 59
saw him entering or leaving 40
saw him entering the room 53
saw him except at meals 65
saw him strike or heard 88
saw him through the door 294
saw him through the eyes 194
saw him through the half 209
saw him through the haze 47
saw him through the hole 48
saw him through the mist 81
saw him through the open 184
saw him unlock the door 57
saw him watching me from 55
saw his chance at last 69
saw his chance of making 69
saw his chance to break 43
saw his chance to make 281
saw his chance to move 46
saw his chance to take 127
saw his chance to turn 48
saw his charge in deep 85
saw his darlings go forth 45
saw his mission in life 69
saw how calmly he bore 50
saw how deeply he felt 41
saw how gently he gave 43
saw how simple the soul 102
saw its visions of duty 114
saw not whence it came 79
saw one another at least 49
saw one another no more 138
saw one without the other 316
saw our anchor go down 46
saw that instead of having 44
saw that neither of these 75
saw that through the laying 421
saw that unless he took 40
saw them almost at once 45
saw them before my eyes 154
saw them breasting the hill 73
saw them embark to pass 197
saw them engaged in their 52
saw them formed in great 51
saw them return to their 66
saw them reviving of their 47
saw them safely on their 59
saw them safely to their 118
saw them standing in their 42
saw them through the door 43
saw them through the eyes 273
saw them through the haze 95
saw them through the lens 40
saw them through the mist 40
saw them through the open 132
saw things through the eyes 131
saw was enough to make 395
saw was simply the most 54
saw with dismay to what 66
saw with regret so many 76
saw you across the room 212
saw you standing in your 62
saw you standing on your 49
saw you through the door 43
say all manner of evil 16232
say all manner of good 41
say all manner of kind 41
say and listen to such 98
say and little to tell 51
say any common or open 72
say are without the mind 161
say but little of what 72
say but little to your 66
say for myself as well 62
say had better be said 74
say her memory is good 84
say how clever we were 44
say how deeply we were 81
say how pleased we were 66
say not whether it were 83
say our mettle is bred 113
say she wanted to come 125
say she wanted to have 84
say she wanted to leave 44
say she wanted to make 54
say she wanted to stay 51
say she wanted to take 41
say she wanted to talk 101
say she wished to know 44
say she wishes the baby 87
say that almost the only 200
say that apollo is their 47
say that before he came 40
say that before he died 47
say that before he left 71
say that before the coming 159
say that before the days 45
say that before the seed 87
say that before the time 111
say that before we have 40
say that before we left 43
say that belief in such 42
say that belief is nothing 48
