sacs that are lined with 45
safe and being cared for 85
safe and easy method for 71
safe for both mother and 529
safe for you until you 55
safe nor easy under them 40
safe seat was found for 61
safe with her mother and 47
sage was not aware that 42
said all she could say 101
said all that about you 44
said all they could say 67
said and did rather than 73
said and her voice was 471
said and his heirs and 51
said and his voice had 235
said and his voice was 802
said and say again that 58
said and she could hear 44
said and she could not 101
said and she could see 41
said and she shook her 64
said and that which can 45
said and then added with 83
said bad things about her 119
said bad things about him 182
said bad things about his 72
said bad things about them 41
said bad things about you 127
said but she could not 71
said did not agree with 83
said does not imply that 600
said does not prove that 111
said for him after his 63
said for him every day 59
said for him every year 48
said for that reason that 48
said for this reason that 87
said god had given her 77
said god had given him 82
said had she known that 295
said had they known that 75
said her head ached and 51
said his own father had 67
said lot and title may 244
said lot may appear and 177
said mean things about her 48
said mean things about you 57
said men and women are 42
said nor did anything that 111
said not long after his 40
said not long since that 188
said now she could not 71
said one day after his 46
said one day after she 44
said one day while they 49
said one who spoke with 40
said she had asked for 92
said she had asked her 116
said she had asked him 152
said she had borne his 40
said she had drunk too 51
said she had found her 108
said she had found him 159
said she had found out 206
said she had found that 181
said she had found them 77
said she had given her 214
said she had given him 272
said she had given them 59
said she had known all 50
said she had known for 69
said she had known her 43
said she had known him 162
said she had known that 278
said she had lived for 51
said she had lived long 46
said she had lived with 92
said she had loved him 85
said she had never got 52
said she had never had 652
said she had never met 358
said she had never read 116
said she had rather die 43
said she had rather see 47
said she had slept with 84
said she had spent all 65
said she had spent her 69
said she had taken her 116
said she had taken him 40
said she had taken them 54
said she was again with 49
said she was alone and 44
said she was anything but 59
said she was aware that 152
said she was bored and 64
said she was bored with 134
said she was bound for 42
said she was calling for 96
said she was crazy and 134
said she was drunk and 49
said she was feeling ill 42
said she was getting her 52
said she was getting old 60
said she was getting too 125
said she was happy and 119
said she was happy for 188
said she was happy that 312
said she was happy with 204
said she was headed for 85
said she was holding her 43
said she was hungry and 257
said she was looking for 1644
said she was named for 43
said she was never going 188
said she was older than 57
said she was praying for 121
said she was proud that 68
said she was right and 83
said she was running out 91
said she was sending her 43
said she was sorry and 587
