sad heart 159 sad pale 48
sat booth 87 sat cool 43
sat desk 42 sat door 66
sat edge 95 sat hard 164
sat rock 149 sat side 95
sat sofa 218 sat soft 74
sat tree 200 sat wall 963
sat once 46 sat their 210
sat their 55 sat their 107
sat army 55 sat door 52
sat rock 47 sat tree 119
sat wall 921 sat legs 44
sat cell 47 sat door 258
sat tent 67 sat wait 40
sat think 50 sat wait 234
sat take 50 sat their 45
sat their 43 sat these 46
sat some 50 sat best 59
sat have 90 sat look 41
sat make 57 sat meals 64
sat plan 165 sat talk 272
sat their 81 sat wait 75
sat work 128 sat door 227
sat back 136 sat tree 112
sat wall 1293 sat their 49
sat their 92 sat those 51
sat what 68 saw ants 46
saw deer 70 saw fish 48
saw these 107 saw wild 84
saw wall 105 saw their 108
saw those 49 saw were 60
saw fall 73 saw their 41
saw having 67 saw more 47
saw least 57 saw life 41
saw years 54 saw heart 54
saw their 82 saw those 92
saw their 78 saw down 67
saw their 92 say have 54
say will 90 say fame 69
say home 188 say peace 45
say their 203 say their 42
say make 47 say meant 42
say wrong 40 say will 51
say more 44 say said 58
say very 47 say home 56
say look 42 say their 53
seal same 118 seat rome 70
see great 42 see life 291
see great 129 see gray 41
see these 45 see wall 53
see their 41 see your 64
see their 62 see their 48
see their 70 see their 60
see hers 135 see mine 688
see hope 45 see your 63
see their 47 see such 44
see form 41 see having 116
see more 143 see least 48
see work 166 see other 68
see life 85 see naming 45
see their 43 see their 40
see work 61 see their 76
see their 54 see make 75
see their 41 see their 89
see these 155 see your 109
see used 48 see meant 61
see have 88 see there 119
see these 56 see other 81
see such 93 see their 78
see these 64 see those 51
see your 131 see next 80
see other 55 see some 68
see such 77 see their 310
see these 473 see those 516
see your 1044 see from 70
see town 76 see bears 43
see their 131 see home 95
see lost 110 see soon 109
see least 102 see great 41
see much 205 see such 79
see well 77 see page 94
set wall 757 set their 79
set next 58 set years 99
set holy 41 set wall 101
set their 97 set camp 41
set city 220 set door 1019
set gate 82 set their 117
set means 51 set their 41
set city 72 set their 44
set least 272 set body 86
set city 129 set fact 55
set great 57 set mind 45
set other 336 set rest 111
set self 265 set soul 67
set send 54 set north 122
set south 152 set fire 83
set work 131 set work 104
set work 168 set fire 51
set fire 113 set show 109
set play 41 set task 77
set fine 1128 set their 50
set work 79 set rest 90
sew more 65 she have 71
she have 104 she have 41
she find 45 she keep 41
she make 56 she give 53
she live 91 she play 45
she speak 46 she gaze 85
she kiss 206 she look 111
she pick 47 she take 43
she once 99 she meet 639
she take 134 she door 92
she from 65 she into 44
she like 63 she very 63
she have 97 she come 44
she look 40 she make 73
she help 58 she take 70
she know 117 she leave 43
she think 68 she door 260
she side 105 she wall 345
she having 46 she having 96
she what 41 she have 73
she have 67 she making 67
she must 46 she must 154
she same 439 she home 131
she last 50 she limp 62
she duty 174 she some 65
she dull 151 she much 330
she have 459 she give 150
she help 60 she keep 130
she leave 119 she look 53
she lose 47 she make 220
she show 44 she speak 83
she stay 69 she take 185
she tell 126 she having 40
she more 80 she airs 114
she rest 102 she time 82
she much 94 she airs 48
she name 52 she into 54
she great 45 she hair 41
she hand 59 she take 41
she have 192 she keep 127
she make 91 she reach 48
she hand 51 she kind 46
she well 69 she have 213
she more 137 she door 149
she wall 242 she kiss 42
she such 56 she their 57
she three 43 she home 419
she back 74 she down 52
she much 62 she door 48
she know 145 she rest 73
she have 50 she length 50
she least 41 she leave 61
she meet 46 she have 52
she word 88 she have 40
she flinging 46 she more 226
she look 44 she hand 40
she once 61 she four 124
she risk 47 she same 108
she last 113 she wall 76
she having 263 she more 61
she part 111 she once 64
she task 83 she from 73
she cool 53 she have 43
she bank 48 she from 97
she into 73 she onto 45
she much 40 she once 91
she their 103 she tears 54
she last 125 she must 52
she next 76 she truth 43
she calm 139 she keep 68
she stay 90 she stop 333
she look 53 she feed 85
she hand 352 she task 455
she hand 43 she speak 143
she tell 111 she hearing 113
she making 68 she nothing 58
she seeing 70 she same 44
she same 41 she meet 440
she take 55 she door 73
she find 101 she join 47
she look 155 she meet 58
she play 74 she talk 43
she wait 105 she take 57
she door 631 she land 43
she have 83 she keep 72
she live 84 she speak 55
she stay 53 she take 89
she having 78 she what 88
she feel 86 she love 40
she making 61 she such 270
she body 69 she less 81
she some 276 she single 111
she some 52 she kiss 59
she life 51 she some 44
she what 116 she nest 47
she find 45 she make 58
she when 94 she come 63
she have 91 she leave 42
she make 46 she meet 43
she take 68 she walk 48
she what 49 she able 76
she same 43 she able 62
she from 57 she means 42
she least 44 she best 156
she full 67 she same 201
she kind 75 she your 87
she able 163 she same 51
she home 156 sin life 40
sit wall 94 sit their 62
sit wall 147 sit take 46
sit home 140 sit their 46
sit work 67 sit peace 94
sit find 42 sit make 98
sit plan 173 sit talk 253
sit work 199 sit body 307
sit your 60 sit furs 46
sit door 140 sit wall 58
sit wall 102 sit your 87
six ages 133 six such 62
six rows 153 six years 48
six holy 332 six these 364
six ages 59 six deck 42
six trial 89 six home 104
six ages 109 six time 75
six date 176 six last 42
six date 103 six filing 48
six were 40 sky great 105
son their 44 son cast 49
son kill 48 sue tort 52
sum these 155 sun gold 51
sun rise 84 sun rest 122
sun west 117 sun grow 153
