sang assurance 40 saw fireplace 52
saw different 82 say proportion 46
say depression 43 say proportion 41
say injustice 40 say proportion 63
say proportion 111 say effective 43
say important 46 say statement 86
say proportion 54 say different 54
say important 92 say endurance 79
say confident 68 say convinced 138
say extremely 56 say perfectly 55
say compelled 44 say abandoned 111
say attempted 165 say benefited 43
say carefully 372 say collected 68
say committed 150 say completed 44
say concluded 65 say confirmed 52
say consulted 89 say continued 56
say conversed 51 say delivered 40
say developed 93 say discussed 62
say endeavored 250 say exhausted 75
say expressed 71 say forgotten 485
say fulfilled 78 say generally 43
say indicated 54 say knowledge 52
say literally 40 say neglected 113
say occasioned 58 say performed 45
say presented 93 say recovered 62
say reflected 58 say regretted 50
say repeatedly 77 say sometimes 126
say succeeded 523 say thoroughly 76
say throughout 56 say witnessed 257
say precisely 56 say liberally 40
say sincerely 92 say perceived 167
say advantage 78 say gratitude 102
say certainly 48 say undertake 43
seas observant 78 see reflection 1118
see discussion 48 see succeeded 47
see proportion 47 see abundance 48
see proportion 42 see proportion 49
see different 81 see important 89
see committed 112 see forgotten 339
see fulfilled 40 see misjudged 49
see neglected 41 see presented 42
see succeeded 81 set complexion 98
set framework 43 set statement 48
she ourselves 42 she discussed 43
she concerned 81 she separated 84
she forgotten 47 she gentleman 48
she advantage 62 she perception 81
she complexion 90 she conviction 98
she complexion 169 she knowledge 45
she collection 44 she complexion 70
she contralto 47 she conviction 112
she afternoon 185 she knowledge 59
she appearance 46 she character 59
she complexion 107 she expression 72
she knowledge 199 she reputation 166
she complexion 42 she abundance 101
she admiration 309 she advantage 117
she collection 68 she influence 347
she knowledge 52 she reputation 171
she reverence 107 she veneration 61
she admiration 63 she reputation 43
she tolerance 44 she concussion 56
she difficult 54 she distressing 110
she important 135 she practical 44
she difficult 68 she excellent 44
she exquisite 41 she interesting 52
she offensive 238 she wonderful 70
she apartment 46 she engagement 116
she exhibition 111 she extracted 69
she different 369 she difficult 471
she extensive 42 she important 291
she interesting 173 she practical 63
she sensitive 60 she unpleasant 76
she knowledge 63 she collection 43
she character 111 she complexion 65
she knowledge 127 she reputation 115
she advantage 74 she influence 122
she reputation 44 she difficult 42
she important 54 she extensive 87
she important 43 she different 164
she difficult 100 she important 128
she interesting 41 she sensitive 58
she miserable 46 she englishman 48
she multitude 128 she sheltered 68
she organizer 42 she supporter 41
she courtesan 71 she professor 109
she candidate 334 she homemaker 55
she housewife 256 she influence 170
she organizer 59 she seamstress 76
she secretary 131 she character 59
she commercial 66 she influence 82
she patroness 45 she sorceress 105
she supporter 54 she priestess 77
she developer 53 she admirable 72
she desirable 96 she difficult 53
she efficient 56 she estimable 60
she excellent 263 she exemplary 42
she exquisite 99 she fascinating 51
she fortunate 55 she important 60
she interesting 140 she wonderful 49
she housewife 49 she assistant 41
she competent 146 she desirable 77
she destitute 63 she different 630
she difficult 148 she effective 57
she efficient 86 she energetic 54
she excellent 61 she expensive 43
she fortunate 81 she important 327
she interesting 203 she passionate 48
she practical 96 she precocious 40
she sensitive 156 she spiritual 46
she unpromising 41 she wonderful 85
she president 174 she housewife 61
she unmarried 65 sin blasphemy 44
sin committed 303 six battalions 84
six centuries 3669 six squadrons 46
