sat again 52 sat fires 83
saw fresh 113 saw nearly 49
saw heaven 326 saw under 129
say books 90 say about 60
say about 40 say blood 228
see hearts 46 see thinking 137
see vague 52 see under 50
see hands 54 see edges 49
see roots 78 set daily 133
set apart 71 set apart 111
set could 84 set labor 160
set apart 214 set forms 135
set gates 83 set human 82
set kinds 107 set people 975
set social 147 set sorts 84
set types 79 set women 289
set peers 282 set which 56
set every 72 set every 51
set after 58 set every 252
set urged 46 sex changing 48
she later 53 she weeping 42
she again 102 she weeping 40
she weeping 79 she after 53
she again 794 she which 41
she while 56 she about 137
she about 219 she might 40
she about 115 she heaven 163
she stock 40 she taken 43
she about 391 she again 113
she later 64 she again 54
she every 51 she about 531
she about 117 she asked 49
she cared 62 she found 146
she given 70 she hoped 385
she known 91 she liked 49
she lived 46 she loved 209
she taken 115 she again 45
she about 172 she welling 73
she warmth 49 she about 48
she place 47 she about 49
she alive 75 she alone 72
she anything 199 she asked 65
she aware 114 she badly 47
she cured 76 she easily 73
she either 129 she fifty 94
she found 111 she given 235
she happy 503 she holding 47
she looking 150 she moaning 67
she moved 76 she older 63
she playing 71 she quite 323
she raped 69 she right 212
she saved 473 she sitting 104
she speaking 136 she taken 446
she talking 333 she telling 74
she thinking 249 she thrown 57
she under 92 she waiting 48
she walking 57 she working 97
she writing 71 she about 268
she anything 721 she either 41
she under 152 she worse 134
she would 361 she hoped 157
she loved 44 she about 72
she anything 48 she taken 51
she about 50 she money 46
she people 53 she would 63
she easily 55 she money 42
she about 88 she anything 199
she could 57 she would 775
she anything 56 she money 50
she throat 49 she after 44
she people 66 she easily 44
she thinking 54 she about 112
she hours 53 she longer 114
she about 553 she faint 48
she longer 44 she morning 45
she money 82 she money 1315
she people 114 she money 190
she sense 125 she grave 54
she people 50 she easily 100
she breathe 66 she about 148
she sorry 50 she found 158
she given 40 she known 201
she lived 155 she taken 74
she would 42 she about 104
she about 272 she until 96
she money 76 she light 516
she words 43 she until 65
she until 91 she words 95
