sad and restless when she 46
sat and pondered upon this 93
sat and reclined upon them 83
sat and wondered what was 46
sat with bandaged eyes and 41
sat with downcast eyes and 262
saw and achieved what they 40
saw and approved what was 45
saw and suffered from was 90
saw him dismount from his 49
saw him suddenly lift his 52
saw him suddenly throw his 79
saw his services were not 186
saw that everyone else had 155
saw that everyone else was 359
saw that external peace was 59
saw that somebody else had 47
saw them clambering over that 55
saw this handsome young man 55
say for yourself what you 40
say for yourself when you 95
say that attempts have not 91
say that children have this 52
say that children must not 41
say that children were not 54
say that children will not 49
say that educated india does 66
say that increased cost and 119
say that nowadays there are 47
say that politics were not 42
say that somebody else had 101
say that whatever else may 44
say that whenever there are 59
say that whenever there was 47
say that wherever there are 61
say that wherever there was 56
say that yourself years ago 43
say with absolute truth that 395
say with complete truth that 158
say with conscious truth that 53
see and consider these things 90
see and remember what you 44
see any immediate need for 73
see for yourself just how 458
see for yourself some day 77
see for yourself what all 51
see for yourself what are 58
see for yourself what has 188
see for yourself what our 47
see for yourself what she 140
see for yourself what that 274
see for yourself what they 251
see for yourself what this 85
see for yourself what was 80
see for yourself what you 269
see for yourself when you 562
see her beautiful face and 45
see her boastful boys earth 238
see her children want for 68
see him commencing life with 78
see him graduate there with 40
see him withdrawn into his 43
see his children wise and 42
see his glittering eyes and 41
see his handsome face and 51
see how dolorous fate had 56
see how everyone else was 68
see how malicious some are 46
see how speedily these men 43
see its personal meaning for 80
see that children were not 42
see that everyone else does 47
see that everyone else had 46
see that everyone else has 55
see that everyone else was 148
see that slightly more than 135
see that somebody else does 43
see that somebody else has 95
see them annually full for 41
see them separate here and 58
see this handsome young man 70
see with accuracy what was 49
see you sometime when you 53
see you tomorrow when you 90
set and maintain their own 53
set for yourself when you 56
set her suitcase down and 118
set him straight once and 50
set his sandwich down and 49
set his suitcase down and 120
set off straight away for 43
set one shepherd over them 55
set that contains only one 43
set things straight once and 42
sex and injection drug use 117
sex for purposes other than 69
sex was excluded from this 172
sex with partners other than 68
she and everyone else had 169
she and everyone else was 64
she and thousands like her 51
she being debarred from all 57
she can lawfully wive with 43
she can possibly draw them 40
she can probably tell you 47
she can properly care for 54
she can remember when she 69
she did domestic work for 48
she got pregnant when she 69
she had absorbed from her 208
she had accepted from her 50
she had accepted from him 122
she had accepted what she 45
she had achieved more than 59
she had achieved what she 246
she had acquired during her 475
she had acquired during his 54
she had acquired from her 625
she had acquired from him 82
she had acquired from his 43
she had acquired from them 50
she had acquired more than 42
she had acquired over her 105
she had acquired over him 126
she had acquired what may 47
she had acquired when she 114
she had actually been doing 42
she had actually been his 79
she had actually done was 61
she had actually gone out 116
she had actually heard him 44
she had actually made her 189
she had actually paid for 74
she had actually said that 144
she had actually said was 111
she had actually seen and 118
she had actually seen her 210
she had actually seen him 279
she had actually seen them 118
she had actually told him 65
she had admitted into her 66
she had advanced more than 73
she had alighted from her 79
she had attended when she 95
she had awakened from her 237
she had banished from her 84
she had beautiful eyes and 100
she had believed there was 53
she had believed what she 51
she had bestowed upon her 311
she had bestowed upon him 996
she had bestowed upon his 103
she had bestowed upon them 161
she had borrowed from her 791
she had borrowed from him 303
she had borrowed from one 146
she had borrowed from sam 54
she had borrowed from them 45
she had concealed from her 229
she had concealed from him 218
she had departed from her 195
she had departed from this 45
she had depended upon him 48
she had detached from her 55
she had embarked upon her 77
she had enforced upon them 51
she had entirely lost her 206
she had expected from her 256
she had expected from him 346
she had expected from his 92
she had expected from this 79
she had expected more than 54
she had expected when she 444
she had extended over her 82
she had extorted from her 95
she had extorted from him 120
she had fastened upon him 83
she had finished crying she 40
she had finished giving her 53
she had finished giving him 145
she had finished making her 86
she had finished reading and 68
she had finished reading her 83
she had finished reading she 116
she had finished reading them 65
she had finished reading this 108
she had finished saying this 91
she had finished there was 399
she had finished what she 459
she had foreseen when she 93
she had formerly been for 49
she had formerly been too 80
she had formerly done with 51
she had formerly felt for 41
she had formerly made her 84
she had imagined what she 47
she had imagined when she 226
she had injected into old 58
she had inquired into his 52
she had insisted upon being 65
she had insisted upon going 59
she had insisted upon her 73
she had insisted upon his 59
she had insisted upon was 41
she had intended when she 135
she had laughingly told him 43
she had launched into her 42
she had lavished upon her 88
she had lavished upon him 179
she had likewise seen for 149
she had lustrous hair and 49
she had observed during her 117
she had observed from her 65
she had observed when she 82
she had obtained from her 410
she had obtained from him 102
she had obtained over her 88
she had obtained what she 123
she had occupied during her 114
she had occupied when she 125
she had pictured when she 49
she had plighted troth with 46
she had prepared what she 52
she had presided over one 90
she had probably been dead 71
she had probably been too 40
she had probably gone too 45
she had probably lost her 89
she had probably made him 66
she had probably told her 45
she had produced during her 41
she had produced from her 99
she had produced made him 48
she had produced more than 53
she had produced only one 46
she had produced upon him 82
she had promised more than 44
she had promised when she 67
she had received during her 469
she had received from all 97
she had received from any 50
she had received from both 85
she had received from god 791
she had received from her 8534
she had received from him 3176
she had received from his 589
she had received from men 40
she had received from mrs 41
she had received from old 49
she had received from one 175
she had received from our 100
she had received from sir 92
