sad all 81 sad this 117
sang all 75 sang they 96
sang that 52 sat who 63
sat with 160 sat his 41
sat him 90 sat his 226
sat them 76 sat ate 66
sat did 68 sat fear 137
sat let 65 sat then 170
sat long 131 sat ten 135
sat two 89 sat her 148
sat him 61 sat his 202
sat our 48 sat his 50
sat with 43 sat put 45
sat saw 58 saw now 49
saw and 84 saw who 95
saw with 225 saw was 68
saw his 52 saw how 51
saw that 835 saw how 76
saw that 822 saw that 132
saw how 106 saw that 850
saw that 328 saw that 99
saw that 113 saw his 208
saw saw 62 saw and 54
saw her 60 saw this 79
saw each 136 saw had 150
saw any 125 saw his 105
saw any 69 saw his 54
saw that 364 saw this 209
saw saw 62 saw for 68
saw had 48 saw end 252
saw his 95 saw out 111
saw his 77 saw not 50
saw was 40 saw his 53
saw its 59 saw and 47
saw had 73 saw his 48
saw his 99 saw was 52
saw was 42 saw his 149
saw his 45 saw had 133
saw had 48 saw had 87
saw had 112 saw was 49
saw was 91 saw him 43
saw going 67 saw had 52
saw way 81 saw his 71
saw with 53 saw had 77
saw his 103 saw ran 51
saw had 119 saw had 64
saw was 53 saw dying 75
saw and 61 saw lying 78
say being 50 say far 214
say they 97 say that 48
say any 40 say him 84
say year 72 say far 141
say long 42 say one 96
say they 144 say this 113
say you 62 say all 152
say any 79 say for 120
say one 94 say they 202
say this 49 say are 51
say they 88 say and 43
say did 46 say was 55
say are 64 say are 82
say can 40 say way 117
say hear 49 say let 48
say read 69 say then 63
say had 334 say you 43
say are 62 say bee 91
say that 43 say she 298
say his 191 say his 74
say one 42 say age 83
say they 43 say any 53
say was 50 say are 111
say are 71 say ago 105
say that 183 say not 47
say not 47 say was 45
say not 47 say not 41
say you 43 say who 41
say her 163 say she 802
say this 40 say that 109
say his 80 say them 59
say all 92 say for 81
say his 318 say now 42
say one 139 say she 140
say they 107 say this 317
say one 126 say are 47
seal with 79 seas are 41
seas her 128 seat then 40
seat was 122 seat that 42
seat this 97 seat art 69
seat she 46 see with 73
see head 41 see had 50
see who 41 see they 48
see his 43 see with 148
see any 78 see got 83
see any 49 see going 91
see near 268 see they 47
see all 4255 see going 190
see had 66 see was 47
see had 41 see put 107
see can 41 see can 146
see that 139 see that 97
see that 204 see death 54
see had 44 see was 134
see are 192 see had 43
see are 104 see way 90
see way 49 see out 136
see see 238 see had 355
see was 619 see are 74
see had 113 see are 63
see get 45 see son 91
see and 120 see any 78
see this 83 see any 276
see that 362 see this 92
see that 433 see this 212
see using 59 see did 42
see this 174 see yet 74
see hear 89 see end 668
see and 56 see all 48
see that 57 see going 67
see his 54 see off 81
see out 50 see are 45
see don 303 see its 43
see they 63 see get 159
see its 361 see not 56
see had 58 see was 48
see had 41 see has 53
see his 41 see men 55
see red 123 see see 54
see are 40 see his 164
see each 56 see are 102
see are 47 see hear 83
see hear 98 see may 58
see his 49 see had 53
see she 96 see his 42
see and 46 see this 102
see run 46 see hear 120
see was 42 see they 503
see are 189 see had 118
see his 73 see has 49
see was 47 see him 105
see are 43 see had 60
see hear 68 see read 45
see then 42 see you 49
see was 59 see you 57
see are 67 see mean 45
see was 43 see off 55
see its 125 see way 55
see that 97 see this 338
see then 143 see are 54
see they 40 see get 45
see with 58 see then 66
see his 56 see had 43
see his 49 see was 143
see had 96 see one 57
see was 40 see its 155
see his 64 see dead 51
see you 75 see not 74
see was 52 set lead 140
set not 98 set that 64
set all 4627 set any 78
set both 56 set her 510
set him 460 set his 3914
set how 130 set its 127
set man 50 set men 71
set our 905 set them 1791
set this 122 set you 348
set all 100 set can 89
set had 52 set has 234
set his 59 set may 121
set was 1585 set her 43
set his 200 set its 70
set thee 62 set law 165
set our 47 set that 116
set his 47 set his 105
set who 215 set had 41
set that 193 set was 58
set that 15824 set her 145
set him 149 set his 89
set each 83 set one 65
set him 54 set and 56
set his 55 set are 77
set are 62 set each 77
set and 50 set and 116
set that 113 set day 60
set you 54 set each 125
set are 65 set year 117
set not 86 set that 47
set then 67 set not 111
set not 253 set all 104
set are 2174 set can 595
set had 207 set has 213
set may 196 set one 290
set they 296 set was 181
set you 147 set each 140
set are 124 set you 102
set each 128 set are 354
set can 102 set are 626
set can 346 set you 137
set are 108 set each 144
set are 122 set can 99
set are 40 set then 265
set met 129 set not 111
set not 120 set all 230
set being 81 set both 50
set each 442 set how 40
set its 234 set this 193
set use 258 set that 45
set all 84 set are 1168
set can 1557 set has 135
set may 355 set they 100
set was 123 set you 344
set and 41 set are 52
set are 102 set are 89
set are 44 set are 111
set are 157 set can 40
set each 105 set are 49
set not 214 set not 42
set not 84 set each 203
set are 1701 set can 827
set had 157 set has 278
set lead 85 set led 141
set may 828 set not 85
set not 98 set each 226
set this 58 set all 150
set are 1938 set can 772
set has 40 set may 188
set they 42 set you 166
set they 40 set are 136
set are 80 set are 157
set not 50 set each 231
set are 122 set can 45
set are 99 set each 106
set are 92 set one 51
set who 52 set not 43
set are 51 set all 45
set not 44 set each 167
set are 450 set can 455
set may 93 set are 97
set are 134 set can 244
set are 264 set can 94
set then 53 set not 46
set are 421 set are 197
set one 138 set then 259
set not 161 set all 41
set each 284 set are 1182
set can 769 set has 177
set may 141 set you 402
set then 256 set not 171
set each 104 set led 51
set are 2420 set can 1476
set has 168 set may 176
set you 330 set one 83
set one 507 set are 115
set can 49 set are 48
set are 172 set had 123
set are 71 set one 55
set are 985 set can 108
set had 122 set mix 56
set are 158 set are 129
set can 100 set are 185
set can 95 set then 96
set all 106 set each 443
set are 344 set can 193
set you 249 set are 101
set for 56 set not 41
set all 148 set each 186
set one 40 set this 73
set are 330 set can 154
set one 63 set are 88
set bad 70 set each 125
set are 65 set are 46
set has 49 set are 444
set can 208 set are 147
set then 136 set are 341
set can 97 set are 105
set are 126 set then 83
set not 89 set all 43
set each 165 set easy 71
set use 200 set are 772
set can 682 set has 40
set may 184 set are 171
set are 318 set can 134
set are 175 set all 150
set each 682 set are 216
set can 200 set are 109
set say 65 set rig 40
set red 82 set end 191
set his 66 set all 71
set any 44 set each 70
set his 133 set how 73
set our 299 set that 97
set this 381 set all 76
set lead 152 set led 40
set was 85 set all 1114
set doing 117 set her 72
set him 50 set his 442
set our 108 set that 46
set them 238 set this 251
set his 192 set for 173
set his 59 set and 53
set one 129 set for 1040
set and 69 set all 5665
set and 44 set both 111
set her 483 set him 42
set his 2333 set how 198
set its 534 set new 131
set one 91 set our 749
set that 126 set them 195
set things 43 set this 504
set two 145 set has 84
set was 209 set his 78
set for 116 set all 40
set she 46 set and 43
set for 44 set own 58
set dead 54 set are 51
set two 109 set and 88
set and 157 set and 123
set and 371 set and 859
set and 122 set and 497
set and 60 set end 85
set and 172 set you 50
set each 57 set his 68
set them 76 set are 42
sex own 69 sex aid 51
sex man 96 sex that 41
