sales securities 53 sally countrymen 54
scale comparable 42 scale destruction 197
scale allowances 438 scene remembered 80
scene complexity 69 scene destruction 530
scene devastation 51 scene preparation 41
scene debauchery 107 scene dissipation 66
scene destruction 47 scene devastation 150
scene frequently 72 scoff pretensions 57
scold imprudence 112 scope benevolent 52
scope discipline 45 scope individual 182
scope experience 120 scope observation 66
scope activities 65 scope competence 53
scope institution 114 scope combination 43
scope imagination 45 score friendship 42
search particular 76 search contraband 103
search information 1427 season punctilious 45
seated imagination 62 seeds destruction 70
seeds destruction 163 seeds destruction 974
seeds destruction 18252 seeds dissolution 1761
seeds frustration 97 seeds inevitable 136
seeds punishment 129 seeds destruction 384
seeking tabernacle 53 seeks nationality 51
seems insensible 86 seems christened 70
seems unexpected 52 seems description 61
seems description 257 seems inspiration 50
sending publication 46 sends melancholy 46
senior experience 238 sense understand 43
sense understand 66 sense considered 41
sense understood 99 sense information 212
sense literature 41 sense appreciation 105
sense excitement 180 sense expectation 48
sense fascination 54 sense indignation 51
sense inspiration 46 sense wonderment 225
sense everywhere 42 sense substitute 103
sense destruction 73 sense confidence 140
sense familiarity 160 sense desperation 66
sense excitement 52 sense frustration 98
sense inadequacy 50 sense insecurity 793
sense loneliness 91 sense trepidation 86
sense excitement 219 sense suffocation 41
sense boundaries 67 sense competence 172
sense degradation 73 sense difference 42
sense experience 126 sense femininity 136
sense importance 1833 sense inadequacy 314
sense individual 91 sense inferiority 285
sense limitations 85 sense loneliness 127
sense shortcomings 117 sense sinfulness 218
sense superiority 326 sense uniqueness 203
sense wickedness 78 sense blameworthy 47
sense boundaries 42 sense capacities 81
sense cleverness 249 sense competence 248
sense continuity 89 sense corruptions 43
sense deficiency 182 sense degradation 144
sense dependence 161 sense difference 125
sense excellence 72 sense experience 262
sense feebleness 89 sense generosity 44
sense historical 99 sense importance 11076
sense imprudence 51 sense inadequacy 1079
sense inadequate 40 sense incapacity 309
sense individual 239 sense inferiority 918
sense insecurity 45 sense jewishness 81
sense limitations 694 sense littleness 448
sense loneliness 131 sense obligations 63
sense peculiarity 47 sense remoteness 49
sense shortcomings 385 sense sinfulness 1828
sense specialness 81 sense superiority 1909
sense uniqueness 645 sense wickedness 94
sense particular 47 sense unaffected 85
sense centrality 40 sense cleverness 51
sense competence 51 sense continuity 92
sense difference 45 sense efficiency 42
sense excellence 75 sense historical 131
sense importance 1409 sense inadequacy 93
sense inferiority 92 sense legitimacy 82
sense limitations 177 sense littleness 110
sense sinfulness 78 sense superiority 297
sense uniqueness 152 sense celebration 151
sense confidence 67 sense excitement 185
sense exuberance 87 sense inspiration 67
sense uniformity 43 sense absolutely 87
sense appreciated 52 sense completely 56
sense determined 140 sense influenced 52
sense recognized 53 sense understood 132
sense enjoyments 49 sense experience 171
sense feebleness 41 sense identities 109
sense imbecility 85 sense importance 552
sense inadequacy 138 sense individual 300
sense inferiority 81 sense limitations 168
sense littleness 220 sense particular 48
sense shortcomings 75 sense sinfulness 345
sense superiority 341 sense uniqueness 93
sense visibility 46 sense inadequacy 64
sense repentance 109 sense indistinct 48
sense information 84 sense understood 62
sense understand 42 serve equivalent 58
setting laboratory 47 setting government 96
shade limitations 94 shake indignation 126
shall punishment 49 shall solemnized 123
shall conquerors 78 shall considered 131
shall proclaimed 222 shall separately 67
shall convenient 41 shall immediately 49
shall immediately 50 shall employment 96
shall contribute 52 shall invalidate 61
shall impeachment 86 shall brightness 118
shame shortcomings 44 shame inveterate 69
share possessions 123 share privileges 65
share employment 63 share government 99
share government 145 share government 197
share government 55 share personally 44
share advantages 63 share destruction 79
share employment 174 share confidence 218
share excitement 147 share excitement 59
shining brightness 42 shining brightness 307
ships privateers 4817 ships transports 4794
shone brightness 43 shone brightness 58
shone negotiations 67 short consequent 43
showing characters 53 shown permanence 56
shown description 42 shown statements 66
shown impossible 47 shown experience 64
shown subsequent 230 shows understand 166
