sang and others played at 40
sap and leaves called the 100
sap that flows through the 68
sat all night beside the 64
sat and drank coffee in 42
sat and gazed across the 63
sat and stood around the 152
sat for hours before the 115
sat for hours beside the 94
sat for hours enjoying the 46
sat for hours watching the 342
sat his horse beside the 53
sat with faces turned to 89
sat with hands folded in 179
sat with hands folded on 50
saw and never expect to 215
saw for cutting across the 53
saw her child called to 67
saw her father standing at 95
saw her father standing by 95
saw her father standing in 276
saw her father standing on 101
saw her father through the 44
saw her lingering before the 76
saw her looking through the 98
saw her mother glance at 45
saw her mother standing at 129
saw her mother standing by 72
saw her mother standing in 261
saw her mother standing on 90
saw her mother through the 42
saw her passing through the 57
saw her pause before the 66
saw her peeking through the 44
saw her peering through the 40
saw her point toward the 50
saw her running across the 154
saw her running around the 53
saw her running through the 210
saw her running toward me 49
saw her running toward the 117
saw her sitting beside the 50
saw her stand beside the 41
saw her still standing in 82
saw her walking across the 207
saw her walking around the 52
saw her walking through the 142
saw her walking toward me 139
saw her walking toward the 159
saw her washing clothes in 106
saw him again before he 43
saw him again except in 50
saw him again mounting the 41
saw him creep through the 55
saw him drawn across the 69
saw him first through the 51
saw him looking around the 58
saw him looking through the 132
saw him looming through the 96
saw him passing through the 188
saw him peeping through the 44
saw him peering through the 76
saw him running across the 310
saw him running around the 52
saw him running through the 108
saw him running toward me 49
saw him running toward the 131
saw him seated before the 50
saw him sitting before the 61
saw him sitting behind the 55
saw him sitting beside the 53
saw him stand before an 178
saw him start toward the 58
saw him still standing at 46
saw him still standing in 133
saw him still standing on 77
saw him walking across the 351
saw him walking around the 97
saw him walking through the 346
saw him walking toward me 188
saw him walking toward the 273
saw him walking toward us 52
saw him writing something on 69
saw his father killed by 52
saw his father standing at 125
saw his father standing by 119
saw his father standing in 227
saw his father standing on 117
saw his father through the 41
saw his first combat in 57
saw his house peopled by 40
saw his mother across the 120
saw his mother standing at 125
saw his mother standing by 69
saw his mother standing in 292
saw his mother standing on 91
saw his mother through the 53
saw his pupil master the 58
saw his sword flashing in 44
saw men running toward the 44
saw one after another of 484
saw that emily looked at 40
saw that every member of 50
saw that every minute of 71
saw that homer seemed to 64
saw that running before the 81
saw them march through the 43
saw them passing through the 76
saw them place plumes on 78
saw them running across the 90
saw them running through the 52
saw them running toward the 75
saw them walking across the 75
saw them walking through the 70
saw them walking toward the 56
saw this lowly building in 55
saw this quite clearly in 52
saw two angels clothed in 50
saw two boats standing by 102
saw two eagles circling in 63
saw two major changes in 58
saw two people standing in 57
saw two ships standing by 406
saw two small groups of 45
saw was passing through the 40
saw you looking better in 87
saw you looking through the 54
saw you running across the 67
saw you walking across the 106
saw you walking through the 90
saw you walking toward me 44
saw you walking toward the 72
say can either offend my 62
say for whose safety it 47
say has often passed in 42
say one which should be 60
say she never wanted to 64
say she would follow in 40
say that action should be 48
say that bacon stands in 109
say that either demand or 98
say that either hutton or 72
say that every aspect of 236
say that every branch of 52
say that every detail of 101
say that every dollar of 42
say that every feature in 46
say that every feature is 52
say that every feature of 57
say that every member of 972
say that every moment of 98
say that every number is 47
say that every object is 55
say that every object of 44
say that every person in 175
say that every person is 199
say that every portion of 48
say that human nature is 2332
say that jesus christ is 1361
say that money serves as 47
say that money should be 107
say that moral choice is 94
say that never before in 1020
say that never before or 232
say that people should be 488
say that poetry should be 88
say that prime matter is 68
say that social reality is 138
say that space itself is 47
say that steps should be 40
say that taxes should be 62
say that wages depend on 213
say that women should be 367
say that would depend on 44
say they never thought of 54
say they would accept the 42
say they would choose the 64
say they would choose to 87
say they would object to 41
say they would prefer the 63
say they would prefer to 991
say they would refuse to 128
say they would return on 42
say they would return to 60
say they would switch to 44
say things which seemed to 41
say this tract belongs to 50
say thou canst remain the 50
say two months before the 53
say who first stated it 40
say you never thought of 69
say you would expect to 41
say you would insist on 76
say you would prefer to 61
seal and shall attest the 81
seas and equal rights to 101
seas and fresh waters of 157
seas and oceans around the 56
seat and gazed across the 44
seat and headed toward the 174
seat and leaned across the 83
seat and leaned toward the 47
seat and moved closer to 43
seat and moved toward the 139
seat and shall attend the 63
seat and stood before the 161
seat and stood beside the 169
seat that stood beside my 52
see all heaven before me 565
see and touch before he 42
see any amusing sights or 80
see any large portion of 48
see any light through the 60
see any major changes in 103
see but dimly through the 404
see for miles across the 700
see for miles around the 43
see for miles before we 42
see her again before he 410
see her again before the 171
see her again before we 107
see her again except in 53
see her again seized me 40
see her close beside me 227
see her driving through the 60
see her every chance he 42
see her every couple of 67
see her every sunday at 44
see her every sunday in 56
see her father before he 380
see her father before the 45
see her father standing at 63
see her father standing in 144
see her gleaming through the 72
see her mother standing at 91
see her mother standing in 191
see her mother through the 52
see her often enough to 63
see her passing through the 63
see her running across the 87
see her running through the 79
see her still standing in 57
see her walking across the 88
see her walking around the 66
see her walking through the 124
see her walking toward me 48
see her walking toward the 52
see him again before he 1088
see him again before my 114
see him again before the 251
see him again before we 145
see him again except as 44
see him again except in 119
see him again unless he 170
see him every couple of 65
see him every winter at 80
see him hanged before he 41
see him looking through the 77
see him often enough to 120
see him passing through the 86
see him peering through the 48
see him quite clearly as 47
see him quite clearly in 96
see him quite master of 62
see him running across the 107
see him running around the 52
see him running through the 90
see him running toward the 45
see him sadly changed in 84
see him sitting behind the 63
see him slain beside the 106
see him stand before me 105
see him still before me 51
see him still standing in 41
see him strong enough to 54
see him walking across the 188
see him walking around in 88
see him walking around the 129
see him walking through the 261
see him walking toward me 94
see him walking toward the 79
see him whirl around so 87
see his bride before the 180
see his child already in 43
see his father before he 287
see his father before the 48
see his father standing in 138
see his father standing on 40
see his father through the 55
see his large intent of 40
see his mother before he 180
