sad men who looked with 165
sad song singing darker than 84
sad that she seemed ill 79
sap has not changed its 56
sap them and batter them 82
sat and had coffee and 47
sat and had coffee with 48
sat eating and drinking and 87
sat for long periods with 46
sat near him caught him 125
sat with her brother and 46
sat with her sister and 42
sat with his brother and 64
sat with his coffee and 78
sat with his family and 149
sat with his pencil and 58
sat with his sister and 56
saw all her wolves lying 82
saw all this clearly and 48
saw all too clearly how 85
saw all too clearly that 892
saw and bear record that 158
saw and was filled with 105
saw any man shouting with 51
saw but one person who 47
saw but one remedy for 41
saw but too clearly all 46
saw but too clearly how 40
saw but too clearly that 367
saw her and called her 252
saw her and called out 183
saw her and caught her 64
saw her and cursed her 46
saw her and joined her 88
saw her and raised his 86
saw her and talked with 64
saw her and thought her 47
saw her and thought she 114
saw her and wanted her 74
saw her not before his 47
saw her own spirit and 49
saw her with another guy 53
saw her with another man 220
saw him and another man 76
saw him and bought him 44
saw him and called him 301
saw him and called his 46
saw him and called out 481
saw him and caught him 88
saw him and chased him 97
saw him and hailed him 55
saw him and helped him 42
saw him and killed him 69
saw him and pitied him 84
saw him and pulled him 48
saw him and raised her 45
saw him and raised his 79
saw him and smiled and 75
saw him and talked with 359
saw him and thought that 44
saw him both before and 48
saw him both sicken and 59
saw him can forget him 58
saw him can forget his 97
saw him she smiled and 72
saw him they begged him 59
saw him they rushed for 87
saw him two nights ago 101
saw his dear master was 52
saw his eye glancing for 105
saw his jaw clench and 60
saw his old friend and 116
saw his way before him 108
saw his way clearly and 66
saw how things worked out 41
saw how you kicked and 45
saw not far behind him 44
saw our men already got 373
saw she had turned her 43
saw she was afraid and 41
saw she was watching him 113
saw that all around her 67
saw that all around him 82
saw that all around them 50
saw that all nature was 610
saw that her blouse was 76
saw that her brother had 115
saw that her brother was 305
saw that her cheeks had 54
saw that her cousin had 71
saw that her cousin was 133
saw that her emotion was 42
saw that her figure was 109
saw that her friend had 290
saw that her friend was 433
saw that her glance was 50
saw that her pallor had 51
saw that her sister had 119
saw that her sister was 343
saw that her spirit was 54
saw that her strength was 44
saw that his advice had 67
saw that his advice was 128
saw that his brother had 452
saw that his brother was 663
saw that his bullet had 66
saw that his captor was 61
saw that his caution had 100
saw that his chance had 113
saw that his chance was 114
saw that his client had 44
saw that his client was 50
saw that his clothes had 49
saw that his collar was 45
saw that his course was 48
saw that his cousin had 43
saw that his cousin was 124
saw that his creation was 140
saw that his excuse was 48
saw that his family had 52
saw that his family was 58
saw that his friend and 110
saw that his friend had 378
saw that his friend was 1097
saw that his future lay 49
saw that his glance was 62
saw that his jacket was 45
saw that his manner was 85
saw that his master had 140
saw that his master was 515
saw that his mission was 94
saw that his nephew was 166
saw that his object was 93
saw that his orders had 65
saw that his patron was 69
saw that his planting and 47
saw that his policy had 52
saw that his policy was 54
saw that his remark had 41
saw that his rivals had 70
saw that his safety was 47
saw that his scheme had 41
saw that his scheme was 81
saw that his secret was 106
saw that his shadow was 43
saw that his sister had 111
saw that his sister was 289
saw that his speedy death 58
saw that his spirit had 69
saw that his spirit was 44
saw that his strength was 214
saw that his troops had 41
saw that his vessel was 46
saw that his victim was 56
saw that its aspect was 42
saw that its object was 52
saw that man standing near 50
saw that our actions had 51
saw that she already had 56
saw that she looked ill 44
saw that she should not 59
saw that she thought she 90
saw that she wanted him 79
saw that they dreaded his 54
saw that they walked not 1351
saw that this adroit and 42
saw that this course was 88
saw that this glance was 78
saw that this object was 41
saw that this person was 97
saw that this policy was 54
saw them all around him 62
saw them all unless two 55
saw them and called out 296
saw them and killed them 59
saw them and talked with 63
saw them and tasted them 49
saw them and thought they 79
saw them long before they 42
saw things long before they 61
saw things that nobody but 64
saw this and thought that 92
saw this man before him 40
saw two men fighting with 42
saw two men standing near 205
saw two men standing with 50
saw with his inward eye 42
saw with joy another long 43
saw you and thought you 69
saw you with another man 91
say all this better than 46
say all this without any 71
say and vow before god 67
say for one moment that 728
say for one moment you 72
say how far pontiac was 52
say not but nature may 59
say now that parody has 76
say one was better than 43
say she had changed her 197
say she saw farther than 78
say she was afraid she 40
say she was afraid they 77
say ten our fathers and 111
say that all actions are 77
say that all blacks are 43
say that all bodies are 131
say that all created things 75
say that all events are 114
say that all humans are 116
say that all nations are 57
say that all places are 49
say that all states are 44
say that all theories are 47
say that all through his 42
say that all values are 115
say that all wicked men 60
say that and thought how 40
say that any person has 131
say that any person who 466
say that any person with 56
say that any potter has 42
say that any school has 74
say that any system that 41
say that any writer who 68
say that art should not 53
say that both groups are 41
say that both matter and 41
say that each person has 337
say that for anyone who 42
say that for someone who 59
say that god became man 103
say that god created all 183
say that god created man 483
say that god created this 51
say that god creates all 48
say that god creates out 47
say that god exists and 89
say that god should not 169
say that her brother had 156
say that her brother was 145
say that her coffin was 52
say that her eldest boy 43
say that her family had 61
say that her family was 72
say that her master had 43
say that her sister had 94
say that her sister was 245
say that his actions are 207
say that his advice was 93
say that his brother had 206
say that his brother was 277
say that his career was 61
say that his charge was 79
say that his choice was 83
say that his client had 49
say that his client was 83
say that his desire for 46
say that his family had 150
say that his family was 87
say that his feelings are 45
say that his friend had 72
say that his friend was 79
say that his genius was 124
say that his letter was 58
say that his manner was 89
say that his master had 168
say that his master was 353
say that his memory was 93
say that his mental age 66
say that his mission was 165
say that his motive for 43
say that his motive was 56
say that his novels are 104
say that his object was 229
say that his office was 44
say that his opinion had 128
say that his opinion was 130
say that his passion for 54
say that his policy was 113
say that his reasons are 44
say that his rights are 58
say that his sister had 86
say that his sister was 129
say that his speech was 201
say that his spirit was 58
say that his talent was 48
say that his temper was 217
say that his vanity was 41
say that his writings are 102
say that its effect was 53
say that its object was 86
say that its policy was 43
say that long before this 82
say that man creates his 55
say that man should not 130
say that men should not 197
say that new england and 44
say that new england has 53
say that one gospel was 54
say that one object has 46
say that one person can 141
say that one person has 328
say that one person was 69
say that one should act 44
say that one should not 2532
say that one should try 52
say that one should use 80
say that our actions are 197
say that our bodies are 193
say that our brains are 48
say that our cravings for 42
say that our family was 51
say that our feelings are 52
say that our friend was 52
say that our policy has 57
say that our policy was 78
say that our retreat was 279
say that our tastes are 60
say that our thought does 53
say that our troops are 48
say that our values are 62
say that real sounds are 125
say that she agreed with 122
say that she killed him 41
say that she missed her 44
say that she missed him 74
say that she prayed for 73
say that she should buy 53
say that she should not 568
say that she struck thus 50
say that she thought her 185
say that she thought him 42
say that she thought she 306
say that she thought that 344
say that she thought they 88
say that she wanted her 89
say that she wanted him 118
say that she wished her 85
say that she wished she 292
say that she wishes she 50
say that sir robert was 40
say that that diamond was 101
say that that person does 52
say that that person has 114
say that that person was 71
say that that should not 50
say that they agreed with 158
say that they already had 50
say that they always had 66
say that they always put 61
say that they called for 63
say that they fought for 94
say that they fought with 71
say that they killed him 97
say that they ordain and 62
say that they prefer not 65
say that they regret they 43
say that they should act 40
say that they should all 281
say that they should get 86
say that they should not 2797
say that they should pay 55
say that they should read 45
say that they should try 41
say that they simply can 86
say that they thought that 308
say that they thought they 170
say that they wished for 45
say that they wished that 48
say that they wished they 216
say that they worked for 53
say that this advice was 44
say that this belief has 42
say that this belief was 67
say that this building was 119
say that this church has 44
say that this church was 58
say that this clause was 46
say that this course has 46
say that this course was 61
say that this custom was 70
say that this debate has 50
say that this demand for 54
say that this desire for 51
say that this device was 42
say that this excuse for 63
say that this island has 81
say that this letter was 157
say that this matter has 143
say that this matter was 116
say that this measure has 45
say that this measure was 57
say that this moment was 52
say that this normal and 561
say that this object has 54
say that this opinion was 59
say that this person had 57
say that this person has 296
say that this person was 190
say that this policy has 121
say that this policy was 120
say that this proves that 569
say that this regard for 40
say that this report has 48
say that this report was 100
say that this result has 76
say that this result was 136
say that this reward was 54
say that this school has 48
say that this should not 435
say that this speech was 78
say that this strange man 40
say that this system can 44
say that this system has 225
say that this system was 105
say that this valley was 46
say that this volume has 44
say that this volume was 106
say that two bodies are 79
say that two events are 254
say that two groups are 40
say that two points are 96
say that two states are 68
say that two theories are 57
say that was better than 42
say that with satori our 64
say that you decide that 164
say that you decide you 41
say that you intend doing 57
say that you killed him 43
say that you regret that 99
say that you regret this 51
say that you should ask 42
say that you should buy 53
say that you should get 137
say that you should let 91
say that you should not 4804
say that you should pay 49
say that you should put 88
say that you should read 56
say that you should run 41
