sac to hang lower than 95
sad in its wreck being 59
sad to see people who 125
sang an old sweet song 46
sang or they drank and 80
sang the song again and 122
sang the song which she 66
sang to him night and 442
sat an old woman and 52
sat an old woman who 101
sat an old woman with 407
sat at ease while his 43
sat at her elbow with 83
sat at her place and 41
sat at her right and 46
sat at her table and 403
sat at her table for 69
sat at her table with 96
sat at her wheel one 96
sat at his bench and 57
sat at his board and 68
sat at his elbow and 49
sat at his place and 67
sat at his right and 130
sat at his table and 958
sat at his table for 118
sat at his table with 306
sat at one table and 274
sat at one table with 143
sat at our board but 41
sat at our desks and 76
sat at our evening meal 438
sat at our table and 384
sat at our table for 98
sat at our table with 48
sat at that table and 88
sat at that table for 54
sat at that table with 65
sat at this table and 125
sat at this table with 98
sat by her holding her 46
sat by her until she 94
sat by her while she 68
sat by him night and 52
sat by his mother and 44
sat in her chair all 52
sat in her chair and 1415
sat in her chair for 98
sat in her chair near 52
sat in her chair with 444
sat in her house and 94
sat in her place and 116
sat in her place with 41
sat in her tower and 64
sat in her usual seat 230
sat in his cabin and 137
sat in his cabin with 56
sat in his chair all 78
sat in his chair and 3110
sat in his chair for 352
sat in his chair near 63
sat in his chair with 1017
sat in his dimly lit 99
sat in his house and 327
sat in his house for 51
sat in his house with 255
sat in his lodge and 70
sat in his lofty box 64
sat in his place and 266
sat in his place with 71
sat in his shirt and 49
sat in his squad car 54
sat in his studio and 50
sat in his study and 747
sat in his study for 151
sat in his study one 90
sat in his study with 372
sat in his throne and 45
sat in his truck and 141
sat in his truck for 77
sat in his usual seat 313
sat in its shade and 91
sat in one chair and 106
sat in one place and 147
sat in one place for 143
sat in our chair was 82
sat in that chair and 381
sat in that chair for 114
sat in that chair you 117
sat in that house for 43
sat in this chair and 184
sat in this chair for 81
sat in this house for 131
sat in this place and 43
sat in this place for 63
sat on her bench and 42
sat on her chair and 94
sat on her chest and 148
sat on her couch and 211
sat on her couch with 50
sat on her hands and 156
sat on her heels and 329
sat on her horse and 124
sat on her knees and 133
sat on her porch and 148
sat on her porch swing 63
sat on her right and 142
sat on her stool and 88
sat on her throne and 77
sat on his bench and 131
sat on his bench with 106
sat on his chair and 366
sat on his chair near 47
sat on his chair with 68
sat on his chest and 548
sat on his couch and 190
sat on his couch with 55
sat on his hands and 215
sat on his heels and 599
sat on his heels with 47
sat on his horse and 1158
sat on his horse for 133
sat on his horse near 199
sat on his horse with 434
sat on his knees and 247
sat on his knees with 46
sat on his perch and 61
sat on his porch and 201
sat on his porch with 93
sat on his right and 477
sat on his stool and 370
sat on his stool with 74
sat on his throne and 809
sat on his throne for 69
sat on his throne with 200
sat on its hands and 108
sat on its hands for 48
sat on one bench and 48
sat on one chair and 55
sat on our bunks and 44
sat on our hands and 68
sat on that bench and 105
sat on that bench for 98
sat on that bench with 68
sat on that chair and 55
sat on this bench and 53
sat the old woman who 43
sat to her right and 56
sat to his right and 151
sat up all night and 1327
sat up all night doing 62
sat up all night eating 56
sat up all night for 318
sat up all night long 562
sat up all night singing 46
sat up all night with 3552
sat up and asked for 374
sat up and asked her 117
sat up and asked him 109
sat up and could see 54
sat up and cried out 246
sat up and dried her 361
sat up and dried his 55
sat up and faced her 191
sat up and faced him 297
sat up and faced his 42
sat up and fixed her 58
sat up and fixed his 53
sat up and found his 56
sat up and found that 254
sat up and gazed out 126
sat up and leaned her 94
sat up and leaned his 123
sat up and moved her 48
sat up and moved his 65
sat up and shook her 404
sat up and shook his 687
sat up and shook off 75
sat up and shook out 40
sat up and spoke with 58
sat up and waved her 40
sat up and waved his 63
sat up and wiped her 836
sat up and wiped his 455
sat up but could not 40
sat up one night and 78
sat up one night with 83
sat up that night and 59
sat up that night with 76
sat up two hours out 81
saw an old black man 134
saw an old blind man 68
saw an old woman and 179
saw an old woman lying 134
saw an old woman who 498
saw an old woman with 621
saw by her looks that 65
saw by her watch that 123
saw by his looks that 243
saw by his watch that 422
saw by its light that 72
saw by our faces how 51
saw he was awake and 53
saw he was beaten and 42
saw he was holding his 54
saw he was holding out 44
saw he was looking for 95
saw he was older than 57
saw he was quite dead 90
saw he was running off 51
saw he was waiting for 103
saw he was white and 41
saw in any human being 185
saw in his dreams and 83
saw in his dreams was 45
saw in his looks that 105
saw in his vision and 66
saw in his vision that 159
saw in his vision was 99
saw in that light and 44
saw in that place was 44
saw in them people who 55
saw in this proof that 42
saw in this world was 53
saw it all alive with 158
saw it and asked for 45
saw it and asked him 58
saw it and could not 188
saw it and cried out 267
saw it and shook his 43
saw it and spread her 154
saw it and still see 43
saw it and would not 62
saw it but could not 112
saw it that first day 123
saw it two months ago 95
saw it was drawing off 44
saw it was empty and 124
saw it was nearly ten 97
saw it was ruled and 56
saw me and asked for 45
saw me and cried out 120
saw me and shook his 76
saw me and waved and 79
saw me and waved his 103
saw me and would not 47
saw me going about with 50
saw me she burst out 77
saw me she cried out 41
saw me they cried out 110
saw me they would not 44
saw me they would put 56
saw me this morning and 80
saw no new people and 97
saw no one until they 69
saw no real cause for 44
saw no real reason for 131
saw no real reason why 124
saw on his first day 40
saw on its breast was 56
saw on that first day 105
saw so few people now 75
saw the bear seize him 41
saw the big black car 57
saw the big ships lying 60
saw the boy playing with 95
saw the car drive off 132
saw the dead borne out 90
saw the dead horse and 77
saw the dead small and 313
saw the dim masts and 54
saw the dying flame leap 47
saw the dying woman try 41
saw the earth beneath him 78
saw the eye opening and 49
saw the god within him 119
saw the man again and 80
saw the man raise his 162
saw the man shake his 104
saw the man waiting for 49
saw the men cutting off 78
saw the men running for 74
saw the new heaven and 161
saw the new pupil was 43
saw the new queen and 49
saw the old rules and 113
saw the old woman and 217
saw the old woman lying 131
saw the old woman was 45
saw the old woman who 158
saw the old woman with 152
saw the path which led 51
saw the real feeling that 49
saw the real reason for 115
saw the red light and 222
saw the red roofs and 41
saw the sky above him 59
saw the sun again and 69
saw the sun enter her 45
saw the sun flash off 43
saw the sun gleaming with 102
saw the sun glint off 221
saw the sun looking red 52
saw the sun shining and 65
saw the sun shining with 167
saw the things which had 41
saw the two girls and 44
saw the two girls than 156
saw the two irons with 66
saw the two shining men 110
saw the two white men 151
saw the two women and 93
saw the two women who 65
saw the wax model for 43
saw to his alarm that 66
saw to his needs and 59
saw to his shock that 48
saw us out driving each 45
saw us they would not 42
saw we thee hungry and 233
say an our father and 222
say an our father for 107
say at all times and 141
say at any point that 153
say at one point that 874
say at that point that 166
say at that point was 54
say at this level that 106
say at this place that 169
say at this point and 65
say at this point how 131
say at this point that 24132
say at this point was 79
say at this stage how 143
say at this stage that 4532
say at this writing that 41
say he can prove that 95
say he can smell dead 45
say he had found his 46
say he had found out 89
say he had named any 41
say he had never had 106
say he had never met 49
say he had never read 43
say he had saved her 48
say he had taken his 60
say he has borne all 49
say he has never had 43
say he was anything but 57
say he was crazy and 50
say he was drunk and 114
say he was eight year 42
say he was found dead 40
say he was headed for 53
say he was keeping with 40
say he was looking for 463
say he was short and 45
say he was sorry and 442
say he was sorry but 128
say he was sorry for 1029
say he was sorry that 438
say he was sorry too 40
say he was tired and 69
say he was tired with 42
say he was under each 42
say he was waiting for 221
say he was working for 106
say if one likes that 42
say if she asked him 164
say if she could hear 210
say if she could not 47
say if she could see 1442
say if she finds out 148
say if she found out 391
say if they could hear 153
say if they could see 1980
say if they found out 576
say if they would not 40
say if you agree with 53
say if you asked her 72
say if you asked him 148
say if you asked them 75
say if you could see 93
say if you found out 43
say if you would not 142
say in all cases that 109
say in all others put 61
say in any sense that 128
say in both cases that 96
say in few words that 107
say in his favor that 67
say in his haste that 152
say in his quiet way 61
say in his reply that 58
say in its favor that 105
say in one place that 329
say in one sense that 168
say in one voice that 150
say in our haste that 94
say in our hearts that 154
say in that place but 54
say in this house that 370
say in this paper that 40
say in this place that 1252
say in this sense that 770
say in two words how 57
say in two words that 81
say is all right for 50
say is all right with 127
say is not healthy for 40
say is that every man 41
say is that every one 107
say is that jesus was 95
say is that people are 131
say is that people who 237
say is that until this 62
say is that while you 70
say is that women are 41
say it all again and 44
say it all began with 64
say it any longer than 119
say it may prove now 52
say it was about six 41
say it was about ten 53
say it was about that 66
say it was about two 114
say it was after that 85
say it was anything but 67
say it was built for 47
say it was easier for 51
say it was happy for 42
say it was lucky for 81
say it was named for 192
say it was right and 49
say it was right for 104
say it was worse than 117
say it who ought not 76
say it with bowed head 46
say it with grief and 46
say it with pride and 138
say it with pride that 43
say it with shame and 228
say no one cares how 63
say of any event that 109
say of any human being 155
say of any people that 47
say of any trade that 55
say of him after his 102
say of him which they 111
say of that which has 53
say of this period that 190
say of two people that 48
say on both texts may 53
say on that basis that 49
say on that point that 183
say on this basis that 208
say on this issue and 43
say on this point and 126
say on this point than 56
say on this point that 446
say on this point was 100
say on this point with 54
say on this score that 89
say on this topic and 48
say the few words that 404
say the old saxon hag 64
say the old woman was 115
say the one rather than 58
say the our father and 185
say the rear ranks got 66
say the sun rises and 205
say the things which are 128
say the things which may 43
say the two words that 132
say to and about each 43
say to and about them 44
say to any child who 42
say to any human being 190
say to any woman who 86
say to her about her 151
say to her about his 82
say to her about that 59
say to her about this 83
say to her after all 72
say to her every day 52
say to her father and 73
say to her father that 253
say to her mother and 106
say to her mother that 675
say to her right now 62
say to her would not 45
say to him about her 43
say to him about his 350
say to him about that 173
say to him about this 100
say to him about you 54
say to him after all 85
say to him after his 60
say to him after that 81
say to him again and 57
say to him again that 40
say to him anything that 43
say to him aught but 93
say to him every day 134
say to him right now 96
say to him times and 49
say to him would not 45
say to his chief that 85
say to his father and 157
say to his father that 482
say to his mother and 113
say to his mother that 393
say to his mother with 54
say to his people that 189
say to our people that 198
say to them which they 59
say to them would not 52
say to this court that 70
say to this house and 41
say to this house that 422
say to this woman that 53
say to this woman who 143
say to you about all 77
say to you about god 103
say to you about her 97
say to you about him 163
say to you about his 265
say to you about how 227
say to you about our 149
say to you about that 1023
say to you about them 108
say to you about this 1199
say to you after all 79
say to you after that 78
say to you after you 84
say to you again and 67
say to you again that 430
say to you people that 46
say to you right now 559
say to you today that 702
say to you until you 48
say to you which can 113
say to you which has 51
say to you which may 111
say to you which you 73
say to you while you 94
say to you would not 43
say we are faced with 42
say we are looking for 219
say we are running out 83
say we are sorry and 100
say we are sorry for 154
say we are waiting for 55
say we are working with 43
seal of his inner being 173
seal of this court this 125
seal or not under seal 110
seas of this world for 66
seat at her table and 58
seat at his table and 84
seat at his table for 49
seat at our table and 56
seat in that house for 46
seat in that place and 56
seat in this house and 78
seat in this house for 82
seat in this house not 53
seat of all guilt and 63
seat of all power and 78
seat of her chair and 149
seat of her chair with 124
seat of her pants and 224
seat of her pants was 50
seat of his chair and 212
seat of his chair with 102
seat of his court and 52
seat of his father and 67
seat of his pants and 2082
seat of his pants for 79
seat of his pants had 56
seat of his pants out 49
seat of his pants that 140
seat of his pants was 304
seat of his pants with 360
seat of his power and 238
seat of his power was 122
seat of his squad car 81
seat of his truck and 234
seat of his wagon and 125
seat of its pants and 53
seat of its power and 40
seat of its power was 68
seat of old black oak 46
seat of our pants and 110
seat of war which was 41
seat on air force one 83
seat on his right and 59
seat on this floor and 57
seat so she could get 50
seat so she could not 82
seat so she could see 230
seat so she could sit 78
seat so she would not 148
seat so they would not 75
seat to his right and 67
see an old black man 91
see an old rusty key 47
see an old woman and 79
see an old woman going 286
see an old woman lying 54
see an old woman who 374
see an old woman with 267
see as god might see 153
see as they really are 58
see at all times how 43
see at all times that 123
see at all times with 40
see at our tasks how 130
see at this point how 197
see at this point that 1022
see at this point was 54
see at this stage how 49
see at this stage that 174
see by his dress and 48
see by his dress that 135
see by his looks that 258
see by his watch that 47
see by its light that 40
see by that which they 45
see by that which way 173
see by this paper that 65
see by this table that 206
see do they match and 162
see he has found out 43
see he was aware that 79
see he was holding his 44
see he was looking for 75
see he was thinking that 92
see he was upset and 57
see he was waiting for 141
see he yet moves his 62
see if and where they 49
see if any bones are 49
see if any bones had 42
see if any books are 42
see if any change had 118
see if any change has 129
see if any enemy was 49
see if any files are 41
see if any human being 52
see if any items are 41
see if any light can 125
see if any light was 43
see if any money had 49
see if any others are 40
see if any sales had 86
see if any water had 66
see if any water was 46
see if both sides are 78
see if god would not 88
see if her child was 45
see if her father had 137
see if her father has 40
see if her father was 258
see if her lover was 43
see if her mother had 177
see if her mother was 452
see if her words had 98
see if his father had 169
see if his father was 651
see if his horse was 65
see if his house was 73
see if his money was 78
see if his mother and 55
see if his mother had 197
see if his mother was 354
see if his order had 46
see if his order was 46
see if his truck was 45
see if his words are 223
see if his words had 161
see if one could not 129
see if our people are 48
see if she comes out 46
see if she could bear 60
see if she could beat 51
see if she could bring 140
see if she could buy 113
see if she could fit 47
see if she could fix 44
see if she could fly 59
see if she could get 3594
see if she could hear 536
see if she could not 2308
see if she could put 142
see if she could read 274
see if she could see 1488
see if she could spy 141
see if she could use 158
see if she could win 66
see if she liked his 97
see if she might not 177
see if she needs any 223
see if she really did 139
see if she really had 122
see if she really was 264
see if she still had 281
see if she still has 69
see if she wants any 54
see if she wants you 41
see if she would ask 58
see if she would bring 48
see if she would fit 43
see if she would get 197
see if she would hear 47
see if she would let 156
see if she would not 670
see if she would run 42
see if she would say 352
see if she would try 116
see if that gives you 73
see if that helps you 257
see if that makes any 124
see if that makes you 55
see if that might not 58
see if that really was 51
see if that works for 60
see if that would bring 102
see if that would get 80
see if that would not 308
see if they agree that 207
see if they agree with 1136
see if they could add 53
see if they could beat 91
see if they could bring 304
see if they could buy 240
see if they could cut 75
see if they could dig 52
see if they could fit 72
see if they could fix 87
see if they could fly 73
see if they could get 8907
see if they could hear 313
see if they could hit 132
see if they could let 79
see if they could not 5291
see if they could put 242
see if they could read 70
see if they could run 96
see if they could see 892
see if they could set 74
see if they could spy 76
see if they could top 45
see if they could use 458
see if they could win 108
see if they found any 40
see if they match any 56
see if they might fit 43
see if they might get 66
see if they might not 703
see if they offer any 246
see if they offer this 110
see if they really are 514
see if they really did 132
see if they really had 137
see if they really mean 148
see if they reveal any 43
see if they still fit 185
see if they still had 205
see if they still lie 44
see if they tally with 73
see if they would all 52
see if they would bring 127
see if they would buy 81
see if they would fit 251
see if they would fly 88
see if they would get 249
see if they would lead 46
see if they would let 242
see if they would lie 85
see if they would not 843
see if they would pay 75
see if they would put 81
see if they would run 55
see if they would say 127
see if they would try 56
see if they would use 78
see if this could not 66
see if this court can 41
see if this feeling has 219
see if this frost has 103
see if this gives you 42
see if this helps you 76
see if this makes any 117
see if this makes her 40
see if this might not 47
see if this really was 64
see if this works for 59
see if this would not 62
see if thou canst get 59
see if thou canst not 93
see if thou canst say 96
see if you agree that 452
see if you agree with 1544
see if you could get 957
see if you could hit 98
see if you could let 56
see if you could not 684
see if you could put 68
see if you could see 163
see if you could use 181
see if you might not 103
see if you really are 319
see if you really can 140
see if you really did 60
see if you really had 57
see if you really mean 407
see if you still get 48
see if you still got 93
see if you still had 109
see if you would get 51
see if you would let 116
see if you would not 781
see in both cases that 128
see in dim light and 130
see in each shade that 73
see in her action not 72
see in him anything but 205
see in his dealings with 44
see in our dreams are 45
see in our lives and 41
see in them anything but 251
see in them anything that 119
see in them aught but 47
see in this anything but 106
see in this chart that 41
see in this dialog box 122
see in this essay that 85
see in this paper that 122
see in this story how 67
see in this story that 186
see in this study how 47
see in this study that 164
see in this table that 478
see in this verse that 128
see in this world and 51
see in this world are 127
see in this world has 91
see in this world that 138
see in this world two 75
see in this worthy old 45
see is not really wax 381
see is that people are 57
see is that which you 46
see it all about you 44
see it all again and 146
see it all spread out 88
see it and could not 158
see it and judge for 278
see it and would not 102
see it but could not 122
see it day after day 132
see it who shall not 154
see it year after year 60
see it you would not 86
see me and asked for 130
see me and asked how 77
see me and asked that 43
see me and could not 88
see me and would not 84
see me but could not 48
