sad faces because there was 117
say anything because there was 152
say where history ends and 46
say where science ends and 75
say would equally suit all 44
see after everything like she 61
see anything because there was 43
see anything morally wrong with 59
see latin america south asia 60
set about executing their new 149
set about preparing food for 139
set about preparing their meal 52
set about preparing their own 123
set about producing your own 54
set apart certain days for 140
set aside because there was 80
set aside certain areas for 185
set aside certain days and 41
set aside certain days for 350
set aside everything else and 115
set aside regular time for 82
set aside several days for 60
sex cells contain only one 49
she added hastily when she 54
she added quickly when she 84
she asked herself more than 106
she asked herself over and 713
she asked herself what had 134
she asked herself what her 76
she asked herself what she 613
she asked herself what this 40
she asked herself what was 193
she asked herself when she 82
she could achieve what she 41
she could acquire from her 64
she could believe what she 177
she could control what she 50
she could descend from her 89
she could explain what had 103
she could explain what she 148
she could explain what was 63
she could express what she 52
she could extract from her 78
she could extract from him 101
she could extract from them 58
she could faintly make out 57
she could finally make out 50
she could imagine only too 41
she could imagine what her 49
she could imagine what they 77
she could impress upon her 40
she could observe what was 45
she could prevail upon her 63
she could prevail upon him 178
she could proceed upon her 58
she could recover from her 659
she could recover from that 56
she could recover from this 66
she could somehow make him 52
she could squeeze from her 46
she could squeeze into her 44
she could swallow nothing but 84
she could triumph over all 61
she could vaguely make out 101
she could whisper into his 51
she finds herself dealing with 49
she finds herself more and 71
she first tripped into our 107
she found exactly what she 245
she found herself among her 52
she found herself asking for 45
she found herself asking him 86
she found herself caring for 59
she found herself crying for 41
she found herself crying out 117
she found herself dealing with 86
she found herself dozing off 43
she found herself facing her 47
she found herself facing him 54
she found herself facing two 48
she found herself giving him 50
she found herself glad that 53
she found herself hating him 49
she found herself heading for 62
she found herself hoping that 930
she found herself left out 115
she found herself left with 113
she found herself less and 109
she found herself liking him 203
she found herself liking them 47
she found herself living with 84
she found herself longing for 573
she found herself losing her 82
she found herself more and 448
she found herself more than 202
she found herself moving with 40
she found herself saying things 63
she found herself saying yes 80
she found herself shut out 109
she found herself when she 73
she freed herself from her 274
she freed herself from him 177
she freed herself from his 656
she frees herself from her 134
she frees herself from his 52
she fully realized what she 101
she fully realized what was 66
she gains control over her 42
she gains insight into her 47
she gazed steadily into his 48
she hated herself more for 43
she hated sundays when all 51
she hoped against hope that 818
she keeps herself busy with 55
she knows exactly what her 53
she knows exactly what she 998
she knows exactly what they 75
she knows exactly what you 122
she knows exactly when she 40
she leaned forward from her 77
she leaned forward over her 94
she looks exactly like her 155
she looks exactly like him 48
she looks exactly like you 98
she loses control over her 91
she might inherit from her 43
she might perhaps have had 51
she might perhaps have met 54
she might perhaps love him 67
she might prevail upon him 67
she might receive from her 164
she might receive from him 80
she might recover from her 93
she nearly fainted when she 99
she nearly knocked over her 59
she nearly tripped over her 80
she never carried more than 44
she never deviated from her 88
she never emerged from her 84
she never forgave those who 40
she never realized just how 41
she never stirred from her 128
she never stopped loving him 170
she never stopped loving you 44
she never stopped till she 61
she never swerved from her 178
she never wavered from her 168
she never weighed more than 63
she quite ignored when she 43
she quite realized what had 44
she quite realized what she 102
she quite realized what was 73
she really believe what she 85
she rules supreme over her 79
she shook herself free and 272
she shook herself from her 44
she spent several days with 84
she stole quietly from her 132
she takes matters into her 234
she throws herself down with 51
she throws herself into her 160
she throws herself into his 351
she throws herself into them 53
she throws herself upon her 98
she throws herself upon him 57
she turns herself into all 314
she would abstain from any 44
she would benefit from being 42
she would confess what she 81
she would descend from her 41
she would explain what she 67
she would explain what was 65
she would explain when she 64
she would finally have her 43
she would inflict upon her 41
she would inherit from her 107
she would inherit from him 48
she would perhaps give her 45
she would prepare food for 44
she would pretend there was 42
she would pretend what was 119
she would prevail upon her 80
she would provide bread for 64
she would quickly have had 41
she would receive from her 288
she would receive from him 191
she would receive more than 51
she would receive when she 83
she would recover from her 249
she would recover from this 72
she would refrain from any 61
she would refrain from doing 55
she would relapse into her 80
she would require were she 53
she would retract what she 95
she would somehow find her 57
she would stretch forth her 49
she would willingly give her 90
she would willingly give him 84
she would willingly have had 197
she would willingly meet death 110
she would willingly part with 62
she would withdraw from him 70
she would withdraw into her 76
she wrote everything over and 44
she wrote several years ago 83
six miles between these two 61
six miles distant from each 277
six miles distant from his 149
six miles distant from its 41
six miles distant from one 81
six miles distant from our 51
six miles distant from that 64
six miles distant from this 93
six miles removed from any 45
six months because there was 81
six months between july and 65
six months between june and 101
six months between life and 77
six yards distant from him 72
sop satan entered into him 551
sun never entered upon his 109
sun shone strongly upon its 154
