safe from any but spiritual 82
said land for its operations 95
said more than two centuries 53
said more than two sentences 49
said more than was necessary 1020
said name and its indication 43
said nothing and she continued 86
said there was one important 46
said town and now outstanding 161
said unto her two daughters 237
said when she had explained 58
said when she had recovered 250
said when she had swallowed 48
sail when they had abandoned 94
salt land and not inhabited 438
same body that was crucified 178
same data but with different 60
same duty was now incumbent 41
same farm you may sometimes 42
same fate that had overtaken 200
same fate that has overtaken 44
same form but with different 154
same form for all observers 110
same good and bad qualities 51
same hour with his household 80
same length but with different 116
same mass but with different 46
same meaning but with different 55
same means one can determine 40
same name but with different 432
same name for two different 283
same name that was published 46
same ones that are available 56
same ones who had previously 47
same roof that had sheltered 61
same room with her possessed 73
same root but with different 44
same size but with different 165
same term for two different 100
same time all his companions 59
same time all our wonderful 71
same time and for different 53
same time and with reference 55
same time but for different 109
same time but with different 175
same time does not interfere 97
same time for two different 78
same time had all described 40
same time his own inability 73
same time his own suspicions 72
same time hot and sorrowful 65
same time she was concerned 71
same time she was convinced 114
same time she was disturbed 67
same time she was extremely 121
same time she was perfectly 75
same time she was skeptical 46
same time she was surprised 61
same time she was terrified 101
same time she was tormented 44
same time that his arguments 122
same time that his knowledge 40
same time that his opponents 68
same time that its existence 62
same time that one commodity 55
same time that she expressed 40
same time that she intimated 48
same time that she struggled 59
same time that they abandoned 48
same time that they advocated 41
same time that they announced 55
same time that they attempted 89
same time that they condemned 124
same time that they continued 136
same time that they delivered 45
same time that they destroyed 49
same time that they determine 43
same time that they developed 101
same time that they displayed 43
same time that they emphasize 55
same time that they encourage 96
same time that they entertain 55
same time that they establish 102
same time that they exercised 41
same time that they expressed 102
same time that they instigate 91
same time that they introduce 48
same time that they naturally 45
same time that they performed 86
same time that they presented 63
same time that they preserved 101
same time that they professed 50
same time that they recognize 158
same time that they reinforce 44
same time that they represent 121
same time that they stimulate 62
same time that they struggled 47
same time that they themselves 256
same time that this important 52
same time that this political 97
same time they are associated 54
same time they are attracted 47
same time they are carefully 48
same time they are committed 44
same time they are compelled 74
same time they are concerned 239
same time they are connected 67
same time they are convinced 131
same time they are dependent 76
same time they are described 41
same time they are different 104
same time they are exceedingly 50
same time they are extremely 160
same time they are generally 66
same time they are important 59
same time they are increasingly 93
same time they are necessary 48
same time they are perceived 47
same time they are perfectly 93
same time they are permitted 59
same time they are practical 41
same time they are presented 90
same time they are prevented 71
same time they are protected 85
same time they are reluctant 105
same time they are sensitive 60
same time they are subjected 99
