sac with 40 sad our 90
sang and 60 sang with 56
sat and 133 sat with 102
sat for 57 sat and 64
sat with 102 sat that 62
saw that 41 saw his 56
saw and 55 saw him 194
saw with 56 saw with 70
saw them 67 saw easy 107
saw him 87 saw and 82
saw him 115 saw and 43
saw that 219 say are 64
say with 65 say for 62
say her 423 say him 291
say you 176 say her 57
say him 66 say why 44
say her 161 say him 120
say them 48 say and 43
say are 70 seas men 42
see things 42 see and 69
see that 257 see and 216
see and 153 see that 93
see you 67 see his 46
see but 58 see that 113
see that 44 see nor 73
see nor 264 see and 93
see that 47 see that 81
see that 44 see and 92
see that 163 see and 59
see that 445 see was 45
see men 59 see with 122
see with 44 see are 46
see was 41 see can 40
see has 140 see has 62
see has 47 see with 104
see are 55 see has 76
see are 55 see was 41
see can 345 see has 166
see was 44 see can 55
see goes 82 see has 102
see was 51 see has 57
see was 48 see are 382
see can 102 see has 124
see are 55 set and 143
set with 50 set god 75
set him 47 set its 41
set and 51 set you 68
set them 61 set how 87
set with 74 sex and 44
sex that 47 she that 702
she her 58 she him 46
she him 41 she her 67
she with 61 she that 192
she that 45 she him 226
she that 71 she and 93
she and 67 she that 105
she with 43 she that 86
she she 47 she that 424
she with 73 she that 99
she that 56 she that 44
she and 100 she she 51
she that 453 she her 86
she her 83 she her 63
she her 82 she that 114
she her 40 she for 55
she her 185 she her 45
she that 823 she and 44
she she 41 she she 46
she that 418 she him 59
she she 83 she and 50
she her 163 she you 92
she and 724 she with 114
she and 41 she war 41
she and 79 she and 110
she that 82 she him 204
she his 50 she with 45
she her 45 she for 53
she her 83 she men 52
she her 44 she her 57
she why 44 she her 89
she that 208 she her 61
she any 64 she her 83
she him 79 she for 86
she him 63 she him 45
she with 90 she pot 50
she her 83 she with 385
she her 71 she her 729
she her 53 she and 68
she her 66 she and 63
she and 42 she and 50
she and 50 she and 90
she she 49 she and 62
she and 74 she that 41
she her 244 she her 82
she and 64 she and 112
she and 60 she and 47
she and 49 she men 100
she and 41 she with 86
she and 309 she for 64
she she 80 she with 181
she and 47 she that 69
she and 89 she that 47
she that 49 she and 63
she for 47 she that 83
she that 47 she and 43
she and 236 she and 45
she and 46 she and 59
she she 85 she and 43
she and 42 she her 63
she that 546 she her 64
she her 59 she her 46
she her 57 she her 70
she with 65 she with 92
she him 64 she her 143
she her 163 she her 53
she with 313 she her 99
she why 46 she her 48
she her 156 she her 63
she him 60 she her 105
she her 223 she her 110
she her 97 she her 78
she for 201 she her 71
she that 40 she with 56
she her 239 she him 59
she for 70 she for 47
she him 46 she her 51
she her 62 she her 42
she her 44 she her 135
she her 69 she her 86
she her 241 she and 43
she her 99 she and 78
she and 44 she with 45
she and 49 she and 84
she and 100 she and 80
she and 223 she and 55
she and 47 she and 162
she and 42 she inn 72
she her 99 she her 55
she and 42 she her 90
she her 108 she and 95
she that 119 she that 43
she her 57 she her 144
she off 123 she and 259
she him 48 she for 51
she and 158 she his 56
she and 42 she with 58
she him 158 she with 41
she she 121 she she 141
she she 65 she and 88
she she 111 she she 40
she and 108 she she 205
she and 59 she she 89
she her 44 she and 48
she she 47 she her 78
she her 97 she her 93
she with 67 she him 118
she her 52 she him 108
she him 78 she with 156
she and 57 she him 143
she she 81 she that 898
she her 47 she with 44
she him 61 she that 125
she that 109 she all 101
she with 61 she and 48
she her 321 she for 69
she going 112 she and 52
she that 243 she that 48
she his 64 she his 46
she not 65 she that 342
she her 68 she for 48
she that 348 she with 125
she with 53 she out 40
she and 105 she how 41
she not 574 she that 50
she with 52 she off 146
she out 46 she that 288
she with 182 she for 71
she with 61 she with 357
she with 113 she with 68
she and 59 she with 104
she for 42 she with 872
she and 53 she and 77
she off 155 she and 48
she for 102 she for 56
she her 170 she and 66
she out 58 she and 45
she too 43 she for 275
she she 59 she that 538
she for 48 she for 47
she she 60 she and 41
she for 72 she that 41
she with 42 she her 53
she with 48 she for 222
she for 87 she that 54
she and 530 she with 97
she him 60 she and 74
she for 42 she her 46
she her 43 she him 90
she her 87 she her 46
she her 49 she her 45
she her 63 she her 117
she her 61 she him 61
she him 86 she her 85
she she 112 she and 41
she that 103 she with 93
she her 73 she her 60
she him 51 she her 91
she her 43 she her 70
she them 50 she her 43
she and 78 she and 124
she she 47 she and 44
she that 56 she that 40
she not 82 she and 97
she she 62 she that 146
she her 50 she and 356
she now 42 she that 120
she him 97 she things 40
she was 47 she was 66
she was 280 she was 42
she was 79 she had 63
she was 42 she had 51
she and 382 she but 54
she how 283 she now 65
she she 74 she that 3615
she with 734 she and 63
she with 163 she and 42
she him 98 she and 75
she key 292 she off 45
she off 123 she her 70
she him 40 she him 40
she her 46 she for 68
