sad and wondering men who 55
sad for herself and her 122
sang and shouted for joy 67
sat and chatted with her 161
sat and chatted with him 163
sat and chatted with his 58
sat and chatted with them 110
sat and watched her and 52
sat and watched her for 201
sat and watched her with 86
sat and watched him and 105
sat and watched him for 188
sat and watched him with 259
sat and watched them all 53
sat and watched them and 77
sat and watched them for 146
sat and watched them with 87
sat our cranmer and our 57
sat singing merrily with her 40
saw and handled one that 41
saw and handled them with 77
saw and pointed out that 47
saw both buffalo and elk 41
saw both herself and him 41
saw for himself that his 64
saw for himself that she 63
saw for himself that they 48
saw for himself that this 95
saw her because she was 101
saw her husband and her 159
saw her husband and his 139
saw her husband and son 91
saw her husband led out 47
saw her husband lying dead 116
saw her husband with his 65
saw her parents and her 67
saw her stretch out her 144
saw him account all his 50
saw him advancing with his 71
saw him attempt this act 259
saw him incline his head 45
saw him oftener than any 41
saw him plainer than you 41
saw him plainly and she 56
saw him receive his head 56
saw him returning with his 50
saw him scratch his head 73
saw him stretch out his 213
saw his mistake and was 60
saw his parents and his 58
saw how everything was put 227
saw how excited she was 59
saw how foolish she had 85
saw how foolish they had 54
saw how grossly they had 143
saw how nervous she was 59
saw how quickly she was 57
saw how unhappy she was 92
saw how worried she was 44
saw one patient who had 65
saw our hostess and her 55
saw that although she had 57
saw that although she was 95
saw that although they had 43
saw that besides does and 70
saw that between him and 49
saw that between them and 53
saw that betwixt them and 91
saw that everything that had 48
saw that everything was all 138
saw that everything was going 147
saw that everything was not 49
saw that everything was now 45
saw that jehovah was with 110
saw that margery was not 41
saw that pharaoh and his 70
saw that science was not 49
saw that several men had 65
saw that support was not 54
saw them following him and 65
saw with concern that his 45
saw with concern that she 61
saw with concern that sum 43
saw with delight that his 258
saw with delight that she 61
saw with delight that they 74
saw with despair that they 59
saw with pleasure that her 136
saw with pleasure that his 119
saw with pleasure that she 511
saw with pleasure that they 198
saw with pleasure that you 52
say and believe that they 369
say and justify with job 115
say for certain how far 266
say for certain how long 152
say for certain that all 95
say for certain that any 149
say for certain that her 41
say for certain that his 80
say for certain that one 117
say for certain that our 88
say for certain that she 162
say for certain that they 463
say for certain that this 458
say for certain that you 138
say for certain was that 237
say for certain who did 53
say for certain who had 42
say for certain who was 81
say for certain why this 47
say for example that you 337
say for himself all this 41
say for himself and for 48
say for himself and his 111
say for himself but that 265
say for himself that was 137
say for himself was that 82
say her prayers with her 73
say his prayers and not 45
say his prayers and then 63
say his prayers for him 56
say his prayers how and 137
say his prayers with his 89
say how excited you are 44
say how thankful she was 80
say our thoughts are not 81
say she carried things with 42
say she regrets that she 50
say that abraham did not 56
say that although not all 52
say that although she had 107
say that although she was 82
say that although they are 198
say that although they did 45
say that although they had 67
say that although they may 69
say that although this was 50
say that although you are 56
say that america can not 75
say that america did not 43
say that america does not 69
say that america has not 91
say that america was not 54
say that ancient art was 52
say that animals are not 103
say that animals can not 101
say that anybody who has 157
say that because god has 51
say that because she had 86
say that because she has 44
say that because she was 144
say that because they are 467
say that because they can 91
say that because they did 48
say that because they had 48
say that because this was 54
say that because you are 889
say that because you can 150
say that because you did 81
say that besides being idea 41
say that between any two 85
say that between him and 69
say that between now and 40
say that between them they 55
say that between you and 75
say that bishops are not 41
say that brahman can not 45
say that britain did not 45
say that certain things are 1220
say that certain things can 66
say that congress can not 133
say that congress did not 297
say that congress has not 109
say that congress may not 98
say that culture does not 47
say that despite all this 42
say that everything has its 112
say that everything that can 106
say that everything that had 43
say that everything that has 309
say that everything that may 47
say that everything that was 111
say that everything was all 214
say that everything was going 248
say that freedom can not 75
say that freedom does not 51
say that general lee has 40
say that germany can not 43
say that germany did not 53
say that germany has not 61
say that history can not 81
say that history does not 186
say that infants are not 58
say that inquiry has not 78
say that johnson did not 42
say that johnson was far 66
say that justice was not 42
say that language can not 57
say that language does not 138
say that lincoln did not 93
say that lincoln was not 45
say that marriage does not 40
say that material things are 65
say that matters can not 55
say that motives are not 41
say that napoleon did not 46
say that napoleon was not 65
say that objects are not 54
say that parents are not 70
say that parents can not 73
say that perhaps she was 40
say that perhaps they are 63
say that persons are not 54
say that persons who are 153
say that religion can not 103
say that religion did not 54
say that religion does not 161
say that religion has not 42
say that religion was not 74
say that research has not 42
say that richard was not 64
say that savages are not 66
say that schools are not 74
say that science can not 218
say that science does not 248
say that science has not 62
say that slavery has not 78
say that slavery was not 91
say that society can not 154
say that society does not 89
say that society has its 57
say that society has not 44
say that teachers are not 92
say that teachers can not 108
say them because they are 76
say they believe and how 73
say they believe that god 49
say they discuss sex with 92
say this because she has 49
say this because she was 50
say this because that man 57
say this because they are 189
say this because you are 312
say this because you can 44
say who carried out any 49
say with justice that for 47
say with justice that they 40
seas and sustain her own 57
seat and brought out his 85
seat and buckled her seat 118
seat and buckled his seat 70
seat and covered her with 45
seat and covered him with 42
seat and greeted him with 40
seat and laughed low but 56
seat for himself and his 136
seat was vacated for him 40
see and believe that god 66
see and believe that they 41
see and confess that they 51
see and consult with him 85
see and consult with his 46
see and consult with you 60
see and correct his own 47
see and observe for him 64
see and observe with his 48
see any problem with that 642
see any problem with this 193
see any problem with using 41
see both himself and his 63
see but shadows and hear 57
see for certain that they 44
see for herself how her 102
see for herself how she 63
see for herself how things 79
see for herself that all 53
see for herself that her 285
see for herself that she 195
see for herself that they 98
see for herself that you 110
see for himself all that 248
see for himself and not 50
see for himself and then 60
see for himself and was 92
see for himself how bad 88
see for himself how far 518
see for himself how his 388
see for himself how she 166
see for himself how they 249
see for himself how things 784
see for himself how this 126
see for himself that all 230
see for himself that her 58
see for himself that his 543
see for himself that she 608
see for himself that they 304
see for himself that things 44
see for himself that this 411
see for himself that you 142
see for himself this long 44
see for himself who was 62
see for himself with his 53
see her because she had 236
see her because she has 66
see her because she was 627
see her concern for him 49
see her husband and her 263
see her husband and his 60
see her husband and son 346
see her husband who was 106
see her incline her head 84
see her oftener than she 46
see her parents and her 132
see her trundling her mop 99
see him because she did 40
see him because she had 155
see him because she was 306
see him because they had 172
see him perhaps for ten 66
see him receive his death 112
see him regarding her with 46
see him scratch his head 43
see him steadily and see 87
see him stretch out his 65
see him wrestling with his 49
see his country and his 52
see his friends and his 49
see his mistake with his 41
see his parents and his 190
see his sisters and his 45
see his steward and his 132
see how amazingly for this 61
see how anybody can get 65
see how anybody can read 43
see how anybody can say 79
see how anybody who has 51
see how bravely you can 54
see how brutish they are 174
see how capable they are 48
see how capable you are 54
see how careful they are 64
see how closely they are 297
see how closely they can 52
see how closely they fit 82
see how closely you can 133
see how creative you can 121
see how everything was going 500
see how excited she was 146
see how excited you are 96
see how familiar you are 60
see how foolish she had 56
see how foolish they are 68
see how foolish you are 132
see how fraught they are 46
