safe and fit for travel 72
safe and that they should 55
safe for gay and lesbian 261
safe for use and whether 123
said all men are created 160
said all that she wanted 66
said all that was needed 377
said all that was proper 204
said and bring him before 117
said and did and looked 62
said and did and thought 230
said and how she looked 81
said and how they looked 55
said and then she turned 42
said and then was silent 48
said and with his becoming 41
said but she was struck 41
said his arm was broken 47
said his car had broken 53
said his death was caused 97
said his leg was broken 95
said his son and friend 52
said how she had changed 124
said long ago that whoever 43
said not you had graced 77
said out his say standing 57
said she and her brother 110
said she and her family 156
said she and her friend 86
said she and her sister 432
said she can not afford 51
said she did not always 79
said she did not answer 64
said she did not desire 58
said she did not expect 637
said she did not intend 371
said she did not mention 51
said she did not notice 313
said she did not object 103
said she did not realize 295
said she did not recall 232
said she did not regret 80
said she did not suffer 76
said she did not wonder 166
said she had had enough 666
said she had had little 45
said she had long thought 202
said she had not bought 41
said she had not called 91
said she had not changed 87
said she had not enough 47
said she had not forgot 42
said she had not gotten 95
said she had not looked 77
said she had not minded 47
said she had not played 68
said she had not signed 41
said she had not spoken 87
said she had not talked 105
said she had not tasted 47
said she had not thought 526
said she had not wanted 296
said she had not worked 58
said she saw two standing 72
said she was big enough 89
said she was doing better 91
said she was going anyway 41
said she was going shopping 367
said she was going through 235
said she was his cousin 66
said she was his friend 53
said she was his sister 487
said she was not afraid 833
said she was not guilty 77
said she was not planning 56
said she was not pleased 50
said she was not pretty 267
said she was not scared 73
said she was not thirsty 48
said she was old enough 221
said she was too afraid 86
said she was too little 50
said she was too scared 132
said that all his family 43
said that all men should 125
said that all she needed 71
said that all she wanted 243
said that all they needed 52
said that all they wanted 189
said that all things cohere 75
said that all things happen 40
said that all things should 96
said that all this argued 86
said that all was broken 49
said that all was standing 46
said that all was vanity 151
said that all who wished 77
said that all you needed 69
said that all you wanted 43
said that art has become 40
said that death was caused 47
said that did not matter 2868
said that does not matter 146
said that each man should 71
said that god had called 95
said that god had chosen 151
said that god had created 296
said that god had placed 47
said that god had spoken 162
said that god has created 116
said that god was always 50
said that god was better 54
said that god was pleased 95
said that had not already 61
said that has not already 193
said that her own little 43
said that his old friend 79
said that his own brother 98
said that his own opinion 98
said that his son should 92
said that man was created 298
said that not long before 103
said that not one person 127
said that old man durham 55
said that one can always 51
said that one man should 156
said that she all shapes 45
said that she and another 59
said that she did indeed 71
said that she had agreed 121
said that she had almost 157
said that she had already 902
said that she had always 2027
said that she had another 102
said that she had become 668
said that she had better 752
said that she had bought 255
said that she had broken 153
said that she had called 338
said that she had cancer 51
said that she had caught 100
said that she had changed 230
said that she had chosen 146
said that she had clothes 119
said that she had danced 66
said that she had dreamed 169
said that she had driven 94
said that she had enough 264
said that she had failed 100
said that she had fallen 308
said that she had gained 70
said that she had gotten 303
said that she had hardly 90
said that she had helped 111
said that she had hidden 63
said that she had indeed 126
said that she had joined 86
said that she had killed 190
said that she had lately 55
said that she had learned 823
said that she had little 318
said that she had looked 192
said that she had merely 61
said that she had missed 156
said that she had neither 140
said that she had nursed 65
said that she had opened 41
said that she had passed 164
said that she had picked 100
said that she had played 121
said that she had plenty 101
said that she had prayed 109
said that she had raised 60
said that she had rarely 42
said that she had reached 80
said that she had ruined 84
said that she had served 56
said that she had signed 47
said that she had simply 71
said that she had something 431
said that she had spoken 378
said that she had stayed 109
said that she had talked 352
said that she had taught 106
said that she had thought 635
said that she had treated 40
said that she had turned 142
said that she had waited 67
said that she had walked 161
said that she had wanted 396
said that she had warned 46
said that she had wished 62
said that she had worked 372
said that she has already 89
said that she has always 183
said that she has learned 161
said that she saw something 52
said that she was afraid 1737
said that she was almost 212
said that she was already 548
said that she was always 701
said that she was amazed 122
said that she was anxious 180
said that she was asleep 52
said that she was becoming 114
said that she was better 311
said that she was buried 88
said that she was called 184
said that she was carrying 104
said that she was charming 44
said that she was deeply 102
said that she was engaged 187
said that she was enjoying 103
said that she was forced 214
said that she was greatly 82
said that she was guilty 91
said that she was indeed 142
said that she was jealous 119
said that she was killed 76
said that she was lonely 97
said that she was lovely 70
said that she was merely 118
said that she was neither 181
said that she was planning 241
said that she was pleased 739
said that she was pretty 476
said that she was raised 78
said that she was scared 163
said that she was simply 104
said that she was sleeping 107
said that she was sorely 61
said that she was spending 77
said that she was standing 59
said that she was starting 60
said that she was studying 88
said that she was stunning 46
said that she was stupid 64
said that she was taught 50
said that she was thirsty 54
said that she was treated 86
said that she was twenty 118
said that she was unable 456
said that she was unsure 52
said that she was unwell 72
said that that was another 59
said that that was better 89
said that that was enough 186
said that that was something 92
said that they all agreed 44
said that they all looked 56
said that they all treated 57
said that they all wanted 67
said that they are afraid 107
said that they are almost 135
said that they are already 167
said that they are always 298
said that they are better 226
said that they are called 93
said that they are carrying 64
said that they are caused 40
said that they are common 52
said that they are created 41
said that they are engaged 72
said that they are hardly 41
said that they are highly 104
said that they are likely 94
said that they are merely 133
said that they are mostly 67
said that they are neither 270
said that they are planning 58
said that they are seldom 51
said that they are simply 104
said that they are treated 69
said that they are unable 135
said that they are united 102
said that they are useful 54
said that they are wholly 68
said that they are without 209
said that they did indeed 71
said that they did intend 50
said that they had access 50
said that they had agreed 384
said that they had almost 59
said that they had already 2566
said that they had always 827
said that they had another 55
said that they had become 754
said that they had better 1270
said that they had bought 284
said that they had broken 113
said that they had buried 46
said that they had called 134
said that they had caught 126
said that they had caused 57
said that they had changed 385
said that they had chosen 290
said that they had created 65
said that they had driven 73
said that they had engaged 187
said that they had enough 512
said that they had failed 137
said that they had fallen 200
said that they had forced 66
said that they had formed 120
said that they had fought 109
said that they had gained 157
said that they had gotten 230
said that they had greatly 52
said that they had helped 149
said that they had hunted 42
said that they had indeed 135
said that they had joined 174
said that they had killed 412
said that they had learned 924
said that they had little 737
said that they had looked 179
said that they had merely 82
said that they had missed 93
said that they had neither 251
said that they had orders 159
said that they had parted 51
said that they had passed 143
said that they had picked 108
said that they had placed 53
said that they had played 76
said that they had plenty 243
said that they had prayed 63
said that they had proved 49
said that they had raised 89
said that they had reached 234
said that they had sailed 48
said that they had seldom 50
said that they had served 64
said that they had signed 75
said that they had simply 110
said that they had smoked 61
said that they had something 113
said that they had sought 88
said that they had spoken 237
said that they had stayed 90
said that they had stolen 65
said that they had talked 366
said that they had taught 66
said that they had thought 375
said that they had treated 59
said that they had turned 126
said that they had waited 126
said that they had walked 63
