sad stroke had taken away 46
sat around and drank beer 75
sat before sir roger came 193
sat behind his large desk 124
sat clearer and still more 63
saw before and never will 48
saw before and never wish 44
saw flames and smoke rising 46
saw someone who might have 48
saw something that could have 51
saw something that might have 273
saw something that nearly made 41
saw something that would have 48
say myself and others have 60
say something but could only 64
say something that could have 54
say something that might give 56
say something that might have 90
say something that might help 86
say something that might hurt 89
say something that might make 173
say something that would break 75
say something that would give 480
say something that would have 262
say something that would help 440
say something that would hurt 247
say something that would keep 84
say something that would make 1744
say something that would move 47
say something that would pass 80
say something that would show 102
say something that would stop 69
say something that would take 99
say something that would tell 79
say something that would test 45
say something that would throw 40
say whether any facts have 102
say whether she would have 130
say whether they shall have 135
say whether they would have 346
say whether they would like 103
say whether they would take 43
say whether this trend will 59
say whether this would have 89
say whether you would have 43
say whether you would like 94
seas danced her about like 71
see animal and plant health 49
see anyone who could have 49
see anyone who looks like 118
see anyone who might have 80
see flames and smoke rising 76
see french and indian wars 326
see myself doing anything else 309
see nature and human beings 86
see output that looks like 79
see shires and towns from 59
see sights that would throw 41
see someone that looks like 44
see someone who could help 89
see someone who looks like 303
see someone who needs help 207
see something new every time 85
see something that looks good 60
see something that looks like 3221
see something that looks very 53
see something that might have 88
see something that might help 43
see something that would give 91
see something that would help 96
see something that would make 157
see something that would tell 50
see something you really like 99
see something you really want 97
see something you would like 70
see through her quite well 83
see whence this voice came 43
see whether she could find 222
see whether she could help 63
see whether she could make 110
see whether she might have 104
see whether she would come 42
see whether she would have 41
see whether she would like 93
see whether she would live 45
see whether she would make 51
see whether she would show 65
see whether she would sink 58
see whether she would take 83
see whether they could come 63
see whether they could find 651
see whether they could give 41
see whether they could have 126
see whether they could help 122
see whether they could learn 66
see whether they could make 176
see whether they could reach 61
see whether they could take 44
see whether they could work 45
see whether they might have 156
see whether they really were 75
see whether they would burn 41
see whether they would come 71
see whether they would give 58
see whether they would grow 45
see whether they would have 146
see whether they would help 49
see whether they would like 146
see whether they would make 74
see whether they would obey 86
see whether they would sink 51
see whether they would take 90
see whether they would work 44
see whether you could find 51
see whether you might have 59
see whether you really love 56
see whether you really want 49
see whether you still have 75
see whether you would care 50
see whether you would have 91
see whether you would like 116
see whether you would seek 68
set alight and thrown into 41
set before you today life 597
she agreed with every word 105
she almost ran right into 53
she argued that women have 43
she argued that women were 146
she argues that women have 97
she argues that women must 51
she argues that women need 41
she argues that women were 44
she balled her hands into 238
she batted his hands away 62
she became his first wife 48
she became ten times more 44
she begins her adult life 44
she bought her first home 90
she bought her first pair 42
she buried her burning face 112
she bursts out again into 99
she called her mother from 58
she caught her first breath 51
she changed her dress four 48
she changed her first name 126
she changed her major from 86
she chosen she might have 41
she closed her fingers over 181
she closed her front door 96
she closed her hands into 43
she closed her hands over 59
she closed her tired eyes 60
she closed his fingers over 57
she cupped her hands over 153
she curled her fingers into 502
she curled her fingers over 73
she curled her hands into 189
she dipped her brush into 88
she dipped her fingers into 360
she dipped her hands into 184
she dipped her sight into 63
she dipped her spoon into 146
she dipped her tongue into 67
she filled her apron full 52
she filled with water from 67
she flamed out about some 63
she folded both hands over 68
she folded her hands over 214
she folded her hands upon 153
she forgot all about what 47
she handed him every item 60
she helped her mother clean 40
she helped her mother cook 40
she helped her mother make 253
she hooked her fingers into 71
she hooked her thumbs into 76
she jabbed her elbow into 62
she jammed her hands into 105
she jerked her hands away 99
she kicked her heels into 48
she kicked her horse into 114
she kissed and cried over 41
she kissed her father good 173
she kissed her mother good 297
she kissed him right back 54
she kissed his still warm 94
she kneels and bends over 44
she learned her first word 60
she learned she would have 83
she learned that women were 58
she lifted her brown eyes 66
she lifted her hands from 214
she lifted her right foot 233
she lifted her right hand 389
she lifted her sweet face 85
she lifted her white body 119
she lifted her white face 47
she locked her front door 85
she looked and acted like 296
she looked and moved like 67
she looked and spoke like 73
she missed her mother more 50
she needed her hands free 49
she nudged her horse into 42
she opened her bared arms 201
she opened her cabin door 41
she opened her first shop 63
she opened her front door 1031
she opened her large blue 46
she opened her large eyes 66
she opened her whole heart 133
she opened her whole mind 40
she opened her yearning heart 56
she opened them again there 153
she passed her driving test 112
she passed her fingers over 251
she passed her hands over 1024
she passed her tongue over 134
she passed her whole time 71
she passed ten months among 94
she picked her steps along 65
she placed both hands over 71
she placed both hands upon 64
she placed her fingers over 121
she placed her fingers upon 41
she placed her hands flat 68
she placed her hands over 409
she placed her hands upon 307
she placed her index finger 77
she placed her palms flat 58
she placed her right foot 196
she placed her right hand 380
she placed her small hand 165
she places her right foot 61
she places her right hand 109
she played her cards well 175
she played her trump card 276
she plunged her fingers into 102
she plunged her hands into 332
she plunged her knife into 55
she plunged her tongue into 67
she poured hot water from 68
she poured hot water into 207
she poured hot water over 82
she prayed god would give 43
she pulled her cloak more 61
she pulled her dress back 47
she pulled her dress down 68
she pulled her dress free 76
she pulled her dress over 224
she pulled her fingers away 65
she pulled her fingers from 63
she pulled her hands away 805
she pulled her hands back 86
she pulled her hands free 123
she pulled her hands from 214
she pulled her horse down 42
she pulled her pants down 51
she pulled her purse from 40
she pulled her right hand 64
she pulled her shawl more 49
she pulled her shawl over 64
she pulled her shirt over 106
she pulled her skirt down 186
she pulled his hands away 43
she pulled his pants down 57
she pulled his shirt free 40
she pulled his shirt from 100
she pulled his shirt over 53
she pushed her chair away 286
she pushed her chair back 1166
she pushed her fingers into 129
she pushed her hands into 147
she pushed her plate away 598
she pushed her plate back 41
she pushed her tongue into 80
she pushed his hands away 400
she racked her brain trying 79
she raised her fiery eyes 45
she raised her glowing face 64
she raised her hands from 50
she raised her hands high 59
she raised her hands over 86
she raised her index finger 163
she raised her large dark 73
she raised her large eyes 55
she raised her right foot 55
she raised her right hand 905
she raised her voice even 48
she raised her voice over 68
she raised her white face 52
she raises her heels from 58
she raises her right hand 189
she reached her front door 248
she reached her hotel room 54
she reached her right hand 73
she reeled and would have 41
