sac reduced 42 sac removed 43
sad spirits 111 sad british 124
sad country 244 sad freedom 77
sad sundays 53 sang triumph 42
sang triumph 74 sat silence 213
sat vessels 49 sat fifteen 61
sat company 74 sat silence 47
sat silence 136 sat congress 127
sat council 107 sat private 43
sat silence 188 sat council 57
sat silence 42 saw implied 41
saw plainly 80 saw parents 62
saw altered 58 saw shocked 208
saw instant 40 saw benefit 55
saw purpose 66 saw instant 684
saw quickly 44 saw instant 772
saw victoria 73 saw uniform 97
saw coronet 77 saw trembling 58
saw believe 55 saw trouble 76
saw efforts 91 saw animals 70
saw buildings 58 saw effects 55
saw fellows 67 saw figures 44
saw members 72 saw objects 69
saw windows 367 saw highest 70
saw present 692 saw fifteen 52
saw general 117 saw instant 203
saw emperor 71 saw civilian 61
saw uniform 166 saw illusion 208
saw together 51 saw instant 78
say needful 42 say because 63
say explain 66 say herself 124
say himself 46 say express 81
say present 54 say respond 99
say fifteen 50 say extends 60
say british 41 say decision 41
say delusion 51 say failure 94
say general 63 say present 93
say process 49 say results 63
say present 161 say process 54
say detract 56 say flatter 61
say greatest 62 say problem 50
say because 48 say destroy 51
say perfect 49 say efforts 53
say friends 87 say thoughts 43
say history 40 say animals 111
say company 41 say country 43
say details 116 say effects 42
say efforts 106 say estates 52
say factors 88 say figures 69
say foregoing 42 say greatest 60
say material 145 say members 429
say objects 113 say parties 67
say persons 91 say previous 43
say priests 62 say remaining 45
say results 77 say species 66
say stories 105 say teachers 50
say trouble 63 say virtues 176
say writers 60 say parents 61
say benefit 48 say average 323
say benefit 64 say general 42
say present 1074 say purpose 377
say student 52 say eternal 397
say everything 98 say faithful 69
say gracious 51 say limited 122
say morally 50 say outside 62
say perfect 161 say present 629
say punishing 46 say revealed 62
say capable 59 say endowed 85
say rational 85 say related 127
say subject 143 say superior 57
say general 61 say science 82
say superior 158 say exactly 48
say married 69 say suffering 48
say because 254 say exactly 141
say believe 71 say objects 43
say against 84 say because 4502
say betraying 74 say certain 52
say correct 88 say equally 54
say eternal 40 say exactly 671
say happening 82 say largely 84
say natural 144 say peculiar 42
say perhaps 176 say plainly 42
say similar 55 say totally 47
say typical 84 say usually 65
say utterly 51 say beginning 191
say biggest 48 say greatest 43
say increase 41 say arrival 46
say decline 45 say general 62
say gradual 52 say greatest 82
say highest 63 say increase 93
say increasing 97 say passage 82
say present 124 say sublime 108
say general 44 say friends 206
say greatest 62 say natural 85
say victims 41 say because 79
say because 171 say regular 93
say benefit 327 say following 270
say purpose 302 say condemn 54
say suggest 57 say respect 46
say beginning 84 say greatest 52
say language 52 say deepest 114
say greatest 240 say himself 40
say persons 43 say greatest 72
say terence 79 say liberty 49
say greatest 84 say exactly 40
say because 61 say following 53
seal amended 50 seal follows 288
seal following 144 seal message 77
seas courage 57 seat company 62
seat signora 45 sec measured 115
see brothers 57 see happening 492
see implied 171 see visible 99
see written 157 see relation 74
see stories 47 see america 42
see animals 40 see effects 64
see efforts 92 see greatest 43
see message 177 see patient 123
see picture 58 see preacher 582
see process 88 see program 43
see prophet 83 see reactions 40
see results 127 see service 105
see speakers 100 see spirits 91
see stories 54 see witness 94
see wonders 44 see touched 67
see present 86 see trouble 77
see beginning 72 see improving 73
see resolving 128 see improve 74
see prevent 138 see avoided 52
see terrors 41 see sunbeams 55
see purpose 63 see country 71
see herself 73 see possess 41
see comfort 45 see instant 163
see present 196 see purpose 76
see flowers 40 see accepting 55
see unfolding 96 see blessed 42
see discuss 65 see receive 46
see imagining 146 see instant 183
see present 87 see purpose 210
see twinkling 87 see trouble 61
see plainly 86 see victoria 49
see uniform 89 see justify 80
see liberty 42 see captain 41
see earliest 68 see accepting 266
see advance 98 see approve 47
see consent 59 see decline 40
see include 44 see increase 69
see investing 41 see obtaining 42
see propose 55 see provide 83
see providing 51 see suggest 44
see support 184 see withdraw 221
see details 64 see members 43
see problem 42 see becomes 74
see advance 100 see applies 42
see carries 43 see extends 125
see enemies 46 see analogy 101
see ancient 42 see company 56
see concept 53 see country 67
see current 91 see foolish 114
see general 216 see germans 45
see present 148 see process 98
see results 317 see russians 58
see several 147 see subject 104
see unusual 56 see windows 66
see surface 55 see control 74
see dressed 75 see together 261
see together 93 see applied 111
see brought 104 see derived 52
see handled 79 see happening 59
see managed 52 see related 298
see against 92 see accepting 97
see provide 52 see creature 42
see assault 57 see parents 46
