sac and duct are formed 51
sad and true old samuel 60
sad bad glad mad brother 196
sad but when she sleeps 145
sad day when they little 40
sang how spear and shield 56
sat and made its report 51
sat for days and nights 74
sat for more than twenty 101
sat her down and talked 70
sat him down and looked 50
sat him down and poured 51
sat him down and talked 87
sat them down and talked 43
sat two days and nights 65
sat with your wings furled 167
saw all these things clearly 58
saw and felt and thought 225
saw and felt that something 51
saw and felt that summer 42
saw and from his memory 80
saw and heard and learned 92
saw and heard and thought 233
saw and heard for myself 94
saw and heard his double 60
saw and what she thought 58
saw and what they thought 116
saw both male and female 107
saw both past and future 46
saw each other and talked 100
saw each other but seldom 131
saw her aunt and cousin 77
saw her bold and ingenious 58
saw her coming and opened 41
saw her coming and turned 62
saw her from his window 131
saw her like that before 97
saw her like this before 144
saw her lord and master 64
saw her lose her temper 281
saw her sons with purple 73
saw her turn and glance 62
saw her when she reached 81
saw him coming and braced 46
saw him coming and called 80
saw him coming and jumped 44
saw him coming and opened 99
saw him coming and raised 55
saw him coming and smiled 73
saw him coming and thought 67
saw him coming and turned 115
saw him coming and waited 52
saw him draw his dagger 63
saw him draw his pistol 46
saw him from her dressing 237
saw him from her window 306
saw him from his window 54
saw him like that before 225
saw him like this before 195
saw him lose his temper 2103
saw him reach for something 71
saw him rise and remove 41
saw him safe she looked 59
saw him turn and glance 85
saw him upon his return 58
saw his aunt and cousin 57
saw his face all radiant 65
saw his wife and family 109
saw his wife and little 41
saw his wife and nieces 95
saw his wife with another 47
saw how hard she worked 75
saw how hard they worked 60
saw how much his friend 84
saw how much she looked 55
saw how much she needed 41
saw how much she wanted 127
saw how much they needed 78
saw how nice they looked 42
saw how pale she looked 58
saw men fall dead around 51
saw near great egg harbor 49
saw nor heard one another 48
saw not less than twenty 60
saw one hill that seemed 52
saw one like that before 174
saw one like this before 111
saw that adam was lonely 58
saw that case had plenty 69
saw that here was another 78
saw that here was something 121
saw that more was needed 42
saw that nothing had changed 392
saw that nothing was changed 222
saw that nothing was stirring 41
saw that only one course 48
saw that there are various 53
saw that there was almost 72
saw that there was already 328
saw that there was always 104
saw that there was another 2545
saw that there was enough 338
saw that there was hardly 87
saw that there was indeed 474
saw that there was likely 119
saw that there was little 1187
saw that there was neither 127
saw that there was nobody 308
saw that there was plenty 600
saw that there was relief 139
saw that there was someone 362
saw that there was something 3947
saw that those who called 85
saw that what had looked 64
saw that what had seemed 95
saw that what she wanted 85
saw that what was called 107
saw that what was needed 324
saw that what was wanted 52
saw them coming and called 69
saw them coming and opened 83
saw them coming and rushed 47
saw them coming and smiled 48
saw them coming and turned 74
saw them coming and walked 40
saw them from her window 142
saw them from his window 86
saw them from ten inches 55
saw they were both afraid 50
saw things only too clearly 80
saw this only too clearly 41
saw two other men follow 43
saw two young men standing 127
saw with pain and anguish 42
saw you like that before 41
saw you like this before 267
saw you soft and violent 50
saw you when you landed 370
say and give his advice 117
say and what she should 53
say and what they should 48
say and what you should 48
say for those who listen 66
say for your own profit 86
say his wife was turned 68
say how fine his writings 76
say how much she missed 126
say how much she wanted 97
say how much she wished 68
say how much they agreed 51
say how much they missed 62
say how much they wanted 64
say how much you remind 45
say may pass for caution 40
say not less than twenty 131
say not more than twenty 85
say now will not matter 238
say one word for myself 107
say one word with regard 267
say that adam was created 58
say that during that fainting 88
say that from that moment 470
say that from this moment 220
say that from this source 46
say that gold and silver 404
say that here she walked 59
say that life has become 55
say that male and female 306
say that mass and energy 55
say that mind and matter 81
say that more than ninety 62
say that more than twenty 56
say that much for myself 177
say that much has changed 97
say that nothing can exceed 100
say that nothing can happen 77
say that nothing had changed 147
say that nothing has changed 442
say that nothing was further 81
say that only one person 148
say that other men should 121
say that past and future 218
say that romeo and juliet 109
say that some are better 43
say that such things happen 153
say that such things should 182
say that there are almost 191
say that there are already 306
say that there are always 414
say that there are better 320
say that there are causal 56
say that there are common 41
say that there are dozens 52
say that there are enough 434
say that there are errors 54
say that there are extant 51
say that there are forces 92
say that there are greater 66
say that there are groups 41
say that there are hardly 66
say that there are indeed 165
say that there are limits 226
say that there are lyrics 40
say that there are methods 42
say that there are neither 204
say that there are obvious 49
say that there are periods 60
say that there are places 111
say that there are plenty 718
say that there are points 86
say that there are reasons 210
say that there are scores 57
say that there are serious 110
say that there are simply 51
say that there are special 69
say that there are states 54
say that there are traces 55
say that there are twelve 180
say that there are twenty 766
say that there are values 46
say that there are various 435
say that there can hardly 62
say that there had always 44
say that there has always 299
say that there has arisen 55
say that there lie before 44
say that there now exists 68
say that there was almost 156
say that there was already 157
say that there was always 331
say that there was another 497
say that there was anyone 40
say that there was enough 232
say that there was fighting 52
say that there was greater 52
say that there was hardly 382
say that there was indeed 60
say that there was little 729
say that there was neither 176
say that there was nobody 101
say that there was plenty 269
say that there was someone 106
say that there was something 1872
say that these are merely 208
say that these are simply 67
say that these men should 66
say that these things happen 67
say that these things should 161
say that these two events 111
say that these two groups 100
say that those new england 59
say that those two periods 41
say that those who accept 72
say that those who commit 67
say that those who desire 65
say that those who follow 86
say that those who framed 161
say that those who insist 44
say that those who oppose 97
say that those who refuse 40
say that those who reject 56
say that those who remain 59
say that those who suffer 115
say that those who wished 47
say that till this moment 53
say that time has passed 74
say that very few indeed 49
say that vice and virtue 41
say that what are called 65
say that what goes around 42
say that what has already 40
say that what has become 139
say that what they wanted 49
say that what was needed 87
say that what was wanted 62
say that when god created 120
say that when one person 46
say that when they reached 73
say that when you become 47
say that will not affect 53
say that will not happen 69
say then will not matter 156
say they have had enough 572
say they have had sexual 77
say they have not broken 42
say they have not changed 70
say they have not enough 60
say they have not learned 45
say they have not thought 57
say they have too little 51
say they knew him through 45
say they know his brother 55
say they love one another 48
say they were doing something 46
say they were for public 44
say they were long enough 370
say they were not cheering 66
say they were not warned 170
say they will die before 48
say they will not accept 175
say they will not affirm 55
say they will not follow 151
say they will not listen 46
say they will not return 65
say they will not submit 52
say they will not suffer 48
say things like that around 103
say things like that before 297
say things like that unless 92
say things like that without 162
say this from any desire 59
say this much for myself 81
say this will not happen 57
say two heads are better 176
say with guns and planes 121
say you have had enough 188
say you have not caught 75
say you have not changed 146
say you have not plenty 58
say you have not spoken 43
say you have not thought 97
say you heard them settle 42
say you know that without 64
say you were going further 119
say you were not afraid 70
say you were not warned 1211
say you will not accept 103
say you will not answer 51
say you will not desert 46
say you will not forget 78
say you will not object 46
say you will not wonder 59
seal for ever his uncouth 75
seal off from one patent 51
seas had been our utmost 49
seas that wash her shores 42
seas that wash its shores 52
seas that wash our shores 58
seat for only one person 45
see all these things clearly 47
see all these things happen 50
see and feel all around 66
see and feel and handle 151
see and feel that something 62
see and feel this divine 45
see and know for myself 61
see and know one another 109
see and learn for myself 72
see and meet one another 51
see and speak with fergus 78
see and what they should 66
see and work and suffer 52
see any city but berlin 50
see any more real honest 61
see any need for changes 58
see any need for further 156
see any other way around 159
see any other way except 51
see both male and female 215
see both past and future 228
see each other all summer 49
see each other and become 48
see each other but seldom 49
see each other for almost 68
see each other for another 361
see each other for awhile 242
see each other for dinner 56
see each other for twenty 51
see each other this summer 74
see each other this winter 46
see for more than twenty 122
see her face too clearly 49
see her fair and kindly 46
see her from his window 49
see her lift her anchor 51
see her lose her temper 63
see her poor dear sister 110
see her when she called 71
see her when she passed 46
see her when she visits 67
see her when she walked 90
see her young man without 53
see him drop and follow 70
see him during his office 71
see him from her window 108
see him leave his retreat 53
see him living and crawling 69
