sack two 48 sack that 79
sacs air 43 safe that 40
safe can 46 safe not 48
safe that 199 safe all 102
safe her 68 safe him 144
safe his 45 safe you 57
safe men 42 safe and 61
said head 52 said his 52
said his 49 said head 56
said head 116 said head 186
said arm 47 said his 47
said his 75 said way 68
said her 374 said his 264
said and 108 said for 106
said his 59 said did 122
said did 42 said hat 78
said ran 123 said head 123
said head 117 said her 143
said him 88 said his 73
said with 47 said not 43
said too 104 said not 43
said all 50 said not 41
said him 51 said not 60
said not 41 said mean 56
said not 55 said with 77
said that 258 said was 331
said was 115 said her 40
said him 74 said for 52
said with 40 said die 45
said get 51 said not 100
said for 46 said that 104
said did 71 said had 1041
said saw 257 said was 1071
said her 69 said one 54
said she 198 said they 88
said was 516 said had 167
said was 158 said had 89
said own 47 said son 85
said did 51 said had 1155
said was 227 said she 163
said had 82 said his 198
said had 46 said can 99
said did 265 said does 199
said had 420 said has 222
said read 40 said was 349
said death 221 said had 78
said was 107 said had 53
said can 84 said not 43
said his 202 said not 262
said not 75 said god 70
said not 224 said now 44
said doing 69 said not 48
said not 57 said not 45
said not 68 said not 100
said did 64 said his 61
said one 125 said are 68
said not 121 said not 135
said not 94 said not 64
said not 41 said did 46
said not 55 said not 45
said was 69 said was 48
said not 54 said not 41
said has 41 said not 54
said not 50 said nor 291
said nor 185 said nor 80
said any 80 said going 74
said had 59 said his 78
said not 46 said not 41
said going 57 said had 68
said has 57 said was 62
said going 112 said not 70
said see 88 said not 72
said not 69 said was 52
said did 52 said are 43
said had 57 said was 71
said not 57 said not 97
said him 58 said this 49
said die 58 said see 40
said not 267 said had 48
said was 140 said they 76
said was 54 said had 428
said saw 108 said was 90
said was 60 said they 48
said had 785 said being 49
said him 61 said cow 61
said get 57 said try 46
said use 66 said was 150
said had 83 said saw 54
said had 183 sail her 115
sail his 123 sail her 47
sail his 285 sail his 130
saith his 53 sale bid 86
salt add 2172 salt any 56
salt beat 505 salt bring 820
salt cut 54 salt dip 312
salt dot 476 salt fry 546
salt heat 520 salt lay 151
salt let 501 salt mix 3532
salt one 140 salt put 502
salt rub 402 salt sear 182
salt set 2752 salt then 1007
salt top 309 salt two 94
salt use 217 salt with 77
salt you 42 salt all 134
salt for 61 salt all 51
salt and 123 salt one 78
salt they 45 salt dear 45
same you 54 same was 49
same was 51 same for 46
same our 58 same and 126
same and 298 same had 56
