sang dead 42 sap own 53
sat her 92 sat his 264
sat his 124 sat for 46
sat going 41 saw and 87
saw had 81 saw was 54
saw going 293 saw out 70
saw own 75 say sir 43
say six 107 say ten 57
say ten 172 say six 53
say how 43 say did 46
say had 114 say has 50
say was 114 say was 41
say are 362 say did 51
say had 51 say mean 2353
say going 56 say are 84
say mean 3030 say how 129
say for 113 say mean 41
say mean 47 see this 106
see you 48 see both 93
see did 52 see had 90
see saw 46 see was 262
see are 548 see did 45
see had 90 see mean 141
see being 79 see going 775
see are 811 see can 82
see did 60 see mean 1387
see saw 66 see see 93
see and 48 see both 46
see two 154 see going 43
see leap 72 see air 45
set her 47 sex things 93
she any 77 she had 40
she was 54 she her 41
she and 41 she was 59
she day 45 she was 118
she her 72 she was 156
she her 62 she was 40
she was 56 she was 44
she sat 40 she saw 102
she bed 48 she way 55
she with 60 she own 71
she her 344 she her 103
she her 864 she her 52
she son 404 she own 107
she her 328 she her 82
she this 56 she her 141
she her 44 she her 56
she and 40 she and 612
she with 42 she and 53
she her 178 she her 527
she her 64 she her 95
she her 106 she arm 197
she arm 52 she her 46
she was 41 she her 50
she her 170 she was 49
she and 43 she bed 61
she car 72 she and 801
she she 64 she that 147
she with 267 she bed 253
she car 791 she own 104
she seat 49 she bed 73
she car 81 she lap 176
she lap 114 she her 57
she and 461 she she 44
she that 189 she with 254
she bed 162 she own 50
she lap 55 she for 88
she then 144 she not 76
she had 40 she was 125
she was 51 she fun 48
she for 49 she own 77
she own 58 she any 50
she her 51 she her 45
she seat 128 she lap 44
she was 156 she bath 72
she car 96 she long 128
she with 57 she death 69
she did 82 she was 130
she was 90 she his 92
she our 62 she new 46
she with 83 she new 181
she vow 88 she was 44
she and 101 she and 46
she all 40 she him 41
she did 108 she was 106
she saw 68 she was 60
she and 72 she with 137
she had 46 she she 69
she and 43 she and 66
she for 44 she way 494
she was 58 she she 121
she she 120 she that 319
she her 62 she bed 79
she has 49 she her 46
she that 156 she saw 95
she let 41 she saw 507
she saw 86 she saw 454
she saw 61 she saw 235
she and 56 she arm 42
she saw 65 she saw 44
she going 83 she her 134
she way 86 she not 108
she had 40 she her 75
she she 217 she saw 65
she had 61 she how 61
she was 50 she she 152
she day 44 she and 43
she was 65 she she 178
she she 116 she and 51
she her 158 she her 52
she own 60 she and 73
she his 49 she him 98
she long 100 she saw 307
she was 62 she her 48
she and 58 she was 583
she that 87 she not 43
she had 140 she was 68
she that 58 she she 60
she saw 55 she that 82
she head 87 she and 56
she her 46 she head 40
she way 422 she own 42
she her 138 she was 41
she way 174 she seat 63
she she 43 she far 186
she that 42 she not 310
she one 99 she did 73
she had 3961 she was 5490
she had 62 she going 765
she saw 72 she has 389
she she 60 she has 63
she had 477 she saw 75
she was 60 she had 975
she she 52 she death 120
she job 153 she own 75
she her 123 she she 47
she had 108 she new 56
she did 81 she thus 42
she saw 255 she low 102
she her 49 she was 60
she her 47 she her 263
she him 58 she new 254
she own 58 she seat 929
she new 52 she that 41
she and 59 she she 48
she saw 101 she seat 48
she ran 63 she was 46
she was 49 she let 90
she out 44 she and 78
she bed 158 she seat 66
she and 133 she and 177
she with 52 she bed 87
she car 71 she long 41
she new 65 she old 81
she own 193 she seat 226
she bed 54 she head 82
she and 248 she seat 44
she fan 43 she had 51
she she 107 she her 42
she she 59 she this 50
she way 46 she old 63
she did 51 she had 108
she was 853 she was 63
she ran 50 she she 55
she bed 50 she seat 1051
she with 231 she with 61
she her 106 she own 79
she way 67 she her 76
she her 176 she saw 125
she was 137 she let 234
she put 82 she sat 61
she bath 44 she car 194
she car 126 she new 59
she own 119 she path 69
she and 56 she and 84
she and 186 she put 53
she and 137 she sat 48
she was 57 she with 62
she was 710 she saw 563
she was 49 she way 52
she own 233 she and 40
she way 57 she bed 90
she her 49 she with 79
she and 66 she with 178
she with 93 she ate 53
she going 45 she eats 42
she one 96 she two 43
she her 54 she and 125
she own 183 sit hear 44
sit let 40 sit see 50
sit than 86 six rear 108
six had 50 six and 780
six one 56 six two 55
six and 437 six had 72
six has 51 six than 55
six that 180 six they 65
six was 97 six with 61
six had 43 six was 63
six and 363 six had 76
six and 150 six they 131
six had 91 six day 45
six hid 72 six and 53
six one 193 six six 182
six two 319 six and 473
six god 70 six that 130
six was 89 six with 95
six that 50 six not 90
six one 105 six not 393
six has 75 six and 289
six has 48 son own 62
sow and 50 sow one 40
sum that 76 sun and 73
sun with 675 sun dim 65
