sad these 58 sang their 111
sang made 62 sat nothing 49
sat their 133 sat what 460
sat late 80 sat what 700
saw their 49 saw during 62
saw into 55 saw drop 109
saw fall 110 saw slip 91
saw from 65 saw these 113
saw went 69 saw throw 70
saw have 94 saw when 60
saw have 103 saw full 62
saw gazing 60 say sort 49
say three 90 say take 67
say step 119 say have 110
say these 57 say want 44
say great 70 say have 44
say will 49 say have 40
say were 43 say only 49
say nothing 63 say uses 74
say have 77 say have 60
say make 44 say what 64
say have 46 say have 103
say from 91 say will 84
say have 204 say have 54
say have 52 seas their 52
seas very 53 seat what 145
see your 41 see over 70
see hour 44 see week 47
see into 64 see upon 86
see upon 49 see very 76
see beings 42 see there 40
see call 41 see come 60
see deny 135 see ever 280
see fail 168 see feel 42
see find 159 see have 1370
see help 117 see hold 61
see know 79 see learn 61
see like 43 see live 119
see look 53 see love 48
see make 167 see miss 54
see rock 53 see take 120
see think 156 see want 49
see have 41 see want 59
see have 76 see turn 167
see have 45 see there 49
see there 161 see back 53
see have 43 see think 62
see soon 126 see very 45
see more 44 see last 86
see beings 80 see file 91
see more 121 see have 88
see till 87 see more 44
see rise 66 see have 47
see among 40 see pass 65
see into 41 see eyes 44
see ever 47 see have 91
see think 75 see want 912
see think 72 see want 98
see hour 51 set upon 301
set teeth 58 set from 83
set from 86 set down 108
set upon 55 set back 42
set from 74 set from 185
set from 72 set upon 52
set upon 76 sex some 53
she were 137 she upon 42
she into 44 she away 43
she been 45 she seen 54
she three 54 she away 103
she birth 498 she some 43
she away 63 she into 42
she from 43 she more 85
she some 63 she three 52
she care 74 she from 81
she leave 40 she over 44
she some 45 she away 43
she upon 100 she from 43
she just 86 she there 230
she what 406 she when 74
she best 70 she among 73
she here 94 she there 437
she best 148 she care 459
she great 60 she such 107
she pale 43 she fond 92
she have 100 she eyes 57
she from 129 she coming 62
she their 67 she when 43
she left 84 she left 41
she into 56 she into 65
she hope 42 she what 147
she birth 42 she heard 44
she some 57 she upon 52
she from 43 she from 149
she life 63 she from 181
she coming 41 she left 61
she life 40 she four 81
she into 164 she their 66
she birth 84 she from 58
she there 93 she from 182
she what 40 she asking 40
she having 40 she leaving 50
she what 446 she last 47
she make 64 she from 135
she pale 40 she pale 46
she upon 76 she part 79
she years 40 she into 205
she past 148 she birth 177
she time 53 she what 141
she care 82 she upon 68
she their 42 she life 43
she from 46 she along 83
she come 40 she made 112
she grow 48 she years 96
she years 67 she years 152
she used 40 she years 77
she years 72 she when 99
she years 120 she reach 107
she away 57 she years 41
she used 41 she ahead 46
she back 44 she down 120
she late 210 she down 233
she ahead 66 she away 107
she away 221 she down 48
she into 44 she some 63
she reading 86 she into 195
she when 133 she over 121
she fond 83 she there 101
she away 102 she into 60
she emil 42 she their 41
she what 64 she years 55
she years 40 she years 70
she years 55 she have 43
she into 43 she life 45
she what 841 she when 47
she into 49 she from 67
she kind 55 she years 105
she great 40 she some 127
she time 80 she upon 65
she what 50 she leaving 54
she what 53 she away 124
she well 48 she into 42
she from 60 she here 61
she next 318 she over 40
she there 694 she back 77
she back 40 she from 48
she away 59 she what 183
she move 47 she nothing 57
she what 183 sin came 57
sin come 48 singing till 63
sit when 59 six from 135
six from 87 sod took 47
song forth 105 song these 42
son into 41 son years 45
sung their 67 sun high 108
sun over 94 sun when 108
sun over 43 sun when 174
sun when 208 sun over 171
sun when 156 sun high 147
sun over 45 sun when 286
sun upon 46 sun into 101
sun when 167 sun over 74
sun over 166 sun into 109
