sea air was rushing through 40
sea and air power without 56
sea but that which roared 44
sea god who could assume 42
sea has its large rivers 65
sing one song after another 95
sing with one voice through 136
so all men might better 40
so bad she could barely 120
so bad she could hardly 199
so bad they could hardly 55
so bad you could hardly 91
so big she could barely 46
so big she could hardly 93
so big you could almost 49
so big you could hardly 46
so did his father before 56
so did not reason clearly 40
so dim she could hardly 56
so doing she would become 40
so doing she would obtain 41
so doing they could escape 57
so doing they could obtain 66
so doing they could reduce 46
so doing they could secure 54
so doing they would become 123
so doing they would obtain 44
so doing they would render 118
so doing they would secure 67
so dry she could barely 283
so dry she could hardly 419
so far has found little 46
so far has shown itself 68
so far has shown little 140
so far that healthy plants 73
so far that state courts 44
so far they could neither 47
so fat she could hardly 66
so fat they could barely 40
so fat they could hardly 120
so few and finding amends 53
so for two basic reasons 142
so for two major reasons 190
so had his father before 222
so hot she could barely 59
so hot she could hardly 75
so hot you could hardly 104
so ill she could barely 41
so ill she could hardly 46
so long and truly served 52
so long she could barely 41
so long she could hardly 48
so long that people thought 83
so low she could barely 409
so low she could hardly 260
so low they could barely 70
so low they could hardly 87
so low you could almost 110
so low you could barely 57
so low you could hardly 169
so mad she could hardly 78
so near she could almost 84
so near that every stroke 65
so near you could almost 85
so new hath really neither 55
so real she could almost 87
so real you could almost 71
so she was quite silent 58
so than his brain reeled 43
so than his elder brother 61
so than one might expect 267
so than one would expect 250
so that air flows through 114
so that air passing through 66
so that all could admire 57
so that all could attend 176
so that all could become 60
so that all could behold 154
so that all could follow 125
so that all might admire 41
so that all might attain 247
so that all might attend 96
so that all might become 137
so that all might behold 152
so that all might profit 113
so that all newly created 197
so that all people should 107
so that all shall become 143
so that all upper canada 41
so that all would become 44
so that any group merely 50
so that any staff member 57
so that each child should 45
so that each class member 292
so that each could become 52
so that each could decide 58
so that each could pursue 46
so that each earned something 591
so that each group member 1077
so that each party should 91
so that each small square 45
so that each staff member 400
so that each state should 85
so that each would become 106
so that for every dollar 188
so that for given values 43
so that for large enough 189
so that for large values 254
so that for miles around 101
so that for short periods 92
so that for small values 252
so that her cheek rested 491
so that her child should 40
so that her father became 48
so that her father should 237
so that her flesh seemed 51
so that her fruit depart 795
so that her hands rested 86
so that her mother should 280
so that her naked breasts 112
so that her small breasts 146
so that his barns became 137
so that his blood flowed 58
so that his cheek rested 200
so that his elbow rested 127
so that his elder brother 58
so that his father should 209
so that his father thought 50
so that his finding something 48
so that his hands looked 61
so that his hands rested 124
so that his house became 43
so that his knees almost 106
so that his knees became 219
so that his mother should 270
so that his people should 81
so that his royal palace 80
so that his sobbing should 41
so that his total income 67
so that his voice became 92
so that his voice reached 186
so that his voice seemed 127
so that his voice should 161
so that his whole family 125
so that his whole figure 59
so that his whole nature 103
so that his whole strength 176
so that his whole weight 83
so that his words reached 107
so that his words seemed 187
so that his words should 242
so that his works should 42
so that its blood supply 157
so that its cross section 405
so that its glory should 58
so that its image appears 116
so that its light shines 188
so that its light should 172
so that its lower border 366
so that its lower margin 197
so that its lower portion 233
so that its noble height 52
so that its owner should 65
so that its plane passes 133
so that its shape changes 41
so that its total energy 364
so that its total weight 170
so that its upper border 272
so that its upper margin 154
so that its upper portion 337
so that its value should 54
so that its vital legacy 93
so that its whole height 115
so that its whole weight 90
so that man could become 390
so that man might become 751
so that men could become 63
so that men labor therein 44
so that men might become 124
so that men might uphold 112
so that one after another 550
so that one could admire 92
so that one could almost 1417
so that one could always 448
so that one could assume 146
so that one could barely 139
so that one could become 188
so that one could better 52
so that one could choose 196
so that one could clearly 126
so that one could expect 328
so that one could follow 287
so that one could hardly 2031
so that one could neither 188
so that one could obtain 156
so that one could readily 137
so that one could remain 94
so that one could return 46
so that one could scarce 154
so that one could simply 119
so that one could travel 185
so that one knows whether 47
so that one looks through 42
so that one might almost 1682
so that one might always 50
so that one might assume 224
so that one might become 158
so that one might better 136
so that one might expect 2077
so that one might fairly 126
so that one might ramble 76
so that one might readily 83
so that one might regard 110
so that one might travel 83
so that one might wonder 319
so that one stone should 47
so that one would almost 279
so that one would always 360
so that one would assume 41
so that one would expect 3183
so that one would hardly 369
so that one would scarce 44
so that our armed forces 58
so that our first nature 52
so that our lives become 152
so that our lives matter 95
so that our people should 138
so that she could absorb 165
so that she could accept 475
so that she could access 56
so that she could adjust 131
so that she could admire 519
so that she could advise 145
so that she could afford 1006
so that she could almost 718
so that she could already 93
so that she could always 1081
so that she could answer 588
so that she could arrange 523
so that she could arrive 234
so that she could assess 78
so that she could assist 418
so that she could assume 344
so that she could assure 104
so that she could attain 120
so that she could attend 3004
so that she could barely 1732
so that she could become 2779
so that she could better 1998
so that she could borrow 56
so that she could caress 46
so that she could choose 570
so that she could clearly 220
so that she could commit 53
so that she could convey 68
so that she could cradle 45
so that she could crouch 184
so that she could decide 556
so that she could defend 256
so that she could depart 108
so that she could devote 1626
so that she could direct 224
so that she could divide 44
so that she could emerge 51
so that she could endure 107
so that she could enroll 50
so that she could ensure 118
so that she could escape 1528
so that she could expand 51
so that she could expose 45
so that she could extend 66
so that she could fasten 161
so that she could figure 72
so that she could finish 1477
so that she could follow 1462
so that she could forget 465
so that she could freely 120
so that she could further 70
so that she could glance 286
so that she could handle 267
so that she could hardly 7578
so that she could ignore 50
so that she could inform 158
so that she could inhale 66
so that she could insert 49
so that she could invite 194
so that she could launch 48
so that she could listen 1638
so that she could locate 55
so that she could manage 363
so that she could master 146
so that she could measure 63
so that she could neither 1389
so that she could nestle 62
so that she could obtain 906
so that she could occupy 50
so that she could prompt 129
so that she could punish 41
so that she could pursue 825
so that she could readily 55
so that she could realize 186
so that she could recall 174
so that she could recite 67
so that she could record 364
so that she could refuse 124
so that she could regain 542
so that she could reject 47
so that she could rejoin 58
so that she could relate 66
so that she could release 192
so that she could relive 46
so that she could remain 1543
so that she could remind 64
so that she could remove 483
so that she could repair 47
so that she could report 572
so that she could rescue 43
so that she could resist 49
so that she could resume 596
so that she could retain 304
so that she could retire 242
so that she could return 3392
so that she could review 149
so that she could safely 334
so that she could scarce 344
so that she could screen 40
so that she could secure 236
so that she could select 74
so that she could settle 313
so that she could shower 64
so that she could simply 101
so that she could sketch 41
so that she could snatch 44
so that she could stitch 239
so that she could strike 107
so that she could stroke 224
so that she could suckle 50
so that she could suffer 55
so that she could summon 134
so that she could supply 118
so that she could survey 51
so that she could travel 1021
so that she could verify 107
so that she could wander 45
so that she feels secure 47
so that she might accept 67
so that she might admire 118
so that she might always 489
so that she might answer 104
so that she might arrange 52
so that she might arrive 140
so that she might assist 58
so that she might attain 58
so that she might attend 463
so that she might become 1921
so that she might better 787
so that she might choose 253
so that she might decide 46
so that she might devote 284
so that she might escape 842
so that she might finish 161
so that she might follow 524
so that she might forget 406
so that she might listen 166
so that she might obtain 450
so that she might pursue 97
so that she might realize 116
so that she might regain 107
so that she might remain 648
so that she might remove 52
so that she might retain 65
so that she might retire 44
so that she might return 908
so that she might safely 110
so that she might secure 112
so that she might snatch 42
so that she might suffer 136
so that she might thereby 40
so that she might travel 108
so that she never became 42
so that she never forgot 44
so that she quite forgot 223
so that she stood before 192
so that she stood beside 50
so that she would accept 155
so that she would always 1319
so that she would arrive 152
so that she would become 1096
so that she would better 113
so that she would escape 41
so that she would finish 131
so that she would follow 62
so that she would forget 420
so that she would hardly 44
so that she would listen 124
so that she would neither 123
so that she would notice 145
so that she would realize 166
so that she would remain 524
so that she would return 116
so that she would suffer 119
so that sir henry missed 105
so that that which causes 153
so that that which should 120
so that they again become 127
so that they alone should 96
so that they appear almost 301
so that they appear larger 64
so that they brown evenly 656
so that they cause little 104
so that they change places 44
so that they could absorb 448
so that they could accept 604
so that they could access 344
so that they could accuse 199
so that they could adjust 682
so that they could admire 480
so that they could advise 456
so that they could afford 2552
so that they could almost 406
so that they could always 1144
so that they could ambush 40
so that they could answer 698
so that they could arrange 663
so that they could arrest 733
so that they could arrive 650
so that they could ascend 153
so that they could assert 143
so that they could assess 662
so that they could assist 1100
so that they could assume 831
so that they could assure 220
so that they could attach 60
so that they could attack 1510
so that they could attain 644
so that they could attend 3836
so that they could barely 504
so that they could become 9999
so that they could behave 57
so that they could better 5519
so that they could borrow 354
so that they could bypass 41
so that they could charge 612
so that they could choose 1264
so that they could clearly 306
so that they could combat 46
so that they could commit 357
so that they could compel 41
so that they could comply 141
so that they could conceal 211
so that they could confer 336
so that they could convey 230
so that they could debate 124
so that they could decide 1673
so that they could defend 2228
so that they could define 106
so that they could demand 328
so that they could depart 122
so that they could deploy 65
so that they could derive 266
so that they could design 244
so that they could detect 314
so that they could devise 63
so that they could devote 2703
so that they could digest 53
so that they could direct 540
so that they could divert 41
so that they could divide 363
so that they could donate 44
so that they could double 194
so that they could effect 208
so that they could embark 72
so that they could emerge 230
so that they could employ 382
so that they could endure 307
so that they could enlist 71
so that they could enrich 69
so that they could enroll 44
so that they could ensure 576
so that they could escape 2432
so that they could escort 53
