sac and the nasal duct 232
sac and the nerve root 67
sad for the first time 133
sad that he would have 56
sad way of telling their 64
sang for the first time 3745
sang out the voice from 43
sat for the first time 2274
sat for the legal time 56
sat near the front door 158
sat near to watch over 131
sat one on either side 401
sat six or seven jews 41
sat with my hands over 57
sat with the engine idling 129
sat with the motor idling 48
saw all the people coming 53
saw all the people there 99
saw all the stars flying 97
saw can be anything else 77
saw death in every step 51
saw ears of indian corn 49
saw fit to change their 81
saw fit to enter into 81
saw fit to grant some 58
saw fit to season their 75
saw fit to utter some 45
saw fit to write down 392
saw for the first time 122256
saw her at paris ride 51
saw her in anything else 53
saw her in later years 55
saw her the first time 618
saw him at close range 254
saw him do anything else 206
saw him do anything wrong 62
saw him he would have 69
saw him he would tell 45
saw him in action during 48
saw him in anything else 111
saw him in anything other 44
saw him in later life 43
saw him in later years 124
saw him the first time 642
saw him the whole time 53
saw how he could help 43
saw how he could make 150
saw how he could turn 101
saw how it could have 43
saw how it could help 46
saw how it might have 42
saw how it would have 69
saw how it would help 40
saw how it would make 46
saw how it would work 60
saw how my father took 64
saw how the human soul 99
saw how the night came 130
saw how the others were 62
saw how the people were 171
saw how the reeds grew 68
saw six or seven more 57
saw that he could best 178
saw that he could come 54
saw that he could find 76
saw that he could gain 179
saw that he could give 53
saw that he could have 226
saw that he could help 71
saw that he could hold 59
saw that he could keep 47
saw that he could learn 50
saw that he could make 620
saw that he could move 44
saw that he could only 328
saw that he could play 64
saw that he could reach 74
saw that he could rely 59
saw that he could save 64
saw that he could take 146
saw that he could turn 60
saw that he could walk 67
saw that he could work 54
saw that he might have 265
saw that he might lose 73
saw that he might make 87
saw that he might turn 44
saw that he really meant 184
saw that he spoke truth 67
saw that he still held 113
saw that he still wore 90
saw that he would come 79
saw that he would gain 136
saw that he would give 82
saw that he would have 3591
saw that he would like 61
saw that he would lose 120
saw that he would make 172
saw that he would need 222
saw that he would only 57
saw that he would soon 256
saw that he would take 57
saw that in every cove 104
saw that it arose from 55
saw that it could also 71
saw that it could have 80
saw that it could make 53
saw that it could only 224
saw that it could take 49
saw that it might have 136
saw that it might well 41
saw that it spread among 50
saw that it would also 42
saw that it would break 41
saw that it would come 181
saw that it would cost 40
saw that it would give 116
saw that it would have 892
saw that it would help 112
saw that it would last 44
saw that it would make 229
saw that it would need 82
saw that it would only 206
saw that it would pass 42
saw that it would soon 292
saw that it would take 609
saw that it would work 65
saw that my fingers were 87
saw that my hands were 327
saw that my plans were 55
saw that my words were 116
saw that on either side 65
saw that the arabs were 65
saw that the banks were 74
saw that the birds were 288
saw that the blood from 40
saw that the boats were 162
saw that the books were 164
saw that the boxes were 95
saw that the canoes were 134
saw that the cards were 49
saw that the casks were 42
saw that the cliff fell 113
saw that the decks were 46
saw that the doors were 219
saw that the dutch were 70
saw that the enemy meant 60
saw that the enemy must 42
saw that the enemy were 502
saw that the faces were 44
saw that the fingers were 86
saw that the fires were 75
saw that the first line 49
saw that the first need 66
saw that the first part 67
saw that the first step 375
saw that the first three 65
saw that the first time 128
saw that the flags were 42
saw that the frogs were 43
saw that the front door 653
saw that the gates were 252
saw that the giants were 41
saw that the girls were 397
saw that the grand duke 43
saw that the hands were 158
saw that the hills were 66
saw that the human body 125
saw that the human mind 82
saw that the human race 85
saw that the index finger 40
saw that the inner door 133
saw that the irish were 45
saw that the lamps were 57
saw that the leaves were 108
saw that the light came 416
saw that the light from 61
saw that the lines were 101
saw that the lower half 52
saw that the lower part 184
saw that the marks were 50
saw that the monks were 79
saw that the moors were 130
saw that the mules were 51
saw that the nails were 106
saw that the noise came 40
saw that the others were 1061
saw that the outer room 119
saw that the pages were 137
saw that the people came 399
saw that the people must 47
saw that the people there 159
saw that the people were 6193
saw that the right side 122
saw that the roads were 77
saw that the rocks were 80
saw that the rooms were 154
saw that the rules were 51
saw that the sails were 52
saw that the scots were 41
saw that the seven days 40
saw that the sheep were 67
saw that the sheet over 42
saw that the ships were 174
saw that the shops were 44
saw that the skies were 49
saw that the smoke came 98
saw that the smoke from 54
saw that the sound came 59
saw that the stars were 344
saw that the steps were 40
saw that the stick must 47
saw that the sword must 50
saw that the thorns were 74
saw that the times were 134
saw that the trees were 344
saw that the turks were 136
saw that the twins were 46
saw that the upper half 51
saw that the upper part 110
saw that the voice came 136
saw that the walls were 866
saw that the waves were 158
saw that the whigs were 138
saw that the whole army 45
saw that the whole body 58
saw that the whole case 61
saw that the whole city 108
saw that the whole face 66
saw that the whole life 83
saw that the whole room 75
saw that the whole town 78
saw that the whole weary 60
saw that the whole wide 47
saw that the woman whom 42
saw that the women were 494
saw that the woods were 78
saw that the words were 160
saw that we could have 78
