safe for use under such 247
safe that was built into 54
said act had never been 129
said all men would have 47
said all she could think 141
said all that needs saying 128
said all they could think 42
said and are still saying 93
said and did would have 49
said and his words were 41
said and she knelt down 48
said did not sound like 90
said her dear mother used 49
said his head ached ready 54
said his new poetic code 48
said men and women were 44
said one day after mass 52
said one day after reading 40
said she had found peace 68
said she had found some 62
said she had given birth 54
said she had lived there 57
said she had never been 1686
said she had never done 164
said she had never eaten 41
said she had never even 82
said she had never felt 344
said she had never gone 80
said she had never heard 1576
said she had never made 44
said she had never seen 2767
said she had never told 99
said she had never used 60
said she had often been 64
said she had often heard 270
said she had often seen 133
said she had rather have 51
said she had still some 43
said she had taken care 148
said she had taken some 40
said she has never seen 67
said she was calling from 554
said she was feeling fine 182
said she was feeling more 42
said she was feeling much 273
said she was feeling very 109
said she was getting along 62
said she was getting ready 76
said she was looking well 45
said she was never able 41
said she was never coming 64
said she was quite ready 105
said she was quite sure 330
said she was quite well 179
said she was running away 71
said she was running late 97
said she was sorry there 96
said she was still there 44
said she was still very 41
said she was tired from 81
said that all human beings 299
said that all people have 111
said that all people were 98
said that all women love 46
said that all women were 81
said that all would have 47
said that both sides were 140
said that few books have 73
said that few could know 42
said that few people have 54
said that for eight years 56
said that for every evil 88
said that for every wrong 157
said that for fifty years 96
said that for forty years 154
said that for seven years 111
said that for thirty years 266
said that fox might have 42
said that god could have 70
said that god could make 48
said that god helps those 101
said that god might have 98
said that god would give 121
said that god would have 58
said that god would help 61
said that god would make 92
said that god would send 115
said that god would take 97
said that had never been 50
said that her books were 60
said that her father died 51
said that her father knew 52
said that her father told 67
said that her father used 69
said that her fingers were 42
said that her hands were 90
said that her mother gave 41
said that her mother knew 46
said that her mother made 44
said that her mother said 52
said that her mother told 137
said that her mother used 107
said that her whole life 98
said that his bones were 48
said that his books were 121
said that his dreams were 102
said that his father came 46
said that his father died 162
said that his father knew 58
said that his father left 52
said that his father made 51
said that his father once 53
said that his father said 72
said that his father told 203
said that his father took 48
said that his father used 177
said that his father went 54
said that his first duty 62
said that his first name 80
said that his first wife 158
said that his first wish 86
said that his hands were 242
said that his mother died 67
said that his mother felt 88
said that his mother gave 72
said that his mother told 100
said that his mother used 95
said that his mules were 43
said that his people were 542
said that his plans were 93
said that his plays were 85
said that his right hand 93
said that his views were 266
said that his whole body 47
said that his whole life 523
said that his words were 432
said that his works were 177
said that its walls were 48
said that not every body 49
said that one could find 97
said that one could have 110
said that one could learn 46
said that one could live 41
said that one could make 47
said that one could only 115
said that one could take 52
said that one could tell 116
said that one could walk 54
said that one evening when 85
said that one might have 41
said that one might learn 46
said that one morning when 43
said that one never knew 63
said that one night when 144
said that one would have 181
said that one would think 46
said that our people have 87
said that our people were 128
said that she cared nothing 44
said that she could call 52
said that she could come 181
said that she could even 51
said that she could feel 162
said that she could find 100
said that she could give 121
said that she could have 705
said that she could help 116
said that she could keep 75
said that she could leave 102
said that she could live 51
said that she could make 229
said that she could only 346
said that she could play 82
said that she could stay 175
said that she could take 243
said that she could talk 49
said that she could teach 69
said that she could tell 355
said that she could think 61
said that she could walk 55
said that she found nothing 51
said that she hoped there 44
said that she might come 84
said that she might have 609
said that she might stay 41
said that she might take 56
said that she never felt 159
said that she never heard 82
said that she never knew 297
said that she never left 59
said that she never made 60
said that she never paid 41
said that she never told 43
said that she never took 52
said that she never used 41
said that she never went 140
said that she often felt 106
said that she often heard 41
said that she often went 42
said that she really felt 54
said that she really must 52
said that she spent most 45
said that she spent much 42
said that she still felt 76
said that she still kept 55
said that she would also 119
said that she would break 115
said that she would call 844
said that she would come 1380
said that she would cook 60
said that she would drop 49
said that she would feel 210
said that she would find 299
said that she would give 1340
said that she would hate 48
said that she would have 4177
said that she would help 445
said that she would hold 79
said that she would join 113
said that she would just 151
said that she would keep 288
said that she would kill 149
said that she would know 125
said that she would learn 41
said that she would leave 529
said that she would lend 56
said that she would like 4782
said that she would live 152
said that she would look 283
said that she would lose 41
said that she would love 496
said that she would make 813
said that she would meet 270
said that she would miss 113
said that she would move 58
said that she would much 85
said that she would need 239
said that she would obey 52
said that she would only 322
said that she would open 40
said that she would pass 82
said that she would pick 81
said that she would play 41
said that she would pray 143
said that she would ride 49
said that she would sell 58
said that she would send 727
said that she would show 178
said that she would soon 277
said that she would speak 320
said that she would stay 480
said that she would stop 111
said that she would take 1611
said that she would talk 346
said that she would teach 129
said that she would tell 653
said that she would think 448
said that she would throw 47
said that she would turn 76
said that she would very 104
said that she would vote 53
said that she would wait 438
said that she would wake 55
said that she would walk 175
said that she would want 101
said that she would wish 58
said that she would work 154
said that sir george grey 46
said that sir thomas more 64
said that six months were 41
said that that would have 112
said that that would help 87
said that that would make 60
said that they alone were 41
said that they appear there 45
said that they based their 66
said that they chose their 55
said that they could also 50
said that they could call 43
said that they could come 100
said that they could even 65
said that they could feel 52
said that they could find 355
said that they could give 131
said that they could have 858
said that they could help 87
said that they could keep 65
said that they could learn 43
said that they could leave 49
said that they could live 78
said that they could make 357
said that they could only 443
said that they could sell 49
said that they could send 52
said that they could speak 107
said that they could stay 96
said that they could take 243
said that they could talk 97
said that they could tell 159
said that they could think 86
said that they could turn 55
said that they could work 99
said that they found their 153
said that they found there 179
said that they hoped their 82
said that they liked their 228
said that they loved their 90
said that they might come 114
said that they might give 114
said that they might grow 43
said that they might have 820
said that they might make 78
said that they might take 96
said that they might well 49
said that they never even 40
said that they never felt 62
said that they never have 52
said that they never heard 151
said that they never knew 120
said that they never made 46
said that they never used 164
said that they never went 138
said that they never were 48
said that they often felt 89
said that they often took 71
said that they shall come 43
said that they shall vote 103
said that they spend their 43
said that they spent less 137
said that they spent more 299
said that they spent most 58
said that they spent their 69
said that they still hold 51
said that they would also 225
said that they would back 91
said that they would break 149
said that they would burn 94
said that they would call 287
said that they would come 880
said that they would even 77
said that they would feel 404
said that they would find 473
said that they would form 41
said that they would give 1408
said that they would hand 45
said that they would have 6123
said that they would help 471
said that they would hire 82
said that they would hold 229
said that they would hunt 50
said that they would join 198
said that they would just 157
said that they would keep 403
said that they would kill 372
said that they would know 109
said that they would learn 45
said that they would leave 635
said that they would like 4970
said that they would live 137
said that they would look 324
said that they would lose 79
said that they would love 142
said that they would make 1018
said that they would meet 301
said that they would miss 116
said that they would most 115
said that they would move 244
said that they would much 51
said that they would need 426
said that they would obey 127
said that they would only 511
said that they would pass 71
said that they would pick 46
said that they would play 96
said that they would pray 53
said that they would pull 45
said that they would quit 72
said that they would rely 51
said that they would ride 49
said that they would save 55
said that they would seek 224
said that they would sell 88
said that they would send 696
said that they would show 200
said that they would sign 75
said that they would soon 322
said that they would speak 112
said that they would stay 375
said that they would stop 256
said that they would take 1708
said that they would talk 197
said that they would teach 81
said that they would tell 294
said that they would think 139
said that they would throw 47
said that they would treat 75
said that they would turn 210
said that they would very 112
said that they would vote 915
said that they would wait 354
said that they would walk 102
said that they would want 335
said that they would wish 91
said that they would work 417
said that things would have 81
said that this could have 77
said that this could only 190
said that this might have 117
said that this white hand 82
said that this would come 51
said that this would cost 43
said that this would give 183
said that this would have 517
said that this would help 99
said that this would make 233
said that this would only 113
said that this would take 96
said that two threads were 43
said that was about what 120
said that was bully also 91
said that was quite true 163
said that you could come 66
said that you could find 128
said that you could give 60
said that you could have 266
said that you could help 81
said that you could love 57
said that you could make 117
said that you could only 102
said that you could take 122
said that you could tell 358
said that you could walk 50
said that you could work 50
said that you might have 396
said that you might know 40
said that you might like 47
said that you might want 56
said that you never knew 99
said that you never know 123
said that you would call 93
said that you would come 496
said that you would find 90
said that you would give 346
said that you would have 674
said that you would help 215
said that you would keep 41
said that you would kill 50
said that you would know 254
said that you would leave 74
said that you would like 643
said that you would look 54
said that you would love 62
said that you would make 205
said that you would meet 51
said that you would need 70
said that you would send 106
said that you would show 97
said that you would speak 43
said that you would stay 66
said that you would take 233
said that you would tell 169
said that you would think 54
said that you would want 63
said they had found nothing 102
said they had found some 83
said they had found their 97
said they had found very 42
said they had given their 53
said they had known nothing 52
said they had lived there 87
said they had moved away 71
said they had never been 1198
said they had never come 46
said they had never done 123
said they had never eaten 52
said they had never even 116
said they had never felt 114
said they had never gone 52
said they had never heard 1746
said they had never made 72
said they had never seen 3819
said they had never told 50
said they had never used 147
said they had often been 69
said they had often heard 60
said they had often seen 71
said they had saved some 155
