sad and awful truths are 111
sat for hours every day 78
sat for hours looking out 103
sat for hours waiting for 101
saw and grist mills and 362
saw and grist mills that 43
saw and planing mills and 110
saw and shook hands with 121
saw her again after her 69
saw her again after she 121
saw her again after that 975
saw her again after this 57
saw her again until she 95
saw her evening dress and 58
saw her gather brush and 65
saw her getting paler and 47
saw her holding hands with 51
saw her mother sitting with 43
saw her nearly every day 493
saw her often after that 90
saw him again after his 124
saw him again after that 2165
saw him again after this 44
saw him again until his 43
saw him alive after his 144
saw him alive after that 58
saw him could doubt that 41
saw him daily moiling and 47
saw him dashing water out 49
saw him holding hands with 44
saw him looking about for 112
saw him nearly every day 804
saw him often after that 142
saw him often after this 47
saw him running after him 161
saw him shake hands with 268
saw him shaking hands with 119
saw him twice after that 51
saw his father every day 54
saw his father naked and 41
saw his father place his 41
saw his father raise his 66
saw his father waiting for 40
saw his first white man 59
saw his first white men 118
saw his trunk taken off 44
saw how deadly white her 81
saw that every woman got 112
saw that people lived and 44
saw them again after that 109
saw them again until they 42
saw them nearly every day 136
saw them rushing hither and 42
saw them wheel round with 43
saw this fatal error with 44
saw was black water and 96
saw you first after our 54
saw you fresh which yet 131
saw you holding hands with 45
say and write about her 48
say any jokes about him 74
say his flesh comes off 45
say his whole trust was 41
say our father which art 42
say she still loved him 41
say she would marry him 167
say she would rather not 62
say that after world war 65
say that bacon could not 116
say that black people are 320
say that black women are 90
say that caesar spoke this 76
say that could please you 63
say that every action has 59
say that every black man 48
say that every child has 82
say that every child that 60
say that every child who 63
say that every cloud has 75
say that every event has 138
say that every human being 1818
say that every nation has 90
say that every period has 48
say that every woman has 68
say that every woman who 122
say that every working man 52
say that falling stars are 73
say that force alone has 43
say that fully fifty per 46
say that henry james was 46
say that human reason led 43
say that human souls are 43
say that japan ought not 84
say that japan would not 40
say that jesus could not 119
say that moore could not 60
say that moral rules are 60
say that nearly every man 101
say that nearly every one 196
say that older people are 110
say that others shall not 78
say that people could not 76
say that people ought not 98
say that people would not 111
say that russia would not 50
say that since world war 54
say that social facts are 142
say that state action may 51
say that trade unions are 65
say that uncle rondo has 85
say that white people are 51
say that woman would not 61
say that women could not 127
say that women ought not 51
say that would change her 85
say that would change his 94
say that would change that 40
say that would touch him 57
say they would never use 44
say they would rather die 218
say they would rather not 168
say they would rather see 72
say things which could not 60
say things which would not 50
say this fully aware that 67
say with equal force that 193
say with equal pride that 87
say with equal right that 139
say you would rather die 46
say you would rather not 67
say you would rather see 67
seal this thirty first day 100
seat and shook hands with 306
see all paved beneath with 48
see and scent makes them 44
see and shake hands with 388
see and touch every day 42
see and whose names she 61
see any earthly reason for 55
see any earthly reason why 107
see any legal basis for 55
see any place where they 46
see any sound basis for 43
see any sound reason for 139
see any sound reason why 52
see any valid reason for 386
see any valid reason why 313
see dis first happy day 46
see for whose cause this 82
see god working within and 42
see her again after all 157
see her again after her 56
see her again after she 165
see her again after that 361
see her again after this 152
see her again until her 64
see her again until his 46
see her again until she 633
see her again until that 50
see her again until they 111
see her again until this 50
see her again while she 66
see her every evening and 49
see her every morning and 82
see her every night and 49
see her father again and 72
see her father again for 51
see her father start and 44
see her father while she 60
see her image mixed with 62
see her mother again and 109
see her mother again for 85
see her mother every day 73
see her mother walking for 75
see her nearly every day 311
see him again after all 401
see him again after his 180
see him again after she 63
see him again after that 1041
see him again after they 40
see him again after this 260
see him again until his 140
see him again until one 129
see him again until our 59
see him again until she 221
see him again until six 111
see him again until that 87
see him again until they 209
see him again until this 65
see him again until two 83
see him again until you 54
see him every morning and 112
see him hunting after joy 81
see him looking about and 42
see him looking round him 71
see him might marry him 40
see him nearly every day 378
see him running round and 41
see him shake hands with 136
see him shaking hands with 80
see him turning round and 52
see him until after his 54
see him walking about with 45
see his fable first and 105
see his father again and 85
see his father again for 131
see his mother again and 104
see his mother again for 118
see his mother every day 83
see his people until now 44
see his place where his 45
see his white shirt and 75
see how easily heaven can 194
see how happy titus was 41
see how moses feared god 45
see how nearly right you 82
see how people lived and 81
see how yours mixes with 50
see its walls lined with 107
see one green place far 54
see sir gareth fetch him 73
see that every child had 52
see that every child has 297
see that every child that 94
see that every child was 97
see that every house has 43
see that every human being 707
see that every pupil has 49
see that older people are 130
see that ratios which are 52
see that seething pitch and 68
see that which could not 43
see that which shows that 208
see them again after his 43
see them again after that 74
see them again after they 51
see them again after this 48
see them again until she 47
see them again until they 341
see them first pleading for 44
see them holding hands and 51
see them nearly every day 182
see things others could not 245
see this blood flowing now 478
see this nation fight all 57
see this plant growing and 79
see who could first get 51
see who could sleep with 41
see why lucian swore this 48
see why people could not 58
see you again about this 55
see you again after all 763
see you again after our 46
see you again after that 133
see you again after this 221
see you again after you 205
see you again until this 50
see you again until you 525
see you again while you 78
see you driving round with 83
see you later about this 44
see you looking worse than 64
see you nearly every day 74
set and fuzzy logic are 68
set and shone since then 48
