sat else 102 see lies 41
see have 64 see gets 40
set must 54 set life 858
set else 430 set life 379
set life 53 set just 84
she having 192 she seeing 161
she such 40 she mary 112
she from 43 she into 43
she from 179 she what 49
she when 88 she from 67
she been 90 she done 110
she such 101 she from 66
she only 108 she from 57
she down 102 she into 427
she down 143 she into 235
she what 79 she into 66
she from 44 she away 48
she from 57 she from 41
she from 46 she some 69
she upon 109 she from 56
she made 137 she from 370
she more 122 she some 119
she such 41 she upon 41
she forth 83 she from 125
she some 43 she felt 57
she from 260 she some 68
she there 105 she upon 40
she from 131 she from 41
she what 87 she have 56
she have 86 she have 72
she have 41 she away 41
she home 41 she such 69
she have 149 she when 40
she else 51 she even 52
she such 63 she even 41
she upon 157 she from 56
she some 41 she such 66
she very 85 she from 942
she such 55 she away 123
she upon 212 she from 78
she leave 79 she been 150
she been 183 she gone 94
she said 57 she during 49
she from 616 she more 222
she nothing 86 she only 52
she some 68 she from 147
she into 48 she into 43
she single 40 she there 264
she till 43 she much 179
she even 62 she from 72
she home 329 she from 41
she into 40 she from 92
she less 374 she more 187
she much 132 she less 44
she more 43 she such 112
she from 66 she what 79
she ahead 41 she have 82
she have 199 she have 693
she have 165 she into 41
six among 86 six cost 41
six size 65 sun from 48
