sac been 101 sad ones 52
sad what 118 sad life 42
sad life 42 sad life 94
sad face 63 sad such 63
sad these 166 sad those 44
sad your 44 sad face 1083
sad lips 193 sad face 720
sad lips 272 sad lips 70
sad life 136 sad health 52
sad there 43 sad when 65
sad well 41 sad life 689
sad fall 43 sad life 903
sad john 76 sad wife 42
sang time 45 sap been 66
sat desk 97 sat desk 101
sat desk 470 sat fire 113
sat young 54 sat cell 43
sat great 80 sat living 236
sat room 1146 sat cell 410
sat dining 48 sat flat 101
sat great 41 sat living 183
sat room 1340 sat tent 271
sat room 47 sat room 65
sat side 116 sat tree 44
sat tree 55 sat side 64
sat side 76 sat side 71
sat side 198 sat other 1450
sat when 41 sat wife 52
sat side 40 sat other 340
sat seats 88 sat hand 66
sat other 3940 sat open 61
sat from 44 sat like 45
sat more 63 sat task 49
sat wife 50 sat other 42
sat down 41 sat pipe 133
sat pipe 59 sat said 53
sat fire 57 sat other 225
sat fire 95 sat room 47
sat other 1865 sat from 41
sat like 48 sat over 56
sat from 45 sat desk 74
sat feet 71 sat wife 45
sat desk 69 sat arms 66
sat what 47 sat other 139
sat just 49 sat tree 285
sat tree 42 sat tree 110
sat tree 41 sat tree 119
sat tree 233 sat tree 90
sat wind 114 sat tree 51
sat time 58 sat went 41
sat what 76 sat what 55
sat been 172 sat left 325
sat seen 62 sat told 75
sat been 56 sat desk 45
sat desk 156 sat desk 44
sat desk 402 sat room 64
saw been 53 saw other 42
saw mind 189 saw mind 355
saw like 77 saw life 47
saw other 107 saw been 49
saw kind 78 saw kind 75
saw sort 45 saw land 63
saw face 53 saw face 163
saw hand 99 saw eyes 69
saw mind 41 saw eyes 65
saw eyes 68 saw drum 42
saw more 74 saw were 126
saw some 90 saw time 46
saw from 57 saw eyes 89
saw eyes 78 saw down 40
saw were 46 saw ages 124
saw eyes 84 saw eyes 53
saw able 69 saw down 105
saw been 349 saw come 44
saw gone 176 saw left 57
saw made 96 saw coming 163
saw heading 298 saw laid 602
saw leading 81 saw been 181
saw come 131 saw born 50
saw coming 92 saw leading 187
saw trip 41 saw eyes 51
say what 273 say only 45
say life 80 say work 49
say york 142 say days 48
say their 117 say these 60
say been 56 say went 43
say during 61 say like 143
say upon 40 say when 188
say time 637 say time 767
say time 235 say gone 52
say think 40 say will 49
say piping 53 say spying 87
say uses 68 say kind 347
say sort 809 say kind 300
say sort 193 say other 44
say other 2727 say back 42
say into 63 say their 80
say what 288 say your 91
say face 173 say when 133
say even 56 say just 109
say upon 84 say when 260
say face 92 say wife 318
say till 118 say when 47
say during 50 say last 90
say upon 69 say when 394
say feet 67 say years 143
say your 93 say what 148
say pass 42 say other 1823
say when 54 say when 92
say wife 149 say when 44
say when 68 say book 127
say face 40 say years 49
say left 43 say said 210
say been 884 say come 118
say gone 317 say seen 63
say been 134 say gone 61
say born 132 say from 443
say heading 53 say living 53
say taking 225 say when 70
say been 96 say come 72
say gone 48 say been 91
say made 43 say whom 43
say ends 111 say ends 1773
say must 46 say these 94
say true 72 say were 172
say will 88 say many 44
say have 50 say know 83
say there 54 say good 122
seal been 59 seas break 62
seas other 53 seat been 62
seat cars 161 seat bags 623
seat side 83 seat tree 44
seat facing 55 seat been 910
seat lain 172 seat left 365
seat been 52 seat been 64
seat held 218 seat just 90
seat last 87 seat once 41
sec been 43 see very 167
see tell 53 see beans 115
see life 134 see life 178
see mind 40 see case 45
see life 665 see side 87
see whom 58 see from 86
see when 46 see wrong 63
see life 51 see face 52
see hand 51 see life 52
see true 67 see room 53
see other 233 see face 307
see face 69 see kind 623
see sort 167 see kind 143
see sort 105 see saying 56
see face 41 see kind 52
see full 50 see ever 59
see hurt 56 see here 43
see hurt 101 see three 42
see great 95 see were 148
see ride 83 see what 603
see book 8207 see hour 47
see list 55 see part 80
see text 270 see unit 104
see work 136 see much 42
see these 78 see some 60
see such 62 see there 312
see these 151 see other 51
see most 110 see sees 114
see from 43 see down 154
see good 42 see sees 125
see were 85 see their 42
see life 95 see ages 324
see sort 48 see sort 42
see coming 123 see even 42
see york 168 see page 51
see roof 42 see heard 57
see down 99 see rising 51
see have 63 see make 42
see been 1353 see come 184
see gone 814 see left 82
see made 114 see been 252
see come 58 see gone 134
see made 40 see born 99
see coming 263 see heading 199
see hiding 70 see hurt 78
see laid 42 see leading 117
see shot 100 see taking 103
see wrong 48 see came 57
see ends 158 see leads 173
see went 57 see down 125
see from 290 see wrong 108
see been 665 see come 588
see gone 514 see been 391
see come 79 see gone 324
see coming 1385 see from 47
see heading 66 see leading 315
see made 87 see wrong 41
see came 83 see went 67
see were 93 see ends 55
see leads 123 see their 101
see your 76 see their 74
see coming 98 see heading 235
see when 42 see wrong 54
see find 194 see make 118
see stop 62 see take 56
see into 59 see been 173
see come 49 see gone 87
see these 86 see best 99
see have 105 see here 44
see last 47 see were 213
see will 481 see will 245
see many 51 see shut 83
see ages 91 see only 71
set very 221 set great 431
set more 67 set such 89
set their 145 set side 65
set task 80 set some 40
set what 241 set crew 85
set been 219 set gaff 42
set very 246 set from 53
set great 127 set from 273
set work 63 set work 336
set holy 89 set work 336
set worth 42 set were 58
set slow 57 set time 930
set time 69 set time 102
set other 231 set were 67
set case 84 set case 72
set will 118 set case 40
set case 305 set such 85
set trial 66 set york 115
set such 50 set other 1351
set nose 115 set other 2607
set when 154 set land 117
set face 138 set feet 75
set part 49 set face 238
set time 50 set other 52
set soul 82 set single 109
set view 42 set face 251
set lips 115 set face 339
set lips 152 set beast 47
set good 92 set great 78
set eyes 151 set past 145
sex what 45 sex their 74
sex deer 130 she faith 87
she eyes 44 she came 46
she held 48 she left 144
she rose 123 she took 161
she went 178 she best 52
she heart 70 she mind 221
she most 178 she calm 42
she list 150 she other 96
she face 61 she will 114
she other 73 she these 44
she mind 204 she feet 406
she eyes 168 she bent 130
she came 590 she drew 158
she fell 40 she felt 79
she gave 108 she held 248
she laid 77 she made 121
she rose 187 she sank 49
she slid 211 she swung 71
she threw 49 she took 699
she went 235 she came 97
she drew 40 she left 218
she made 132 she rode 59
she took 58 she went 308
she were 173 she knew 50
she were 56 she knew 94
she were 317 she were 188
she best 507 she clear 63
she cool 89 she deep 60
she diary 42 she high 123
she most 839 she rich 40
she soft 619 she thick 44
she turn 489 she same 85
she help 152 she more 103
she some 225 she many 205
she much 581 she soon 62
she great 51 she aunt 71
she what 44 she wind 66
she lady 74 she some 69
she what 54 she some 55
she gone 66 she arms 54
she dark 169 she late 55
she door 41 she from 63
she took 47 she time 74
she most 251 she went 55
she walk 148 she like 98
she more 185 she very 41
she some 47 she what 61
she down 135 she time 47
she even 96 she from 56
she into 56 she like 127
she more 125 she most 47
she once 64 she over 189
she very 104 she when 180
she away 150 she down 52
she into 56 she more 97
she lest 195 she there 53
she angry 196 she back 94
she into 161 she more 342
she over 95 she ready 273
she sick 78 she some 110
she used 130 she very 341
she well 143 she back 45
she from 46 she what 84
she along 61 she down 77
she down 137 she eggs 44
she upon 50 she fall 41
she more 200 she away 189
she into 48 she some 73
she from 214 she more 123
she some 79 she what 61
she along 231 she away 170
she back 97 she down 543
she from 49 she into 55
she over 174 she over 43
she what 43 she more 598
she other 57 she some 182
she what 587 she down 149
she into 53 she like 42
she some 40 she rate 66
she hair 201 she from 69
she will 84 she like 62
she into 73 she said 66
she such 44 she when 64
she news 99 she news 48
she sank 95 she home 64
she game 41 she says 48
she from 50 she came 81
she away 68 she nothing 123
she down 99 she there 343
she says 123 she sees 80
she sits 69 she must 56
she harm 87 she from 42
she trial 47 she feet 60
she room 103 she york 663
she what 40 she some 159
she went 41 she rate 250
she time 907 she time 46
she time 161 she time 42
she what 63 she more 192
she more 116 she other 42
she there 68 she away 44
she more 96 she away 94
she back 52 she into 76
she ready 192 she wife 210
she only 122 she there 304
she away 63 she into 146
she free 144 she other 62
she over 98 she means 987
she time 47 she these 69
she those 65 she what 497
she good 227 she harm 51
she more 414 she give 69
she hold 43 she hope 90
she keep 86 she make 41
she obey 60 she pray 85
she stay 47 she take 61
she turn 43 she wait 1337
she more 107 she their 91
she these 57 she those 54
she best 353 she duty 102
she hair 45 she part 127
she work 718 she just 42
she much 216 she only 58
she sort 42 she very 90
she when 75 she like 164
she much 97 she only 309
she work 40 she bite 50
she bury 44 she call 209
she come 41 she curl 55
she done 47 she drop 93
she fall 146 she feed 43
she feel 1002 she find 104
she gape 195 she gasp 328
she gaze 202 she give 980
she grab 51 she grip 42
she have 125 she help 329
she hide 52 she hold 1445
she hope 1694 she just 186
she keep 570 she kick 47
she kiss 97 she learn 47
she leave 349 she lift 120
she look 1620 she love 96
she make 632 she meet 47
she moan 405 she move 203
she open 92 she pace 175
she pick 111 she play 192
she plead 55 she pray 1640
she pull 139 she push 120
she reach 175 she react 45
she ride 59 she roll 70
she send 80 she show 276
she sigh 147 she stay 233
she stop 46 she take 639
she talk 202 she tell 441
she thank 82 she think 406
she throw 85 she treat 40
she turn 421 she wait 3354
she walk 251 she wave 50
she weep 324 she what 71
she wish 107 she wrap 60
she less 106 she more 120
she some 347 she such 121
she those 66 she what 143
she fill 58 she come 79
she find 80 she have 81
she live 333 she look 97
she make 53 she meet 45
she play 65 she stay 114
she take 60 she talk 65
she tell 50 she what 113
she time 47 she days 58
she help 158 she into 255
she there 125 she were 180
she case 66 she other 48
she arms 53 she high 177
she case 43 she play 161
she have 132 she miss 107
she away 209 she back 235
she from 56 she home 75
she room 42 she what 91
she room 44 she side 57
she came 149 she fell 63
she felt 80 she flew 44
she flung 92 she held 79
she threw 118 she told 57
she took 54 she went 201
she clear 41 she deep 45
she heart 350 she high 61
she mind 88 she room 44
she arms 163 she down 125
she arms 44 she breath 73
she tears 141 she wine 62
she down 43 she into 124
she from 114 she york 50
she down 216 she back 61
she more 92 she only 95
she three 50 she life 145
she main 73 she duty 223
she what 68 she prey 62
she feet 375 she back 198
she face 83 she bold 56
she time 108 she been 161
she gone 61 she made 43
she kept 42 she been 44
she more 213 she only 123
she true 57 she body 125
she heart 314 she life 75
she over 127 she been 60
she duty 364 she high 53
she body 42 she blue 42
she copy 42 she pair 54
she feet 66 she time 43
she been 209 she gone 77
she left 83 she made 65
she gone 69 she great 46
she hand 81 she heart 118
she life 40 she love 51
she mind 112 she room 175
she soul 49 she work 181
she arms 188 she eyes 163
she face 60 she room 44
she york 70 she boor 69
she very 82 she into 69
she from 89 she more 137
she been 228 she only 83
she said 62 she cold 40
she hard 229 she much 293
she from 66 she full 41
she gone 85 she just 86
she more 45 she much 89
she only 293 she true 41
she very 59 she there 601
she desk 150 she body 72
she lady 132 she young 43
she cost 83 she great 331
she hand 60 she liking 43
she into 57 she heard 68
she face 43 she from 166
she over 47 she face 222
she face 101 she face 66
she down 194 she hand 72
she look 111 she look 56
she hope 59 she body 77
she life 247 she will 47
she work 53 she gets 74
she says 51 she will 421
she time 85 she what 42
she room 108 she york 94
she room 92 she hand 58
she hand 99 she arms 897
she hand 6252 she heart 61
she left 1751 she mind 46
she mouth 105 she other 94
she hand 519 she knee 160
she left 47 she eyes 42
she mouth 45 she finger 47
