sad because he is sickly 83
sad eclipse of the serene 57
sad presage of the future 85
sad thoughts in the course 44
sad tribute to the memory 58
sad whisper of the autumn 89
sang praises to the virgin 63
sang together at the bright 184
sang together in the evenings 49
sat crouching on the ground 58
sat exactly in the middle 55
sat forward in the window 56
sat gravely at the bottom 57
sat himself in the middle 119
sat himself on the ground 87
sat himself on the nearest 52
sat huddled in the bottom 47
sat huddled in the corner 519
sat huddled in the middle 52
sat huddled on the ground 85
sat hunched in the corner 103
sat hunched in the saddle 76
sat lightly in the saddle 95
sat listening to the debate 87
sat listening to the doctor 56
sat listening to the sermon 46
sat listening to the sounds 271
sat listening to the voices 63
sat loosely in the saddle 106
sat outside at the picnic 41
sat outside in the garden 208
sat outside on the ground 80
sat perched on the branch 44
sat perched on the corner 43
sat proudly in the center 40
sat proudly in the saddle 42
sat quietly at the window 44
sat quietly by the window 139
sat quietly in my corner 87
sat quietly in my office 54
sat quietly in the center 73
sat quietly in the corner 929
sat quietly in the garden 59
sat quietly in the little 56
sat quietly in the middle 187
sat quietly in the office 46
sat quietly in the parlor 61
sat quietly in the saddle 99
sat quietly on the ground 196
sat relaxed in the saddle 44
sat shivering in the corner 74
sat slumped in the corner 97
sat slumped in the middle 101
sat slumped in the saddle 127
sat slumped on the ground 49
sat stiffly in the saddle 107
sat stunned in the saddle 55
sat together at the dinner 94
sat together at the little 57
sat together at the window 80
sat together by the window 84
sat together in my office 56
sat together in the center 67
sat together in the church 66
sat together in the corner 78
sat together in the evenings 237
sat together in the family 91
sat together in the garden 430
sat together in the gathering 295
sat together in the latter 120
sat together in the little 400
sat together in the middle 268
sat together in the office 94
sat together in the parlor 301
sat together in the second 46
sat together in the senate 59
sat together in the shadow 80
sat together in the stands 84
sat together in the window 117
sat together on the carpet 43
sat together on the flight 52
sat together on the ground 337
sat together on the little 75
sat together on the school 108
sat together on the settee 128
sat together on the window 61
sat together on the wooden 56
sat upright in the middle 104
sat upright in the saddle 165
sat upright on the locker 53
saw everything as if through 107
saw everything in the papers 50
saw herself as an artist 77
saw herself as the victim 143
saw herself in the future 213
saw herself in the mirror 1729
saw herself on the screen 91
saw himself as an active 80
saw himself as an artist 406
saw himself as an english 46
saw himself as an expert 219
saw himself as an object 60
saw himself as the center 94
saw himself as the chosen 139
saw himself as the creator 58
saw himself as the direct 47
saw himself as the future 347
saw himself as the heroic 42
saw himself as the keeper 45
saw himself as the lonely 45
saw himself as the master 163
saw himself as the messiah 210
saw himself as the modern 65
saw himself as the person 76
saw himself as the source 43
saw himself as the victim 499
saw himself at the bottom 169
saw himself at the center 117
saw himself at the height 40
saw himself in the future 287
saw himself in the middle 242
saw himself in the mirror 1771
saw himself in the window 46
saw himself on the ground 48
saw himself on the screen 125
saw members of the family 71
saw poverty as the result 41
saw service at the battle 209
saw service in the baltic 50
saw service in the french 265
saw service in the middle 213
saw service in the second 172
saw service in the united 285
saw several of the indians 61
saw several of the ladies 44
saw several of the little 58
saw written up in pretty 44
say frankly at the outset 48
say goodbye at the station 110
say goodbye to me before 229
say goodbye to my brother 212
say goodbye to my family 729
say goodbye to my friend 345
say goodbye to my little 45
say goodbye to my sister 183
say goodbye to the doctor 97
say goodbye to the family 347
say goodbye to the guests 125
say goodbye to the ladies 100
say goodbye to the little 217
say goodbye to the person 192
say goodbye to us before 42
say vespers at the church 48
seal affixed by the german 71
seal pendant at the bottom 208
seat because of the dangers 57
seat closest to the window 46
seat herself on the ground 45
seat himself at the window 77
seat himself by the lively 45
seat himself in the gutter 46
seat himself in the middle 133
seat himself in the saddle 197
seat himself in the temple 196
seat himself on the carpet 50
seat himself on the ground 254
seat himself on the second 72
seat himself on the vacant 156
seat nestled in the valley 51
seat vacated by the driver 71
seat vacated by the orator 44
seat vacated by the retiring 91
see advancing up the street 53
see anybody on the street 73
see banners in the clouds 66
see because it is hidden 41
see charter of the united 114
see clinker in the pulpit 122
see congress of the united 172
see council of the indies 42
see defects in the laboring 50
see everything in the mirror 43
see everything on the ground 43
see everything on the screen 106
see fellows in the public 91
see gazette of the united 100
see happening in the future 191
see herself as an active 59
see herself as an object 127
see herself as the object 49
see herself as the victim 81
see herself in the future 90
see herself in the mirror 1168
see herself on the screen 64
see himself as an active 119
see himself as an artist 125
see himself as an expert 47
see himself as an object 331
see himself as he appears 56
see himself as the center 101
see himself as the master 63
see himself as the messiah 76
see himself as the object 49
see himself as the person 53
see himself as the victim 277
see himself at the center 40
see himself in the future 179
see himself in the mirror 1176
see himself on the screen 117
see history of the church 532
see history of the united 160
see journal of the asiatic 79
see journal of the senate 124
see letters to the editor 214
see members of my family 138
see members of the family 127
see members of the public 57
see objects on the ground 92
see oneself as an object 130
see oneself in the mirror 82
see painted on the retina 42
see plainly it is proved 55
see portions of the actual 55
see poverty as the result 173
see preface to the second 89
see results in as little 59
see several of the bosses 44
see several of the essays 191
see several of the famous 68
see shadows on the bottom 54
see stamped in the margin 111
see yearbook of the united 623
set according to the actual 76
set according to the amount 345
set according to the custom 148
set according to the degree 198
set according to the market 137
set according to the nature 159
set according to the number 627
set according to the result 1130
set according to the status 95
set according to the values 227
set according to the volume 48
set depends on the number 128
set divided by the number 520
set endwise in the ground 77
set exactly in the center 138
set exactly in the middle 229
set forward in the career 92
set himself at the outset 87
set himself in the middle 129
set himself to do battle 47
set himself to do something 102
set himself to the building 44
set himself to the creation 60
set himself to the serious 155
set himself up as another 55
set himself up as better 106
set himself up as caliph 126
set himself up as enjoying 51
set himself up as master 216
set himself up as prince 117
set himself up as something 92
set himself up as sultan 40
set himself up as tyrant 924
set himself up as umpire 52
set himself up in direct 50
set himself up in london 234
set himself up to oppose 73
set keepers of my charge 97
set located at the center 126
set overhead in the middle 62
set several of the longest 66
set solidly in the ground 179
set upright in the center 61
set upright in the ground 5306
set upright in the middle 41
set upright on the ground 245
sex because of the murder 61
sex couples in the united 231
sex exposed to the double 85
sex hygiene in the public 83
sex marriage in the united 384
sex marriage is so rooted 89
sex outside of the family 55
sex research in the united 122
sex workers in the united 158
sex workers on the street 56
she according to the custom 81
she admired as an artist 59
she allowed it to become 48
she allowed it to happen 215
she allowed it to remain 251
she appealed to the united 67
she appeared at my office 54
she appeared at the dinner 66
she appeared at the moment 41
she appeared at the office 102
she appeared at the school 114
she appeared at the window 302
she appeared in my office 167
she appeared in no degree 47
she appeared in the chorus 64
she appeared in the church 45
she appeared in the family 45
she appeared in the garden 107
she appeared in the middle 72
she appeared in the office 53
she appeared in the parlor 68
she appeared in the school 142
she appeared in the street 282
she appeared in the united 44
she appeared in the window 51
she appeared on the boards 64
she appeared on the covers 51
she appeared on the london 125
she appeared on the screen 210
she appeared on the stairs 55
she appeared on the street 324
she appeared to be afraid 58
she appeared to be almost 231
she appeared to be always 64
she appeared to be anxious 70
she appeared to be asleep 411
she appeared to be better 105
she appeared to be carrying 54
she appeared to be deeply 105
she appeared to be dragging 76
she appeared to be engaged 89
she appeared to be enjoying 237
she appeared to be fighting 72
