safe should 42 safe condom 100
sage native 49 said further 95
said brother 45 said desire 44
said intend 78 said should 47
said thought 157 said wanted 148
said wished 66 said moment 176
said little 57 said sudden 52
said friend 40 said letter 49
said better 252 said brother 215
said chance 59 said client 45
said couple 125 said cousin 76
said doctor 49 said friend 447
said letter 213 said little 346
said lovely 73 said number 43
said pretty 49 said secret 266
said severe 41 said sister 368
said slight 72 said special 165
said talent 45 said better 162
said clever 52 said client 43
said cousin 67 said dancer 73
said doctor 147 said former 47
said french 53 said friend 583
said genius 87 said german 107
said lawyer 47 said lesbian 282
said little 939 said lovely 89
said martyr 71 said member 238
said native 248 said parrot 43
said person 46 said pretty 406
said sinner 45 said sister 158
said teacher 139 said victim 57
said virgin 716 said wicked 47
said writer 60 said charming 67
said little 155 said placid 95
said needed 181 said wanted 161
said member 49 said parent 52
said writer 43 said couple 41
said little 56 said moment 247
said number 180 said person 101
said second 41 said little 41
said worked 99 said little 85
said matter 385 said pretty 190
said secret 45 said select 43
said strange 42 said stupid 67
said little 223 said should 73
said thought 48 said better 151
said couple 52 said family 50
said friend 73 said letter 105
said little 112 said report 59
said special 133 said regard 66
said should 65 said thought 62
said common 142 said little 50
said matter 483 said serious 66
said special 109 said strange 58
said forced 120 said gentle 62
said little 331 said slight 138
said strange 40 said sudden 44
said needed 61 said should 287
said thought 146 said wanted 164
said greater 95 said little 127
said friend 41 said brother 138
said choice 103 said couple 141
said diamond 41 said family 58
said friend 138 said letter 138
said little 112 said pretty 48
said second 51 said secret 56
said sister 170 said special 125
said bright 51 sail course 157
salt little 64 salt little 46
same number 55 same person 56
same letter 44 same reached 49
same letter 58 same series 61
same number 113 same person 48
same number 103 same building 835
same dwelling 165 same always 42
same person 52 same second 77
same number 86 same second 52
same belief 63 same branch 70
same bridge 103 same building 127
same camera 101 same church 40
same circle 54 same client 99
same common 101 same desire 67
same direct 43 same doctor 315
same double 87 same driver 59
same family 161 same farmer 301
same female 48 same figure 44
same flower 116 same french 105
same garden 40 same hammer 45
same higher 95 same hunter 55
same lawyer 99 same letter 96
same liquid 45 same little 94
same magnet 141 same master 203
same member 45 same mirror 117
same modern 347 same muscle 50
same native 88 same normal 193
same number 97 same painting 167
same parent 469 same pencil 48
same person 1612 same pianist 52
same planet 61 same player 46
same potter 47 same priest 57
same proper 52 same public 65
same record 59 same rubber 90
same sailor 73 same school 109
same second 40 same series 95
same simple 159 same speaker 80
same spinning 108 same spoken 62
same statue 42 same street 45
same surgeon 129 same system 105
same teacher 152 same visual 46
same window 53 same worker 40
same writer 140 same always 75
same learned 46 same should 92
same thought 52 same wanted 62
same little 55 same number 42
same second 99 same became 51
same member 147 sand supply 41
sand circus 234 sand rustling 42
save little 44 save speedy 104
save future 97 save special 44
saving special 148 saving special 111
saying coward 170 saying friend 56
saying little 53 saying wanted 55
saying number 40 saying little 63
saying should 53 says friend 93
says little 66 says number 42
says person 56 says little 94
says savage 53 says wizard 80
says friend 58 says genius 41
says wicked 77 says wonder 42
seeing couple 68 seeing moment 109
seeing couple 80 seeing little 53
seeing moment 77 seeing blight 74
seeing couple 49 seeing moment 58
seek flight 46 seek blessing 71
seek member 45 seem writer 41
seem should 139 seem moment 93
seem little 44 seen wanted 98
seen wished 114 seen letter 48
seen moment 624 seen couple 575
seen minute 53 seen moment 210
seen number 90 seen little 46
seen couple 891 seen decade 49
seen little 47 seen minute 54
seen moment 312 seen number 215
seen second 147 seen should 51
seen female 49 seen little 41
seen moment 40 seen number 60
seen simple 67 seen system 56
seen little 82 seen couple 99
seen moment 54 seen circus 90
seen couple 210 seer novice 55
sees system 223 sell shilling 95
sell profit 138 sell dollar 274
sell higher 414 sell little 194
sell nickel 171 sell profit 1693
sell shilling 60 sell trifle 133
sell better 152 sell profit 429
send letter 119 send bottle 163
send proper 43 send letter 134
send letter 88 sent second 105
sent should 46 sent letter 108
sent measure 75 sent doctor 42
sent second 50 sent letter 849
sent second 42 sent letter 77
sent second 61 sent doctor 143
sent second 53 sent letter 147
sent letter 46 sent bottle 206
sent couple 142 sent doctor 48
sent gallon 53 sent parley 55
sent second 96 sent special 88
sent turkey 48 sent should 55
sent covering 49 sent letter 130
sent number 55 sent patrol 96
sent relief 41 sent scouting 60
sent special 53 sent tinker 96
sent vessel 55 sent letter 226
sent letter 112 sent letter 190
sent number 45 sets remote 42
sets number 75 sets strange 174
sham reality 91 ship course 64
ship matter 122 shoes pretty 40
shop bottle 53 shot volley 63
shot number 117 shot bullet 151
shot pistol 183 shot pistol 117
shot bullet 47 shot double 86
shot pistol 1786 shot silver 147
shot pistol 60 shot pistol 45
show pitied 49 show phrase 55
show modern 122 show finite 135
show number 449 show sample 152
show series 115 show simple 119
show system 255 show little 208
show proper 93 show proper 74
show resent 40 show wanted 42
show common 201 show little 88
show simple 56 show regard 42
show should 45 show little 47
show little 52 show stated 59
shut moment 94 shut moment 73
shut moment 94 shut moment 60
sick should 57 sick corpse 133
side moment 309 side slight 40
side lawyer 53 side chance 63
side little 85 sigh moment 65
sign wonder 244 sign disease 139
silk chaste 88 silk prince 150
single series 78 single causal 51
single double 237 single simple 59
single repeating 45 single special 85
sink little 49 sire little 43
size higher 42 size double 172
size little 51 size factor 181
skin moment 48 slip little 44
slip minute 64 slip moment 163
slip letter 64 sneak couple 42
snip speech 69 snow banner 135
sobs minute 73 soft manner 49
soft moment 40 soil chance 106
sold second 464 sold paltry 43
sold profit 64 sold colony 130
sold dollar 573 sold higher 90
sold little 46 sold nickel 213
sold profit 651 sold shilling 153
sold trifle 110 sold patent 48
some little 61 some series 48
some creeping 43 some secret 42
some little 50 some camera 43
some couple 43 some should 71
some stroke 77 some little 45
some member 47 some better 191
some greater 41 some little 147
some special 57 some little 198
some little 61 some matter 49
some little 57 some person 165
some teacher 43 some called 80
some learned 43 some needed 97
some should 375 some thought 338
some wanted 208 some gentle 118
some person 61 some little 83
soon should 80 soon second 42
soon should 370 soon flower 47
sort little 174 soul secret 41
speak moment 163 speak little 52
speak moment 163 speak little 104
speak minute 795 speak moment 1662
speak second 50 spear shield 198
spot moment 47 spot strange 40
stab dagger 562 stab poniard 45
star planet 45 stay moment 137
stay second 61 stay couple 101
stay couple 99 stay little 71
stay minute 260 stay moment 73
stay couple 57 stay little 719
stay couple 61 stay little 801
stay couple 46 stay little 493
stay couple 60 stay little 614
step little 203 step minute 892
step moment 1340 step second 118
step minute 91 step moment 116
stew little 56 stir wooden 85
stop bottle 40 stop moment 69
stop bottle 120 stop couple 40
stop prayer 278 stop friend 57
stop moment 42 stop moment 96
stop moment 89 stop florin 46
stop minute 50 stop moment 185
stop second 47 stop bullet 147
stop sudden 46 stop moment 284
stop couple 177 stop little 41
stop minute 85 stop minute 94
stop moment 198 stop minute 198
stop moment 394 stop second 119
string number 41 string silver 46
stun moment 57 such moment 194
such little 64 such matter 120
such breathed 51 such moment 42
suit little 130 sunk shovel 71
sunk minute 51 sure condom 94
sure looked 51 sure should 160
sure should 48 sure should 74
sure stayed 83 sure should 150
sure wanted 44 sure chance 72
sure little 57 sure spirit 75
sure better 66 sure little 75
sure virgin 178 sure moment 49
sure little 640 sure proper 41
sure chance 70 sure wanted 70
sure should 65 sure member 54
sure person 40 sure chance 116
sure decent 68 sure proper 84
sure signed 138 sure doctor 45
sure condom 83 sure helmet 48
