safe that 50 safe use 62
safe any 46 said his 41
said you 58 said did 76
said has 67 said her 115
said his 94 said her 118
said him 62 said his 41
said she 47 said her 57
said his 87 said her 116
said his 106 said one 56
said each 43 said car 84
said cry 349 said get 171
said run 58 said car 44
said she 60 said its 73
said our 95 said this 129
said him 125 said them 47
said this 105 said both 196
said that 57 said this 1096
said him 55 said that 43
said you 42 said was 46
said this 306 said his 53
said that 2544 said her 118
said his 113 said her 43
said her 77 said her 53
said him 65 said his 69
said his 59 said his 57
said his 54 said was 80
said was 66 said him 72
said was 67 said was 225
said use 46 said was 47
said his 45 said his 69
said her 83 said him 85
said his 739 said one 117
said our 115 said that 54
said this 177 said and 107
said did 673 said does 49
said had 2360 said has 83
said was 1970 said did 64
said had 200 said may 71
said was 1254 said one 123
said act 41 said law 45
said man 40 said new 48
said two 109 said are 43
said can 43 said did 48
said had 133 said not 47
said not 174 said did 225
said had 530 said was 865
said had 47 said was 597
said all 213 said her 350
said his 955 said its 263
said our 170 said that 204
said this 832 said are 79
said had 60 said two 177
said not 62 said his 67
said them 59 said not 47
said not 46 said did 133
said had 197 said his 45
said this 143 said one 91
said earth 83 said this 52
said not 84 said not 130
said his 64 said not 100
said had 125 said not 52
said his 43 said not 60
said not 85 said not 68
said her 40 said his 214
said this 93 said men 68
said not 61 said did 53
said had 328 said was 290
said had 65 said may 50
said was 846 said had 59
said his 76 said this 65
said not 130 said not 74
said her 103 said his 235
said our 58 said them 251
said not 80 said all 71
said did 41 said had 47
said not 51 said end 980
said not 87 said two 61
said war 42 said god 94
said her 60 said him 57
said his 64 said one 43
said death 61 said pay 84
said buy 93 said get 60
said use 86 said did 117
said had 205 said saw 299
said was 342 said was 175
said his 42 said her 71
said him 76 said her 155
said his 258 said his 59
said she 46 said her 64
said his 117 said all 95
said any 122 said each 186
said god 60 said his 278
said its 94 said our 87
said that 131 said them 150
said this 388 said her 142
said his 220 said his 55
said her 44 said his 108
said was 56 said and 72
sail way 86 sail day 49
saith not 84 sake was 47
sake was 256 sake his 68
sake its 95 sake see 84
sake was 82 sake its 94
sale all 51 sale real 80
sale pay 53 sale pay 60
sale any 57 sale for 97
sale all 40 salt her 43
salt mud 63 salt one 93
same all 92 same this 99
same being 358 same two 48
same long 67 same law 47
same for 78 same they 109
same for 80 same all 47
same for 61 same all 45
same both 85 same all 76
same any 91 same all 75
same all 352 same both 117
same him 42 same all 80
same one 56 same not 102
same being 133 same him 55
same his 58 same its 44
same has 45 same was 47
same was 51 same are 40
same two 62 same ale 53
same our 46 same all 1819
same any 416 same both 468
same each 231 same god 43
same her 115 same him 77
same his 253 same its 218
same one 159 same our 197
same that 162 same them 72
same this 124 same two 349
same you 40 same with 127
same was 41 same his 75
same two 51 sand dry 41
sand with 74 sand with 54
sand with 49 sand sun 40
sand this 113 sane with 44
save old 97 save had 46
save was 69 save his 41
save its 68 save end 49
save you 61 saving all 123
saying his 64 saying lit 43
saying his 49 saying his 47
saying was 46 saying was 96
saying was 46 saying was 69
saying was 41 saying him 47
saying his 123 saying this 96
saying did 152 saying had 579
saying has 47 saying was 428
saying had 64 saying was 234
saying can 65 saying had 45
saying not 74 saying did 44
saying had 165 saying has 71
saying was 201 saying was 124
saying her 51 saying his 222
saying its 71 saying our 44
saying this 154 saying are 79
saying can 62 saying two 48
saying not 47 saying any 45
saying one 61 saying not 41
saying this 61 saying all 74
saying for 49 saying god 41
saying going 60 saying not 43
saying not 46 saying not 79
saying not 47 saying had 66
saying was 73 saying was 184
saying not 66 saying not 46
saying was 66 saying was 93
saying are 45 saying his 211
says does 47 says not 44
