sad lost 42 sad other 41
sat lady 75 sat lord 43
sat some 51 sat eyes 82
sat arms 40 sat eyes 106
sat face 86 sat neck 65
saw three 125 saw ever 55
saw been 75 saw done 108
saw worth 68 saw eyes 327
saw made 41 saw life 42
saw wife 83 saw work 63
saw seen 114 saw from 208
saw army 40 saw heart 56
saw must 66 saw were 303
saw were 42 saw coming 40
say three 202 say when 69
say these 64 say came 51
say feel 44 say feel 75
say have 45 say want 51
say make 125 say feel 47
say were 78 say will 43
say need 81 say poor 71
say soul 95 say only 45
say leave 41 seat their 46
seat back 135 see seen 58
see lace 104 see three 55
see more 99 see more 83
see more 88 see more 92
see more 176 see been 127
see been 100 see done 74
see taking 62 see there 101
see worth 53 see wrong 46
see have 47 see eyes 50
see eyes 81 see were 97
see will 42 see work 94
see spot 43 see come 73
see life 41 see life 62
see wife 48 see work 55
see have 60 see were 132
see have 177 see love 56
see will 40 see papa 62
see viii 54 set army 116
set some 102 set years 58
set back 51 sex wife 50
sex boys 269 sex been 97
sex well 48 she give 51
she must 71 she been 56
she will 72 she hair 134
she next 51 she been 43
she told 62 she hair 47
she will 59 she were 243
she what 82 she will 72
she felt 45 she knew 40
she nothing 90 she there 79
she were 45 she some 61
she from 61 she went 65
she dies 76 she wrath 64
she said 51 she hair 42
she grew 45 she back 90
she down 94 she sons 113
she what 51 she food 68
she down 143 she gave 41
she into 63 she from 1811
she into 431 she many 54
she only 98 she some 147
she such 79 she three 59
she upon 46 she were 234
she what 45 she when 320
she dark 62 she hair 227
she hair 43 she hair 466
she belt 410 she high 614
she like 42 she very 86
she rail 45 she great 50
she part 48 she plan 374
she task 77 she threat 263
she work 79 she task 41
she great 93 she from 271
she into 272 she like 50
she some 107 she were 48
she when 116 she soul 102
she high 136 she from 43
she plan 53 she threat 67
she work 58 she from 43
she into 64 she having 83
she great 53 she been 326
she lost 42 she only 91
she felt 66 she knew 68
she were 132 she shut 86
she hand 46 she into 40
she legs 151 she over 218
she kind 57 she want 41
she been 188 she done 60
she made 60 she nothing 94
she time 42 she glad 88
she just 72 she more 47
she ready 250 she once 40
she best 205 she life 55
she next 43 she only 102
she felt 54 she just 71
she must 1342 she must 109
she were 255 she must 45
she time 89 she what 47
she there 1156 she must 289
she will 550 she great 70
she body 41 she name 68
she care 47 she time 367
she time 151 she those 41
she some 80 she ever 67
she were 44 she down 43
she date 42 she back 476
she down 200 she into 353
she onto 161 she over 165
she upon 346 she into 60
she other 157 she life 55
she down 46 she down 223
she home 224 she door 98
she home 55 she room 324
she seen 42 she into 60
she life 228 she life 45
she will 105 she will 46
she been 105 she heard 122
she made 44 she seen 149
she some 149 she eyes 45
she felt 138 she heard 594
she knew 68 she must 45
she were 98 she hair 96
she been 52 she nothing 62
she safe 58 she home 45
she breath 54 she wish 130
she eyes 142 she gaze 140
she foot 64 she helm 105
she hair 41 she years 49
she eyes 56 she must 115
she must 43 she what 40
she keys 199 she keys 236
she belt 69 she hair 88
she were 95 she over 247
she teeth 53 she from 49
she keys 182 she held 86
she hand 46 she said 50
she such 52 she were 191
she what 40 she been 40
she hand 48 she have 70
she care 256 she come 82
she dare 50 she even 309
she feel 395 she find 45
she give 43 she have 612
she know 2545 she like 484
she live 70 she look 45
she love 58 she make 77
she need 63 she seem 193
she speak 82 she take 100
she think 167 she want 472
she wish 250 she even 52
she feel 109 she have 239
she know 707 she like 104
she make 50 she seem 117
