sad reached 59 sad passes 168
sat looked 48 sat another 132
sat looked 57 sat asleep 770
sat myself 49 sat looked 128
sat stared 80 sat myself 84
sat something 45 sat another 107
sat through 1063 sat bitter 49
sat served 146 sat silent 99
sat coffee 117 sat drinks 104
sat little 51 sat suitor 153
sat across 1311 sat without 40
sat locked 43 sat looked 72
sat stared 72 sat through 46
sat seemed 909 sat streaming 114
sat humble 63 sat matter 53
saw across 75 saw through 70
saw window 44 saw vastly 50
saw clearly 1577 saw through 50
saw little 83 saw little 96
saw before 103 saw person 102
saw slowly 52 saw future 59
saw starting 72 saw toward 67
saw afraid 49 saw clearly 44
saw better 107 saw better 179
saw little 65 saw clearly 42
saw dearest 45 saw toward 150
saw hustings 47 saw hidden 90
saw called 102 saw expect 42
saw watching 42 saw before 58
saw through 40 say effect 63
say common 71 say belongs 43
say offend 51 say someone 149
say reasons 48 say reasons 50
say goodly 83 say little 186
say enough 209 say better 280
say urgent 56 say little 147
say without 42 say already 43
say gained 40 say already 54
say master 41 say without 66
say already 48 say always 52
say learned 87 say without 55
say should 105 say without 257
say without 124 say fighting 44
say without 44 say learned 62
say before 53 say before 158
say proper 70 say should 56
say without 195 say without 140
say happen 52 say happen 62
say someone 78 see warner 80
see recent 143 see weight 75
see herald 211 see little 147
see better 53 see damage 120
see weight 43 see should 100
see clearly 139 see clearly 8656
see common 87 see deeply 122
see detail 156 see fighting 41
see ground 105 see before 229
see arrows 60 see before 134
see calvin 52 see person 76
see clearly 255 see detail 106
see enjoying 55 see before 46
see clearly 253 see reasons 50
see reasons 46 see ground 43
see little 61 see clearly 174
see served 46 see already 49
see engaged 42 see become 69
see breeding 61 see caught 63
see gained 50 see hidden 139
see stolen 65 see already 144
see before 280 see called 149
see caught 42 see changed 145
see created 56 see formed 61
see gained 230 see hidden 76
see learned 271 see stated 47
see before 96 see looked 44
see looked 57 see already 131
see become 127 see caught 81
see created 74 see gained 103
see learned 664 see missed 96
see behind 56 see beside 54
see building 45 see carrying 138
see cheering 52 see fighting 74
see laughing 131 see likely 48
see planning 77 see pointing 90
see shooting 291 see studying 47
see watching 101 see become 59
see placed 68 see toward 40
see before 86 see behind 107
see before 42 see before 119
see before 297 see already 156
see become 116 see before 46
see bought 69 see caught 112
see caused 47 see chosen 47
see created 160 see gained 149
see inside 147 see learned 1081
see missed 124 see through 47
see around 268 see inside 50
see through 326 see through 141
see ladies 64 see before 59
see clearly 141 set before 44
set before 81 set before 428
set before 115 set bottle 49
set jasper 50 set before 123
set matter 77 set relief 233
set proved 75 set should 46
set detail 82 set energy 129
set strength 89 set detail 56
set degree 88 set detail 146
set troops 95 set slaves 54
set proper 60 set before 63
set limits 58 set africa 180
set harbor 74 set africa 673
set native 137 set shores 87
set africa 63 set before 43
set exists 51 set limits 44
set behind 119 set behind 42
sex harder 95 sex spouse 66
sex doctor 93 sex weight 146
sex pretty 94 she forget 63
she seized 76 she opinion 44
she palace 83 she younger 60
she excuse 40 she ringlets 46
she loudly 149 she little 41
she through 65 she without 48
she behind 2042 she england 50
she around 62 she around 704
she toward 97 she upward 78
she warily 48 she around 41
she glance 84 she friend 45
she behind 94 she before 41
she before 161 she chariot 58
she around 44 she across 84
she across 291 she gently 56
she slowly 42 she through 51
she beside 175 she blonde 123
she something 80 she before 249
she before 236 she whilst 52
she before 54 she better 111
she denied 59 she become 55
she flushing 76 she redden 205
she seized 49 she expand 54
she pounding 359 she soften 42
she twitch 52 she closer 46
she around 443 she harden 44
she weight 51 she gently 97
she stroke 48 she stroking 54
she pounding 121 she enough 103
she follow 49 she return 101
she younger 110 she should 70
she unwell 41 she around 273
she around 65 she across 43
she around 6995 she jewels 49
she eleven 45 she credit 49
she advice 63 she advice 62
she another 87 she glance 40
she weight 53 she choice 55
she family 47 she friend 81
she called 2857 she softly 87
she spoken 498 she toward 50
she around 367 she softly 43
she hurrying 51 she called 43
she behind 68 she before 216
she called 112 she around 103
she before 60 she firmly 51
she firmly 70 she watching 57
she around 132 she folded 59
she turned 225 she locked 68
she almost 129 she closed 1953
she firmly 211 she locked 141
she peeled 95 she turned 132
she buried 106 she hidden 237
she toward 47 she turned 736
she firmly 58 she locked 128
she closed 55 she firmly 58
she closed 295 she whether 56
she friend 49 she enough 232
she better 130 she enough 5032
she whence 47 she answer 145
she course 46 she manner 50
she strange 82 she accept 47
she answer 43 she begone 43
she follow 64 she remain 49
she return 89 she inside 55
she without 40 she enough 527
she better 83 she enough 362
she already 104 she laughing 49
she watching 98 she before 57
she inmate 69 she enough 119
she before 67 she across 131
she gently 485 she kindly 52
she softly 170 she africa 59
she behind 116 she wander 66
she instead 107 she nephew 42
she friend 147 she enough 524
she public 89 she public 124
she speech 46 she voyage 83
she remark 223 she better 111
she guilty 112 she special 44
she sorrow 61 she effort 198
she effort 295 she answer 66
she remark 56 she unerring 50
she should 85 she clearly 40
she looked 47 she turned 42
she uproot 43 she forget 42
she before 124 she before 47
she asleep 45 she another 49
she anyone 144 she before 99
she guilty 245 she spoken 40
she thought 44 she pleased 60
she around 880 she inside 191
she toward 114 she across 83
she slowly 62 she toward 74
she through 83 she asleep 49
she silent 86 she another 137
she inside 176 she seemed 45
she caused 55 she nights 45
she softly 55 she better 642
she guilty 65 she something 57
she wanted 262 she something 43
she return 46 she wanted 111
she enough 290 she simple 50
she emotion 77 she effort 89
she emotion 73 she energy 52
she relief 67 she sorrow 46
she enough 84 she emotion 41
she effort 76 she emotion 45
she relief 102 she spirit 120
she streaming 79 she seemed 88
she english 45 she always 44
she always 77 she before 131
she letter 42 she firmly 50
she around 2983 she across 181
she around 205 she behind 60
she inside 329 she through 47
she behind 68 she around 111
she around 314 she turned 49
she topics 77 she around 283
she across 64 she around 31923
she wildly 129 she bloody 99
she before 46 she around 81
she friend 266 she friend 65
she friend 70 she before 43
she calmly 42 she little 46
she little 98 she station 44
she before 58 she inside 132
she supper 65 she glance 110
she around 60 she closer 47
she toward 104 she makeup 61
she without 55 she another 159
she slowly 49 she further 431
she public 49 she little 314
she behind 43 she battle 53
she enough 79 she whether 206
she before 104 she younger 186
she chosen 60 she better 41
she without 48 she whether 48
she unless 56 she without 55
she answer 225 she listen 181
she notice 685 she forget 68
she asleep 73 she guilty 79
she lonely 57 she another 69
she anyone 89 she weight 81
she access 88 she another 247
she anyone 195 she enough 872
she nobody 65 she strength 82
she before 125 she whether 215
she albany 40 she without 107
she through 296 she become 53
she become 68 she forget 268
she another 124 she another 48
she kindly 84 she anyone 370
she combed 48 she parted 75
she pulled 154 she temper 47
she makeup 215 shoe across 47
shy wonder 94 sin pledge 92
sip guitar 121 sit orders 41
sit listen 75 sit around 127
sit orders 44 sit folded 58
sit asleep 108 sit another 231
sit coffee 318 sit dinner 388
sit something 688 sit supper 169
sit listen 60 sit around 441
sit through 127 sit myself 258
sit casino 80 sit something 73
sit awhile 1028 sit before 174
sit myself 164 sit through 60
sit awhile 233 sit another 54
sit coffee 67 sit something 77
