sad eyes and had smiling 52
sad news that her father 46
sad news that his father 95
sad news that his mother 76
sad news was now given 43
sad pity that this noble 57
sad time for all people 191
sang over all her father 42
sat back and let others 65
sat back with her hands 88
sat back with his hands 202
sat down and ate lunch 61
sat down and ate until 51
sat down and got right 46
sat down and had lunch 115
sat down and read aloud 42
sat down and read every 60
sat down and set about 51
sat down and she asked 78
sat down and she began 138
sat down and then stood 71
sat down and they began 104
sat down and was about 146
sat down and was looking 80
sat down and was quiet 79
sat down for his evening 51
sat down for his first 92
sat down for our first 104
sat down for two hours 99
sat down near her father 67
sat down near her mother 208
sat down near his father 96
sat down near his mother 43
sat down with her again 54
sat down with her bible 41
sat down with her drink 50
sat down with her father 243
sat down with her hands 330
sat down with her knees 85
sat down with her mother 355
sat down with her plate 71
sat down with her under 83
sat down with her usual 48
sat down with him again 70
sat down with him cheek 45
sat down with him seven 85
sat down with him under 70
sat down with his books 66
sat down with his drink 141
sat down with his elbow 55
sat down with his father 537
sat down with his glass 45
sat down with his hands 385
sat down with his knees 96
sat down with his mother 195
sat down with his paper 81
sat down with his plate 53
sat down with his rifle 51
sat down with his staff 78
sat down with his usual 49
sat down with his whole 59
sat down with our backs 357
sat down with our hands 87
sat down with them again 44
sat down with them under 87
sat down with them while 47
sat during this long reign 68
sat facing him and waiting 206
sat here day and night 40
sat here for two hours 70
sat leaning with her elbow 42
sat like that for about 143
sat like that for hours 94
sat more dead than alive 50
sat there day and night 267
sat there eating our lunch 46
sat there for six hours 45
sat there for two hours 894
sat there with both hands 51
sat there with her hands 892
sat there with her knees 46
sat there with her noise 45
sat there with him after 50
sat there with his hands 656
sat there with his knees 58
sat there with our hands 57
sat there with our mouths 216
sat these two old people 104
sat when she was alone 82
sat when she was viewing 69
saw from his own house 59
saw many men and women 427
saw many that had sharp 63
saw many ups and downs 195
saw more than his share 94
saw more than its share 208
saw more than one light 51
saw more than one woman 87
saw more than they could 112
saw more than two dozen 41
saw nothing but his uncle 53
saw nothing but that place 44
saw once his old father 74
saw only one old woman 48
saw only them for hours 97
saw other men and women 108
saw some men and women 138
saw some old men seated 49
saw some who had marks 78
saw their own lean image 44
saw there was not anything 85
saw there was one which 73
saw these men and women 128
saw those who saw moses 81
saw what all this would 101
saw what did not exist 83
saw what she had feared 57
saw what she had hoped 80
saw what she had known 45
saw what she had never 345
saw what she was about 336
saw what she was after 181
saw what she was driving 110
saw what she was getting 345
saw what she was holding 184
saw what she was looking 765
saw what she was really 58
saw what she was staring 55
saw what she was talking 131
saw what she was thinking 123
saw what they had never 75
saw young men and women 220
saw your car out front 225
say also that they would 66
say great men are still 112
say here that this would 42
say less than this would 70
say many bad things about 44
say many things that would 64
say more than any words 71
say more than his words 59
say more than one would 45
say more than she dared 54
say more than she really 131
say more than ten words 101
say more than that about 103
say more than that would 85
say more than they really 89
say more than they would 48
say more than this about 192
say more than this would 122
say more than two words 631
say much but they fight 62
say much for his beauty 42
say much for his taste 163
say much with few words 109
say nothing but that which 55
say nothing that one could 72
say some bad things about 64
say some things that might 78
say some things that would 90
say such bad things about 92
say such mean things about 91
say thank you and please 86
say thank you for anything 49
say thank you for every 44
say thank you for getting 46
say thank you for helping 212
say thank you for letting 96
say thank you for sharing 67
say there are all kinds 77
say there are all sorts 59
say there are few people 49
say there are not others 79
say there are not people 43
say there are not times 53
say there are two basic 52
say there are two kinds 525
say there are two sides 144
say there are two sorts 43
say there are two types 150
say there does not exist 51
say there was any danger 49
say there was not anything 135
say these are not marks 173
say these are one piece 45
say unto you that every 409
say what any man might 115
say what are its tidings 72
say what are you talking 43
say what she did about 181
say what she was about 158
say what she was after 75
say what she was feeling 160
say what she was looking 44
say what she was proud 42
say what she was really 153
say what she was thinking 1099
say what they are about 104
say what they are feeling 173
say what they are looking 42
say what they are really 174
say what they are thinking 413
say what they may about 125
say what they say about 59
say what this was about 40
