sack half full of black 40
safe away from my fingers 81
safe from harm or danger 48
sage heads over the evening 42
said away from the phone 45
said back into the phone 81
said great sums of money 42
said here must be taken 76
said last week he would 47
said last week it would 50
said levi went to white 40
said much more in favor 43
said nothing during the drive 87
said nothing during the meeting 98
said nothing during the whole 267
said nothing more the whole 42
said once when he could 86
said rising from the chair 54
said rising from the table 95
said there were no boats 42
said there were no funds 74
said there were no longer 48
said there were no major 43
said there were no marks 53
said there were no others 59
said there were no people 43
said there were no plans 216
said there were no roads 45
said there were no rooms 52
said there were no rules 72
said there were no signs 230
said there were no strings 47
said there were no trees 69
said there were no women 77
said what time he would 55
said youth must be putting 47
sail away from the coast 141
sail away from the shore 108
sail away into the track 67
sail back along the coast 42
sail back down the coast 112
sail from here in about 99
sail north along the coast 244
sail south along the coast 270
sail west along the coast 48
sake will leave thy bosom 337
salt beef from the brine 43
salt drop from my cheek 69
salt fish from the black 69
salt made from sea water 68
salt pans along the coast 106
salt pork over the breast 42
same areas during the later 201
same boat when it comes 204
same body from the grave 86
same book will be found 106
same calm tone of voice 45
same care must be given 109
same care must be taken 1101
same care will be taken 45
same data from the point 49
same data used in table 63
same dull throb of sound 128
same even tone of voice 92
same fact will be found 66
same fate from the hands 159
same fate from the women 49
same fate lies in store 76
same flat tone of voice 53
same fool whom the people 42
same from left to right 701
same good faith in which 49
same great work of rolling 40
same hand will be found 47
same have been or shall 60
same heart beats in every 234
same high code of honor 122
same high rate of growth 46
same high rate of speed 103
same high tone of feeling 48
same hour into the midst 344
same hour what ye ought 683
same hour what ye shall 1660
same ideas went on passing 56
same ideas will be found 58
same kept open to allow 52
same kind will be found 246
same last name as yours 98
same length along the upper 51
same meaning must be given 95
same mind speak it again 48
same name from the moors 75
same page when it comes 400
same page will be found 44
same rate during the first 111
same rate during the night 45
same rate during the period 63
same rate during the whole 66
same rate over the period 58
same rate over the whole 177
same road down the river 80
same rule hold as about 48
same rule will be found 63
same seen from the front 53
same side when it comes 55
same sign over the whole 109
same size from the sides 44
same sort when we wrote 71
same sort will be found 64
same spot during the whole 395
same term used to refer 71
same theme when he wrote 63
same theme will be found 50
same time along the whole 143
same time bears the marks 49
same time bears the stamp 49
same time bringing the right 68
same time bringing to light 145
same time brings to light 80
same time came the first 103
same time care is taken 280
same time come to grips 102
same time come to terms 93
same time coming to grips 151
same time coming to terms 116
same time deny the right 119
same time during the first 89
same time during the night 90
same time during the period 80
same time fixing the price 47
same time form the basis 124
same time from an upper 81
same time from the coast 84
same time from the first 62
same time from the hyaena 60
same time from the light 97
same time from the point 161
same time from the power 45
same time from the right 204
same time from the river 40
same time full of lofty 99
same time gave an order 48
same time give the child 78
same time give the names 83
same time give the reader 135
same time giving the child 86
same time giving the people 67
same time giving the reader 90
same time giving the state 42
same time have an ample 67
same time have the power 88
same time have the right 168
same time having the power 51
same time having the right 42
same time having to admit 41
same time heading the watch 50
same time heard the sound 55
same time held in check 63
same time help the child 57
same time help to build 63
same time help to create 40
same time help to solve 50
same time hoping he would 43
same time into the goods 99
same time into the hands 107
same time into the water 88
same time keep in close 40
same time keep in touch 228
same time keep on growing 42
same time keep the price 76
same time laying the basis 60
same time leave no doubt 55
same time leaving no doubt 82
same time made an appeal 41
same time made it easier 108
same time made it known 54
same time made it plain 234
same time made it quite 49
same time made to serve 53
same time make an order 72
same time make it appear 105
same time make it easier 202
same time make the people 53
same time make us aware 67
same time make us willing 67
same time making an appeal 52
same time making it appear 164
same time making it easier 266
same time making it known 62
same time making it plain 157
same time making it quite 100
same time making the whole 40
same time making the world 55
same time meet the needs 306
same time move the prism 40
same time move the right 43
same time once or twice 44
same time open to learning 63
same time over the whole 585
same time said he would 69
same time saying he would 48
same time saying the words 40
same time seek to avoid 44
same time sets the stage 42
same time show the stars 64
same time show the world 61
same time sowing the seeds 54
same time span in which 47
same time such as might 45
same time take the place 49
same time tell the story 57
same time there is about 66
same time there is added 41
same time there is ample 218
same time there is danger 169
same time there is every 251
same time there is growing 302
same time there is often 950
same time there is quite 111
same time there is rapid 61
same time there is reason 476
same time there is scope 41
same time there is still 716
same time there is strong 221
same time those in which 132
same time trying to appear 78
same time trying to avoid 602
same time trying to build 163
same time trying to carry 73
same time trying to catch 60
same time trying to change 70
same time trying to cover 47
same time trying to create 119
same time trying to focus 50
same time trying to force 91
same time trying to limit 63
same time trying to place 40
same time trying to prove 61
same time trying to raise 79
same time trying to watch 41
same time trying to write 45
same time upon the couch 57
same time upon the desks 48
same time upon the enemy 90
same time upon the whole 173
same time want to avoid 43
same time were the first 42
same time when he wrote 56
same time when it comes 49
same time when the above 41
same time when the first 162
same time when the people 51
same time will be equal 40
same time will be found 112
same time will be given 50
same time wish to avoid 74
same tiny canoe in which 73
same truth when he wrote 94
same type will be found 133
same view must be taken 132
same view when he wrote 110
same view will be found 52
same will also be found 45
same will hold of every 183
same word used by jesus 49
same word used in verse 96
same word used to refer 67
same word will be found 44
same work will be found 166
sand away from the water 49
sand bars along the coast 89
sand bars along the shore 84
sand moving along the coast 117
sank back into it again 48
sank back into my chair 536
sank back into the abyss 61
sank back into the black 52
sank back into the blank 42
sank back into the chair 2729
sank back into the couch 474
sank back into the depths 350
sank back into the ditch 43
sank back into the gloom 42
sank back into the grass 41
sank back into the leather 346
sank back into the plush 151
sank back into the ranks 47
sank back into the river 46
sank back into the state 91
sank back into the straw 43
sank back into the warmth 40
sank back into the water 1080
sank back into the world 44
sank back onto the bench 153
sank back onto the chair 128
sank back onto the couch 287
sank back onto the floor 103
sank back onto the stool 45
sank back upon the bench 154
sank back upon the couch 224
sank back upon the divan 89
sank back upon the floor 94
sank deep into the abyss 41
sank deep into the brain 117
sank deep into the child 50
sank deep into the flesh 253
sank deep into the hearts 662
sank deep into the human 69
sank deep into the indian 44
sank deep into the loose 42
sank deep into the minds 542
sank deep into the proud 46
sank deep into the water 320
sank down among the mists 58
sank down among the rocks 40
sank down among the worse 63
sank down into my chair 50
sank down into the abyss 51
sank down into the black 84
sank down into the chair 1334
sank down into the couch 95
sank down into the depths 366
sank down into the first 53
sank down into the grass 142
sank down into the green 72
sank down into the leather 125
sank down into the stream 52
sank down into the water 1515
sank down onto the bench 185
sank down onto the chair 270
sank down onto the couch 511
sank down onto the floor 901
sank down onto the grass 113
sank down onto the leather 46
sank down onto the porch 46
sank down onto the steps 52
sank down onto the stool 61
sank down upon my knees 105
sank down upon the bench 214
sank down upon the chair 68
sank down upon the couch 165
sank down upon the divan 70
sank down upon the floor 575
sank down upon the grass 280
sank down upon the steps 108
sank down upon the stone 104
sank from loss of blood 41
save great sums of money 61
save huge sums of money 194
save jews from the nazis 215
save many from the sword 86
save much from the wreck 57
save much more by ridding 49
save much time in finding 42
save much time in writing 47
save nothing from the wreck 46
save only during the months 119
save only dust of ashes 50
save only such as shall 40
save time when it comes 87
save vast sums of money 289
save when once or twice 142
saving jews from the nazis 89
saving joan from the stake 147
saving vast sums of money 58
saying just what he thinks 59
saying what kind of stuff 48
saying what sort of change 87
says just what he thinks 171
says just what he wants 77
