sea glittered with its rays 68
so admirably and with such 56
so artificial that they have 47
so assaulted them with great 49
so associated with each other 90
so associated with his name 102
so auspicious was his star 74
so automatic that you will 47
so carefully and with such 306
so carefully had they been 58
so carefully that not even 86
so carefully that they have 77
so carefully that they were 90
so carefully that they will 75
so carefully that you will 67
so concerned for her body 55
so concerned that they have 46
so concerned that they sent 45
so concerned that they will 50
so concerned with how much 102
so conducted that they will 55
so confident had they been 45
so confident that they have 79
so confident that they know 49
so confident that they were 239
so confident that they will 106
so confident that you will 197
so connected that each blow 41
so connected that they form 86
so connected that they have 42
so connected that they must 53
so connected that they will 93
so connected with any such 42
so connected with each other 1140
so consonant with each other 62
so contented with his care 50
so continued all his life 49
so continued for six years 56
so continued for ten years 44
so continued for two days 66
so continued for two years 95
so contrived that they were 69
so convinced that not even 139
so convinced that they have 80
so convinced that they know 43
so convinced that they were 313
so convinced that they will 71
so convinced that you were 49
so convinced that you will 59
so courageous for his sake 130
so decimated that they were 43
so defective that they were 143
so defective that they will 43
so deficient that they were 51
so delighted that she died 48
so delighted that she gave 64
so delighted that they have 44
so delighted that they will 44
so delighted that you have 210
so delighted with each other 139
so delighted with his work 79
so delighted with this news 126
so delighted with this work 51
so dependent are they upon 81
so depressed that they have 64
so depressed that they were 79
so desirable that they must 49
so desirable that they were 42
so desperate that she even 52
so desperate that she took 45
so desperate that they even 70
so desperate that they have 153
so desperate that they took 41
so desperate that they were 466
so desperate that they will 270
so desperate that you have 43
so destitute that they have 55
so destitute that they were 120
so developed has not been 46
so developed that they have 47
so developed that they were 42
so developed that they will 63
so different are they from 222
so different now than when 40
so different than any other 90
so different than they were 56
so different that each must 43
so different that not even 73
so different that one must 73
so different that they have 446
so different that they must 480
so different that they need 134
so different that they seem 210
so different that they were 457
so different that they will 264
so different that you have 46
so different that you will 97
so different was she from 71
so difficult that not even 125
so difficult that they have 244
so difficult that they must 65
so difficult that they were 306
so difficult that they will 118
so difficult that you will 69
so disgusted that they were 41
so dishonest that they even 45
so dispersed that they were 49
so displaced that one side 47
so distorted that they have 47
so distorted that they were 79
so disturbed that they were 100
so dreadfully that she must 65
so eccentric that they gave 89
so effective that not even 99
so effective that not only 153
so effective that they have 211
so effective that they were 308
so effective that they will 55
so efficient that they have 54
so efficient that they were 100
so efficient that they will 45
so elaborate that they were 83
so elegantly and with such 44
so enfeebled that they were 60
so enthralled with each other 46
so establish his own good 62
so everybody can see what 103
so excellent that they have 72
so excellent that they were 126
so excessive that for some 132
so excessive that they have 138
so excessive that they were 92
so exhausted that she fell 210
so exhausted that she felt 55
so exhausted that she went 51
so exhausted that they fall 54
so exhausted that they fell 282
so exhausted that they have 59
so exhausted that they sank 44
so exhausted that they went 56
so exhausted that they were 699
so exhausted that they will 62
so expensive that one must 58
so expensive that they have 81
so expensive that they must 56
so expensive that they were 423
so expensive that they will 76
so exquisite that they were 42
so extensive and with such 62
so extensive that not even 73
so extensive that not only 118
so extensive that one must 48
so extensive that they have 209
so extensive that they must 77
so extensive that they were 286
so extensive that they will 61
so faithfully and with such 196
so faithfully that they rose 46
so fantastic that they were 46
so fascinating that they have 40
so fascinating that you will 75
so favorable that they were 46
so fortified that they were 71
so frightful that they have 50
so frightful that you dare 40
so frivolous that they have 57
so frustrating not being able 69
so gallantly and with such 60
so generally met with among 40
so generally that they give 56
so graciously and with such 50
so gradually and with such 77
so gradually that they have 41
so gradually that they were 59
so hurriedly that they left 50
so hurriedly that they were 52
so identical that they were 45
so imperfect are our means 45
so imperfect that they have 46
so imperfect that they were 185
so important and has been 115
so important for his theory 44
so important for its bearing 109
so important that all else 105
so important that all other 119
so important that any harm 55
so important that for many 45
so important that his mind 69
so important that his name 46
so important that its loss 44
so important that not even 95
so important that not only 286
so important that one must 117
so important that she will 42
so important that they call 64
so important that they even 73
so important that they form 110
so important that they gave 54
so important that they give 53
so important that they have 1262
so important that they made 53
so important that they make 115
so important that they must 1334
so important that they need 247
so important that they seem 55
so important that they sent 50
so important that they take 67
so important that they took 55
so important that they were 1080
so important that they will 887
so important that this book 46
so important that you come 48
so important that you feel 58
so important that you felt 53
so important that you find 88
so important that you have 918
so important that you keep 49
so important that you know 150
so important that you learn 84
so important that you make 70
so important that you must 396
so important that you need 212
so important that you take 137
so important that you want 163
so important that you were 45
so important that you will 277
so impressed him with their 46
so impressed that she gave 43
so impressed that she went 55
so impressed that they gave 74
so impressed that they have 100
so impressed that they made 74
so impressed that they sent 48
so impressed that they went 47
so impressed that they were 164
so impressed that they will 51
so impressed with her work 193
so impressed with his work 255
so impressed with his young 44
so impressed with how much 121
so impressed with how well 145
so impressed with this book 55
so impressed with this fact 159
so impressed with this work 48
so impressed with this young 59
so indignant that they took 46
so indignant that they were 43
so insistent that they were 52
so installed that they will 56
so intensely and with such 76
so intensely that his mind 44
so intensely that she felt 58
so intensely that they have 58
so intensely that they were 119
so intensely that they will 63
so interesting that she felt 61
so interesting that they have 88
so interesting that they must 44
so interesting that they were 105
so interesting that they will 145
so interesting that you will 148
so interfere with each other 158
so lucrative that they were 62
so miserable all that week 47
so miserable that she felt 51
so miserable that they have 68
so miserable that they were 135
so miserable that they will 62
so mutilated that they were 93
so naturally and with such 324
so naturally that they seem 71
so naturally that they were 54
so necessary for all those 71
so necessary for his case 48
so necessary for his health 96
so necessary for his work 40
so necessary for our very 45
so necessary for this type 44
so neglected that they have 49
so neglected that they were 95
so niggardly with him from 87
so obstinate that they will 128
so offensive that they were 94
so oppressed that they have 68
so oppressed that they were 45
so organized that man must 53
so organized that not only 41
so organized that they have 92
so organized that they were 61
so organized that they will 232
so outrageous that they were 105
so outstanding that they have 62
so outstanding that they were 68
so overjoyed she ran back 74
so passionate that its very 87
so patiently and with such 49
