sac so well known by 62
sad as these ruins of 40
sad or angry about the 50
sad to talk about it 86
sad to think about it 308
sad to think about the 129
sang the bold anthem of 92
sang the great deeds of 112
sang the last lines of 46
sang the last verse of 166
sang the last words of 171
sang the leading roles in 63
sang the third verse of 49
sap on from knave to 63
sap the very springs of 93
sat an inch nearer to 78
sat at home waiting to 47
sat at their bowls of 51
sat at their desks in 203
sat at their doors in 74
sat at their table in 176
sat by mere right of 64
sat by their doors of 393
sat in peace under the 42
sat in their shops at 61
sat me down under the 70
sat on deck under the 53
sat on mats spread on 41
sat on their hands in 75
sat on their hands or 52
sat on their heels in 153
sat on their knees in 43
sat on three sides of 170
sat so late talking by 40
sat so many hours in 47
sat the next morning in 45
sat up from where he 92
sat up last night to 169
sat up late talking of 60
sat up late talking to 57
sat up late writing to 42
saw an angel close by 71
saw an angel sitting on 54
saw an army drawn up 54
saw an army until he 48
saw an eagle sitting on 117
saw an early draft of 75
saw an idol seated on 77
saw an open field in 45
saw an open place in 80
saw an open pouch on 41
saw as great danger in 44
saw as many people as 59
saw as much action as 97
saw as their right to 99
saw at least fifty of 70
saw at once beneath the 43
saw at once where he 64
saw at once where it 41
saw at once where the 158
saw by what method it 49
saw he must stoop to 84
saw in many lands the 41
saw in many parts of 141
saw in other parts of 388
saw in some parts of 50
saw in their dreams no 46
saw in their faces the 210
saw in their minds the 96
saw in these words an 127
saw in these words the 46
saw in those faces the 63
saw it four times in 70
saw it just after the 72
saw it last night in 72
saw it many times in 95
saw it once again in 49
saw it rise above the 80
saw it rise floor by 56
saw it soon after it 73
saw it soon after the 67
saw it three times in 74
saw it three times on 41
saw it very close to 50
saw it were moved to 40
saw me give place to 58
saw my hero could be 46
saw my life spread as 52
saw my poll sitting on 378
saw no good reason to 1204
saw no great change in 45
saw no great danger in 93
saw no great merit in 87
saw no great reason to 71
saw no great value in 43
saw no land until we 56
saw no more after the 52
saw no more reason to 246
saw no more sense in 121
saw no more signs of 105
saw no more until the 58
saw no need either to 48
saw no other check to 43
saw no other enemy on 55
saw no other hopes of 62
saw no other method of 242
saw no other signs of 195
saw no other trace of 84
saw no sign either of 80
saw on their faces the 81
saw on their right the 239
saw on their visit to 42
saw on your table to 56
saw or heard about in 85
saw or heard about it 185
saw or heard about the 610
saw or heard anything at 114
saw or heard anything in 57
saw or heard anything of 1414
saw or heard anything to 145
saw or knew anything of 125
saw so many birds of 55
saw so many hares as 56
saw so many kinds of 48
saw so many people at 103
saw so many people in 390
saw so many people on 66
saw so many signs of 79
saw so many women in 66
saw so much beauty in 227
saw so much blood in 62
saw so much money in 152
saw so much people in 43
saw so much peril in 42
saw so much reason to 371
saw the anger flare in 83
saw the anger flash in 76
saw the angry faces of 41
saw the arab world as 91
saw the back parts of 80
saw the bare bones of 44
saw the bell tower of 41
saw the best minds of 1793
saw the bird sitting on 47
saw the bird while it 161
saw the blow aimed at 78
saw the blue flame of 48
saw the blue flash of 85
saw the blue hills of 42
saw the blue light of 87
saw the blue smoke of 69
saw the blue speck of 124
saw the body under the 40
saw the camp fires of 124
saw the clear light of 53
saw the dark cloud of 63
saw the dark faces of 150
saw the dark flash of 40
saw the dark forms of 240
saw the dark green of 101
saw the dark image of 56
saw the dark patch of 40
saw the dark shape of 784
saw the dark stain of 64
saw the dark stain on 110
saw the dark stream of 66
saw the deep lines of 84
saw the deep marks of 42
saw the door begin to 113
saw the door close on 61
saw the door start to 46
saw the dull glint of 96
saw the dull sheen of 62
saw the eager faces of 61
saw the early signs of 74
saw the envy which it 82
saw the even plain of 61
saw the face dimly in 41
saw the face under the 63
saw the film about the 42
saw the fine lines of 48
saw the fire blazing in 65
saw the fire burning in 91
saw the fire flame up 182
saw the fire flaming up 261
saw the four walls of 57
saw the four winds of 50
saw the free souls of 84
saw the friar dashing at 51
saw the full beauty of 96
saw the full breadth of 45
saw the full danger of 57
saw the full drift of 79
saw the full force of 355
saw the full glory of 99
saw the full light of 65
saw the full scope of 86
saw the full sweep of 56
saw the full value of 53
saw the gaping wound in 71
saw the girl enter the 49
saw the girl looking at 58
saw the girl sitting at 93
saw the girl sitting in 63
saw the girl sitting on 153
saw the girl staring at 60
saw the gold heaped up 45
saw the good sense in 48
saw the good sense of 189
saw the gray light of 70
saw the great beauty of 159
saw the great change in 76
saw the great cloud of 145
saw the great crowd of 55
saw the great danger of 112
saw the great danger to 116
saw the great force of 40
saw the great george iv 50
saw the great herds of 68
saw the great house of 48
saw the great merit of 44
saw the great plain of 52
saw the great power of 98
saw the great power the 137
saw the great store of 43
saw the great tower of 113
saw the great towns of 54
saw the great value of 186
saw the great works of 45
saw the grim faces of 75
saw the grim smile the 133
saw the hand holding the 85
saw the hand writing on 64
saw the hanging front of 67
saw the hard lines of 41
saw the high level of 51
saw the high point in 45
saw the high point of 357
saw the high walls of 81
saw the hole where the 154
saw the huge crowd of 40
saw the huge piece of 49
saw the huge shape of 63
saw the land round the 52
saw the land saved he 89
saw the land which he 43
saw the last fight of 60
saw the last flash of 40
saw the last hours of 52
saw the last issue of 73
saw the last light of 44
saw the last meeting of 57
saw the last phase of 71
saw the last stage of 73
saw the last stand of 119
saw the last trace of 52
saw the least danger of 61
saw the least trace of 54
saw the line begin to 43
saw the lord jesus in 118
saw the lord seated on 748
saw the lord sitting in 50
saw the lord sitting on 1831
saw the love light in 41
saw the love shining in 93
saw the main cause of 154
saw the main danger to 66
saw the main issue as 110
saw the main thrust of 68
saw the many faces of 54
saw the mist stealing in 57
saw the moon shining in 148
saw the moon shining on 181
saw the moon walking in 81
saw the more reason to 60
saw the most amazing thing 190
saw the news about the 103
saw the next stage of 41
saw the note taped to 66
saw the open doors of 53
saw the open pages of 44
saw the other evening at 63
saw the other night at 83
saw the other night in 46
saw the pain which he 72
