sea arose 53 sea found 189
sing night 494 so shall 41
so works 562 so night 46
so moved 55 so taken 54
so place 42 so count 42
so which 65 so about 48
so people 64 so women 54
so which 116 so faces 49
so getting 44 so based 58
so built 52 so spent 82
so could 61 so happy 43
so which 46 so saved 64
so thrown 64 so where 55
so found 226 so given 101
so noted 54 so shown 81
so since 171 so taken 100
so tried 93 so about 105
so about 158 so today 57
so every 81 so about 79
so asked 316 so begun 61
so found 286 so given 145
so known 64 so lived 104
so moved 103 so never 92
so shown 72 so taken 241
so tried 325 so today 141
so about 148 so about 175
so close 42 so under 60
so about 123 so about 528
so about 61 so after 77
so aware 48 so calling 69
so drawn 48 so getting 145
so hungry 58 so looking 131
so milling 45 so praying 59
so running 62 so still 174
so taken 68 so talking 127
so thinking 68 so waiting 114
so walking 43 so willing 332
so working 99 so would 40
so fired 91 so night 84
so people 50 so lives 72
so willing 42 so about 45
so close 45 so money 102
so people 531 so lives 161
so shape 46 so souls 42
so people 156 so makes 53
so might 101 so others 302
so people 355 so really 55
so would 79 so people 42
so father 183 so looks 100
so mother 161 so people 42
so could 40 so lived 84
so usual 92 so place 53
so hearts 109 so spent 76
so about 137 so spent 183
so about 41 so caesar 84
so selling 51 so never 40
so about 198 so taken 42
so taken 129 so others 93
so people 80 so lived 84
so needs 46 so others 52
so either 155 so liked 43
so fingers 63 so rains 45
so night 287 so defeat 77
so father 51 so first 164
so meeting 59 so mother 85
so wedding 146 so father 130
so mother 75 so wedding 56
so close 109 so level 102
so saved 41 so again 52
so sense 43 so knots 44
so about 87 so would 67
