sac around the heart and 50
sad enough to find him 57
sad enough to make one 209
sad enough to think that 115
sad indeed to think that 302
sad plight of those who 47
sang across the land and 84
sap begins to flow and 77
sap begins to rise and 40
sat across the desk and 74
sat across the room and 165
sat across the room with 121
sat around the fire and 1653
sat around the fire eating 312
sat around the fire for 192
sat around the fire pit 54
sat around the fire singing 51
sat around the fire that 377
sat around the fire with 322
sat around the piano and 42
sat around the pool and 57
sat around the radio and 56
sat around the room and 70
sat around the room with 52
sat around the tree and 133
sat before the blue and 79
sat before the fire and 866
sat before the fire for 107
sat before the fire that 202
sat before the fire with 529
sat before the hearth and 45
sat before the hearth with 107
sat before the lord and 102
sat behind my desk and 198
sat behind the desk and 939
sat behind the desk with 195
sat beside the fire and 436
sat beside the fire with 183
sat beside the girl and 44
sat beside the pool and 50
sat beside the road and 74
sat beside the sick man 86
sat beside the young man 51
sat inside the tent and 46
sat through the next act 46
sat through the trial and 82
sat through the trial with 47
sat through the young man 64
sat watching the fire and 48
saw across the only way 69
saw africa or knew its 93
saw almost at once that 581
saw around me nothing but 419
saw before he died was 41
saw before me nothing but 81
saw before my eyes was 63
saw clearly at last that 54
saw clearly the fact that 119
saw clearly the hour was 81
saw clearly the need for 604
saw clearly the turn that 72
saw clearly we were all 56
saw enough of hating each 70
saw enough to give him 50
saw enough to know that 1594
saw enough to make her 104
saw enough to make him 233
saw enough to make them 142
saw enough to show that 58
saw fields of wheat and 51
saw groups of young men 48
saw instead the fair myth 40
saw itself as more than 70
saw little of what was 136
saw little to gain and 52
saw little to hope for 61
saw neither the bank nor 136
saw neither the girl nor 66
saw plenty of room for 44
saw should be used for 140
saw someone he knew and 117
saw someone in need and 42
saw something of their own 40
saw something of what had 105
saw something of what was 134
saw something the other day 239
saw something to give him 58
saw through the door that 91
saw through the game and 575
saw through the joke and 43
saw through the lies and 90
saw through the plan and 97
saw through the plot and 171
saw through the ploy and 59
saw through the ruse and 461
saw through the sham and 48
say almost as much for 70
say almost the same things 126
say before the holy one 266
say beyond the fact that 341
say enough to make you 42
say enough to show that 342
say except to tell you 43
say except to thank you 91
say instead of what they 47
say little or nothing and 49
say little or nothing new 81
say little or nothing that 92
say seemed to have any 69
say should be done and 129
say should be done with 93
say something in their own 123
say something in your own 103
say something is wrong with 115
say something of their own 43
say something of these two 40
say something of those who 64
say something of what has 55
say something of what they 57
say something of what was 86
say something of what you 43
say something of your own 88
say something the other day 106
say something to calm her 70
say something to calm him 62
say something to give her 43
say something to help her 116
say something to help him 115
say something to help you 47
say something to hurt her 75
say something to hurt him 54
say something to hurt you 104
say something to keep her 64
say something to keep him 55
say something to make her 572
say something to make him 382
say something to make his 50
say something to make them 159
say something to make things 75
say something to make this 75
say something to make you 398
say something to show how 48
say something to show that 340
say something to some one 92
say something to stop her 122
say something to stop him 93
say something to stop this 40
say something to those who 177
say whether he were not 44
say whether the bill was 60
say whether the body was 49
say whether the fact that 189
say whether the hull was 48
say whether the just man 125
say whether the pass was 50
say whether the play was 54
say whether the pole had 50
say whether the time has 73
say whether the time was 58
say whether the tire had 51
say whether the wife was 49
say whether the work was 51
say whether the young man 57
say whether we have not 105
say whether we think this 330
say without the least fear 50
seal around the mouth and 105
seal around the nose and 52
seat across the room and 57
seat before the fire and 63
seat behind the desk and 455
seat beside the fire and 71
seat beside the girl who 50
seat beside the young man 45
seat myself to drop you 87
seat should be such that 98
see across the room and 54
see across the room for 102
see almost at once that 180
see anyone on your way 84
see around me here things 128
see around us nothing but 67
see before me many who 41
see before me nothing but 85
see beyond the fact that 438
see beyond the here and 112
see beyond the next day 44
see beyond the next meal 57
see beyond the pain and 41
see clearly in their own 61
see clearly in what way 261
see clearly the fact that 103
see clearly the need for 237
see clearly the role that 45
see clearly to cast out 2446
see clearly to pull out 545
see clearly to take out 227
see clouds of dust and 44
see enough of what was 63
see enough to give them 44
see enough to keep his 56
see enough to know that 1330
see enough to make him 77
see enough to make his 81
see enough to make out 102
see enough to make you 58
see enough to teach him 156
see enough to tell that 172
see fields of corn and 51
see fields of wheat and 68
see groups of boys and 43
see groups of young men 64
see happen to other men 44
see inside the body and 68
see little of what was 388
see little or nothing that 41
see little to gain and 44
see little to hope for 42
see myself as having any 63
see myself as more than 62
see myself the same way 40
see neither the ocean nor 58
see neither the roof nor 44
see openings to truth and 54
see plenty of room for 72
see shades of gray and 40
see someone in need and 66
see something of life and 68
see something of their own 197
see something of what goes 43
see something of what has 62
see something of what his 92
see something of what lay 53
see something of what she 112
see something of what that 140
see something of what they 209
see something of what this 87
see something of what was 532
see something of what you 94
see something of your own 63
see something to make you 80
see something we have not 56
see strata of clay and 45
see through it from end 74
see through it when you 52
see through my eyes and 61
see through the cloth that 103
see through the dark and 84
see through the door and 69
see through the door that 200
see through the dusk that 140
see through the dust and 102
see through the eyes and 113
see through the fact that 58
see through the game and 143
see through the game that 49
see through the haze and 53
see through the haze that 40
see through the lens and 48
see through the lies and 131
see through the mask and 50
see through the mist and 145
see through the mist that 198
see through the rain and 101
see through the ruse and 116
see through the sham and 87
see through the soul nor 58
see through the tears that 266
see through the thick fog 69
see through the veil and 42
see through the veil that 140
see through the wall and 119
see through the wrong end 68
see unless to find that 49
see visions of peace for 115
see whether at least one 80
see whether he have not 66
see whether he have put 86
see whether he knew him 50
see whether he were not 71
see whether he will not 770
see whether in fact they 115
see whether it bears any 116
see whether it fits with 48
see whether it held out 47
see whether it made any 86
see whether it were not 119
see whether it will bear 303
see whether it will fit 148
see whether it will not 721
see whether it will run 60
see whether my eyes can 45
see whether the baby was 62
see whether the blow had 122
see whether the boat that 55
see whether the boat was 56
see whether the body was 49
see whether the cart was 67
see whether the data are 170
see whether the data can 55
see whether the door was 133
see whether the eagle was 87
see whether the fact that 97
see whether the file has 43
see whether the fire and 66
see whether the fire was 67
see whether the girl was 48
see whether the land was 68
see whether the name and 65
see whether the other two 151
see whether the rain had 131
see whether the road was 66
see whether the ship was 48
see whether the time for 49
see whether the time had 40
see whether the time has 42
see whether the user has 437
see whether the vine has 236
see whether the vine hath 106
see whether the wind was 45
see whether the work has 114
see whether the work was 91
see whether the young man 142
see whether we have any 631
see whether we have got 50
see whether we have not 339
see whether we turn out 77
see whether we were all 128
see whether we were being 71
see whether we were going 48
see whether we were not 45
see whether we will not 44
see whither it will lead 137
see whither the mass are 47
set amount of time and 435
set amount of time each 130
set amount of time for 556
set amount of time has 154
set amount of time that 164
set before me life and 42
set before the eyes and 107
set before the mind for 92
set before the young man 52
set before the young men 102
set before us good and 40
set before us life and 553
set before us what she 49
set beside the fact that 149
set bounds to their own 177
set busily to work with 165
set houses on fire and 111
set houses on fire for 59
set itself at odds with 53
set itself the task not 69
set itself to work for 40
set itself to work out 63
set itself to work with 44
set limits of less than 166
set limits on their own 355
set limits on what can 859
set limits on what may 130
set limits on what she 67
set limits on what they 500
set limits on what was 120
set limits on what you 407
set limits to their own 347
set limits to what any 50
set limits to what can 947
set limits to what may 255
set limits to what they 107
set limits to what was 155
set myself at last with 50
set myself no goal but 71
set myself on fire and 70
set myself to fill her 42
set myself to find out 391
set myself to form all 84
set myself to look for 70
set myself to obey and 56
set myself to seek out 53
set myself to work and 42
set myself to work out 90
set myself to work with 252
set number of days and 118
set number of days each 125
set number of days for 158
set number of days per 203
set number of years and 261
set number of years for 93
set periods of time and 57
set prices in line with 53
set prices so high that 107
set serious to learn and 543
set should be such that 59
set should be used for 600
set should be used with 65
set spinning to give him 70
set toward the rising sun 42
set without the need for 125
sex organs of boys and 57
sex should be dealt with 53
sex should be left out 145
sex should be used for 47
she accept the fact that 381
she admits to having had 77
she afraid of what she 40
she agreed to come and 153
she agreed to come for 79
she agreed to come out 164
she agreed to come with 176
she agreed to date him 40
she agreed to dine with 50
she agreed to give her 89
she agreed to give him 327
she agreed to give them 102
she agreed to give way 79
she agreed to have her 163
she agreed to have him 77
she agreed to have sex 206
she agreed to help him 297
she agreed to help out 47
she agreed to help them 59
she agreed to help with 53
she agreed to join her 45
she agreed to join him 168
she agreed to join them 80
she agreed to keep her 79
she agreed to leave her 159
she agreed to leave him 44
she agreed to leave with 40
she agreed to live with 245
she agreed to make her 51
she agreed to make this 42
she agreed to meet her 49
she agreed to meet him 1104
she agreed to meet them 54
she agreed to meet with 408
she agreed to meet you 41
she agreed to part with 50
she agreed to pose for 129
