sac is in contact with 176
sad as he watched her 56
sad thing to outlive our 43
sad thing to reflect that 226
sang as he watched and 318
sang in the streets and 148
sang in the streets for 108
sat at my bedside and 100
sat at the airport for 43
sat at the bedside and 185
sat at the bedside for 59
sat at the console and 115
sat at the counter and 1533
sat at the counter eating 163
sat at the counter for 78
sat at the counter with 257
sat at the extreme end 277
sat at the farthest end 93
sat at the kitchen bar 86
sat at the machine and 65
sat at the northern end 59
sat at the southern end 47
sat at the western end 48
sat at the windows and 84
sat by in silence with 55
sat by my bedside and 195
sat by my bedside for 63
sat by the bedside and 350
sat by the bedside for 100
sat by the bedside with 52
sat by the chimney lug 153
sat by the wayside and 123
sat by the windows and 41
sat in my bedroom and 128
sat in my kitchen and 93
sat in on classes and 188
sat in the airport and 45
sat in the airport for 42
sat in the backseat and 349
sat in the backseat with 617
sat in the balcony and 363
sat in the balcony with 136
sat in the bathroom and 157
sat in the bathroom for 63
sat in the bathroom with 92
sat in the bedroom and 99
sat in the bedroom with 118
sat in the cabinet and 133
sat in the cabinet with 106
sat in the carriage and 354
sat in the carriage for 42
sat in the carriage with 290
sat in the central seat 62
sat in the chamber and 43
sat in the chamber for 48
sat in the cockpit and 503
sat in the cockpit for 125
sat in the cockpit with 259
sat in the commons and 131
sat in the commons for 318
sat in the copilot seat 81
sat in the corners and 49
sat in the council and 91
sat in the council for 88
sat in the council saw 81
sat in the doorway and 522
sat in the doorway that 41
sat in the doorway with 196
sat in the drivers seat 207
sat in the forward seat 41
sat in the gallery and 594
sat in the gallery for 44
sat in the gallery that 189
sat in the gallery with 266
sat in the gateway and 156
sat in the hallway and 121
sat in the hallway for 44
sat in the hallway with 52
sat in the hammock and 60
sat in the hammock with 76
sat in the highest seat 68
sat in the imperial box 118
sat in the imperial war 50
sat in the kitchen all 183
sat in the kitchen and 3003
sat in the kitchen eating 360
sat in the kitchen for 518
sat in the kitchen near 43
sat in the kitchen one 63
sat in the kitchen that 100
sat in the kitchen with 2051
sat in the library all 88
sat in the library and 570
sat in the library for 143
sat in the library that 44
sat in the library with 302
sat in the orchard and 93
sat in the pavilion and 54
sat in the pleasant bay 46
sat in the private box 91
sat in the railway car 42
sat in the shadows and 266
sat in the shadows with 77
sat in the shallow end 51
sat in the shelter and 50
sat in the shotgun seat 65
sat in the shrouds one 57
sat in the silence and 101
sat in the silence for 78
sat in the silence that 116
sat in the streets and 51
sat in the taverns and 42
sat in the taverns singing 70
sat in the vehicle and 42
sat in the veranda and 47
sat in the village and 47
sat in the windows and 94
sat in the witness box 451
sat on in silence for 143
sat on my balcony and 55
sat on my stomach and 47
sat on the balcony and 670
sat on the balcony for 110
sat on the balcony with 255
sat on the bedside and 264
sat on the benches and 541
sat on the benches that 224
sat on the benches with 173
sat on the blanket and 279
sat on the blanket with 131
sat on the boulder and 82
sat on the braided rug 63
sat on the bulwark and 42
sat on the carriage seat 44
sat on the commode and 112
sat on the couches and 53
sat on the council and 166
sat on the council for 120
sat on the council that 82
sat on the counter and 379
sat on the counter for 41
sat on the counter near 57
sat on the counter top 94
sat on the counter with 85
sat on the cushions and 46
sat on the dresser and 94
sat on the dresser top 87
sat on the extreme end 50
sat on the following day 43
sat on the forward seat 45
sat on the gallery and 64
sat on the gunwale and 92
sat on the loveseat and 72
sat on the ottoman and 83
sat on the outside and 43
sat on the parapet and 173
sat on the porches and 53
sat on the radiator and 61
sat on the rostrum with 51
sat on the rumpled bed 94
sat on the seashore and 46
sat on the shelves for 61
sat on the terrace and 769
sat on the terrace for 139
sat on the terrace that 88
sat on the terrace with 347
sat on the veranda and 990
sat on the veranda for 113
sat on the veranda that 131
sat on the veranda with 427
sat to the painter for 93
sat up so quickly that 438
sat up to receive him 59
saw as he entered was 50
saw as the corrupt and 53
saw as the strengths and 56
saw at the beginning that 281
saw at the extreme end 88
saw by the lighted dial 243
saw by the playful eye 40
saw by the quivering eye 43
saw in an alliance with 462
saw in an instant all 80
saw in an instant how 92
saw in an instant that 2756
saw in the alliance with 106
saw in the bazaars that 52
saw in the beginning that 147
saw in the country had 77
saw in the country was 78
saw in the example that 156
saw in the example with 52
saw in the gallery was 143
saw in the northern sky 45
saw in the picture and 54
saw in the picture that 40
saw in the picture was 65
saw in the preceding two 83
saw in the previous two 782
saw in the schools that 126
saw in the spanish war 51
saw in the streets and 628
saw in the streets was 92
saw in the village and 52
saw in the village was 91
saw it as natural that 57
saw it he laughed and 41
saw it in company with 77
saw it so plainly that 382
saw it the following day 50
saw me he dropped his 46
saw me he frowned and 66
saw me he stopped and 140
saw me he stopped his 41
saw of the country and 136
saw of the country was 51
saw on the following day 139
saw on the horizon was 107
saw on the instant that 183
saw on the outside was 61
saw on the previous day 54
saw on the streets and 249
saw on the streets was 90
saw on the surface was 82
saw the sea covered with 174
saw to it himself that 253
saw to my delight that 235
saw to my disgust that 56
say as the prophet did 45
say as to beaumont and 48
say at the beginning and 101
say at the beginning that 1617
say at the funeral that 219
say at the present day 286
say in an offhand way 80
say in my defense that 559
say in my present fix 59
say in my village that 51
say in the article that 98
say in the beginning that 887
say in the clearest and 44
say in the conduct and 49
say in the content and 137
say in the control and 200
say in the decision and 149
say in the effusion that 66
say in the matters that 95
say in the meantime that 138
say in the passage that 125
say in the preface that 273
say in the present day 253
say in the present one 92
say in the process and 158
say in the village that 579
say in the witness box 170
say is an abusive and 49
say is the element and 129
say is the greatest and 57
say it in language that 114
say it is assumed that 81
say it is because his 48
say it is because she 154
say it is because they 823
say it is because you 278
say it is certain that 295
say it is covered with 53
say it is evident that 248
say it is natural for 155
say it is natural that 51
say it is useless for 72
say it of harriet that 91
say it to anybody but 174
say it to flatter you 202
say no to alcohol and 116
say no to certain things 59
say no to everything and 47
say no to everything that 151
say no to friends and 44
say no to friends who 58
say of the chicken that 49
say of the fanatic who 42
say of the justice and 42
say of the marriage that 43
say of the subject that 87
say of the visible things 51
say on the following day 69
say on the grounds that 137
say on the occasion was 65
say on the question that 42
say on the subject and 1433
say on the subject but 287
say on the subject can 68
say on the subject for 113
say on the subject has 89
say on the subject may 76
say on the subject now 87
say on the subject than 543
say on the subject that 744
say on the subject was 991
say on the subject with 223
say or do against him 52
say or do against you 45
say or do certain things 212
say or do hurtful things 75
say or to believe that 209
say or to suggest that 61
say so to anybody but 49
say to an officer who 49
say to my brothers and 73
say to my friends and 84
say to my friends that 503
say to my friends who 103
say to my husband and 43
say to my husband that 252
say to the athenians that 75
say to the captain that 103
say to the colonel that 44
say to the colored men 51
say to the commons that 100
say to the congress that 42
say to the country and 60
say to the country that 296
say to the emperor that 324
say to the friends who 68
say to the general that 168
say to the germans that 77
say to the manager that 46
say to the millions who 65
say to the painter that 390
say to the parents and 54
say to the parents that 126
say to the patient and 71
say to the patient that 647
say to the patient who 133
say to the present day 48
say to the puddles that 95
say to the russians that 40
say to the senator that 1095
say to the sergeant was 48
say to the servant who 42
say to the sheriff that 115
say to the society for 140
say to the student that 137
say to the student who 121
say to the unfeeling and 50
say to the workers and 231
say to the workers that 146
seal of an usurper was 67
seal of the college and 58
seal of the compact was 40
seal of the company and 765
seal of the company being 67
seal of the company for 64
seal of the company that 55
seal of the company this 68
seal of the company was 254
seal of the company with 62
seal of the council and 137
seal of the eternal and 40
seal of the officer who 49
seal of the society and 146
seal of the society for 82
seal to be affixed and 232
seam of the trouser leg 42
seas at the present day 111
seas by the british and 57
seas of the northern and 60
seas of the pacific and 81
seas of the pirates and 40
seas of the pirates who 55
seas of the present age 61
seas of the present day 304
seas of the tropics and 84
seas to the complex and 41
seat as if crouching for 49
seat at the counter and 319
seat at the extreme end 95
seat at the farthest end 63
seat by the bedside and 43
seat in the balcony and 116
seat in the cabinet and 1277
seat in the cabinet but 100
seat in the cabinet for 360
seat in the cabinet had 96
seat in the cabinet that 98
seat in the cabinet was 563
seat in the cabinet with 255
seat in the carriage and 330
seat in the carriage for 47
seat in the carriage that 138
seat in the carriage was 65
seat in the carriage with 298
seat in the chamber and 183
seat in the chamber for 44
seat in the chamber was 61
seat in the coaches and 46
seat in the cockpit and 103
seat in the commons and 256
seat in the commons for 167
seat in the commons was 218
seat in the congress and 44
seat in the council and 487
seat in the council but 63
seat in the council for 185
seat in the council had 50
seat in the council was 181
seat in the council with 43
seat in the country and 49
seat in the country that 94
seat in the crowded car 55
seat in the election and 59
seat in the farthest row 40
seat in the following year 194
seat in the forward car 57
seat in the gallery and 297
seat in the gallery for 112
seat in the gallery was 92
seat in the imperial box 54
seat in the kitchen and 93
seat in the knesset and 75
seat in the library and 83
seat in the pacific war 49
seat in the pullman car 87
seat in the railway car 68
seat in the vehicle and 149
seat in the witness box 332
seat of an ancient and 282
seat of the abscess and 57
seat of the ancient and 400
seat of the ancient kings 135
seat of the bohemian kings 83
seat of the carriage and 273
seat of the carriage sat 65
seat of the carriage was 101
seat of the carriage with 146
seat of the command car 46
seat of the council and 48
seat of the council for 41
seat of the cruiser and 69
seat of the desires and 70
seat of the dynasty and 43
seat of the earliest and 44
seat of the emotions and 614
seat of the emotions was 53
seat of the emperor and 82
seat of the getaway car 64
seat of the greatest and 63
seat of the highest and 55
seat of the history was 49
seat of the hungarian kings 99
seat of the largest and 61
seat of the lincoln and 46
seat of the lombard kings 50
seat of the machine and 48
seat of the munster kings 47
seat of the passions and 256
seat of the porsche and 46
seat of the present earl 84
seat of the prophet and 60
seat of the supreme being 42
seat of the thoughts and 55
seat of the tractor and 62
seat of the trouble and 299
seat of the trouble lay 68
seat of the trouble may 63
seat of the trouble was 323
seat of the vehicle and 158
seat of the viceroy and 42
seat on an alabama bus 55
seat on an ottoman near 44
seat on the balcony and 58
seat on the council and 638
seat on the council for 164
seat on the council was 254
seat on the crowded bus 52
seat on the exchange and 178
seat on the following day 44
seat on the grounds that 502
seat on the veranda and 72
seat to be brought for 44
sec at the surface and 109
see as the problem and 55
see as the problem with 63
see as the strengths and 560
see as we advance that 44
see as we proceed how 160
see as we proceed that 1228
see as we proceed with 184
see at the bedside but 58
see at the beginning and 70
see at the present day 2644
see by my address that 79
see by my example that 225
see by my journal that 59
see by the address that 181
see by the foregoing that 131
see by the gazette that 54
see by the journal that 123
see by the picture that 159
see by the records that 41
see by the results that 45
see by the ripples that 43
see if he betrays any 44
see if he noticed her 44
see if it accords with 110
see if it matches any 149
see if it matches one 181
see if it matches with 74
see if it offered any 164
see if it reminds you 70
see if it tallied with 42
see if it tallies with 120
see if it violates any 41
see if my brothers are 59
see if my friends are 44
