sea three 52 sea ever 145
so what 131 so rude 82
so have 64 so made 63
so been 273 so been 114
so ties 146 so been 104
so been 97 so their 62
so been 72 so been 71
so free 45 so made 142
so having 43 so their 42
so been 236 so have 45
so their 82 so these 167
so their 65 so more 44
so those 41 so anger 66
so these 43 so their 88
so there 167 so vice 57
so faith 90 so hope 119
so such 248 so been 194
so been 52 so felt 48
so been 46 so those 70
so loss 43 so pain 62
so been 47 so been 135
so what 54 so army 90
so there 42 so worn 57
so food 47 so want 86
so faith 48 so years 70
so been 41 so such 83
so been 42 so been 92
so such 47 so anger 66
so good 81 so their 79
so been 181 so been 656
so even 269 so some 55
so been 74 so been 91
so been 278 so there 800
so there 70 so when 41
so these 41 so been 44
so been 48 so other 41
so their 67 so been 67
so cave 66 so been 98
so sloth 182 so other 44
so good 46 so care 97
so been 59 so care 142
so love 197 so true 43
so life 74 so miss 48
so some 42 so such 57
so their 898 so these 355
so those 160 so what 418
so will 59 so your 450
so their 63 so duty 42
so there 101 so even 160
so there 49 so their 45
so even 83 so many 105
so there 88 so when 40
so other 88 so other 68
so even 88 so many 42
so only 45 so there 317
