sea again and swinging his 59
sea banks and waft her 85
sea beneath them sink and 50
sea burst its dams and 48
sea foaming out their own 185
sea level and less than 47
sea level and more than 190
sea level and there are 74
sea level and there was 45
sea level was more than 555
sea trade with india and 113
sea water for more than 152
sea water was used for 52
sea which had been won 55
sea which had cost them 41
sea which now bears his 102
so about two years ago 46
so acute that there was 195
so acute that those who 53
so after that rate for 323
so badly off were they 90
so badly run down that 121
so badly that even his 57
so badly that there are 50
so badly that there was 583
so badly that when she 52
so badly that when they 89
so badly they will not 65
so badly you will not 69
so beset his life with 84
so biased his mind but 211
so black and blue that 71
so black and dark that 89
so black and heavy that 139
so black and high that 70
so black and thick that 184
so black that there was 70
so black with dust and 40
so blind with love that 40
so blind with rage that 132
so bored with life that 196
so bored with your not 45
so bored with your own 42
so bowed with evil things 131
so brave and bold his 56
so brave and daring that 111
so brave and true and 65
so brave and young and 52
so breathing and deep was 149
so brief and mild that 41
so brief that there was 82
so broad and clear that 48
so broad and deep and 102
so broad and deep that 2127
so broad and firm that 107
so broad and flat that 352
so broad and high and 53
so broad and high that 200
so broad and open that 116
so broad and thick that 67
so broad that there are 116
so broad that there was 111
so bulky and heavy that 210
so caked with dirt that 119
so caked with dust that 47
so change his port and 95
so check with your tax 198
so chill and earthy was 97
so close and clear that 54
so close and fine that 105
so close and firm that 168
so close and heavy that 97
so close and loud that 41
so close and thick that 137
so close and true that 45
so close and warm that 124
so close she felt his 257
so close she felt she 151
so close that more than 136
so close that nothing can 81
so close that only one 235
so close that their red 46
so close that their wings 83
so close that there are 137
so close that there can 246
so close that there was 1423
so close that these two 43
so close that those who 123
so close that when one 230
so close that when she 130
so close that when they 111
so close that when you 48
so close this time that 241
so close you feel you 79
so close you felt you 56
so could not deny any 42
so could not give him 42
so could not give his 41
so could not give you 50
so could not have any 46
so could not have had 123
so could not help but 73
so could not know that 98
so could not make use 46
so cover him over with 41
so crisp and clear that 112
so cross and ugly that 52
so cross her legs and 42
so dense and dark that 338
so dense and firm that 103
so dense and hard that 176
so dense and heavy that 339
so dense and high that 258
so dense and tall that 81
so dense and thick that 325
so dense that heads and 58
so dense that nothing can 101
so dense that there are 87
so dense that there was 311
so dense with salt that 54
so dirty and torn that 48
so dreary with toil and 59
so drunk that there was 86
so drunk they will not 42
so easily and well that 80
so easily are very apt 138
so easily get away with 41
so easily run away with 90
so easily that there was 136
so empty that there was 70
so enjoy this book and 109
so every day more and 151
so every man kept his 52
so every sun tide was 41
so faded and gone off 65
so faded and worn that 60
so faint and sick that 43
so faint and weary that 104
so fixed that when they 40
so float they must and 47
so flush with cash that 113
so forcing them upon all 73
so frank and open that 69
so frank and open with 137
so fresh and clean and 193
so fresh and clean that 253
so fresh and clear and 48
so fresh and clear that 125
so fresh and cool and 94
so fresh and dewy that 120
so fresh and fair and 67
so fresh and free and 44
so fresh and pure and 64
so fresh and pure that 152
so fresh and young and 128
so fresh that there was 54
so fully set forth and 41
so fully that there was 91
so grand and deep and 43
so grave that there was 77
so green and rich and 41
so green with moss that 61
so happy and free and 47
so happy for ages and 63
so happy she felt she 40
so happy that there was 126
so happy with their new 68
so happy with what they 53
so happy you will not 81
so hated had left his 85
so hated his life and 85
so hungry for love and 98
so hungry for love that 222
so hungry this time that 43
so laden his ship with 46
so laden with dust that 101
so laden with gold and 62
so laden with meaning that 101
so laden with snow that 107
so laden with wool that 80
so large and bold that 112
so large and clear and 47
so large and clear that 95
so large and cold and 170
so large and dark and 77
so large and dark that 75
so large and deep that 802
so large and fine that 80
so large and firm that 156
so large and free that 40
so large and full that 62
so large and hard that 239
so large and heavy and 44
so large and heavy that 4134
so large and high that 134
so large and open that 121
so large and rich and 46
so large and rich that 108
so large and soft that 40
so large and tall that 230
so large and there are 101
so large and thick that 465
so large and wide that 169
so large that even its 51
so large that even our 53
so large that even this 80
so large that even with 219
so large that four men 111
so large that many had 71
so large that more than 361
so large that none but 42
so large that nothing can 59
so large that only one 751
so large that only two 109
so large that there are 687
so large that there can 183
so large that there has 71
so large that there may 130
so large that there was 1733
so large that those who 122
so large that three men 146
so large that very few 141
so large that when one 46
so large that when she 71
so large that when they 193
so large that when you 42
so light and airy and 62
so light and airy that 367
so light and clear and 42
so light and clear that 50
so light and fine that 131
