sad that 45 sad his 44
sang and 97 sat she 47
sat they 47 sat and 69
saw his 55 saw his 157
saw out 40 saw for 45
say with 61 say are 80
say are 43 say not 59
say has 93 say that 238
say are 43 say are 85
say can 56 say are 90
say can 40 say not 191
seal with 41 seam they 43
see with 106 see not 41
see and 123 see for 131
see why 41 see for 93
see why 116 see for 44
see for 93 see why 63
see you 48 see how 122
see you 57 see and 75
see and 42 see this 87
see are 51 see are 73
see are 63 see and 46
see are 53 see are 98
see was 47 see are 45
see who 137 see her 45
see going 42 see and 88
see for 49 see then 67
see then 90 set that 76
set for 63 set for 113
set that 85 she sit 189
she her 43 she and 121
she her 74 she him 43
she him 47 she with 43
she she 51 she her 105
she her 49 she her 294
she out 58 she with 42
she her 60 she and 70
she her 49 she she 254
she and 41 she with 47
she her 99 she him 257
she and 46 she her 65
she her 68 she him 61
she him 49 she with 71
she him 50 she him 40
she two 45 she her 45
she her 152 she she 41
she they 51 she had 40
she his 64 she her 55
she her 63 she and 74
she her 171 she she 101
she her 63 she him 47
she all 51 she her 52
she her 60 she she 82
she how 106 she she 114
she her 91 she her 49
she her 60 she him 58
she her 69 she him 48
she her 44 she using 40
she her 84 she for 92
she that 92 she for 60
she that 97 she old 63
she two 45 she ill 41
she her 60 she her 245
she she 117 she for 77
she for 62 she her 76
she him 61 she his 44
she that 154 she she 57
she her 47 she her 52
she not 75 she with 71
she all 95 she for 60
she with 73 she her 48
she for 135 she for 85
she for 60 she them 72
she for 45 she for 125
she and 131 she for 69
she that 42 she and 42
she and 53 she her 106
she and 115 she for 75
she her 197 she how 75
she and 76 she her 41
she old 1028 she she 57
she and 45 she her 58
she with 50 she old 303
she that 84 she than 87
she her 40 she her 98
she and 55 she than 59
she and 71 she her 78
she him 57 she his 64
she that 48 she old 296
she for 47 she for 68
she but 45 she she 40
she and 710 she she 65
she with 113 she her 54
she she 264 she that 97
she for 118 she going 77
she than 120 she and 94
she him 42 she that 99
she for 92 she her 48
she for 180 she and 40
she her 45 she that 49
she that 147 she her 56
she that 111 she than 43
she and 76 she than 123
she and 106 she than 171
she two 50 she and 191
she with 61 she that 697
she with 168 she ill 547
she with 193 she for 197
she but 57 she for 51
she and 80 she that 53
she her 104 sin not 41
sin not 42 singing how 43
sit his 49 sit that 54
six and 54 six old 81
sky are 82 son now 47
son this 82 son not 54
son him 158 son old 124
sum each 58 sun out 197
sun for 52 sun and 53
sun them 56 sun and 50
