sac may be dissected out 40
sat for an interview with 187
sat near the fireplace and 47
sat with the conductor and 48
sat with the indignant and 42
sat with the president and 52
saw all the duchesses and 43
saw all the obstacles and 44
saw all the oppression that 110
saw all the repulsive and 68
saw all the wonderful and 42
saw all the wonderful things 55
saw any thing approaching that 107
saw fit to embellish his 92
saw fit to interfere with 59
saw fit to intervene and 44
saw him on television and 101
saw how it gratified him 45
saw that an engagement was 48
saw that he prevailed not 957
saw that he suspected who 76
saw that it contained not 47
saw that it contained one 48
saw that it contained two 115
saw that my companions had 173
saw that the agreement was 44
saw that the ambulance was 44
saw that the americans had 121
saw that the apartment was 146
saw that the apparition was 41
saw that the attendant was 46
saw that the attraction was 55
saw that the christians had 45
saw that the commander was 56
saw that the courtyard was 127
saw that the detective had 40
saw that the detective was 41
saw that the discovery was 51
saw that the discussion was 131
saw that the elephants had 47
saw that the englishman was 138
saw that the expedition was 63
saw that the frenchman had 77
saw that the frenchman was 46
saw that the furniture was 99
saw that the gentleman was 159
saw that the handwriting was 85
saw that the hunchback had 49
saw that the impression was 89
saw that the inspector was 42
saw that the interview was 100
saw that the landscape had 63
saw that the landscape was 181
saw that the multitude was 49
saw that the newspaper was 54
saw that the opposition was 60
saw that the oppression and 75
saw that the policeman had 71
saw that the policeman was 216
saw that the political and 54
saw that the president had 98
saw that the president was 406
saw that the principle was 67
saw that the prisoners had 44
saw that the procession was 90
saw that the professor was 141
saw that the prospects for 41
saw that the resolution was 41
saw that the revolution had 94
saw that the revolution was 175
saw that the secretary was 70
saw that the signature was 51
saw that the spotlight was 104
saw that the staircase was 65
saw that the structure was 69
saw that the television was 59
saw that the villagers had 48
saw this in connection with 64
saw with the prophetic eye 73
saw you on television and 118
saw you on television this 59
say and do different things 86
say and do outrageous things 46
say how the knowledge had 50
say than my dedication did 41
say that an agreement has 45
say that an agreement was 48
say that an englishman can 79
say that an englishman has 55
say that an expression has 102
say that an inference may 52
say that he abandoned his 82
say that he associated with 41
say that he certainly did 91
say that he certainly was 59
say that he considers his 79
say that he considers that 133
say that he disagreed with 206
say that he disagrees with 90
say that he expressed his 60
say that he fulfilled his 77
say that he inherited his 61
say that he neglected his 63
say that he performed his 215
say that he preferred his 57
say that he regretted his 47
say that he regretted that 311
say that he remembers that 225
say that he suspected any 42
say that he suspected that 62
say that if aristotle had 40
say that in connection with 308
say that in principle they 51
say that in themselves they 72
say that is interesting and 55
say that it certainly can 53
say that it certainly does 53
say that it certainly has 44
say that it certainly was 83
say that it coincides with 77
say that it conflicts with 53
say that it indicates that 99
say that it justifies its 60
say that it possesses all 45
say that it resembles death 120
say that it resembles him 44
say that it surpasses any 76
say that my admiration for 130
say that my association with 76
say that my childhood was 150
say that my colleagues and 93
say that my prospects are 57
say that my remembering that 91
say that my statement was 44
say that my sympathies are 114
say that no arguments are 49
say that no conclusion has 47
say that no defendant can 55
say that no englishman out 60
say that no gentleman can 43
say that no reasonable man 64
say that the admiralty had 44
say that the agreement has 41
say that the agreement was 151
say that the agreement with 59
say that the algebraic sum 67
say that the amendment was 68
say that the americans and 84
say that the americans are 481
say that the americans did 64
say that the americans had 162
say that the appearance and 59
say that the appellant was 73
say that the arguments are 110
say that the arguments for 81
say that the arithmetic mean 101
say that the association has 44
say that the association was 49
say that the assumption that 375
say that the attitudes and 69
say that the barbarians are 43
say that the barbarians who 56
say that the character and 171
say that the character was 86
say that the christians are 145
say that the christians had 58
say that the collection and 51
say that the collection was 41
say that the commission did 62
say that the commission had 81
say that the commission has 273
say that the commission was 248
say that the committee did 41
say that the committee had 262
say that the committee has 199
say that the committee was 263
say that the community does 53
say that the community has 143
say that the community was 132
say that the complaint was 42
say that the concession was 49
say that the conclusion does 60
say that the conclusion has 50
say that the conclusion that 129
say that the conditions and 43
say that the conditions are 327
say that the conditions for 329
say that the conditions that 204
say that the connection was 44
say that the contention that 41
say that the contention was 74
say that the convention was 140
say that the countries that 40
say that the courageous are 141
say that the criticism was 104
say that the defendant can 262
say that the defendant did 169
say that the defendant had 196
say that the defendant has 314
say that the defendant may 74
say that the defendant was 478
say that the delegation was 43
say that the democrats are 111
say that the democrats had 42
say that the depression was 69
say that the directors are 72
say that the directors had 57
say that the discharge was 75
say that the disciples are 41
say that the disciples had 180
say that the discovery and 69
say that the discovery that 92
say that the discovery was 63
say that the discussion has 82
say that the discussion was 110
say that the documents are 53
say that the electrons are 125
say that the employees are 46
say that the encounter with 130
say that the englishman was 95
say that the equitable man 42
say that the excellent old 45
say that the executive has 46
say that the exhibition was 45
say that the existence and 126
say that the expedition was 138
say that the expression has 46
say that the expression was 44
say that the filipinos are 60
say that the foundation for 72
say that the franchise was 54
say that the frequency and 46
say that the frequency with 55
say that the fugitives did 72
say that the gentleman had 83
say that the gentleman has 66
say that the gentleman was 140
say that the gentleman who 224
say that the gentlemen are 56
say that the gentlemen who 119
say that the happiness and 64
say that the holocaust did 40
say that the holocaust was 150
say that the hypothesis has 124
say that the hypothesis may 47
say that the hypothesis that 272
say that the hypothesis was 64
say that the imperfect man 56
say that the important things 41
say that the impression that 151
say that the impression was 64
say that the influence has 42
say that the influence was 60
say that the initiative for 51
say that the intellect can 48
say that the intellect has 71
say that the intensity and 69
say that the interview had 60
say that the interview was 109
say that the invitation was 121
say that the knowledge and 70
say that the knowledge that 397
say that the landscape has 45
say that the landscape was 40
say that the ministers did 84
say that the ministers had 45
say that the molecules are 75
say that the motivation for 100
say that the mountains are 77
say that the movements are 45
say that the multitude may 47
say that the necessary and 63
say that the necessity for 332
say that the necessity has 44
say that the newspaper was 44
say that the objective and 123
say that the objective was 57
say that the operations are 48
say that the opposition has 118
say that the opposition was 100
say that the ordinance was 42
say that the paragraph has 47
say that the parliament has 43
say that the particles are 178
say that the passionate and 50
say that the pathfinder had 57
say that the pathfinder has 107
say that the perception that 40
say that the phenomena are 110
say that the plaintiff can 57
say that the plaintiff did 48
say that the plaintiff had 278
say that the plaintiff has 342
say that the plaintiff was 548
say that the plaintiff who 42
say that the political and 363
say that the population has 125
say that the population mean 303
say that the population was 149
say that the president and 370
say that the president can 167
say that the president did 107
say that the president does 59
say that the president had 845
say that the president has 675
say that the president may 49
say that the president was 874
say that the primitive man 130
say that the principal aim 57
say that the principle and 47
say that the principle has 82
say that the principle that 176
say that the principle was 230
say that the prisoners are 50
say that the procedure for 56
say that the procedure was 57
say that the processes are 86
say that the production and 71
say that the production was 82
say that the profession has 41
say that the prospects are 110
say that the prospects for 267
say that the provinces are 40
say that the provisions are 41
say that the qualities are 46
say that the qualities that 89
say that the railroads are 52
say that the reference was 46
say that the researcher has 45
say that the resolution was 147
say that the resources are 42
say that the revolution did 41
say that the revolution had 148
say that the revolution has 158
say that the revolution was 318
say that the sacrifice and 104
say that the sacrifice was 46
say that the scientist has 79
say that the sensations are 45
say that the sentences are 81
say that the signature was 40
say that the situations are 41
say that the slaughter was 47
say that the sovereign has 122
say that the spectator can 61
say that the spiritual and 41
say that the standards are 71
say that the statement had 42
say that the statement has 97
say that the statement that 944
say that the statement was 330
say that the structure and 137
say that the structure has 44
say that the structure was 77
say that the substance and 66
say that the substance has 83
say that the suggestion that 168
say that the suggestion was 63
say that the telephone has 43
say that the temptation was 46
say that the testimony was 51
say that the transition was 57
say that the universal and 43
say that the villagers are 42
say that the widespread use 50
say that we americans are 65
say that we christians are 43
say that we ourselves are 185
say that we recognize that 192
say that we renounced that 85
say that we sympathize with 101
say things to ourselves that 54
say things to themselves that 40
