sack in his right hand 71
safe as she would have 53
safe as they could make 48
safe as they would have 74
safe at all times from 43
safe in his hands from 44
safe in his hotel room 41
safe in his strong arms 79
safe in that house till 74
safe on his right foot 91
safe on this point herr 44
safe to let evils work 61
sage as one could wish 42
said an old woman when 41
said as she broke away 42
said as she broke down 87
said as she broke into 70
said as she burst into 167
said as she drove away 167
said as she gazed into 48
said as she headed back 179
said as she headed down 185
said as she headed into 51
said as she knelt down 353
said as she leaned back 383
said as she leaned down 235
said as she leaned into 76
said as she leaned over 1114
said as she moved away 248
said as she moved back 72
said as she moved from 57
said as she moved into 100
said as she moved over 159
said as she moved past 173
said as she paced back 45
said as she stood back 95
said as she stood next 51
said as she stood over 75
said as she stood there 244
said as she swept into 115
said as she swept past 102
said as she waved good 86
said as she wiped away 126
said as she wiped tears 40
said as she wrote down 53
said as they began their 111
said as they drove along 516
said as they drove away 589
said as they drove back 366
said as they drove down 315
said as they drove home 265
said as they drove into 141
said as they drove past 279
said as they headed back 308
said as they headed down 338
said as they headed into 53
said as they moved along 56
said as they moved away 113
said as they moved down 64
said as they moved into 109
said as they moved past 42
said as they piled into 40
said as they stood side 91
said as they stood there 150
said at any given time 91
said at one point during 309
said at one point when 107
said by this court upon 86
said he and others were 49
said he had asked dick 107
said he had asked what 83
said he had first heard 125
said he had first seen 71
said he had found among 45
said he had found nothing 103
said he had found other 56
said he had found some 182
said he had found what 47
said he had given away 98
said he had given some 41
said he had known many 118
said he had known nothing 185
said he had known only 46
said he had lived here 43
said he had lived there 279
said he had never been 4756
said he had never come 172
said he had never done 501
said he had never eaten 119
said he had never even 205
said he had never felt 546
said he had never gone 114
said he had never heard 5262
said he had never held 59
said he had never left 97
said he had never lost 108
said he had never made 238
said he had never meant 46
said he had never once 73
said he had never paid 44
said he had never said 105
said he had never seen 9744
said he had never told 188
said he had never used 137
said he had never worn 49
said he had often been 265
said he had often done 47
said he had often heard 612
said he had often seen 430
said he had often told 62
said he had rather have 124
said he had risen from 51
said he had slept well 84
said he had spent many 108
said he had spent more 54
said he had spent most 91
said he had spent much 67
said he had spent some 85
said he had spent three 55
said he had taken care 271
said he had taken cold 43
said he had taken down 141
said he had taken from 241
said he had taken great 94
said he had taken over 131
said he had taken part 156
said he had taken some 111
said he had thrown away 51
said he had tried hard 121
said he has never been 152
said he has never seen 132
said he too would like 42
said he was about ready 59
said he was calling from 501
said he was driving down 99
said he was driving home 43
said he was drunk when 104
said he was feeling fine 295
said he was feeling much 275
said he was feeling sick 67
said he was feeling very 123
said he was forty years 44
said he was getting along 305
said he was getting more 51
said he was getting ready 204
said he was getting sick 57
said he was getting some 54
said he was getting used 40
said he was gonna call 65
said he was gonna give 52
said he was gonna kill 255
said he was gonna make 101
said he was gonna take 112
said he was looking into 105
said he was never able 145
said he was never coming 112
said he was never more 350
said he was never seen 52
said he was never sure 43
said he was never told 89
said he was playing golf 43
said he was quite ready 429
said he was quite safe 42
said he was quite sure 772
said he was quite well 640
said he was rather throng 51
said he was really glad 62
said he was really good 59
said he was right glad 46
said he was right there 61
said he was running away 131
said he was running from 46
said he was running late 139
said he was sending over 111
said he was seven years 74
said he was sixty years 43
said he was sorry there 184
said he was sorry when 59
said he was speaking from 97
said he was speaking only 49
said he was staying here 45
said he was still having 61
said he was still living 48
said he was still there 70
said he was still trying 113
said he was still very 178
said he was taken into 52
said he was thrown into 44
said he was tired from 75
said he was turning over 41
said he was under great 54
said he was walking along 175
said he was walking down 131
said he was walking home 49
said he was working hard 214
said he was working late 300
said if jim would take 58
said if she could find 52
said if she could have 324
said if she could only 94
said if she would give 71
said if she would keep 40
said if they could have 290
said if they could only 62
said if they would give 69
said if they would take 56
said if you really want 79
said in any given case 46
said in her later years 62
said in her usual calm 58
said in her usual tone 107
said in his first book 162
said in his later days 52
said in his later years 325
said in his table talk 81
said in his usual calm 292
said in his usual cool 43
said in his usual self 40
said in his usual soft 64
said in his usual tone 286
said in his whole life 43
said in its favor from 44
said in our first talk 63
said is not quite true 49
said it had never been 801
said it had often been 53
said it had really been 42
said it has never been 57
said it was about five 217
said it was about four 144
said it was about half 122
said it was about three 216
said it was about time 2349
said it was amazing what 108
said it was closing time 41
said it was forty years 40
said it was getting dark 62
said it was getting into 94
said it was getting late 943
said it was getting slow 102
said it was nearly time 50
said it was quite clear 292
said it was quite good 77
said it was quite like 44
said it was quite safe 45
said it was quite time 100
said it was quite true 907
said it was quite wrong 65
said it was rather hard 88
said it was rather late 137
said it was rather like 120
said it was really good 124
said it was really great 45
said it was really hard 60
said it was really nice 67
said it was really time 114
said it was really true 63
said it was really very 161
said it was right along 43
said it was sarah when 90
said it was still early 131
said it was still there 52
said it was still very 46
said it was taken care 62
said it was taken from 136
said it was tough work 74
said my say about those 48
said no man shall have 47
said no one could come 60
said no one could ever 138
said no one could find 51
said no one could have 176
said no one could help 43
said no one could know 59
said no one could make 62
said no one could play 89
said no one could take 68
said no one could tell 144
said no one knows what 50
said no one would come 81
said no one would ever 379
said no one would have 67
said no one would know 128
said no one would take 69
said no one would think 44
said no one would want 74
said of his first book 41
said of his first wife 60
said of his first work 41
said of his noble mind 45
said of our chief mate 72
said of sir thomas more 83
said on both sides during 73
said on its front page 60
said on its title page 45
said on that night when 59
said on that point when 96
said on this point when 213
said on this point will 72
said on this topic here 46
said on this topic when 63
said or did anything else 97
said or did anything wrong 53
said or did could have 92
said or did could make 97
said or did would ever 44
said or did would have 85
said or did would make 89
said so far about what 56
said so far might seem 42
said so far would seem 41
said the day would come 273
said the job would take 42
said the man sitting next 457
said the man whose duty 60
said the man whose name 79
said the man would have 51
said the new words over 78
said the old folks were 54
said the old saxon lady 65
said the old woman from 54
said the old woman like 58
said the old woman when 190
said the sun never sets 63
said the things which were 104
said the two sides were 88
said the war would have 43
said the war would last 129
said to get under your 47
said to her after their 42
said to her father when 142
said to her mother when 276
said to her would have 51
