sea almost with any wind 82
sea around them are full 77
sea before they saw land 42
sea otters and fur seals 570
sea through all its tide 48
sea urchin egg has been 59
sea voyage for his health 155
sea whence they had come 48
sea without our being able 62
sing better than any other 134
sing masses for his soul 110
so absurd but that some 55
so absurd that they were 75
so absurd that you feel 47
so active that they have 68
so active that they will 71
so active was his mind 42
so afraid for his life 50
so afraid that one will 52
so afraid that she will 106
so afraid that they hold 95
so afraid that they were 102
so afraid that they will 265
so afraid that you were 102
so afraid that you will 290
so alarming that they were 49
so amiable that you have 43
so another day was lost 42
so another man can make 113
so anxious had she been 52
so anxious that his health 47
so anxious that they will 46
so ardent was his love 50
so averse are men from 76
so basely got off from 55
so before she had been 41
so before they had been 68
so better than any other 170
so beware how you plot 41
so bitter that they were 97
so bitter that they will 51
so bitter that thou hast 55
so boldly and with such 137
so bright and his home 48
so bright that his eyes 48
so bright that not even 40
so bright that they have 54
so bright that they hurt 56
so bright that they made 56
so bright that they make 44
so bright that they must 50
so bright that they seem 69
so bright that they were 120
so bright that you were 70
so broken that they were 63
so calmly and with such 176
so changed that they have 125
so changed that they must 50
so changed that they were 123
so changed that they will 103
so changed that you will 88
so charming was this poor 56
so chaste that she dare 93
so cheaply that they were 67
so choked with its rank 127
so chosen that they give 43
so chosen that they have 101
so chosen that they will 198
so clearly and with such 512
so clearly did not want 106
so clearly set off from 45
so clearly that god sees 186
so clearly that she felt 51
so clearly that she knew 40
so clearly that they have 113
so clearly that they seem 44
so clearly that they were 173
so clearly that they will 187
so clearly that you have 48
so clearly that you will 97
so clever that they have 66
so clever that they were 56
so clever that they will 40
so coarse was our last 59
so coldly that they left 70
so common and has been 51
so common and has such 100
so common that they cease 68
so common that they form 89
so common that they have 869
so common that they must 184
so common that they need 78
so common that they pass 60
so common that they seem 151
so common that they were 698
so common that they will 112
so common that you will 57
so common with his race 43
so coolly and with such 59
so costly that they have 56
so costly that they were 162
so costly that they will 40
so crucial that they must 46
so curious that they will 70
so damned easy for such 41
so dazzling that they were 47
so deeply and with such 221
so deeply did she feel 67
so deeply did she know 45
so deeply for each other 53
so deeply had she been 99
so deeply had they been 68
so deeply that her love 86
so deeply that his eyes 48
so deeply that his mind 44
so deeply that not even 169
so deeply that she felt 129
so deeply that she knew 48
so deeply that she will 41
so deeply that they have 234
so deeply that they seem 59
so deeply that they take 42
so deeply that they were 298
so deeply that they will 223
so deeply that you feel 67
so deeply that you have 42
so deeply that you will 115
so deeply with this third 51
so deftly and with such 104
so eagerly and with such 92
so eagerly are not worth 95
so eagerly that they were 60
so elated that they gave 103
so elated with his hope 71
so elated with this news 50
so engaged that she will 40
so engaged with each other 41
so england was not only 70
so ensure that you have 139
so exciting that you must 102
so exists that not even 43
so expert that they were 65
so fallen out that most 55
so famous for his great 65
so famous for his love 54
so famous for its rich 48
so famous for its wealth 44
so famous for its wine 58
so famous that his name 103
so famous that its name 57
so famous that not only 40
so famous that they have 160
so famous that they were 257
so fearful that his true 48
so fearful that they will 99
so fearful was she lest 47
so feeble for all other 135
so feeble that they have 100
so feeble that they seem 50
so feeble that they were 198
so feeble that they will 45
so feebly and with such 68
so feebly that they were 51
so fierce that her heart 71
so fierce that they have 48
so fierce that they were 197
so fierce that they will 52
so filled her with dread 40
so filled was his mind 55
so filled with his love 146
so filled with his theme 56
so filled with our late 135
so finely and with such 73
so firmly and with such 91
so firmly that not even 93
so firmly that she soon 41
so firmly that they have 59
so firmly that they were 172
so firmly that they will 171
so firmly that you will 73
so fitted for each other 42
so flimsy that they were 42
so formal with each other 128
so formed for each other 171
so formed that they find 45
so formed that they will 122
so framed that they will 67
so freely and with such 235
so freely that they soon 41
so freely that they were 65
so freely with each other 145
so furious that she threw 48
so furious that she took 42
so furious that they were 128
so furious that they will 66
so furious with each other 60
so gentle that they made 50
so gently and with such 178
so gently that she felt 69
so gently that they were 68
so gingerly and with such 52
so greatly had they been 50
so greatly that her tears 40
so greatly that not only 103
so greatly that they have 147
so greatly that they must 53
so greatly that they were 201
so greatly that they will 92
so greedy for this wealth 65
so greedy that they will 95
so handle them with care 163
so happen that all these 41
so happen that they were 121
so happen that you have 74
so hardly use that gift 52
so hauled out our poor 65
so heavily and with such 61
so heavily for its very 80
so heavily that she fell 69
so heavily that she felt 43
so heavily that they have 79
so heavily that they were 405
so heavily that they will 57
so highly and with such 115
so highly that they gave 54
so highly that they have 96
so highly that they were 253
so highly that they will 178
so homely that they lend 54
so honest that they will 45
so honest with each other 163
so humble that she will 57
so humbly who had come 50
so indeed than any other 88
so intent are they upon 157
so intent had she been 159
so intent had they been 64
so intent was his gaze 101
so intent was his mind 74
so intent was she upon 603
so joined that not even 47
so keenly and with such 64
so keenly did she feel 57
so keenly that she felt 44
so keenly that they have 49
so keenly that they were 75
so kindly and with such 174
so kindly that they were 43
so lately all had been 44
so learned that they were 77
so likely that they will 78
so linked with each other 86
so little and they were 42
so little art was used 86
so little did she care 83
so little did she know 161
so little did she move 67
so little did she think 45
so little did that great 53
so little did they care 50
so little did they know 283
so little did they seem 44
so little did they think 107
so little for each other 66
so little had they been 58
so little had yet been 44
so little has this been 53
so little has yet been 352
so little that has been 61
so little that men will 55
so little that they have 343
so little that they made 84
so little that they must 101
so little that they need 87
so little that they seem 64
so little that they were 634
so little that they will 159
so little that was good 54
so little that you have 70
so little that you think 79
so little that you will 91
so little use has been 395
so little use was made 368
so little was being done 288
so little was her heart 94
so little with each other 79
so little you are more 45
so loaded that they will 49
so loudly and with such 267
so loudly she was sure 403
so loudly that his wife 61
so loudly that she felt 90
so loudly that she woke 97
so loudly that they made 73
so loudly that they were 242
so lovely that one must 63
so lovely that they make 53
so lovely that they were 43
so lovingly and with such 73
