sad country 212 sad country 224
sat picture 127 sat watched 46
sat several 146 sat several 40
sat watched 57 sat several 109
sat against 208 sat between 80
sat covered 55 sat lowered 148
sat pressed 47 sat propped 66
sat watched 88 sat several 78
sat between 43 sat against 170
sat between 610 sat covered 59
sat cradled 41 sat drooped 49
sat dropped 78 sat lowered 245
sat propped 89 sat slumped 54
sat crossed 228 sat watched 57
saw friends 66 saw happening 342
saw sublime 47 saw believe 92
saw letters 40 saw touched 63
saw purpose 41 saw fleshly 81
saw husband 281 saw relaxed 71
saw dressed 153 saw suffering 62
saw friends 41 saw husband 107
saw friends 68 saw pleasure 57
saw minutes 65 saw prayers 49
saw stopped 53 saw friends 62
saw dressed 92 saw suffering 44
saw blushed 329 saw several 44
saw believe 258 saw listening 91
saw efforts 50 saw efforts 238
saw friends 56 saw ruinous 61
saw position 49 saw unloved 188
saw arrived 55 saw brought 218
saw covered 73 saw divined 50
saw dressed 89 saw drifted 55
saw dropped 144 saw entered 55
saw escaped 48 saw everything 72
saw fainted 325 saw finally 67
saw flushed 42 saw guessed 112
saw managed 99 saw noticed 102
saw removed 90 saw slipped 129
saw somehow 55 saw started 83
saw stepped 95 saw stopped 338
saw touched 115 saw written 192
saw annoyed 101 saw beginning 312
saw capable 53 saw clutching 92
saw correct 55 saw covered 164
saw defiled 72 saw dressed 555
saw exactly 41 saw excited 204
saw expecting 55 saw flushed 111
saw following 126 saw herself 211
saw legally 47 saw listening 221
saw nervous 221 saw obliged 48
saw perhaps 45 saw preparing 103
saw pursued 71 saw puzzled 48
saw quietly 91 saw rapidly 75
saw referring 41 saw regarding 136
saw scarlet 74 saw shivering 311
saw shorter 42 saw sincere 68
saw suffering 259 saw totally 47
saw touched 114 saw trapped 83
saw trembling 1078 saw unhappy 227
saw unwilling 42 saw utterly 62
saw worried 114 saw wrapped 43
saw exactly 51 saw arrived 193
saw brought 212 saw carried 57
saw crossed 48 saw decided 41
saw entered 167 saw escaped 58
saw everything 53 saw stopped 251
saw because 140 saw exactly 58
saw happening 43 saw useless 69
saw believe 73 saw somehow 42
saw quarrel 46 saw visitor 67
saw together 83 say brothers 42
say divines 67 say believe 97
say because 47 say express 112
say present 81 say against 58
say process 57 say process 43
say dressed 65 say related 129
say husband 167 say believe 256
say deserve 112 say acquire 44
say believe 67 say deserve 44
say married 43 say equally 158
say members 45 say possess 85
say efforts 61 say friends 61
say thoughts 47 say happens 62
say matters 58 say together 83
say happens 70 say arranged 44
say believe 70 say equally 118
say intents 54 say purpose 96
say hundred 49 say everything 54
say blessed 85 say revealed 175
say written 65 say punishing 61
say princes 57 say behavior 53
say against 45 say imagine 42
say catches 43 say acquire 62
say stumble 72 say painter 84
say arranged 57 say arrived 160
say brought 104 say decided 297
say dropped 40 say enjoyed 97
say exposed 47 say finally 44
say married 196 say noticed 72
say resumed 68 say started 69
say visited 41 say written 91
say yielded 67 say behaved 66
say decided 57 say married 61
say written 81 say mildred 44
say beginning 98 say brought 47
say capable 59 say certain 70
say dressed 78 say expecting 74
say herself 43 say married 317
say present 58 say returning 77
say shocked 91 say suffering 92
say totally 41 say unaware 45
say unhappy 115 say worried 165
say because 125 say exactly 57
say against 358 say allowed 55
say ashamed 61 say atheists 45
say beeches 93 say beginning 88
say brought 86 say capable 215
say certain 134 say chiefly 60
say closely 65 say content 120
say correct 145 say covered 43
say defending 41 say derived 133
say diverse 60 say divided 152
say equally 345 say exactly 144
say expecting 41 say following 185
say foolish 69 say founded 55
say friends 113 say genuine 64
say happier 97 say imitating 66
