safe distant 45 safe country 68
said scanned 54 said widened 53
said scanned 62 said searched 47
said forward 116 said herself 48
said herself 41 said herself 64
said herself 70 said outside 144
said finishing 83 said preparing 42
said regarding 40 said malcolm 116
said members 54 said oftener 62
said written 47 said accused 296
said advised 492 said against 64
said applied 60 said assured 429
said attending 46 said briefed 42
said brought 392 said carried 55
said charged 189 said crossed 69
said cruelly 40 said defeated 63
said delayed 113 said deputed 62
said desired 47 said elected 86
said excited 57 said expecting 406
said following 188 said foolish 47
said imposed 44 said induced 147
said injured 72 said intending 51
said invited 425 said knocked 44
said listening 152 said married 256
said obliged 367 said observing 89
said offered 709 said opposed 66
said ordered 686 said preparing 57
said present 348 said pressed 51
said pursued 53 said receiving 73
said refused 53 said rehearsing 48
said released 69 said removed 49
said settled 40 said several 47
said shocked 121 said stabbed 81
said stopped 60 said suffering 138
said tempted 77 said trained 104
said traveling 94 said tricked 80
said unaware 131 said unhappy 41
said visited 137 said wandering 82
said wondering 135 said worried 126
said wounded 248 said because 258
said because 46 said everything 190
said thousand 54 said pleasure 168
said respect 100 said reports 71
said stories 74 said trouble 44
said arrived 273 said escaped 54
said started 57 said unyoked 44
said written 130 said because 50
said everything 67 said contact 48
said himself 114 said several 62
said friends 85 said courage 43
said volumes 53 said pleasure 107
said against 503 said carried 56
said answers 52 said colonel 49
said several 179 said similar 60
said himself 72 said errands 104
said friends 109 said letters 96
said trouble 52 said hundred 41
said because 57 said because 46
said chicago 53 said because 50
said trouble 650 said beginning 78
said finishing 41 said following 54
said because 145 said because 257
said worried 91 said happier 59
said obliged 802 said following 94
said everything 53 said because 164
said careful 43 said excited 40
said nervous 50 said thankful 77
said unhappy 161 said welcome 47
said worried 228 said assured 76
said beloved 41 said content 114
said husband 75 said language 66
said illness 44 said gracious 67
said motherly 56 said pleasant 49
said reassuring 75 said southern 122
said official 40 said southern 43
said spanish 50 said hurried 48
said address 75 said illness 115
said message 139 said moments 164
said courtly 77 said gracious 44
said ingratiating 84 said official 158
said pleasant 64 said pompous 47
said reassuring 101 said sincere 89
said history 102 said address 86
said southern 43 said southern 118
said message 239 said article 63
said chapter 177 said lecture 65
said debates 41 said applies 46
said arranged 63 said brought 306
said carried 54 said decided 468
said granted 78 said planted 43
said revealed 116 said written 152
said assumed 61 said decided 53
said because 84 said dollars 49
said hundred 52 said minutes 122
said poisoning 84 said hundred 42
said because 90 said failure 110
said because 263 said exactly 110
said himself 42 said routine 64
said listening 89 said edwards 53
said unusual 64 said unusual 65
said because 153 said because 451
said natural 444 said between 128
said concern 62 said hundred 61
said correct 45 said evident 58
said foolish 75 said helpful 52
said natural 220 said painful 106
said pleasant 85 said unusual 163
said written 83 said birthday 59
said decision 41 said worship 97
said decision 76 said perfect 40
said animals 44 said friends 55
said country 114 said species 55
said subject 100 said volition 74
said country 134 said history 61
said husband 43 said friends 42
said matters 41 said subject 89
said against 45 said occasion 230
said subject 123 said subject 50
said stranger 54 said journal 128
said tribune 1142 said briskly 46
said hastily 40 said quietly 48
said sharply 111 said soothingly 118
said trembling 43 said crossly 68
said freedom 183 said rapidly 56
said foreign 84 said present 47
said general 41 said relation 68
said fortune 194 said natural 77
said because 54 said gravely 49
said quietly 52 said gravely 79
said plainly 77 said quietly 168
said sternly 40 said captain 47
said prudent 45 said moodily 44
said comrade 115 said margery 101
said harvest 63 said faintly 57
sail appeared 44 sail happily 41
sake bigoted 90 sake anybody 95
sake himself 79 sake friends 89
sake infants 56 sake comrade 53
sake virtues 86 sake chiefly 56
sake carcase 42 sake complex 81
sake pleasant 44 sake religion 82
sake everything 45 sale offices 81
sale between 51 sale subject 378
sale article 74 sale product 62
sale article 316 sale liquors 80
sale husband 72 sale produce 214
sale diseased 54 sale central 45
sale benefit 46 sale support 48
salt soluble 133 salt addition 57
same members 62 same persons 83
same british 55 same capital 41
same citizen 310 same company 41
same country 100 same foreign 104
same general 41 same illness 51
same machine 41 same married 57
same material 154 same medical 92
same patient 179 same private 68
same product 63 same science 47
same species 57 same student 78
same subject 114 same variable 67
same witness 252 same britain 90
same surgery 47 same animals 46
same classes 61 same diseases 42
same members 139 same objects 44
same similar 46 same species 80
same workers 55 same adopted 163
same granted 48 same offered 54
same against 86 same previous 41
same several 48 same systems 40
same perseus 50 same forthwith 69
same several 103 same islands 44
same species 54 same systems 66
same classes 50 same columns 47
same editions 48 same figures 47
same gospels 46 same samples 52
same sections 50 same species 112
same systems 150 same versions 164
same country 48 same because 65
same features 98 same regarding 81
same freight 197 same article 101
same carrier 112 same judicial 46
same justice 91 same referee 94
same subject 81 same warrant 54
same increase 114 same happening 173
same alleged 45 same brought 42
same decided 48 same happening 419
same noticed 415 same repeated 291
same purpose 65 sand scooped 47
sand material 48 sash network 41
sate chamber 73 save company 247
save himself 41 save parents 180
save trouble 81 save trouble 140
save together 52 saying delayed 59
saying obliged 71 saying offered 78
saying ordered 96 saying wounded 69
saying everything 42 saying arrived 56
saying trouble 44 saying because 45
saying decided 40 saying written 59
saying because 42 says anybody 40
says married 64 says obliged 72
says offered 83 says against 97
says several 103 says himself 42
says promise 99 says chapter 46
