sad than he who laughs 41
sad that he was unable 61
sad that in its effort 41
sang all the long nights 48
sang all the way through 62
sat all the way through 81
sat ill on his scowling 44
sat long at her window 115
sat near me and talked 114
sat off in one corner 47
sat was the now silent 53
sat with an arm around 122
sat with me and helped 45
sat with me and talked 188
sat with my arm around 86
sat with us and talked 94
saw all the dead bodies 48
saw all the old houses 332
saw all the way through 251
saw any of her family 52
saw any of his family 128
saw any of them before 376
saw any of them except 64
saw any of this wanton 165
saw any thing but design 57
saw both of them sleeping 47
saw fit to put another 76
saw going on all around 157
saw her as she looked 85
saw her as she passed 152
saw her as she turned 40
saw her as she walked 137
saw her at her window 189
saw her at mat dillon 54
saw her at that moment 261
saw her at this moment 58
saw her he was amazed 50
saw her he was filled 111
saw her in bed before 45
saw her in her coffin 247
saw her in her garden 110
saw her in her joyous 43
saw her in her little 59
saw her in her native 40
saw her in her office 45
saw her in her shroud 65
saw her in his office 93
saw her in that brooding 165
saw her in that moment 42
saw her on her deathbed 116
saw her on her return 258
saw her on his return 45
saw her the day before 382
saw him as she passed 41
saw him as they passed 44
saw him at his office 161
saw him at his window 70
saw him at that moment 373
saw him at this moment 137
saw him do that before 161
saw him go with regret 280
saw him he had already 64
saw him he had become 52
saw him he was almost 49
saw him he was already 146
saw him he was always 83
saw him he was carrying 84
saw him he was engaged 94
saw him he was standing 344
saw him he was sweeping 68
saw him in any temper 53
saw him in her mirror 40
saw him in his coffin 415
saw him in his dressing 102
saw him in his garden 70
saw him in his kennel 60
saw him in his little 73
saw him in his office 615
saw him in his prison 58
saw him in his proper 159
saw him in his strength 41
saw him in new orleans 63
saw him in that gloomy 93
saw him in that moment 60
saw him in that softer 89
saw him in this manner 60
saw him in this plight 86
saw him on his deathbed 78
saw him on his return 554
saw him the day before 2093
saw him the year before 46
saw him to his lodgings 51
saw how he had changed 103
saw how he was watching 58
saw one of her guests 61
saw one of his divers 45
saw one of his fellow 275
saw one of his former 101
saw one of his little 61
saw one of his pupils 45
saw one of his uncles 43
saw one of our number 201
saw one of our planes 100
saw one of them before 186
saw one of them carrying 61
saw one of them killed 93
saw one of them pointing 92
saw one of them sleeping 41
saw one of them standing 108
saw one of them strike 91
saw one of them unroll 80
saw one of them without 71
saw one or two curious 60
saw one or two houses 60
saw one or two little 67
saw one or two mornings 96
saw one or two places 41
saw out of his window 64
saw that at any moment 61
saw that at that moment 98
saw that at this moment 64
saw that he did indeed 79
saw that he had almost 136
saw that he had already 793
saw that he had always 81
saw that he had another 158
saw that he had arisen 69
saw that he had barely 64
saw that he had become 465
saw that he had before 112
saw that he had better 626
saw that he had bought 44
saw that he had broken 135
saw that he had caught 415
saw that he had caused 53
saw that he had changed 431
saw that he had chosen 92
saw that he had cleared 64
saw that he had closed 110
saw that he had created 69
saw that he had driven 66
saw that he had enough 210
saw that he had failed 472
saw that he had fallen 1201
saw that he had filled 50
saw that he had gained 458
saw that he had gotten 161
saw that he had greatly 48
saw that he had halted 44
saw that he had indeed 504
saw that he had joined 42
saw that he had kicked 53
saw that he had killed 190
saw that he had landed 80
saw that he had learned 73
saw that he had lifted 58
saw that he had little 573
saw that he had merely 116
saw that he had missed 318
saw that he had neither 140
saw that he had opened 176
saw that he had packed 55
saw that he had passed 220
saw that he had picked 138
saw that he had placed 252
saw that he had pleased 64
saw that he had plenty 288
saw that he had plunged 72
saw that he had pulled 169
saw that he had pushed 68
saw that he had raised 79
saw that he had reached 496
saw that he had ruined 107
saw that he had scored 85
saw that he had shaved 73
saw that he had simply 77
saw that he had sinned 40
saw that he had something 679
saw that he had spoken 203
saw that he had struck 212
saw that he had thought 72
saw that he had turned 934
saw that he had walked 95
saw that he had wisdom 74
saw that he had worked 45
saw that he thus breathed 164
saw that he was absent 142
saw that he was afraid 432
saw that he was almost 498
saw that he was already 3888
saw that he was always 199
saw that he was amused 105
saw that he was annoying 111
saw that he was anxious 417
saw that he was asleep 1269
saw that he was barely 79
saw that he was become 47
saw that he was becoming 376
saw that he was belted 144
saw that he was beside 51
saw that he was better 128
saw that he was beyond 146
saw that he was bleeding 426
saw that he was blushing 143
saw that he was buried 166
saw that he was carrying 944
saw that he was caught 534
saw that he was changed 110
saw that he was clearly 79
saw that he was clever 75
saw that he was climbing 59
saw that he was debating 78
saw that he was deeply 523
saw that he was doomed 181
saw that he was dragging 78
saw that he was drifting 139
saw that he was drinking 155
saw that he was driven 41
saw that he was engaged 147
saw that he was enjoying 133
saw that he was entering 57
saw that he was fairly 170
saw that he was fighting 167
saw that he was fitted 49
saw that he was floating 57
saw that he was foiled 48
saw that he was frowning 406
saw that he was fumbling 61
saw that he was furious 72
saw that he was glancing 62
saw that he was greatly 358
saw that he was grinning 468
saw that he was gripping 83
saw that he was guilty 40
saw that he was hardly 70
saw that he was heavily 65
saw that he was higher 79
saw that he was honest 67
saw that he was hurrying 41
saw that he was indeed 819
saw that he was inside 41
saw that he was intent 97
saw that he was jealous 41
saw that he was kneeling 76
saw that he was laboring 71
saw that he was laughing 763
saw that he was lifted 52
saw that he was likely 296
saw that he was little 48
saw that he was lonely 68
saw that he was master 63
saw that he was merely 159
saw that he was mocked 900
saw that he was neither 264
saw that he was offering 88
saw that he was placed 78
saw that he was pleased 441
saw that he was pointing 440
saw that he was pressing 52
saw that he was pretty 106
saw that he was reducing 74
saw that he was safely 46
saw that he was scared 78
saw that he was scowling 69
saw that he was searching 41
saw that he was serious 826
saw that he was shaken 71
saw that he was silent 74
saw that he was simply 129
saw that he was sleeping 323
saw that he was slowly 89
saw that he was someone 42
saw that he was something 56
saw that he was standing 1675
saw that he was starting 97
saw that he was struck 40
saw that he was studying 277
saw that he was stupid 94
saw that he was taller 75
saw that he was thinner 67
saw that he was touching 77
saw that he was treated 40
saw that he was unable 404
saw that he was undone 46
saw that he was unhurt 62
saw that he was watching 1586
saw that he was weakening 103
saw that he was wholly 85
saw that he was without 116
saw that he was younger 81
saw that if one stayed 186
saw that if she wanted 46
saw that if she wished 58
saw that if they wished 61
saw that if you worked 41
saw that in its spirit 102
saw that in one corner 40
saw that in this violent 48
saw that it did indeed 121
saw that it had already 200
saw that it had become 608
saw that it had broken 74
saw that it had changed 152
saw that it had failed 108
saw that it had fallen 246
saw that it had indeed 112
saw that it had landed 46
saw that it had little 45
saw that it had passed 50
saw that it had rained 49
saw that it had reached 78
saw that it had shrunk 54
saw that it had snowed 73
saw that it had something 70
saw that it had struck 132
saw that it had turned 258
saw that it had worked 62
saw that it was absurd 83
saw that it was almost 2402
saw that it was already 3484
saw that it was always 88
saw that it was another 453
saw that it was arched 64
saw that it was barely 138
saw that it was becoming 259
saw that it was beside 44
saw that it was better 1355
saw that it was beyond 127
saw that it was bleeding 152
saw that it was bright 125
saw that it was broken 162
saw that it was brother 71
