sad to hear about your 101
sang the mad scene from 82
sap of its inner cell 49
sat at her ivied door 127
sat at her right hand 479
sat at her right side 73
sat at her small desk 43
sat at her writing desk 203
sat at his field desk 47
sat at his large desk 88
sat at his right hand 2741
sat at his right side 48
sat at his small desk 61
sat at his writing desk 211
sat by his chair when 56
sat by his study fire 56
sat in her chair like 78
sat in her drawing room 147
sat in her front room 113
sat in her hotel room 221
sat in her sitting room 109
sat in her small living 62
sat in her small room 55
sat in her usual spot 122
sat in his bench gazing 55
sat in his chair facing 54
sat in his chair like 187
sat in his chair next 49
sat in his chair reading 90
sat in his chair till 61
sat in his chair trying 50
sat in his drawing room 105
sat in his front room 125
sat in his hotel room 793
sat in his motel room 73
sat in his place like 40
sat in his quiet room 50
sat in his sitting room 43
sat in his small room 154
sat in his study reading 298
sat in his study when 58
sat in his throne room 43
sat in his usual spot 181
sat in his waiting room 351
sat in our drawing room 41
sat in our front room 49
sat in our hotel room 104
sat in that chair over 41
sat in that hotel room 69
sat in that waiting room 86
sat in two lines facing 71
sat in was blown open 63
sat on her chest like 46
sat on her front step 65
sat on her horse like 84
sat on her knees till 411
sat on her porch gazing 63
sat on her right hand 389
sat on her right side 41
sat on his chest like 47
sat on his front step 69
sat on his hands during 43
sat on his heels next 54
sat on his horse just 43
sat on his horse like 186
sat on his right hand 1296
sat on his right side 137
sat on his throne like 45
sat on his throne unto 365
sat on our wedding dais 49
sat on that ample brow 146
sat up all night hoping 46
sat up all night just 41
sat up all night making 337
sat up all night over 312
sat up all night reading 1772
sat up all night sewing 51
sat up all night taking 66
sat up all night trying 223
sat up all night when 47
sat up and asked what 125
sat up and began making 49
sat up and drank some 94
sat up and gazed down 48
sat up and gazed into 68
sat up and leaned back 344
sat up and leaned over 782
sat up and moved away 123
sat up and spread open 56
sat up and wiped away 66
sat up that night till 66
sat up with staring eyes 49
saw an ant running away 43
saw an old woman come 96
saw an old woman coming 203
saw an old woman here 66
saw an old woman making 51
saw an owl sitting upon 63
saw as his first duty 64
saw as his first task 72
saw at his right hand 127
saw at our house were 41
saw he was still there 77
saw in his black eyes 92
saw in his daily life 66
saw in his later years 42
saw in his march upon 60
saw in his right hand 258
saw in his sleep were 42
saw in his whole life 176
saw in its every gleam 64
saw in its growth nothing 46
saw in this thriving town 47
saw it any where else 46
saw it one night when 44
saw it she burst into 52
saw it that first time 46
saw it this morning when 90
saw it was after nine 95
saw it was getting dark 60
saw it was getting late 247
saw it was nearly five 86
saw it was nearly time 44
saw it was still dark 72
saw it was still there 110
saw it with fresh eyes 94
saw me and asked what 136
saw me and waved back 54
saw me she burst into 119
saw me she would break 192
saw me they would think 41
saw my way quite clear 48
saw no one apart from 42
saw on his first trip 59
saw on his right hand 329
saw on our right hand 87
saw on that ivory face 617
saw the boy sitting there 54
saw the car drive away 69
saw the car speed away 59
saw the cat creep into 50
saw the dead black eyes 56
saw the dog running away 47
saw the long black hair 48
saw the long waves fall 68
saw the long white beard 154
saw the long white line 49
saw the man bending over 175
saw the man running away 60
saw the man sitting there 86
saw the man walking down 59
saw the men running from 60
saw the old birds feed 53
saw the old black cook 66
saw the old woman come 55
saw the old woman coming 106
saw the real owner leave 41
saw the red blood work 54
saw the red light from 53
saw the sun above their 41
saw the sun drive away 60
