sac opening 180 sad never 44
sang voice 81 sang voice 412
sat while 466 sat alone 53
sat looking 207 sat staring 168
sat talking 54 sat thinking 104
sat under 57 saw small 113
saw later 107 saw later 163
saw later 93 saw later 264
saw about 76 saw human 122
saw indian 46 saw straw 41
saw region 80 saw change 325
saw crowd 90 saw crowd 67
saw stood 40 saw which 41
saw large 104 saw small 147
saw woman 221 saw apply 109
saw change 46 saw either 370
saw hurry 40 saw needs 43
saw rouse 55 saw large 225
saw small 115 saw woman 416
saw vision 93 saw blade 175
saw blade 153 saw loved 77
say about 69 say about 77
say about 156 say found 41
say every 42 say about 345
say about 151 say about 1650
say falling 79 say falls 99
say moves 156 say which 51
say which 127 say which 131
say would 76 say cause 118
say horse 90 say story 150
say change 83 say level 115
say could 91 say would 67
say which 42 say sails 88
say which 75 say party 81
say comes 79 say judge 80
say large 1123 say short 206
say small 183 say strong 51
say which 44 say which 42
say child 155 say woman 177
say about 106 say either 45
say found 162 say liked 70
say loved 168 say really 122
say happy 42 say proud 92
say quite 157 say rather 42
say really 46 say sorry 113
say anything 57 say quite 80
say rather 83 say sorry 112
say about 46 say acted 306
say added 113 say again 42
say aimed 59 say anything 133
say asked 173 say begun 90
say borne 72 say built 100
say ceased 52 say drawn 98
say drunk 48 say earned 107
say either 167 say erred 46
say every 377 say found 3630
say fully 118 say given 1108
say grave 55 say grown 236
say hoped 89 say known 1224
say lined 78 say lived 1505
say loved 224 say moved 49
say named 58 say never 31798
say noted 66 say often 936
say quite 158 say rather 68
say really 182 say reason 255
say risen 59 say saved 158
say shown 278 say since 435
say slept 62 say spent 510
say split 41 say still 130
say stood 80 say strong 71
say taken 1123 say thrown 62
say tried 1268 say truly 80
say about 42 say every 79
say about 61 say anything 62
say where 54 say about 67
say anything 162 say every 127
say where 107 say liked 46
say agree 40 say either 42
say marry 45 say write 42
say never 41 say sides 46
say about 80 say anything 40
say every 63 say maybe 45
say people 41 say moral 61
say agree 51 say marry 49
say never 758 say write 176
say every 50 say never 64
say taken 53 say sense 48
say sense 181 say level 40
say voice 460 say smile 41
seat woman 119 see large 43
see short 226 see small 202
see short 44 see later 54
see later 45 see later 123
see could 57 see could 66
see could 81 see could 86
see change 47 see drama 46
see which 44 see party 53
see child 73 see woman 61
see could 129 see lived 41
see about 565 see after 115
see later 80 see about 382
see grown 74 see taken 66
see tried 60 see waded 44
see house 52 see serve 57
see stand 56 see could 46
see onset 64 see price 48
see watch 42 see change 238
see class 43 see crowd 40
see level 60 see price 68
see drawn 82 see party 204
see large 505 see plump 86
see small 275 see strong 47
see child 44 see woman 65
see about 46 see acted 134
see added 87 see again 56
see anything 239 see asked 46
see begun 151 see drawn 115
see every 65 see fixed 74
see found 136 see given 561
see grown 129 see lived 118
see loved 61 see moved 45
see never 329 see power 42
see really 187 see reason 243
see shown 47 see spent 45
see still 41 see strong 78
see taken 781 see thrown 100
see tried 149 see change 42
see write 48 see truly 66
see exert 44 see never 116
see never 48 see shape 44
see would 166 see taken 41
see vision 79 see fight 76
see while 83 set about 126
set night 94 set later 91
set about 53 set which 42
set voice 64 set after 43
set hence 64 set later 357
set upper 47 set which 52
set under 157 set which 72
set alarm 479 set storm 84
set alarm 50 set world 79
set flare 106 set vision 50
set cause 48 set fleet 81
set later 44 set later 55
set limit 41 set stone 222
set large 68 set stone 51
set large 161 sex under 195
sex until 95 sex woman 71
sex party 66 sex child 53
sex woman 258 she found 42
she known 62 she lived 88
she never 228 she spent 58
she about 130 she turns 55
she about 133 she alike 98
she alone 2325 she close 205
she driving 68 she getting 120
she girls 90 she looking 55
she never 152 she playing 71
she quite 42 she really 62
she sharing 41 she sitting 476
she still 364 she talking 458
she walking 422 she working 106
she never 80 she child 51
she child 146 she lover 49
she woman 79 she night 44
she grade 49 she night 112
she price 93 she start 45
she start 99 she feeling 47
she every 47 she about 47
she social 44 she phone 526
she field 95 she image 58
she notion 54 she right 139
she sense 183 she vision 267
she voice 61 she about 55
she feeling 103 she sense 234
she voice 201 she about 650
she where 81 she which 301
she which 76 she share 89
she which 44 she house 95
she sense 247 she taste 41
she voice 287 she burning 55
she grasp 206 she evening 99
she period 42 she cargo 127
she house 45 she right 85
she share 164 she about 61
she chain 56 she watch 65
she brain 167 she cause 78
she claim 66 she feeling 203
she grasp 148 she house 60
she laugh 215 she mother 106
she night 344 she place 64
she point 234 she reason 1239
she right 189 she sense 720
she shape 97 she share 46
she sleep 43 she start 162
she store 51 she story 119
she strong 60 she taste 42
she title 114 she voice 1265
she working 246 she fancy 86
she feeling 72 she laugh 40
she sense 855 she share 92
she shock 70 she smile 109
she store 77 she story 66
she taste 106 she voice 217
she dozen 122 she fight 70
she which 84 she fever 854
she level 111 she notion 80
she sense 147 she voice 62
she crush 84 she smile 63
she claim 171 she right 54
she scent 46 she sense 812
she mother 42 she about 114
she voice 191 she child 90
she above 42 she which 50
she hearty 63 she easier 45
she nicer 86 she house 66
she place 77 she sense 66
she shape 47 she smile 305
she visit 47 she voice 378
she which 50 she claim 135
she right 52 she fever 103
she thirst 50 she blood 46
she smile 112 she father 59
she place 60 she child 179
she feeling 158 she mother 60
she dress 56 she sense 293
she waist 55 she voice 115
she throat 1988 she above 103
she about 64 she child 253
she waist 61 she house 53
she brief 54 she close 484
she dense 84 she frank 51
she funny 45 she happy 198
she healthy 43 she large 517
she light 60 she nasty 51
she noble 53 she pleasing 52
she quick 161 she rough 49
she sharp 130 she short 248
she small 478 she strong 1110
she sweet 359 she vague 50
she vivid 131 she white 63
she feeling 64 she smile 89
she smile 68 she streak 68
she child 318 she lover 52
she woman 65 she phone 165
she right 89 she sense 158
she vision 67 she sense 67
she about 82 she house 51
she sense 91 she taste 43
she voice 139 she grasp 106
she which 42 she brain 42
she feeling 42 she grasp 157
she moral 69 she night 45
she point 89 she reason 488
she right 147 she sense 394
she title 44 she voice 203
she working 247 she sense 389
she share 76 she voice 54
she fever 138 she level 154
she claim 199 she sense 266
she child 54 she house 54
she smile 101 she voice 74
she claim 121 she place 79
she child 53 she sense 116
she throat 510 she sense 94
she close 176 she large 311
she queer 92 she short 87
she small 144 she strong 501
she sweet 145 she vivid 48
she child 136 she winning 41
she while 66 she happy 47
she quiet 73 she woman 194
she under 60 she value 70
she fever 88 she about 176
she cloud 71 she shape 206
she stain 41 she looking 50
she peering 64 she which 45
she burning 94 she black 44
she cloud 41 she crowd 85
she light 162 she white 60
she dozen 42 she black 107
she model 43 she woman 70
she white 41 she woman 82
she light 93 she large 123
she small 42 she black 49
she mother 46 she white 46
she woman 665 she about 61
she value 137 she again 49
she until 47 she woman 51
she leader 162 she nurse 54
she woman 41 she woman 321
she mother 44 she woman 71
she woman 126 she sight 53
she mother 41 she queen 43
she dealer 70 she enemy 45
she woman 179 she looking 93
she mother 54 she piece 61
she woman 1280 she mother 64
she agent 382 she woman 1334
she grown 45 she about 120
she after 57 she again 510
she growing 171 she scout 218
she still 44 she until 58
she whose 79 she catch 58
she child 577 she eight 40
she fairy 103 she hater 40
she horse 58 she house 40
