sack was thrown over his 81
safe and happy home for 65
safe and healthy food and 58
safe and sitting there with 96
safe and sound from all 121
safe and sound from her 85
safe and sound from his 180
safe and sound from that 87
safe and sound from this 138
safe and sound when you 52
safe and which ones are 52
safe and which were not 83
safe for human beings and 41
safe for human health and 102
safe was blown open and 43
sage and onions made her 48
said and hymns were sung 81
said and leaned over and 102
said and never will say 41
said and wrote many things 48
said and wrote more than 90
said her father told her 119
said her father when she 41
said her first name was 47
said her mother told her 263
said her mother when she 131
said his father sent him 48
said his father told him 281
said his first duty was 42
said his first name was 112
said his first wife was 42
said his mother told him 187
said his mother when she 42
said his people were not 50
said his whole life had 47
said his whole life was 44
said one evening when she 90
said one evening when they 198
said one morning when she 54
said one morning when they 53
said one night when she 115
said one night when they 146
said she cared nothing for 45
said she could call him 52
said she could come and 99
said she could come out 109
said she could feel her 43
said she could give him 65
said she could have had 76
said she could have her 91
said she could have one 107
said she could have them 63
said she could help him 57
said she could live with 113
said she could only put 71
said she could show her 46
said she could stay with 136
said she could take her 55
said she could take him 42
said she could tell that 167
said she could undo him 49
said she cried when she 49
said she feels like she 41
said she hoped their two 44
said she hoped there was 64
said she might keep them 43
said she might stay with 55
said she never knew him 40
said she never knew how 41
said she never went out 104
said she would call and 91
said she would call for 105
said she would call her 258
said she would call him 309
said she would call them 71
said she would call you 103
said she would care for 57
said she would come and 460
said she would come for 143
said she would come out 248
said she would come too 95
said she would come with 400
said she would find her 40
said she would find him 40
said she would find out 593
said she would give her 310
said she would give him 772
said she would give them 310
said she would give you 85
said she would have had 87
said she would have her 290
said she would have him 317
said she would have his 59
said she would have one 231
said she would have them 125
said she would help her 128
said she would help him 259
said she would help them 91
said she would help with 51
said she would join him 83
said she would join them 62
said she would keep her 129
said she would keep them 64
said she would kill her 57
said she would kill him 109
said she would leave for 41
said she would leave her 112
said she would leave him 212
said she would leave them 63
said she would like for 57
said she would like her 96
said she would like him 122
said she would like one 50
said she would like that 548
said she would live with 56
said she would look for 139
said she would look out 51
said she would lose her 77
said she would love him 61
said she would make all 62
said she would make her 138
said she would make him 297
said she would make them 75
said she would meet her 175
said she would meet him 355
said she would meet them 72
said she would meet with 61
said she would miss her 46
said she would miss him 78
said she would pick her 58
said she would pick him 51
said she would pick them 45
said she would pray for 384
said she would pray that 87
said she would sell her 51
said she would send for 330
said she would send her 229
said she would send him 154
said she would send them 138
said she would send you 50
said she would show her 72
said she would show him 153
said she would show them 88
said she would speak with 84
said she would stay and 130
said she would stay for 44
said she would stay with 508
said she would take her 426
said she would take him 286
said she would take that 40
said she would take them 157
said she would take with 49
said she would talk with 140
said she would teach him 81
said she would tell her 359
said she would tell him 301
said she would tell them 285
said she would tell you 104
said she would vote for 64
said she would wait and 90
said she would wait for 548
said she would walk with 105
said she would when she 73
said she would work for 47
said she would work with 74
said that after more than 84
said that after what had 171
said that angels came and 84
said that anything less than 80
said that anything more than 48
said that apart from her 47
said that apart from his 62
said that eight years ago 50
said that evening when she 43
said that evening when they 42
said that every great man 91
said that every hour was 87
said that every life has 74
said that every means had 54
said that every other man 50
said that every room was 78
said that every time she 436
said that every time they 114
said that every time you 147
said that every word was 65
said that every young man 85
said that facts speak for 71
said that fifty years ago 346
said that forty years ago 160
said that george eliot was 53
said that george sand was 63
said that gould sold out 99
said that henry ford was 44
said that human beings are 614
said that human beings can 84
said that human beings had 41
said that jesus cast out 128
said that jesus died for 46
said that judith took her 55
said that maybe there was 59
said that night when she 119
said that night when they 73
said that people from all 41
said that people like him 43
said that people must not 52
said that people think that 101
said that people were being 82
said that people were going 58
said that people were not 200
said that people were now 47
said that people will not 76
said that plans were being 53
said that really there was 41
said that right there was 107
said that santa anna was 122
said that since there are 128
said that since there had 50
said that since there was 597
said that sitting bull was 51
said that sixty years ago 42
said that steps were being 89
said that thirty years ago 274
said that though there are 95
said that though there had 81
said that though there may 61
said that though there was 307
said that today there are 121
said that walls have ears 76
said that where there are 252
said that where there had 40
said that where there was 295
said that while there are 270
said that while there had 175
said that while there may 81
said that while there was 812
said that women have not 51
said that women must not 56
said that women were not 411
said that women were too 92
said that would have had 44
said that would make her 59
said that would make him 70
said that would make them 98
said that would suit him 90
said that would take too 66
said they could hold out 46
said they could live with 133
said they could stay with 85
said they could tell how 70
said they earned more than 46
said they might give him 47
said they might keep her 41
said they might kill him 45
said they never knew him 50
said they never went out 147
said they spent less than 100
said they spent more than 135
said they would bury him 45
said they would call for 77
said they would call her 64
said they would call him 74
said they would care for 50
said they would come and 315
said they would come for 125
said they would come out 239
said they would come with 132
said they would fain see 225
said they would find him 58
said they would find out 280
said they would give all 57
said they would give her 136
said they would give him 383
said they would give them 112
said they would give you 59
said they would have all 44
said they would have had 98
said they would have her 80
said they would have him 92
said they would have them 111
said they would help her 66
said they would help him 139
said they would help with 50
said they would join him 57
said they would keep her 48
said they would keep him 61
said they would kill all 70
said they would kill her 123
said they would kill him 353
said they would kill you 63
said they would leave and 44
said they would leave for 59
said they would leave him 41
said they would like for 46
said they would like one 45
said they would like that 43
said they would live with 47
said they would look for 312
said they would look out 63
said they would make all 46
said they would make him 101
said they would meet him 47
said they would meet them 58
said they would meet with 55
said they would miss him 47
said they would move out 75
said they would pick her 85
said they would play for 45
said they would pray for 226
said they would send for 89
said they would send her 44
said they would send him 96
said they would send out 129
said they would send them 50
said they would show him 92
said they would side with 46
said they would stay and 115
said they would stay did 104
said they would stay for 63
said they would stay with 177
said they would stop using 42
said they would take all 55
said they would take any 46
said they would take her 214
said they would take him 279
said they would take his 68
said they would take off 43
said they would take one 107
said they would take them 150
said they would take this 48
said they would talk with 45
said they would teach him 42
said they would tell her 42
said they would tell him 70
said they would vote for 2886
said they would vote with 117
said they would wait and 134
said they would wait for 454
said they would when they 45
said they would work for 174
said they would work with 118
said things which were not 189
said this morning there was 49
said this morning when you 51
said this which made her 54
said was quite true and 72
said with equal truth and 392
said with equal truth that 2968
said you cared nothing for 120
said you could call her 59
said you could call him 78
said you could clear this 47
said you could come and 46
said you could come out 83
said you could come with 59
said you could find out 67
said you could have any 41
said you could have her 48
said you could have one 136
said you could have that 49
said you could have them 81
said you could live with 42
said you could stay with 87
said you would come and 146
said you would come for 57
said you would come with 117
said you would find out 41
said you would give him 58
said you would kill him 45
said you would know him 42
said you would know how 77
said you would know who 79
said you would speak with 45
said you would stay with 43
said you would tell him 49
said you would wait for 201
said you would when you 59
sail being spread over them 40
sail had faded from her 69
sail was taken down and 43
sail with every wind that 40
sale and every other and 177
salt and dried fish and 40
salt and water loss and 73
salt beat fresh upon his 51
salt that gives life its 42
same and every part and 256
same day eight years that 274
same day jesus went out 480
same day seven years that 44
same eye whose bend doth 252
same few notes over and 63
same few words over and 103
same idea holds true for 255
same law holds good for 360
same law holds good with 465
same law holds true for 106
same law holds true with 45
same man could live two 66
same man might cheat him 55
same man whose name was 40
same man would have had 72
same may prove true for 43
same men armed into his 53
same men would have had 63
same old books over and 55
same old story over and 609
same old stuff over and 118
same old words over and 79
same six months from now 116
same sun shine upon them 85
same that others have and 99
same that would come and 48
same things appear bent and 52
same thin white mist that 58
same two words over and 69
same was found true for 49
same was often true for 53
same way about life and 44
same way about many things 65
same way about other things 57
same way about their own 170
same way about these things 80
same way about those who 66
same way after reading this 51
same way every time and 128
same way every time she 60
same way every time that 95
same way every time they 162
same way every time you 301
same way human beings are 49
same who stood firm and 63
sand and water play and 68
sand are thrown down one 53
sane man could ever put 188
sane man would deny that 63
