sea along its coast and 89
sea salt and olive oil 47
sea wash her level with 48
sea when war broke out 150
so also are light and 58
so also for mother and 199
so also let every one 92
so also they could not 42
so also with tiber and 42
so angry and upset that 492
so angry and upset with 73
so angry she could not 525
so angry she would not 84
so angry they could not 46
so angry with aaron that 54
so angry with people who 45
so bade him carry them 40
so bald that every man 43
so bold and strong that 45
so boys and girls who 114
so busy and happy that 139
so busy she could not 162
so busy she would not 128
so busy they could not 154
so busy they would not 74
so busy this morning that 71
so busy with plans for 69
so busy with teaching and 56
so busy you could not 90
so busy you would not 54
so calm and happy and 42
so calm and quiet and 83
so calm and quiet that 201
so calm and smooth that 49
so calm and still that 245
so cast our votes that 65
so clean and crisp that 42
so clean and fresh and 170
so clean and fresh that 288
so clean and quiet and 49
so clean and shining that 48
so clean and shiny that 113
so clean and smooth that 60
so clean and sweet and 59
so clean and sweet that 49
so clean and white and 157
so clean and white that 132
so clean you could see 65
so clear and close that 80
so clear and crisp that 102
so clear and exact and 91
so clear and exact that 47
so clear and fresh and 58
so clear and fresh that 67
so clear and light that 91
so clear and lucid that 68
so clear and plain that 590
so clear and round and 47
so clear and sharp and 58
so clear and sharp that 339
so clear and smooth that 60
so clear and steady that 81
so clear and still that 311
so clear and strong and 65
so clear and strong that 1129
so clear and sunny that 45
so clear and sweet and 59
so clear and sweet that 82
so clear and vivid that 291
so clear one could see 54
so clear she could see 235
so clear that every one 62
so clear they could see 196
so clear you could see 762
so cold and hungry and 132
so cold and hungry that 399
so cold and rainy that 212
so cold and snowy that 167
so cold and stiff that 196
so cold and still and 40
so cold and still that 54
so cold and tired and 58
so cold and tired that 236
so cold and white and 111
so cold and windy that 318
so cold she could not 242
so cold she could see 77
so cold that night that 188
so cold they could not 232
so cold they could see 49
so cold this morning that 146
so cold you could not 166
so cold you could see 155
so cool and fresh and 243
so cool and fresh that 134
so cool and quiet and 67
so cool and sweet and 49
so damp and dusky that 53
so damp and foggy that 56
so dark and dense that 185
so dark and dirty and 53
so dark and foggy that 125
so dark and misty that 98
so dark and quiet that 95
so dark and rainy that 91
so dark and still that 179
so dark one could not 90
so dark she could not 592
so dark she could see 98
so dark they could not 613
so dark they could see 143
so dark you could not 1109
so dark you could see 74
so deals with goods that 181
so dealt with after his 129
so deep and abiding that 237
so deep and black that 155
so deep and broad and 41
so deep and broad that 431
so deep and dense that 60
so deep and large that 50
so deep and lasting that 469
so deep and lasting was 62
so deep and plain that 42
so deep and rapid that 144
so deep and sharp that 44
so deep and solid that 45
so deep and still that 441
so deep and strong and 130
so deep and strong that 1287
so deep and swift that 247
so deep and vivid that 451
so deep she could not 328
so deep that ships can 68
so deep they could not 384
so deep you could hear 48
so deep you could not 252
so deep you could see 49
so dies with feeding his 87
so done that which has 41
so dumb she could not 40
so dumb they could not 77
so eager for action that 77
so eager for books that 40
so eager for water that 42
so eager was every one 101
so early and stole out 120
so early this morning and 61
so early this morning that 235
so even and smooth that 67
so fair and sweet and 69
so fair and sweet that 115
so fast and loose with 307
so fast and strong and 51
so fast and strong that 160
so fast she could hear 66
so fast she could not 1084
so fast she would not 140
so fast that every day 40
so fast that every few 90
so fast that every one 40
so fast that force may 82
so fast that people are 56
so fast that people can 68
so fast that people who 45
so fast that within two 52
so fast they could not 698
so fast they would not 136
so fast with water that 108
so fast you could hear 69
so fast you could not 1108
so fast you could see 74
so fast you would not 421
so fell that noble earl 48
so fill our hearts with 82
so fine and close that 156
so fine and light that 521
so fine and sharp that 73
so fine and silky that 153
so fine and small that 79
so fine and smooth that 101
so fine and solid and 48
so fine and strong and 91
so fine and strong that 81
so fine and white that 131
so fine you could not 53
so fine you could see 69
so firing are liable for 66
so firm and solid that 147
so firm and steady that 44
so firm and strong and 44
so firm and strong that 198
so flat and broad that 109
so flat and level that 97
so flat and smooth that 129
so flat you could see 54
so foul with weeds that 106
so free and happy that 67
so full and plain that 97
so full and quiet that 50
so full and round and 61
so full and round that 42
so full and strong that 215
so full she could not 251
so full they could not 201
so full you could not 105
so glad and happy that 194
so glad and happy then 45
so glad and proud that 43
so glad she could not 41
so glad she knows you 53
so glad you agree with 302
so glad you asked him 60
so glad you asked that 274
so glad you could all 102
so glad you could both 47
so glad you could get 130
so glad you could see 49
so glad you found each 67
so glad you found him 68
so glad you found them 44
so good and brave and 45
so good and brave that 167
so good and noble and 58
so good and noble that 111
so good and quiet and 43
so good and strong and 80
so good and strong that 99
so good and sweet and 110
so good and sweet that 168
so good she could not 175
so good that every one 342
so good that people are 47
so good they could not 126
so good they would not 51
so good you could not 188
so good you would not 120
so great and grand that 70
so great and growing that 85
so great and large ears 46
so great and lasting that 87
so great and noble that 162
so great and rapid that 266
so great and strong that 338
so great and swift that 71
so great she could not 586
so great that after his 99
so great that after two 44
so great that bragg and 63
so great that civil war 44
so great that every day 85
so great that every man 119
so great that every one 573
so great that every year 68
so great that light can 69
so great that nearly all 255
so great that often they 44
so great that people are 254
so great that people can 165
so great that people had 61
so great that people who 158
so great that rather than 107
so great that shall now 44
so great that within two 62
so great that words can 94
so great they could not 417
so great they would not 77
so great you could not 86
so hale and hearty that 113
so hard and cruel that 70
so hard and dense that 273
so hard and often that 42
so hard and rigid that 55
so hard and rocky that 127
so hard and rough that 106
so hard and sharp that 216
so hard and smooth that 459
so hard and solid that 201
so hard and stiff that 349
so hard and stony that 94
so hard and strong and 46
so hard and strong that 234
so hard and tight that 79
so hard and tough that 388
so hard day after day 65
so hard for grace for 58
so hard for people who 49
so hard she could hear 370
so hard she could not 2422
so hard she could see 72
so hard she cried out 293
so hard she feared she 70
so hard she would not 61
so hard that blood ran 58
so hard that could bear 40
so hard that horse and 98
so hard that night that 79
so hard that would not 52
so hard they could not 1665
so hard they would not 86
so hard this morning that 59
so hard you could hear 256
so hard you could not 679
so hard you could see 147
so hard you would not 76
so heavy and bulky that 387
so heavy and dense that 204
