safer sex with their partners 84
sages who had been recently 77
sailing out for some distance 66
sales each year from products 41
sales tax and other indirect 47
sally out with your sprinkling 55
scale than had been expected 63
scale than had been possible 222
scale than has been possible 102
scale than was ever executed 54
scale was put into operation 41
scene that had just happened 67
scene that had just occurred 336
scene that had just unfolded 132
scene that has just occurred 48
scope for all their energies 73
scope for its like operation 51
score and ten years allotted 208
scorn had not been deserved 50
seaman who has been lawfully 94
seamen who had been captured 113
seamen who had been employed 213
seamen who had been torpedoed 45
search for her lost children 44
search for her lost daughter 470
search for her lost identity 58
search for her true identity 168
search for his lost children 40
search for his lost daughter 125
search for his true identity 303
search for our true identity 44
search for sir john franklin 3576
search has not been entirely 69
search was now most probably 46
season for its full expansion 50
season that was ever destined 46
season was now well advanced 183
seated him with great ceremony 86
seeking his own best interest 45
seeks one that will overcome 42
seems now our only resource 41
seems she had been recently 46
seems that one must conclude 45
seems that they were arrested 42
seems that they were intended 40
seems that they were probably 47
seems that they will continue 56
seems that too much emphasis 88
seize them with great readiness 88
sends you his best respects 64
senior who has been accepted 44
sense and for other purposes 41
sense and for some purposes 55
sense has not been examined 62
sense has not been properly 49
sense than any other execution 70
sense that has been assigned 47
sense that they have accepted 89
sense that they have achieved 109
sense that they have acquired 109
sense that they have actually 50
sense that they have produced 78
sense that they have provided 66
sense that they have received 165
sense that they make possible 50
sense that they were actually 208
sense that they were composed 80
sense that they were contending 45
sense that they were designed 236
sense that they were directed 192
sense that they were employed 41
sense that they were entitled 63
sense that they were expected 68
sense that they were intended 439
sense that they were involved 194
sense that they were prepared 185
sense that they were probably 90
sense that they were produced 78
sense that they were regarded 124
sense that they were required 53
sense that they were supposed 101
sense that they were witnessing 127
serve god and their neighbor 68
serve god and your neighbor 55
serve him with great humility 631
serve men and their families 42
serve out his full sentence 46
serve thee with pure affection 135
serve them and their children 56
serve them and their families 85
serve you and your children 125
serve you and your students 68
serving out his life sentence 45
setting out all these problems 72
seven men and their families 50
seven men and three officers 72
shake them off into delusions 56
shaking and his teeth chattering 44
shaking her head very seriously 50
shaking his head very seriously 92
shale and tar sand deposits 42
shall and may have authority 49
shall ask you some questions 152
shall bear any other expenses 55
shall bear thee into paradise 195
shall bee any wise molested 291
shall bring thee into judgment 88
shall deal with such questions 44
shall deal with these problems 177
shall deal with these questions 330
shall deal with these subjects 67
shall for all other purposes 151
shall hear all these statutes 745
shall let you know tomorrow 64
shall mean any such interest 44
shall not bow down yourself 50
shall not pay much attention 167
shall not say more concerning 51
shall not say much concerning 56
shall not sow your vineyard 171
shall not tax your patience 102
shall not then call hardness 51
shall not try your patience 102
shall not use much ceremony 59
shall now ask your attention 59
shall now beg your patience 56
shall now pay some attention 77
shall pay all other expenses 53
shall pay all such expenses 72
shall pay any sums received 70
shall pay for such fugitive 52
shall put off their garments 119
shall read with great interest 198
shall read with much interest 120
shall say how many thousands 192
shall see each other tomorrow 78
shall see how their physical 60
shall see how these elements 41
shall see that many economic 41
shall see that these problems 43
shall see that these questions 43
shall see this true likeness 104
shall set his foot foremost 46
shall then and there consider 347
shall then and there publicly 42
shall thou bring forth children 69
shall use his best endeavors 109
shall use his best energies 41
shall use its best endeavors 133
shall use our best endeavors 76
shall with all other subjects 46
shall you bring forth children 234
shalt all too soon homeward 45
shalt thou bring forth children 2926
shalt thou see such officers 107
shame that any other christian 44
share his own deep interest 45
share them with other children 163
share them with other students 105
share them with their children 216
share them with their families 95
share them with their landlord 417
share them with their students 44
share them with your children 204
share them with your students 172
share with all living creatures 325
share with all other citizens 237
share with all other creatures 118
share with all other shippers 48
share with each other whatever 153
share with his other children 43
share with them their sufferings 47
share with you some examples 94
share with you some insights 150
share with you some personal 168
share with you what happened 304
sheep may bring forth thousands 747
shews that you have agreeable 70
shine yet with pale grandeur 90
ships are now much employed 42
ships than had been captured 41
ships that had been anchored 89
ships that had been attacked 40
ships that had been captured 282
ships that had been designed 45
ships that had been detained 47
ships that had been interned 60
ships that had been promised 43
ships that had been reported 49
ships that had been scuttled 58
ships that had been torpedoed 95
shock she had just received 65
shock that you have suffered 44
shook her head very slightly 351
shook his head just slightly 56
shook his head more solemnly 49
shook his head more violently 58
shook his head very dubiously 55
shook his head very seriously 40
shook his head very slightly 435
shook his head very solemnly 44
shook off his iron slumbers 44
shook with his late agitation 63
shops are not very numerous 59
short and long term benefits 226
short and long term economic 142
short and long term exposure 66
short and long term financial 93
short and long term interest 502
short and long term memories 42
short and long term outcomes 244
short and long term policies 64
short and long term problems 101
short and long term projects 85
short and long term solutions 116
short and long term strategy 43
short and long term survival 94
short and long term treatment 84
short and long term variations 81
showing how they have affected 43
showing how you have executed 94
showing that its great mischief 46
showing that they have acquired 50
showing that they have received 52
showing that they were actually 50
showing that they were entitled 189
showing that they were esteemed 54
showing that they were intended 182
showing that they were prepared 136
showing that they were probably 80
showing that they were produced 113
showing that they were regarded 40
showing that they were welcomed 48
showing them how these entombed 127
showing you how very intimate 107
shown for that most religious 41
shown that for many purposes 42
shown that they have acquired 43
shown that they were actually 76
shown that they were intended 43
shown that they were mistaken 121
shown that they were prepared 383
shown that they were probably 90
shown that you were soldiers 79
shows off his ugly whiskers 46
shows that all three variables 40
shows that they have increased 94
shows that they have received 92
shows that they were actually 119
shows that they were composed 151
shows that they were conscious 103
shows that they were designed 148
shows that they were formerly 86
shows that they were intended 505
shows that they were mistaken 42
shows that they were prepared 183
shows that they were probably 391
shows that they were produced 158
shows that they were regarded 445
shows that they were summoned 53
shows that you have curiosity 97
shows you are paying attention 124
shows you how your document 53
shuts out all other interest 162
sides hang out their trophies 65
sides that are line segments 49
sight this may seem surprising 192
signs that his nose detected 76
signs that they were prepared 41
since gas has been invented 40
since she had been abducted 54
since she had been admitted 139
since she had been arrested 118
since she had been assigned 45
since she had been captured 143
since she had been confined 86
since she had been deprived 87
since she had been diagnosed 67
since she had been employed 41
since she had been fourteen 62
since she had been informed 66
since she had been involved 68
since she had been launched 50
since she had been pregnant 49
since she had been promoted 59
since she had been summoned 62
since she had been tortured 67
since she had just finished 45
since she had last received 41
since she had only recently 63
since she has been deprived 59
since she has been employed 49
since she has been tortured 40
since she was more beautiful 73
since she was only eighteen 42
since she was only fourteen 42
since she was very beautiful 40
since that day been seriously 70
since then and will continue 72
since then has been accepted 40
since then has been actively 107
since then has been employed 114
since then has been enormous 45
since then has been entirely 44
since then has been extended 53
since then has been involved 79
since then has been observed 44
since then has been occupied 48
since then has been regarded 43
since then has been reported 70
since then has been somewhat 42
since then they have declined 86
since then they have increased 171
since then they have remained 136
since then things have happened 46
since they and their children 71
since they and their families 122
since they are also affected 52
since they are also involved 57
since they are also observed 66
since they are also somewhat 42
since they are less affected 205
since they are less numerous 43
since they are more abundant 43
since they are more accurate 98
since they are more commonly 70
since they are more constant 105
since they are more directly 120
since they are more flexible 102
since they are more frequent 46
since they are more inclined 63
since they are more numerous 290
since they are more powerful 83
since they are more properly 75
since they are more relevant 45
since they are more specific 75
since they are more suitable 42
since they are more valuable 51
since they are most commonly 248
since they are most directly 63
since they are most relevant 44
since they are only beholden 68
since they are only partially 68
since they are only required 66
since they are only slightly 115
since they are very numerous 59
since they both were children 44
since they had been acquired 70
since they had been admitted 41
since they had been arrested 72
since they had been assigned 87
since they had been attacked 46
since they had been baptized 49
since they had been captured 163
since they had been children 353
since they had been declared 48
since they had been deprived 181
since they had been deserted 42
since they had been designed 75
since they had been educated 56
since they had been employed 67
since they had been excluded 74
since they had been expelled 82
since they had been informed 183
since they had been intimate 60
since they had been involved 107
since they had been launched 44
since they had been prepared 89
since they had been promised 97
since they had been received 184
since they had been relieved 45
since they had been reunited 83
since they had been selected 78
since they had been stripped 49
since they had been students 79
since they had been summoned 58
since they had only recently 119
since they may have remotely 98
since they not only indicate 73
since this has been reported 83
since war had been declared 371
since war has been declared 47
since you are like lukewarm 60
since you had your breakfast 74
since you may find yourself 82
singled out for more detailed 258
singled out for such attention 158
singled out for such treatment 394
sites that had been occupied 131
sites that had been selected 58
sites that use coke products 45
sitting with her back straight 86
sitting with his back straight 117
sitting with his legs sprawled 59
