sat nine 46 sat days 55
sat life 40 sat many 126
sat more 55 sat some 141
saw fall 47 saw their 152
saw knew 90 saw said 68
saw making 84 saw such 222
saw taking 56 saw only 70
saw only 57 saw came 42
saw were 43 saw laid 66
saw giving 44 saw having 41
saw making 91 saw more 48
saw some 130 saw such 110
saw told 78 saw only 40
saw back 40 saw from 131
saw heard 136 say arms 52
say there 111 say what 45
say these 120 say what 45
say their 44 say there 179
say these 84 say their 40
say their 83 say there 81
seal along 61 seas more 105
seat many 44 seat part 46
seat been 65 seat been 80
see their 47 see such 53
see their 62 see said 41
see told 89 see great 122
see their 87 see such 179
see having 45 see making 104
see such 264 see taking 46
see their 59 see your 94
see what 83 see what 40
see over 101 see feel 58
see want 43 see bears 76
see what 81 see lace 77
see fell 90 see will 46
see came 40 see have 47
see took 172 see site 88
see nothing 69 see away 54
see away 66 see book 62
see giving 99 see having 99
see making 191 see more 136
see some 234 see such 773
see taking 99 see their 89
see these 86 see those 45
see three 48 see your 89
see made 59 see said 42
see tell 131 see told 64
see urge 52 see there 94
see feel 40 see keep 56
see make 62 see ever 49
set time 43 set data 57
set been 107 set been 108
set have 105 set ideas 522
set self 44 set ways 64
set been 95 set have 115
set were 65 set will 110
set those 116 set must 137
set will 61 set knew 81
set have 47 set their 189
set their 166 set been 88
set been 1024 set come 40
set have 164 set those 262
set give 45 set have 554
set leads 117 set made 204
set make 430 set must 1612
set need 105 set were 391
set will 1006 set these 72
set have 80 set have 206
set have 132 set from 61
set will 43 set making 317
set will 191 set like 43
set ideas 45 set been 225
set hope 40 set have 705
set were 106 set will 149
set been 146 set made 55
set been 198 set will 220
set will 59 set were 40
set been 222 set have 290
set will 161 set those 84
set were 105 set ever 59
set those 61 set their 66
set been 212 set have 137
set make 84 set must 303
set take 45 set will 350
set data 53 set been 109
set have 137 set ideas 262
set been 107 set have 436
set make 175 set were 238
set will 193 set their 89
set been 109 set those 149
set will 120 set along 57
set their 54 set been 133
set have 438 set make 48
set must 150 set take 43
set were 57 set will 74
set more 81 set dealing 128
set been 85 set been 155
set were 76 set will 56
set been 100 set work 112
set make 130 set have 43
set been 127 set have 112
set keep 40 set will 148
set ideas 125 set been 82
set have 142 set data 182
set dealing 44 set good 123
set making 127 set such 121
set their 301 set these 97
set what 260 set been 692
set those 207 set have 336
set make 47 set must 156
set were 243 set will 636
set such 43 set their 121
set what 118 set their 127
set what 273 set your 107
set most 82 set much 84
set their 69 set what 78
set many 111 set other 150
set such 201 set what 94
set years 42 set make 40
set high 40 set many 101
set other 132 set their 525
set those 202 set what 704
set your 137 set high 169
set into 55 set time 537
set make 45 set shut 104
set will 133 set dealing 77
set making 45 set their 61
set will 99 set their 93
set their 61 she work 51
she only 75 she there 44
she what 246 she some 49
she only 183 she will 76
she only 101 she such 54
she there 195 she what 48
she your 45 she life 85
she ever 53 she life 40
she there 146 she their 46
she what 237 she your 60
sit wait 55 sit hold 298
sit make 63 sit look 91
sky cold 52 sky only 41
song love 105 song their 44
son anna 53 son jane 113
son mary 363 son ares 255
son zeus 40 son mary 108
son anne 47 son jane 82
son mary 158 son mary 57
son anna 86 son mary 198
son mary 260 son mary 53
son mary 67 son life 107
sue suit 69 sum earns 45
sum ruin 97 sum made 73
sun noon 95 sung loud 95
sun many 74 sun much 40
