safe that 93 safe use 133
said that 61 said god 58
said they 88 said she 47
said out 43 said out 47
said his 49 said arm 42
said she 51 said day 74
said for 88 said him 43
said not 76 said not 77
said too 40 said hung 43
said not 40 said how 44
said was 110 said was 159
said you 40 said hung 131
said did 71 said had 156
said was 215 said her 73
said she 113 said this 66
said not 60 said not 57
said was 76 said was 85
said far 52 said bad 41
said not 60 said his 155
said had 55 said not 115
said not 120 said not 59
said are 114 said set 68
said not 54 said not 68
said his 58 said had 78
said has 137 said had 48
said are 47 said not 45
said not 54 said men 53
said was 49 said not 60
said not 108 said not 44
said did 73 said being 45
said had 55 said that 57
said then 42 said not 137
said won 114 said ask 86
said had 84 said was 80
said got 40 said they 102
said had 127 said not 41
said man 47 said this 45
said not 72 sale not 43
sale with 90 salt for 42
salt and 62 same all 51
same and 45 same near 62
same for 61 same that 192
same and 49 same was 47
same his 50 same that 59
same not 41 same had 49
same read 103 same are 59
same with 73 sand wax 76
save all 41 save his 44
save his 128 save man 80
save our 77 saving our 48
saying was 55 saying was 144
saying not 43 saying not 44
saying are 48 saying has 49
saying not 45 saying not 41
saying not 61 saying its 56
says all 66 says not 119
says not 88 says not 51
says are 81 says has 60
says singing 45 seats him 45
seats them 84 seats them 263
sect this 43 seeing you 81
seeing all 41 seeing each 239
seeing her 552 seeing him 1290
seeing his 217 seeing one 157
seeing them 200 seeing this 46
seeing you 964 seeing had 58
seeing all 90 seeing and 330
seeing his 55 seeing was 191
seeing can 68 seeing her 89
seek are 70 seem not 76
seem easy 72 seem too 45
seen that 49 seen not 133
seen they 87 seen this 104
seen things 443 seen things 58
seen she 67 seen her 78
seen was 68 seen her 57
seen not 52 seen are 41
seen had 47 sees things 60
sees are 50 self not 95
self are 93 self two 64
self not 56 sell buy 52
sell and 50 sell set 64
sell buy 69 sell his 93
sell cat 78 sell all 43
send may 44 send not 43
send his 47 send his 75
send each 130 send one 63
send his 130 send her 71
send are 50 sent day 62
sets his 121 sets this 50
sets each 41 shed new 43
ship ran 41 ship two 57
ship this 71 shoes tie 66
shoes with 143 shoes his 50
shoes toes 77 shoes are 40
shop two 53 shot his 67
shot him 55 show her 76
show him 84 show doing 159
show they 105 show her 153
show him 102 show her 56
show him 50 show his 41
show she 49 show her 185
show his 300 show them 63
show all 129 show her 83
show him 72 show his 829
show that 54 show them 305
show this 119 show was 60
show his 98 show was 108
show was 137 show are 43
show how 44 show are 68
show one 92 show each 48
show them 76 show being 43
show not 324 show are 1114
show had 153 show not 51
show not 89 show not 49
show not 82 show not 66
show not 110 show not 101
show then 52 show are 212
show being 123 show not 46
show not 139 show are 332
show use 90 show are 42
show deal 161 show say 75
show they 84 show has 51
sick and 166 sick oil 72
sick was 50 side arm 47
side that 57 side with 135
side with 55 side men 60
side war 88 side his 49
sift yet 44 sign they 70
single all 50 sins our 93
sins that 876 sins they 102
sins you 145 sins his 200
sins and 44 sins for 54
sins for 59 sins for 1065
site not 151 site with 96
site its 208 site this 40
size not 94 size not 65
size each 41 skin her 84
skin and 57 skin his 45
skin age 43 skip you 61
slay his 92 slew not 43
slew his 53 slow they 44
snow now 48 sobs her 48
soft that 46 soft they 79
soft can 76 soft they 45
soft can 52 soft being 56
soft that 88 soft are 409
sold his 43 sold his 50
sold for 41 sold and 51
sold set 62 sold his 72
sold was 64 sold all 64
sold had 40 sole and 2006
sole for 154 some use 50
some new 75 some all 98
some men 59 some war 132
some are 59 some are 42
some can 51 some you 57
some this 92 some are 41
some each 122 some had 57
some them 49 some that 108
some that 69 some they 132
some they 45 some that 41
some they 64 some him 59
some that 56 some this 108
some they 47 some and 46
some they 155 some this 87
some one 109 some they 68
some this 85 some all 44
some this 105 some cap 46
songs sung 69 sons his 44
sons had 83 sort with 49
soul god 125 soul god 103
soul all 46 soul are 40
soul all 52 soul that 269
soul one 65 speak was 77
speak each 58 speak for 46
speak not 131 speak who 110
speak with 85 speak all 83
spot our 50 spring her 54
spring off 43 spring his 55
spring and 47 star her 155
stay her 75 stay him 44
stay her 56 stead bring 79
stop far 46 stop you 52
stop him 50 stop them 40
stop any 230 stop him 91
stop that 48 stop them 231
stop you 399 stop are 84
stop are 97 stop get 270
stop let 55 string sings 77
such she 92 such they 406
such they 59 such goes 51
such she 62 such with 68
such any 40 such tax 246
such not 47 such not 62
such are 47 such his 41
such not 46 such may 43
such all 41 such not 62
suit his 72 sure see 54
sure one 93 sure not 40
sure too 56 sure not 104
sure not 236 sure not 59
sure not 43 sure are 55
sure met 75 sure hear 81
sure see 223 sure his 42
sure had 84 sure all 46
sure doing 43 sure out 142
sure had 47 sure has 220
sure was 106 sure not 68
sure not 184 sure using 53
sure not 47 sure are 51
sure not 90 sure did 64
sure did 48 sure and 56
sure are 123 sure ask 78
sure buy 75 sure may 45
sure put 42 sure say 69
sure use 315 sure are 42
sure are 63 sure not 72
