sang hymns and praises to 54
sat about and praised my 40
sat about and watched it 55
sat alone and watched the 85
sat holding his letters in 78
sat round and watched the 47
sat sipping his liqueur in 50
sat smoking and listening to 49
sat staring and trembling in 84
sat stiff and upright in 66
sat still and allowed the 66
sat still and awaited the 51
sat still and refused to 59
sat still and studied the 139
sat still and watched the 325
sat still and watched us 45
sat tight and refused to 86
sat waiting him outside the 43
saw civil war kindled in 43
saw every day increasing in 65
saw reason for ascribing to 44
saw reason for assenting to 46
say about all aspects of 109
say about his ability to 95
say about its relation to 66
say about one quarter of 45
say about our ability to 134
say about this concept in 67
say about this problem in 188
say about this problem of 54
say about this process in 71
say about this process of 69
say about this question in 70
say about this question of 98
say about this subject in 199
say about this subject is 61
say anything and everything to 85
say anything that happens to 93
say anything with respect to 160
say either that everything is 101
say hello and goodbye to 186
say strong things against the 66
say where this species of 57
seal which had belonged to 46
seal which was affixed to 97
seas rather than abandon my 109
seas which lie between the 47
seat belts and observe the 48
seat until they touched the 278
seat which had belonged to 109
see above for details of 46
see above for details on 42
see below for details of 308
see below for details on 138
see cheer and comfort in 67
see every one obliged to 67
see males and females as 52
see never two dwellings of 53
see reason for exempting it 48
see signs and wonders in 72
see signs and wonders ye 447
see which can produce the 59
see which one belonged to 89
see women with infants on 50
set about his history of 66
set about its solution in 69
set about one function in 60
set afire and allowed to 52
set apart and applied to 1263
set apart and devoted to 598
set apart and observe the 357
set apart and offered to 62
set apart and pledged the 52
set apart and reserve in 46
set apart for freedom in 71
set apart for imploring the 46
set apart for members of 433
set apart for payment of 162
set apart for payment on 70
set apart for persons of 188
set apart for receiving the 50
set apart for service in 151
set apart for service to 176
set apart for support of 121
set apart for worship in 47
set apart for worship of 48
set aside all question of 78
set aside all thoughts of 230
set aside and allowed to 493
set aside and applied to 54
set aside and carried to 61
set aside and devoted to 319
set aside and ignored by 40
set aside and vacated by 55
set aside any attempt to 43
set aside any decision of 255
set aside any thoughts of 45
set aside for defraying the 41
set aside for failure of 106
set aside for failure to 181
set aside for improving the 43
set aside for listening to 49
set aside for members of 907
set aside for members to 75
set aside for parents to 63
set aside for payment of 980
set aside for payment to 117
set aside for persons of 97
set aside for receiving the 40
set aside for research in 149
set aside for research on 99
set aside for schools in 41
set aside for service to 49
set aside for storage of 267
set aside for support of 330
set aside for teachers to 132
set aside for victims of 40
set aside for violation of 59
set aside for worship in 46
set aside for worship of 127
set aside her election to 42
set aside its efforts at 53
set aside one percent of 64
set aside one quarter of 58
set aside ten percent of 236
set aside that picture of 82
set aside with respect to 288
set every one against me 40
set goals for increasing the 99
set goals with respect to 90
set round with diamonds of 94
set round with diamonds to 104
set signs and wonders in 190
set which had belonged to 109
sex drive and ability to 43
sex roles and division of 84
sex roles are defined in 45
sex roles are related to 52
sex roles with respect to 48
she added with gravity in 44
she aided and abetted the 75
she aided her husband in 70
she allow her husband to 87
she allow her thoughts to 53
she alone was allowed to 78
she alone was capable of 273
she arose and stepped to 42
she asked and pointed to 50
she asked each student to 76
she asked for details of 59
she asked her friends to 244
she asked her hostess to 97
she asked her husband as 142
she asked her husband if 399
she asked her husband in 117
she asked her husband the 44
she asked her husband to 1769
she asked her parents if 134
she asked her parents to 279
she asked her question in 50
she asked her sisters to 45
she asked his consent to 41
she asked this question of 71
she asked with concern in 82
she avows her purpose to 57
she based her decision on 57
she bases her decision on 43
she bathed and dressed in 81
she bathed and dressed the 67
she began her account of 40
she began her journey to 208
she began her research in 75
she began her research on 80
she began her studies at 301
she began her studies in 167
she began her studies of 50
she began his account of 168
she bowed her forehead on 49
she breaks her promise to 56
she broke her journey at 46
she broke her promise to 221
she broke her silence to 62
she built for herself in 49
she calls her husband to 69
she chose for herself in 42
she chose for herself the 87
she chose him because he 42
she claim for herself in 105
she could and managed to 51
she could ask herself the 45
she could bear witness to 64
she could bring herself to 7225
she could but recover the 113
she could get control of 150
she could get herself in 141
she could get herself to 197
she could get married to 40
she could get started on 318
she could hear faintly the 68
she could hear stories of 79
she could lean against it 112
she could lean against the 271
she could let herself be 152
she could let herself go 747
she could let herself in 176
she could not abandon it 69
she could not abandon the 326
she could not account to 90
she could not achieve by 62
she could not achieve in 87
she could not achieve it 73
she could not achieve the 174
she could not acquire the 49
she could not address the 44
she could not analyze it 63
she could not approve of 632
she could not approve the 89
she could not attempt the 41
she could not attempt to 480
she could not attract the 42
she could not because he 123
she could not because it 214
she could not because of 408
she could not because the 186
she could not believe he 2727
she could not believe in 3478
she could not believe it 8205
she could not believe me 155
she could not believe my 78
she could not believe of 74
she could not believe so 92
she could not believe the 2226
she could not believe to 64
she could not believe we 93
she could not capture the 49
she could not collect the 87
she could not command the 185
she could not comment on 156
she could not compare to 129
she could not compete in 377
she could not concede the 44
she could not condone the 87
she could not confess it 74
she could not confess to 145
she could not confide in 1278
she could not confide to 126
she could not confirm the 55
she could not conform to 133
she could not conjure up 284
she could not connect it 50
she could not connect the 121
she could not connect to 51
she could not conquer it 108
she could not conquer the 245
she could not consent to 1413
she could not contain it 433
she could not contain the 458
she could not control as 45
she could not control it 1125
she could not control me 122
she could not control my 49
she could not control or 291
she could not control the 2662
she could not correct it 73
she could not deceive me 100
she could not deceive the 48
she could not decline it 55
she could not decline the 42
she could not deliver it 67
she could not deliver the 147
she could not descend the 43
she could not descend to 44
she could not destroy it 117
she could not destroy the 160
she could not develop an 44
she could not develop the 56
she could not discern it 66
she could not discern the 285
she could not discuss in 66
she could not discuss it 255
she could not discuss the 259
she could not dismiss it 352
she could not dismiss the 846
she could not disobey the 49
she could not dispose of 686
she could not dispute it 43
she could not dispute the 81
she could not disturb the 44
she could not divulge the 54
she could not educate my 49
she could not embrace the 42
she could not endorse the 40
she could not enforce it 65
she could not enforce the 40
she could not entrust to 41
she could not envision the 58
she could not exactly be 94
she could not exactly go 48
she could not exclude the 44
she could not execute the 42
she could not explain as 106
she could not explain in 100
she could not explain it 1509
she could not explain or 217
