sack that thou hast drunk 137
safe bet that most people 70
safe bet that there would 43
safe for one more night 60
safe one for other folks 43
said all this many times 70
said and are saying about 112
said and did nothing about 86
said and for some reason 46
said and his eyes shone 56
said and not said about 54
said and sat down again 188
said did not make sense 1016
said does not make sense 96
said far too much about 70
said for both these views 49
said for his best works 62
said for his word about 40
said had they been asked 40
said how you feel about 62
said hut and land shall 58
said law for three months 44
said not one word about 1314
said not one word which 41
said one bad word about 42
said she had been about 46
said she had been alone 57
said she had been asked 178
said she had been beaten 118
said she had been dreaming 134
said she had been driving 41
said she had been feeling 139
said she had been getting 44
said she had been given 269
said she had been happy 46
said she had been looking 285
said she had been playing 58
said she had been praying 194
said she had been putting 47
said she had been quite 94
said she had been raped 429
said she had been right 90
said she had been sitting 100
said she had been staying 40
said she had been taken 172
said she had been talking 194
said she had been telling 48
said she had been thinking 664
said she had been under 112
said she had been waiting 286
said she had been walking 82
said she had been wanting 69
said she had been working 269
said she had been writing 50
said she had done right 53
said she had heard about 369
said she had just moved 56
said she had none about 122
said she had other plans 146
said she had some money 52
said she was coming right 116
said she was just about 265
said she was just getting 93
said she was just tired 162
said she was only kidding 55
said she was very brave 60
said she was very happy 491
said she was very hungry 88
said she was very lucky 48
said she was very proud 163
said she was very quiet 49
said she was very sorry 1287
said she was very tired 636
said she was very upset 206
said she was very willing 50
said she was well aware 152
said she was your mother 96
said that all such names 44
said that all these cases 59
said that all these people 136
said that all these words 43
said that all those loose 58
said that all those people 63
said that any fool could 72
said that for many months 138
said that for many people 67
said that for many weeks 41
said that for most people 70
said that for some months 108
said that for some people 85
said that for some reason 397
said that for some weeks 50
said that for three months 76
said that for three weeks 50
said that for years after 78
said that god will judge 109
said that her aunt would 41
said that her life would 65
said that his body would 63
said that his firm would 67
said that his last words 243
said that his life would 81
said that his main reason 65
said that his mind would 81
said that his name would 138
said that his only fault 42
said that his only reason 100
said that his plan would 43
said that his soul would 51
said that his time would 49
said that his union would 40
said that his wife could 160
said that his wife might 117
said that his wife showing 55
said that his wife would 442
said that his work would 66
said that its test would 72
said that men were equal 54
said that new south wales 81
said that new york state 61
said that new york would 48
said that not many people 60
said that not only could 162
said that not only would 431
said that one must first 116
said that one must never 96
said that one single psalm 41
said that our lord jesus 71
said that she also would 43
said that she felt faint 62
said that she felt quite 75
said that she felt sorry 116
said that she felt tired 49
said that she just could 233
said that she knew about 118
said that she knew quite 55
said that she knew where 134
said that she must first 175
said that she must marry 41
said that she must never 51
said that she took drugs 55
said that she went every 40
said that she will never 99
said that ten years after 57
said that that very morning 52
said that then there would 40
said that they also would 41
said that they came hither 117
said that they felt close 128
said that they felt worse 51
said that they have added 97
said that they have either 42
said that they have found 163
said that they have given 168
said that they have never 565
said that they have often 55
said that they have power 59
said that they have really 54
said that they have shown 77
said that they have taken 176
said that they have tried 72
said that they heard about 70
said that they just could 77
said that they knew about 186
said that they knew where 113
said that they must either 47
said that they must fight 51
said that they must first 277
said that they must never 44
said that they must stand 60
said that they took place 48
said that they were about 502
said that they were above 42
said that they were after 69
said that they were asked 116
said that they were aware 643
said that they were based 92
said that they were beaten 63
said that they were bored 66
said that they were bound 363
said that they were built 146
said that they were calling 56
said that they were close 85
said that they were crazy 54
said that they were cutting 42
said that they were dirty 40
said that they were drawn 66
said that they were easily 40
said that they were either 919
said that they were equal 123
said that they were false 42
said that they were feeling 58
said that they were finding 48
said that they were first 384
said that they were found 135
said that they were fully 134
said that they were getting 478
said that they were given 417
said that they were gonna 48
said that they were happy 645
said that they were headed 68
said that they were holding 99
said that they were hungry 163
said that they were hunting 49
said that they were keeping 92
said that they were killing 40
said that they were known 72
said that they were large 49
said that they were learning 66
said that they were looking 801
said that they were loyal 53
said that they were lucky 98
said that they were meeting 53
said that they were moved 68
said that they were named 53
said that they were nearly 53
said that they were never 596
said that they were often 280
said that they were passing 56
said that they were people 55
said that they were playing 65
said that they were praying 58
said that they were proud 242
said that they were putting 92
said that they were quite 1208
said that they were rather 91
said that they were really 282
said that they were right 210
said that they were running 162
said that they were saved 46
said that they were seeking 180
said that they were selling 77
said that they were sending 107
said that they were short 71
said that they were sitting 86
said that they were small 47
said that they were sorry 477
said that they were speaking 62
said that they were staying 66
said that they were still 795
said that they were taken 248
said that they were talking 181
said that they were thinking 273
said that they were throwing 47
said that they were tired 308
said that they were truly 104
said that they were tuned 48
said that they were under 765
said that they were upset 50
said that they were waiting 387
said that they were walking 41
said that they were wasting 51
said that they were white 90
said that they were willing 1563
said that they were within 43
said that they were working 553
said that they were worse 173
said that they were worthy 178
said that they will fight 43
said that they will loose 42
said that they will never 229
said that things were getting 158
said that things were looking 45
said that this bill would 154
said that this book would 93
said that this case could 55
said that this fact alone 44
said that this plan would 97
said that this step would 41
said that this took place 134
said that this view makes 55
said that this work would 43
said that this young woman 48
said that too many people 249
said that too many times 72
said that too much money 87
said that too much study 47
said that two days after 113
said that two days later 44
said that two years after 47
said that two years later 70
said that you have given 76
said that you have never 157
said that you have taken 83
said that you knew about 72
said that you must first 102
said that you must never 73
said that you were about 100
said that you were alone 44
said that you were getting 92
said that you were happy 56
said that you were hungry 66
said that you were looking 140
said that you were never 117
said that you were quite 121
said that you were really 68
said that you were right 138
said that you were sending 49
said that you were sorry 126
said that you were still 104
said that you were thinking 100
said that you were tired 78
said that you were under 66
said that you were waiting 41
said that you were willing 82
said that you were working 85
said that you were writing 45
said that you will never 144
said they all wore rough 87
said they had been asked 297
said they had been aware 49
said they had been beaten 194
said they had been drunk 134
said they had been fired 101
said they had been found 72
said they had been fully 51
said they had been getting 47
said they had been given 534
said they had been hired 104
said they had been hunting 43
said they had been looking 276
said they had been lucky 48
said they had been moved 53
said they had been praying 83
said they had been raped 400
said they had been taken 269
said they had been talking 147
said they had been thinking 105
said they had been under 154
said they had been waiting 219
said they had been working 152
said they had good reason 40
said they had heard about 426
said they had other plans 40
said they had seen angels 45
said they had seen jesus 86
said they had three kinds 54
said they had used drugs 88
said things that made sense 47
said things that were smart 85
said this out loud today 174
said this two days later 100
said this was their first 54
said this was your first 121
said this with deep feeling 45
said this with great feeling 49
said this with some pride 46
said was that there would 75
said with her best smile 58
said with her eyes fixed 59
said with her eyes shining 72
said with her eyes still 209
said with her most winning 42
said with his back still 48
said with his best smile 78
said with his eyes fixed 121
said with his eyes still 175
said with his most winning 42
said with his mouth still 44
said with his slow smile 96
said you and your father 86
said you and your mother 46
said you had been taken 70
said you had more sense 41
said you had some money 44
sail does not look worse 41
sail for new south wales 284
sail for new york within 109
sail for them till about 77
sail they had seen since 43
sail with her young beneath 430
sail with his young bride 43
sake and for their sakes 43
sake and for your mother 44
sake that his fate could 52
sale and for such price 70
sale can not take place 453
sale did not take place 599
sale does not fall within 69
sale does not take place 791
sale may not take place 92
sale was not made until 75
salt air and salt water 135
salt has long been known 48
salt has not been added 45
salt has not been found 46
salt than any other state 46
salt that has been added 51
same age and body build 145
same age and born under 47
same age and living under 55
same age who have never 71
same age who were still 48
same area all their lives 40
same area and time period 83
same area two years later 66
same are not paid within 110
same art can also evoke 43
same bar being three times 57
same bed and will fight 48
same can not take place 50
same day and month which 45
same day and next morning 45
same day and time every 40
same day are worth putting 42
same day that bell filed 64
same day that john adams 52
same day they were taken 153
same day two years later 71
same day with their chief 69
same did not take place 71
same does not take place 136
same end and will share 94
same for all cell types 64
same for all four cases 67
same for all four types 93
same for all ideal gases 146
same for all life forms 44
same for all such gases 53
same for all these cases 67
same for all three cases 425
same for all three forms 86
same for all three kinds 83
same for all three tests 53
same for all three types 606
same for all three waves 61
same for all wave lengths 461
same for all young people 52
same for each such child 41
same for each time period 78
same for two days running 44
same goes for just about 41
same goes for other types 48
same had not been taken 69
same has not been found 77
same has not been taken 90
same job all their lives 51
same job for less money 114
same law has been found 81
same man that poor seedy 67
same men had been every 57
same nor any part thereof 165
same path and felt round 71
same plea has been urged 49
same sex and look alike 64
same sex may hold hands 56
same that had been given 124
same that had been taken 104
same that has been taken 44
same that has been urged 47
same things all over again 1045
same things are said about 55
same things for their first 44
same things that other people 206
same way all over again 126
same way and their hands 70
same way his boss lords 47
same way let your light 91
same way she felt about 87
same way ten years later 44
same way that iron filings 46
same way that many others 94
same way that many people 301
same way that many women 56
same way that mark twain 50
same way that most people 310
same way that other forms 89
same way that other human 88
same way that other kinds 76
same way that other parts 77
same way that other people 582
same way that other social 93
same way that other state 47
same way that other types 82
same way that other women 45
same way that poor people 42
same way that radio waves 40
same way that some people 765
same way that some women 45
same way that those first 41
same way that young people 68
same way that your father 87
same way that your mother 46
same way they learn about 66
same way they talk about 243
same way they think about 100
same way with other girls 71
same way with other people 53
same way with those whose 76
same way you feel about 123
same way you think about 146
same who had been given 70
same who was four times 48
same with any other woman 43
same with his four birds 60
same with that from which 71
same year new york state 54
same year that these people 44
same year with three ships 72
sand and mud like swine 88
sand and rub your faces 74
sand area for their cooking 100
sand that had been blown 74
sand that had been thrown 96
sand that has been blown 47
sand that has been heated 47
sand with his bare hands 76
sane all his life after 58
sank and his arms shook 44
sank and then rose again 51
save all his poor human 60
save and use their savings 49
save any one from danger 75
save his own life after 49
save his own life shall 51
save his own life while 50
save his own life would 48
save his own soul after 47
save his own soul alive 105
save that they were people 41
save you and have mercy 41
save you and your child 86
save you with these hands 90
saving than any other class 104
saving that they have taken 51
saying and with less pains 41
saying did not make sense 351
saying does not make sense 458
saying her dear lord still 55
saying how long miss amelia 40
saying how you feel about 194
saying not one word about 102
saying she had been dreaming 72
saying she had been looking 49
saying she was very happy 41
