sack brought 48 sack picture 44
safe require 51 safe condoms 72
safe hitherto 41 safe perfume 55
sage shouted 45 said enacted 49
said viceroy 116 said laughed 120
said laughed 184 said together 44
said together 123 said against 85
said unusual 53 said anybody 55
said brothers 55 said closest 74
said friends 597 said sisters 139
said teachers 46 said brethren 54
said brothers 123 said buddies 52
said captors 191 said closest 101
said cousins 58 said critics 154
said earliest 60 said enemies 69
said friends 2680 said greatest 44
said knights 46 said lawyers 48
said letters 77 said masters 48
said medical 118 said seconds 44
said sisters 168 said teachers 119
said vassals 148 said members 156
said company 155 said friends 108
said finally 47 said friends 57
said husband 935 said hundred 2160
said thousand 1273 said hundred 253
said thousand 292 said dollars 80
said shillings 162 said thousand 847
said dollars 47 said hundred 1201
said millions 140 said thousand 704
said himself 80 said funeral 70
said process 93 said general 153
said richard 43 said senator 45
said several 202 said believe 203
said everything 120 said exactly 45
said admired 73 said adopted 244
said advised 467 said allowed 136
said altered 51 said amassed 54
said appealed 97 said appeared 160
said applied 248 said arranged 630
said arrived 822 said assumed 229
said assured 106 said avoided 51
said behaved 126 said belonged 81
said boasted 50 said brought 2007
said carried 389 said certain 134
said charged 53 said checked 286
said climbed 78 said counted 169
said covered 88 said crossed 206
said damaged 42 said decided 2697
said delayed 90 said derived 134
said desired 104 said devised 66
said devoted 122 said drafted 64
said dropped 204 said enjoyed 564
said entered 396 said escaped 430
said everything 110 said favored 71
said fifteen 75 said figured 46
said finally 274 said founded 63
said friends 125 said gathered 180
said granted 96 said guessed 74
said handled 74 said himself 1191
said hitherto 198 said induced 40
said injured 41 said invited 382
said knocked 66 said laughed 54
said letters 117 said located 90
said managed 281 said marched 54
said married 483 said noticed 1398
said occasion 64 said offered 568
said omitted 82 said opposed 228
said ordered 1110 said painted 128
said perhaps 92 said planned 435
said planted 82 said pledged 184
said plotted 52 said pointed 288
said preached 95 said pressed 62
said printed 61 said pursued 41
said realized 132 said reduced 89
said refused 621 said removed 148
said repeated 57 said replied 259
said resided 49 said retired 155
said searched 215 said secured 228
said seduced 57 said settled 109
said several 566 said slipped 97
said spotted 57 said stabbed 48
said started 692 said stepped 50
said stopped 404 said striven 96
said strongly 59 said studied 821
said thoughts 47 said touched 79
said trained 97 said trouble 159
said violated 69 said visited 1036
said watched 449 said weighed 73
said written 3320 said yielded 64
said brought 115 said decided 40
said offered 48 said private 51
said refused 43 said written 172
said realized 101 said himself 55
said himself 142 said accepting 53
said accused 150 said advised 155
said against 724 said alarmed 78
said allowed 220 said annoyed 65
said answering 45 said ashamed 653
said assured 133 said attending 106
said awfully 62 said beginning 424
said beloved 48 said between 42
said blessed 126 said bothered 43
said brought 299 said capable 206
said captain 73 said careful 101
said carried 149 said certain 1188
said charged 268 said charmed 51
said chiefly 63 said content 348
said correct 50 said crowned 41
said defeated 52 said defending 66
said devoted 104 said dressed 64
said drowned 81 said educating 43
said elected 164 said enclosing 45
said endowed 41 said equally 292
said exactly 68 said examining 43
said excited 51 said expecting 381
said faithful 45 said familiar 389
said finally 123 said following 317
said foolish 67 said grieved 108
said happier 69 said haunted 81
said heartily 80 said himself 742
said honored 141 said hopeful 120
said induced 170 said injured 41
said intending 92 said invited 253
said knocked 41 said largely 82
said listening 96 said married 532
said nervous 102 said obliged 1833
said obscure 110 said offered 387
said opposed 1217 said ordered 307
said outside 45 said perfect 53
said perhaps 114 said pledged 43
