factions opposed to each other 92
factors brought to bear upon 55
factors measured by this test 48
factors operating at that time 147
factors operating at this time 42
factors operating in each case 77
factors peculiar to each case 168
factors peculiar to this case 40
factors present in each case 93
factors present in this case 128
factors related to each other 94
factory workers do not have 46
factory workers in new york 233
factual account of her life 41
factual account of his life 282
factual content of this book 44
factual context of each case 111
factual context of this case 174
factual details of his life 49
factual material in this book 107
faculty members at that time 51
faculty members do not feel 49
faculty members do not have 255
faculty members do not know 73
faculty members do not like 40
faculty members do not want 73
failure because he has been 42
failure because it had been 44
failure because it has been 74
failure because of its lack 52
failure clutching at his heart 45
failure depends on how well 157
fairest members of our lithe 57
fairest portions of our land 78
faithful account of all their 68
faithful account of his life 151
faithful heroism in that kind 57
faithful husband of one wife 68
faithful husband to his wife 96
faithful partner of his joys 46
faithful partner of his life 119
faithful picture of his life 147
faithful picture of his mind 68
faithful picture of real life 51
faithful picture of that great 41
faithful servant he had been 55
faithful servant of god will 43
faithful servant of her good 60
faithful servant of his lord 265
faithful servant of his most 103
faithful servant of our lord 158
faithful servant to his duty 94
faithful servant to that good 51
faithful service as they have 80
faithful service to his lord 46
faithful steward of his lord 40
faithful subject of our said 81
faithful support to each other 100
falsely accused of being arch 117
falsely asserts of his three 45
familiar animals in not having 43
familiar because it has been 106
familiar example of this fact 76
familiar example of this form 165
familiar example of this kind 466
familiar example of this mode 70
familiar example of this sort 150
familiar example of this type 807
familiar features of his face 58
familiar letters to his wife 51
familiar objects in his room 48
familiar objects in new ways 80
familiar objects of that home 58
familiar passage in his reading 132
familiar twinkle in his eyes 84
fancied effects of his reading 86
fancied himself at any time 111
farmers refused to bring their 70
farmers refused to pay rent 47
farmers refused to pay their 67
farmers usually do not have 52
fateful decision of his life 265
fatiguing debates he had been 45
favored because of its high 55
feasible solution if and only 205
feasible solution in this case 47
features covered in this book 223
features related to each other 113
federal bailout of new york 75
federal buildings in new york 167
federal offices in new york 186
federal relation to each other 121
federal treasury to any tory 58
fellows carried up and down 93
fervent prayers to god their 41
fiercer features of his sect 64
fiercer schisms in our body 102
fifteen castles at that time 42
fifteen columns on each side 81
fifteen degrees in one hour 66
fifteen degrees on each side 70
fifteen dollars of our time 87
fifteen hundred of each kind 40
fifteen hundred of his best 182
fifteen hundred of them were 269
fifteen hundred of this last 70
fifteen members of that body 59
fifteen minutes at any time 68
fifteen minutes at one time 122
fifteen minutes by bus from 45
fifteen minutes by car from 189
fifteen minutes he had been 117
fifteen minutes he was able 85
fifteen minutes he was back 172
fifteen minutes it was over 103
fifteen minutes it was there 60
fifteen minutes of air time 106
fifteen minutes of each hour 443
fifteen minutes of each other 300
fifteen minutes of her time 72
fifteen minutes of his life 170
fifteen minutes of his time 517
fifteen minutes of our time 51
fifteen minutes of that time 69
fifteen minutes of this kind 43
fifteen minutes of this sort 47
fifteen minutes on each side 128
fifteen minutes to get back 377
fifteen minutes to get down 127
fifteen minutes to get from 175
fifteen minutes to get here 165
fifteen minutes to get home 175
fifteen minutes to get into 148
fifteen minutes to get over 121
fifteen minutes to get ready 278
fifteen minutes to get their 42
fifteen minutes to get there 652
fifteen minutes to get your 94
fifteen minutes to one hour 1727
fifteen minutes to see what 48
fifteen players on each side 73
fifteen thousand in new york 46
fifteen thousand of his best 54
fifteen thousand of them were 164
figured largely in his life 63
figures clasped in each other 72
figures printed in this book 48
figures related to each other 66
figures studied in this book 42
figures together in that wrong 59
finally adopted by that body 44
finally allowed to sit down 103
finally appeared in new york 44
finally arrived at her home 54
finally arrived at his home 93
finally arrived at new york 115
