five hundred alleged witches were 56
five hundred brethren arranged their 49
five hundred furlongs distant from 47
five hundred thousand dollars cash 59
five hundred thousand dollars from 388
five hundred thousand dollars have 98
five hundred thousand dollars more 388
five hundred thousand dollars upon 44
five hundred thousand dollars were 295
five hundred thousand dollars will 53
five hundred thousand dollars worth 290
five hundred thousand germans were 43
five hundred thousand persons were 118
five thousand closely printed folio 42
four hundred thousand dollars from 200
four hundred thousand dollars having 42
four hundred thousand dollars into 51
four hundred thousand dollars more 213
four hundred thousand dollars were 128
four hundred thousand dollars worth 112
four hundred thousand hungarian jews 81
four hundred thousand persons were 52
from factual material gathered from 56
from several hundred thousand years 53
from southern british columbia into 40
from southern british columbia south 633
