far abler hands than mine 286
far above anything that ever 62
far above every one else 59
far below where they were 49
far fewer books than many 59
far fewer girls than boys 209
far finer after his fall 45
far lower level than those 50
far state action has during 43
far taper fades with fading 137
far wider change had been 92
far wider scale than ever 51
far within which lay what 72
far worse evils than those 53
far worse shape than when 52
far worse state than when 43
fat birds easily get over 72
fat hands thrown out over 55
fear russia might use hers 49
fear which dared not look 47
fear which makes men keep 149
feat which could not have 48
fed hungry souls all over 95
few acres within our reach 43
few basic rules that will 47
few basic terms that will 43
few beers under his belt 81
few black lines and dots 46
few black sheep that their 82
few books which are well 42
few books which had been 82
few books within his reach 61
few brave souls who have 63
few cases where men have 44
few cases where they have 495
few cases where they were 372
few cases where you have 45
few cases which had been 44
few curls about her face 84
few doors below this shop 42
few dozen people who were 54
few extra miles per hour 63
few facts about her life 117
few facts about his early 41
few facts about his life 287
few facts about this wild 85
few facts which may help 47
few first notes she drew 59
few hints which may help 43
few hours after being born 53
few hours after being laid 61
few hours after being shot 145
few hours after her birth 140
few hours after his birth 389
few hours after his body 114
few hours after his wife 77
few hours after its birth 274
few hours after she left 92
few hours after they have 427
few hours after they left 118
few hours after they took 53
few hours after they were 604
few hours after this came 41
few hours after you have 123
few hours after you left 301
few hours every day when 44
few hours every man knew 125
few hours known all over 110
few hours later and said 105
few hours later and told 97
few hours later and took 50
few hours later his body 75
few hours later his wife 46
few hours later she came 84
few hours later she died 123
few hours later she went 50
few hours later that same 177
few hours later they came 155
few hours later they heard 52
few hours later they took 41
few hours later they were 976
few hours later was very 136
few hours later you will 45
few hours might bring forth 73
few hours older than when 56
few hours rather than days 73
few hours spent with cows 58
few hours which had been 40
few hours would bring forth 56
few hours would not make 43
few hours would not only 45
few large banks with many 47
few large cells with many 49
few large firms and many 111
few large firms that have 70
few lines which had been 52
few lines which may give 41
few lines which you will 78
few locks which are left 144
few miles above its mouth 891
few miles above new york 122
few miles above our camp 77
few miles above our heads 51
few miles below our last 61
few miles below that city 82
few miles below that town 57
few minds which are very 51
few months after her birth 270
few months after his birth 754
few months after his book 50
few months after his coming 130
few months after his great 116
few months after his last 133
few months after his term 43
few months after his trial 61
few months after his wife 431
few months after its birth 199
few months after she came 132
few months after she died 109
few months after she left 189
few months after that time 54
few months after that when 50
few months after they came 63
few months after they have 208
few months after they left 53
few months after they took 45
few months after they were 735
few months after this book 74
few months after this date 92
few months after this last 100
few months after this time 321
few months after you have 53
few months after you left 137
few months after you were 68
few months every two years 72
few months fancy you have 46
few months hence may suit 74
few months hence you will 40
few months later and died 63
few months later and said 94
few months later and sent 40
few months later and went 50
few months later both were 65
few months later his health 42
few months later his life 52
few months later his name 47
few months later his wife 162
few months later his work 114
few months later may have 46
few months later she came 139
few months later she died 276
few months later she gave 135
few months later she left 68
few months later she lost 45
few months later she made 55
few months later she said 54
few months later she sent 68
few months later she told 72
few months later she took 77
few months later she went 134
few months later sir john 47
few months later that same 88
few months later that their 40
few months later they came 62
few months later they went 60
few months later they were 1169
few months later this same 105
few months later was made 80
few months later was sent 46
few months rather than years 79
few months since had been 131
few months since its last 41
few months since they were 57
few months since you were 52
few months until they were 60
few months while they were 46
few months would not have 41
few months would then have 51
few older people who were 57
few others which are less 87
few people alive who have 64
few people alive who knew 48
few people every year will 98
few people today who have 79
few people willing and able 41
few phone calls and find 58
few phone calls and some 94
few prose tales that have 106
few roads which had been 48
few short hours had made 46
few short months ago were 81
few short months ago when 79
few short weeks ago when 40
few short weeks they were 43
few short weeks you will 49
few small firms that have 50
few small forts had been 91
few still exist who have 123
few strong hands that hold 46
few terms which are used 69
few times until you feel 179
few times until you find 56
few times until you have 125
few times while they were 51
few times while you were 50
few twigs which are lost 65
few votes under his sway 50
few weeks after her birth 150
few weeks after his birth 356
few weeks after his coming 137
few weeks after his last 104
few weeks after his trial 46
few weeks after his wife 261
few weeks after its birth 153
few weeks after our last 63
few weeks after our trip 44
few weeks after she came 105
few weeks after she died 67
few weeks after she left 125
few weeks after she went 44
few weeks after that time 43
few weeks after they came 54
few weeks after they have 249
few weeks after they left 89
few weeks after they took 48
few weeks after they went 53
few weeks after they were 444
few weeks after this date 76
few weeks after this time 88
few weeks after you have 121
few weeks after you left 247
few weeks after you were 63
few weeks havoc was done 82
few weeks later and died 41
few weeks later and made 45
few weeks later and said 163
few weeks later and told 123
few weeks later and were 40
few weeks later his body 50
few weeks later his wife 129
few weeks later she came 195
few weeks later she died 169
few weeks later she fell 45
few weeks later she gave 80
few weeks later she heard 51
few weeks later she left 70
few weeks later she made 43
few weeks later she said 74
few weeks later she sent 83
few weeks later she told 143
few weeks later she took 79
few weeks later she went 107
few weeks later that same 46
few weeks later that there 49
few weeks later they came 86
few weeks later they took 60
few weeks later they went 89
few weeks later they were 1030
few weeks later this same 114
few weeks later two more 41
few weeks later you find 104
few weeks later you will 51
few weeks since had been 46
few weeks until they have 49
few weeks until they were 43
few which might not have 41
few white people had ever 65
few white people who have 70
few white people who were 54
few white women who have 48
few words about each will 66
few words about her health 58
few words about him here 78
few words about him will 56
few words about his life 80
few words about his wife 64
few words about his work 84
few words about how much 164
few words about how these 64
few words about them here 133
few words about them will 89
few words about this bill 43
few words about this book 140
few words about this great 61
few words about this last 43
few words about this most 54
few words about two other 85
few words under her breath 124
few words under his breath 212
few words which are used 97
few words which had been 129
few words which had just 97
few words which may have 46
few words which mean nothing 88
few would argue that such 108
few would argue that there 131
few would argue that these 140
few would claim that these 57
few would doubt that there 41
few yards above our heads 105
fog within which our type 45
for about eight per cent 145
for about fifty per cent 573
for about forty per cent 248
for about seven per cent 149
for about sixty per cent 446
for about thirty per cent 130
for action rather than talk 135
for action which had been 57
for action which may turn 109
for adult women who have 43
for after passing thus from 45
for allah loves not those 80
for amino acids and other 119
for amino acids and their 65
for amino acids and three 44
for amino acids are used 48
for amino acids has been 40
for anything which had been 59
for anything which has been 95
for anything which may have 92
for anything which may seem 67
for anything which they have 51
for anything would she have 313
for anything would they have 113
for atoms forming two such 62
for beaver pelts and other 68
for beaver skins and other 58
for bills which they have 44
for binding sites with other 44
for black people all over 94
for black people and other 81
for black people and their 80
for black people who have 48
for black people who were 54
for black women and their 150
for black women has been 132
for black women who have 72
for black women who were 77
for blank paper and wide 53
for blood tests and other 50
for books which had been 74
for brain growth and mind 64
for breadth rather than depth 145
for breathing space and means 42
for cases where you want 47
for cause shown and upon 91
for change comes not from 43
for change which had been 63
for change which has been 41
for check boxes and radio 65
for close action was flying 55
for cutting tools and dies 123
for cutting tools and other 68
for cutting tools for hard 56
for debts which had been 129
for easier entry and exit 89
for eighth grade and high 45
for eight hours each week 55
for eight hours per week 127
for eight months and during 48
for eight months and more 146
for eight months and there 41
for eight months and were 51
for eight months had been 115
for eight months they were 53
for eight times six years 60
for either party had some 43
for engine fuels may seem 49
for every action they take 51
for every action you take 51
for every adult who leads 60
for every change you make 89
for every child and young 57
for every child and youth 78
for every child for whom 44
for every child she bears 43
for every child they have 54
for every child who dies 45
for every horse and mule 43
for every human being born 64
for every human being from 80
for every human being must 48
for every human being there 92
for every milch cow will 56
for every night this week 174
for every penny they have 59
for every penny you have 144
for every place and time 73
for every point you make 43
for every pound you give 65
for every pound you lose 55
for every right they have 89
for every shape and size 93
for every share they held 40
for every sheep and lamb 85
for every slave they were 54
for every state and many 344
for every trace and sign 43
for every twist and turn 282
for every white man south 125
for every woman and girl 58
for every woman who dies 146
for every woman who ever 48
for false taste and base 81
for fence posts and fuel 115
for fence posts and other 69
for fewer hours and more 110
for fewer hours per week 117
for fewer rather than more 167
for field entry and data 116
for field trips and other 145
for fifty cents per acre 322
for fifty hopes and fears 647
for fifty miles and more 199
for fifty miles has come 90
for finding fault with their 61
for finding fault with what 55
for fishing lines and nets 214
for forcing fresh air into 45
for forty hours each week 85
for forty hours per week 161
for forty miles and more 83
for fresh water and food 229
for fresh water and other 88
for fresh water and salt 91
for fruit trees and other 45
for funds which had been 46
for getting under his skin 56
