fable could not hold its 66
faced about and swung his 56
faced round and kept them 42
faces glowing with health and 105
faces moist with sweat and 115
faces shining with sweat and 95
faces truer than those that 102
facts about her life and 133
facts about her life are 87
facts about her life that 48
facts about his life and 623
facts about his life are 358
facts about his life that 218
facts above set forth and 44
facts above set forth are 54
facts calls for giving each 119
facts could not help but 46
facts count for more than 54
facts found are such that 68
facts prove that there are 71
facts prove that there was 57
facts showing how great may 47
facts showing that there are 163
facts showing that there has 47
facts showing that there was 149
facts shows that there are 44
facts stand out from this 136
facts which are clear and 96
facts which are dealt with 49
facts which are only too 49
facts which are true and 57
facts which are what they 58
facts which bear upon this 281
facts which may give you 41
facts which may have led 53
facts which may help him 47
facts which may make all 51
facts which may turn out 49
facts which they have not 110
facts which you have not 44
facts while you play and 45
faded coats than their own 70
failing shall and will pay 44
failing which they will not 43
faint blush that held its 99
faint chill run down his 55
faint feeling that there are 51
faint hopes they will not 40
fairy tales and myths and 109
fairy tales and myths are 93
fairy tales and myths that 142
fairy tales that were read 62
fairy waved her wand and 66
falling about her face and 97
falling about her neck and 46
falling apart and there was 90
falling round you when you 41
falling short and longing for 40
falling under this heading are 184
falling waver and seem not 42
falling within this range are 41
falls about one inch for 42
falls within our view has 46
falls within this range and 97
false gloss put upon any 82
false names with such real 48
false notion that here was 43
false notion that there are 79
false start and lost two 51
false teaching that there are 89
false tongue are evil things 55
fancy could get into his 61
fancy march any more than 54
fancy paper and tied with 60
fancy which you have got 51
fared worse than those who 231
fared worse than those with 90
farms which are less than 44
fatal drugs and those who 52
fatal night his wife with 46
fatal weapon than their song 103
father about ten years ago 83
father about two years ago 40
father aside and told him 134
father asked her what had 42
father asked her what she 182
father asked her what was 59
father asked him what had 62
father asked him what was 157
father asked them what had 73
father bound him hand and 198
father comes and sees you 104
father could get away with 40
father could not care for 99
father could not come with 63
father could not cope with 121
father could not find any 47
father could not find her 190
father could not find him 78
father could not find his 100
father could not give any 73
father could not give her 115
father could not give him 111
father could not give his 84
father could not have had 99
father could not help but 238
father could not help her 136
father could not help him 129
father could not hide his 71
father could not keep her 46
father could not keep him 51
father could not keep his 148
father could not leave his 152
father could not live with 44
father could not love her 50
father could not make him 67
father could not make out 52
father could not send him 42
father could not stop him 42
father could not take his 85
father could not teach him 48
father could not tell him 61
father could not wait for 53
father drank too much and 142
father drove him from his 63
father durst not take her 53
father found out what had 90
father found out what she 63
father found out what was 60
father holding you down and 69
father loved each other and 43
father loved her more than 113
father loved him more than 1378
father loved you more than 71
father loves his sons and 84
father loves them more than 45
father loves you more than 217
father never got over his 44
father never had more than 63
father never had time for 90
father raped her when she 58
father really has left her 62
father running and crying for 50
father shall not find thee 212
father shall not find you 82
father shall not know that 53
father shook his hand and 114
father wiped his mouth with 55
father would get angry and 81
father would not care for 48
father would not deny her 67
father would not even let 142
father would not find out 231
father would not give her 259
father would not give him 502
father would not give his 389
father would not give them 47
father would not give you 57
father would not have any 95
father would not have had 353
father would not have her 106
father would not have him 162
father would not have let 258
father would not have put 86
father would not help him 146
father would not know him 56
father would not know how 47
father would not know she 43
father would not know you 40
father would not leave her 63
father would not leave him 68
father would not leave his 96
father would not like him 51
father would not like that 418
father would not like this 54
father would not like you 84
father would not live long 102
father would not lose his 44
father would not make him 75
father would not need her 95
father would not part with 70
father would not send him 66
father would not take her 126
father would not take him 130
father would not take his 64
father would not tell her 61
father would not tell him 83
father would not tell you 45
father would not wait for 75
father would not want her 140
father would not want him 87
father would not want his 89
father would not want you 266
father would sit down and 69
father would sit down with 64
fatty acids and fish oil 133
fatty acids and less than 272
fatty acids and milk fat 141
fatty acids and other fat 210
fatty acids and their use 150
fatty acids and these are 107
fatty acids and those with 91
fatty acids are good for 45
fatty acids are those that 123
fatty acids are those with 92
fatty acids are used for 346
fatty acids with less than 369
fatty acids with more than 711
fault rather than their own 40
fault rests with those who 116
fault which all good men 63
feared above all else that 155
feared above all else was 140
feared would not leave him 87
feather stuck all over with 100
feeling about each other and 44
feeling could not last long 201
feeling every day more and 50
feeling fresh and ready for 42
feeling mingled with their joy 175
feeling people get when they 190
feeling queer all over with 60
feeling rather than seeing his 109
feeling rather than seeing that 63
feeling sorry for poor old 66
feeling sorry for those who 275
feeling stiff and cold and 45
feeling tired and worn out 207
feeling which goes along with 110
feeling which had been his 69
feeling which had been now 53
feeling which had kept her 72
feeling which had made her 121
feeling which had made him 78
feeling which may make all 55
feeling which they have not 159
feeling which this step and 44
feeling which was more than 42
feeling worse than when she 97
feeling worse than when they 79
feeling worse than when you 109
feeling would not last long 576
feeling would not leave her 55
feeling would not leave him 103
feels about her body and 78
feels about his life and 40
feels about his wife and 40
feels right and what does 67
feels sorry for those who 117
felling trees and sawing them 130
fence until they were out 73
fence which had seen its 146
fetal liver and yolk sac 390
fetch water and wood and 57
fetch water and wood for 53
fever broke out among his 47
fever broke out among them 280
fever cases are very few 72
fever lasts for more than 119
fever which had kept him 58
fever which had laid him 47
fever which had left him 57
fever which may last for 58
fewer books than there are 53
fewer colds than those who 67
fewer girls than boys are 195
fewer hours and more pay 44
fewer hours for less pay 103
fewer hours per week and 229
fewer hours per week for 48
fewer hours per week than 769
fewer hours per week with 52
fewer hours than those who 46
fewer people than ever are 42
