far an agreeable irony may 40
far as american ports and 107
far as consumer goods are 189
far as criminal cases are 195
far as criminal trials are 40
far as disabled people are 62
far as dramatic value goes 70
far as economic goods are 51
far as economic growth was 48
far as external bonds are 113
far as historic times are 43
far as immediate action was 68
far as imported goods are 53
far as indirect taxes are 281
far as interest rates are 160
far as internal trade was 46
far as literary texts are 45
far as military action was 41
far as ordinary people are 151
far as physical force was 89
far as physical signs are 102
far as possible about them 46
far as possible anything that 267
far as possible avoid all 54
far as possible avoid any 70
far as possible avoid each 44
far as possible carry out 46
far as possible equal and 43
far as possible every man 84
far as possible rather than 369
far as possible since they 54
far as possible under his 133
far as possible under its 158
far as possible under one 78
far as possible under our 50
far as possible until they 75
far as possible until you 99
far as possible where they 62
far as possible while they 48
far as possible within his 58
far as possible within its 154
far as possible within one 45
far as possible within our 51
far as possible within this 79
far in dominating social and 46
far it promoted civil and 42
far no definite action has 55
far the evidence shows that 86
far the exception rather than 249
far the simplest method for 59
far the strongest reason for 61
fear my presence might jar 48
fear of contagion which had 59
fear of personal danger can 41
fear of physical abuse and 41
fear of physical danger and 161
fear the infinite power and 53
fear the prevailing taste for 62
fear to subjects which are 95
feat of engineering skill and 55
fed by numerous springs and 67
fed on mulberry leaves and 49
fed on mulberry leaves for 71
fee on imported crude oil 51
few to separate anything out 58
fit of enthusiasm which had 85
fit of laughter which has 148
fit of laughter which his 93
fit the criminal rather than 178
fit the offender rather than 100
fit the specific needs and 154
fit to consider which way 50
fly the shuttles hither and 64
for an absurdly small sum 363
for an academic period that 78
for an accident arising out 71
for an accident which had 41
for an accident which has 60
for an accident which was 51
for an accounting period and 168
for an accounting period are 133
for an accounting period may 49
for an accounting period that 114
for an activity which can 42
for an activity which has 58
for an activity which was 67
for an adequate basis for 64
for an adequate cause for 45
for an adequate period and 49
for an american indian who 45
for an american legion team 45
for an american rather than 84
for an american reader with 55
for an american stamp tax 49
for an american woman who 65
for an approach which can 48
for an approach which does 42
for an argument about how 58
for an attitude lofty and 84
for an attitude which was 48
for an audience hungry for 47
for an audience rather than 108
for an audience which does 58
for an audience which had 191
for an audience which has 108
for an audience which may 52
for an audience which was 275
for an audience wider than 100
for an authority which can 48
for an auxiliary force had 48
for an economic model that 143
for an economic order that 150
for an educated black man 49
for an education which has 42
for an education which was 74
for an electric light and 102
for an electric motor and 46
for an emotional rather than 54
for an employer rather than 46
for an entrance lodge and 192
for an eventual meeting with 40
for an exemption under that 45
for an exemption under this 329
for an expansion rather than 48
for an extended period and 2719
for an extended period are 244
for an extended period but 216
for an extended period can 333
for an extended period does 46
for an extended period due 110
for an extended period each 51
for an extended period for 326
for an extended period had 67
for an extended period has 102
for an extended period may 471
for an extended period than 41
for an extended period that 248
for an extended period they 59
for an extended period was 310
for an extended period with 642
for an extended visit and 143
for an extended visit with 528
for an extension under this 354
for an external cause for 52
for an ignorant white man 66
for an immediate meeting with 274
for an immediate start for 44
for an immediate truce and 53
for an improved method for 102
for an incident which had 57
for an incident which may 40
for an induction motor with 140
for an industry which had 98
for an industry which has 188
for an industry which was 99
for an infinite plate and 47
for an infinite plate with 140
for an inflated price but 52
for an informal meeting with 242
for an interval longer than 164
for an invention shall not 52
for an invention which had 231
for an invention which has 205
for an invention which was 148
for an operation which can 49
for an operation which had 75
for an operation which has 47
for an operation which was 156
for an ordinary human being 602
for an ordinary working man 68
for an organism which can 41
for an ultimate basis for 52
for an underlying cause for 47
for an unlearned reader they 125
for at whatever point you 211
for by solitary birds not 40
for he obviously could not 55
for he probably would not 72
for he purposed keeping him 45
for he suddenly broke off 92
for he suddenly burst out 99
for in ordinary cases they 106
for it contains fifty one 61
for it contains nearly all 86
for it contains within its 118
for it included within its 58
for it includes within its 43
for it probably would not 47
for it requires reason and 82
for my burgundy would not 50
for my daughter while thou 51
for my decisions which may 78
for my diligent pains and 51
for my discreet smile had 51
for my doctoral thesis and 61
for my personal growth and 62
for my supposed false oath 116
for my suspense while all 97
for no apparent cause and 86
for no apparent reason and 4384
for no apparent reason are 219
for no apparent reason but 530
for no apparent reason can 80
for no apparent reason for 66
for no apparent reason had 155
for no apparent reason has 56
for no apparent reason his 71
for no apparent reason may 150
for no apparent reason one 124
for no apparent reason she 263
for no apparent reason than 132
for no apparent reason that 852
for no apparent reason they 244
for no apparent reason was 211
for no apparent reason with 97
for no apparent reason you 100
for no definite period and 107
for no definite rules can 46
for no specific reason that 91
for of children under this 44
for or excluded under any 84
for the absolute power and 156
for the absolute value and 47
for the absolute weapon has 66
for the absurdly small sum 111
for the abundant rains had 51
for the academic staff and 62
for the academic world and 102
for the accident which had 383
for the accident which has 168
for the accounting period and 223
for the accounting period are 114
for the accounting period for 87
for the accounting period that 133
for the accounts which are 45
for the adequate reason that 464
for the advances which had 76
for the advances which they 64
for the advisory board for 50
for the affected child and 111
for the affection which had 62
for the affection which she 66
for the affection which they 140
for the affection which you 150
for the agitation which had 53
for the airborne warning and 58
for the alphabet would read 41
for the american black man 58
for the american cause and 380
for the american cause had 89
for the american cause than 54
for the american cause that 268
for the american cause was 257
for the american civil war 1699
for the american coast with 41
for the american fleet and 44
for the american hotel and 74
for the american indian and 235
for the american indian was 48
for the american league all 293
for the american league and 127
for the american league east 200
for the american league for 100
for the american league lead 228
for the american legion and 157
for the american melting pot 91
for the american nation and 137
for the american negro and 124
for the american negro than 54
for the american negro was 40
for the american people and 2196
for the american people are 223
for the american people but 151
for the american people can 48
for the american people for 81
for the american people had 185
for the american people has 66
for the american people not 51
for the american people than 262
for the american people that 872
for the american people was 209
for the american people who 201
for the american people with 81
for the american press and 133
for the american press was 49
for the american reader and 42
for the american scene and 55
for the american ships and 64
for the american social and 55
for the american stage and 89
for the american stamp act 61
for the american steel and 120
for the american trade and 91
for the american trade with 43
for the american white man 55
for the american woman and 4475
for the american woman who 55
for the american women and 138
for the american women who 57
for the american working man 265
for the analysis rather than 76
for the apostles peter and 115
for the apparent reason that 894
for the applause which they 106
for the aquarium trade and 52
for the argument either way 46
for the argument which has 73
for the articles which are 107
for the articles which had 94
for the articles which they 403
for the artistic skill and 47
for the assembly which was 135
for the asserted reason that 64
for the assertion would not 65
for the assigned reason that 221
for the asthmatic child and 61
for the atlantic coast and 177
for the atlantic coast was 43
for the attention shown him 70
for the attention which had 64
for the attention which has 86
for the attention which she 73
for the attention which they 337
for the attention which was 48
for the attention which you 193
for the attitude which they 82
for the audience could not 61
for the audience knows that 84
for the audience rather than 150
for the authority which had 44
for the authority which they 104
for the autistic child and 59
for the autumnal leaves and 54
for the bacterial types and 79
for the battered woman and 56
for the battered woman who 44
for the beautiful woman who 177
for the beautiful woods near 62
for the beholder knows not 166
for the benefits which are 164
for the benefits which had 57
for the benefits which his 95
for the benefits which may 82
for the benefits which she 147
for the benefits which they 898
for the benefits which this 58
for the benefits which you 55
for the blighted roses that 134
for the boundary layer and 127
for the boundary layer are 73
for the boundary layer with 57
for the bourgeois class and 45
for the breakfast table and 48
for the breakfast which was 72
for the brighter stars and 80
for the brilliant light that 95
for the broadway stage and 91
for the buddhist monks and 86
for the buddhist monks who 46
for the bulgarian people and 49
for the bulletin board and 179
for the bulletin board that 134
for the business class and 65
for the business clerk and 59
for the business cycle and 159
for the business logic and 66
for the business logic that 41
